Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,InnerLoop_3_2,InnerLoop_3_3,Area,Weight,is_pareto
workload_2719.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,167,1,1,2,3,block_4_2,block_4_2,block_8_1,block_2_1,cyclic_2_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_4,unroll_8,1.75,0.856579482626567,False
workload_2720.cpp,xcu200-fsgd2104-2-e,10.0,22.55677,1052,1,1,8,12,block_4_2,block_2_2,complete_1,block_2_1,complete_1,unroll_32,pipeline_1,unroll,pipeline_1,unroll_2,pipeline,5.5,0.32610544658666046,False
workload_2721.cpp,xcu200-fsgd2104-2-e,10.0,96.38181,185,1,1,1,3,block_4_2,block_4_2,block_8_1,complete_1,cyclic_2_1,unroll_8,pipeline,pipeline_1,unroll_2,pipeline_1,unroll_8,1.5,0.7860369463171957,False
workload_2722.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,169,1,1,2,3,complete_1,complete_1,block_4_1,block_2_1,cyclic_4_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_8,1.75,0.856579482626567,False
workload_2723.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,181,1,1,2,3,cyclic_2_2,block_2_2,complete_1,block_2_1,cyclic_8_1,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_4,pipeline,1.75,0.856579482626567,False
workload_2724.cpp,xcu200-fsgd2104-2-e,10.0,22.2044,98,1,1,1,1,complete_1,cyclic_8_2,complete_1,block_4_1,cyclic_8_1,unroll_4,pipeline,unroll,unroll_2,unroll_4,pipeline,1.0,0.9993423868897735,False
workload_2725.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,182,1,1,2,3,block_4_2,cyclic_4_2,complete_1,cyclic_4_1,cyclic_8_1,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_8,pipeline,1.75,0.856579482626567,False
workload_2726.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,350,1,1,4,6,cyclic_2_2,cyclic_4_2,complete_1,block_4_1,block_4_1,unroll_16,pipeline,pipeline,unroll_2,unroll_4,unroll_2,3.0,0.6452059551837824,False
workload_2727.cpp,xcu200-fsgd2104-2-e,10.0,22.49253,292,1,1,3,4,cyclic_4_2,block_4_2,block_8_1,block_2_1,block_8_1,unroll_16,pipeline,pipeline_1,unroll,unroll_2,unroll,2.25,0.767886113314746,False
workload_2728.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,155,1,1,2,3,block_8_2,block_2_2,cyclic_4_1,block_4_1,complete_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_2,pipeline_1,1.75,0.856579482626567,False
workload_2729.cpp,xcu200-fsgd2104-2-e,10.0,51.47445,904,1,1,2,6,complete_1,block_2_2,complete_1,complete_1,block_8_1,unroll_16,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,2.5,0.716559727991945,False
workload_2730.cpp,xcu200-fsgd2104-2-e,10.0,22.02876,67,1,1,1,1,cyclic_2_2,cyclic_8_2,block_4_1,block_8_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_2,unroll,unroll_2,1.0,0.9998273857442707,False
workload_2731.cpp,xcu200-fsgd2104-2-e,10.0,21.96626,64,1,1,1,1,cyclic_4_2,block_8_2,complete_1,cyclic_4_1,block_8_1,unroll_2,pipeline,unroll,unroll,unroll_8,pipeline_1,1.0,1.0,True
workload_2732.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,162,1,1,2,3,block_4_2,block_4_2,complete_1,block_4_1,block_4_1,unroll_8,pipeline,pipeline_1,unroll_2,unroll_2,pipeline,1.75,0.856579482626567,False
workload_2733.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,162,1,1,2,3,block_8_2,block_2_2,complete_1,block_8_1,block_4_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_4,unroll_2,1.75,0.856579482626567,False
workload_2734.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,163,1,1,2,3,cyclic_8_2,block_2_2,complete_1,complete_1,cyclic_8_1,unroll_8,pipeline,unroll,pipeline_1,unroll_2,pipeline,1.75,0.856579482626567,False
workload_2735.cpp,xcu200-fsgd2104-2-e,10.0,22.2044,95,1,1,1,1,block_4_2,cyclic_8_2,block_8_1,block_4_1,cyclic_8_1,unroll_4,pipeline,unroll,unroll_4,unroll_4,pipeline,1.0,0.9993423868897735,False
workload_2736.cpp,xcu200-fsgd2104-2-e,10.0,265.00376,73,1,1,1,1,block_4_2,complete_1,cyclic_8_1,complete_1,block_4_1,unroll_2,unroll_2,unroll,unroll,pipeline_1,unroll_2,1.0,0.45390389659577746,False
workload_2737.cpp,xcu200-fsgd2104-2-e,10.0,22.2044,95,1,1,1,1,cyclic_4_2,complete_2,block_4_1,block_4_1,cyclic_8_1,unroll_4,pipeline,unroll,unroll_2,unroll_2,unroll,1.0,0.9993423868897735,False
workload_2738.cpp,xcu200-fsgd2104-2-e,10.0,22.49253,298,1,1,3,4,block_4_2,complete_2,block_8_1,block_2_1,cyclic_2_1,unroll_16,pipeline,pipeline_1,unroll,unroll_2,unroll_8,2.25,0.767886113314746,False
workload_2739.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,163,1,1,2,3,cyclic_4_2,cyclic_4_2,block_8_1,block_4_1,complete_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_4,pipeline,1.75,0.856579482626567,False
workload_2740.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,163,1,1,2,3,complete_1,cyclic_8_2,cyclic_4_1,block_8_1,complete_1,unroll_8,pipeline,pipeline,pipeline_1,unroll_2,unroll_2,1.75,0.856579482626567,False
workload_2741.cpp,xcu200-fsgd2104-2-e,10.0,22.02876,68,1,1,1,1,complete_2,block_8_2,block_4_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_4,unroll_8,pipeline_1,1.0,0.9998273857442707,False
workload_2742.cpp,xcu200-fsgd2104-2-e,10.0,50.67095,113,1,1,1,1,complete_1,complete_2,cyclic_2_1,complete_1,block_8_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline,pipeline_1,1.0,0.9224647547525108,False
workload_2743.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,178,1,1,2,3,cyclic_2_2,complete_1,block_8_1,block_2_1,cyclic_8_1,unroll_8,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,1.75,0.856579482626567,False
workload_2744.cpp,xcu200-fsgd2104-2-e,10.0,51.47461,258,1,1,1,3,cyclic_2_2,block_2_2,complete_1,complete_1,cyclic_8_1,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,1.5,0.8757940755037951,False
workload_2745.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,166,1,1,2,3,complete_1,cyclic_8_2,cyclic_4_1,cyclic_4_1,block_4_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_8,unroll,1.75,0.856579482626567,False
workload_2746.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,166,1,1,2,3,complete_1,complete_1,cyclic_4_1,cyclic_4_1,block_2_1,unroll_8,pipeline,unroll,pipeline_1,unroll_4,unroll_2,1.75,0.856579482626567,False
workload_2747.cpp,xcu200-fsgd2104-2-e,10.0,22.2044,95,1,1,1,1,complete_1,cyclic_4_2,complete_1,cyclic_4_1,cyclic_8_1,unroll_4,pipeline,unroll,unroll_2,unroll_4,pipeline,1.0,0.9993423868897735,False
workload_2748.cpp,xcu200-fsgd2104-2-e,10.0,51.47461,252,1,1,1,3,cyclic_2_2,cyclic_4_2,cyclic_4_1,block_4_1,complete_1,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline_1,1.5,0.8757940755037951,False
workload_2749.cpp,xcu200-fsgd2104-2-e,10.0,22.2044,94,1,1,1,1,cyclic_2_2,complete_1,block_4_1,block_2_1,block_4_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_8,unroll_8,1.0,0.9993423868897735,False
workload_2750.cpp,xcu200-fsgd2104-2-e,10.0,51.47461,255,1,1,1,3,block_4_2,block_4_2,block_8_1,complete_1,cyclic_8_1,unroll_8,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline,1.5,0.8757940755037951,False
workload_2751.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,161,1,1,2,3,complete_1,cyclic_2_2,complete_1,block_4_1,block_8_1,unroll_8,pipeline,pipeline_1,unroll_2,unroll_4,unroll_2,1.75,0.856579482626567,False
workload_2752.cpp,xcu200-fsgd2104-2-e,10.0,22.49253,154,1,1,1,2,complete_2,block_2_2,block_8_1,block_2_1,block_4_1,unroll_8,pipeline,unroll,unroll,unroll_2,unroll_8,1.25,0.9507932095353163,False
workload_2753.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,168,1,1,2,3,complete_1,block_4_2,complete_1,block_2_1,cyclic_4_1,unroll_8,pipeline,unroll,unroll_2,unroll_2,unroll_8,1.75,0.856579482626567,False
workload_2754.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,352,1,1,4,6,complete_2,block_8_2,block_8_1,cyclic_4_1,cyclic_8_1,unroll_16,pipeline,pipeline_1,unroll_2,unroll_2,unroll,3.0,0.6452059551837824,False
workload_2755.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,168,1,1,2,3,block_8_2,block_2_2,complete_1,block_4_1,complete_1,unroll_8,pipeline,pipeline_1,unroll_4,unroll_2,unroll_4,1.75,0.856579482626567,False
workload_2756.cpp,xcu200-fsgd2104-2-e,10.0,22.49253,308,1,1,3,4,cyclic_8_2,cyclic_4_2,block_8_1,cyclic_4_1,block_8_1,unroll_16,pipeline,pipeline_1,unroll,unroll_8,pipeline,2.25,0.767886113314746,False
workload_2757.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,168,1,1,2,3,cyclic_2_2,complete_1,block_2_1,block_2_1,cyclic_8_1,unroll_8,pipeline,pipeline_1,unroll_2,unroll_2,unroll_8,1.75,0.856579482626567,False
workload_2758.cpp,xcu200-fsgd2104-2-e,10.0,22.49253,157,1,1,1,2,cyclic_4_2,cyclic_8_2,cyclic_4_1,block_4_1,block_4_1,unroll_8,pipeline,unroll,unroll,unroll_4,unroll,1.25,0.9507932095353163,False
workload_2759.cpp,xcu200-fsgd2104-2-e,10.0,22.02876,67,1,1,1,1,complete_1,cyclic_4_2,cyclic_4_1,block_4_1,block_4_1,unroll_2,pipeline,pipeline,pipeline_1,unroll_4,unroll_2,1.0,0.9998273857442707,False
workload_2760.cpp,xcu200-fsgd2104-2-e,10.0,50.67095,114,1,1,1,1,complete_1,block_2_2,complete_1,complete_1,block_2_1,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline,pipeline,1.0,0.9224647547525108,False
workload_2761.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,167,1,1,2,3,cyclic_2_2,cyclic_8_2,cyclic_4_1,block_8_1,cyclic_8_1,unroll_8,pipeline,pipeline_1,unroll_2,unroll,unroll_2,1.75,0.856579482626567,False
workload_2762.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,168,1,1,2,3,complete_1,complete_2,block_4_1,block_2_1,cyclic_2_1,unroll_8,pipeline,pipeline_1,unroll_4,unroll_2,unroll_8,1.75,0.856579482626567,False
workload_2763.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,167,1,1,2,3,block_8_2,cyclic_4_2,cyclic_4_1,block_4_1,complete_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_2,pipeline_1,1.75,0.856579482626567,False
workload_2764.cpp,xcu200-fsgd2104-2-e,10.0,51.47461,249,1,1,1,3,cyclic_2_2,block_2_2,complete_1,cyclic_4_1,cyclic_8_1,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline_1,pipeline,1.5,0.8757940755037951,False
workload_2765.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,165,1,1,2,3,block_4_2,cyclic_4_2,complete_1,complete_1,cyclic_8_1,unroll_8,pipeline,pipeline_1,unroll_4,unroll_8,pipeline,1.75,0.856579482626567,False
workload_2766.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,163,1,1,2,3,cyclic_8_2,block_2_2,cyclic_4_1,block_4_1,complete_1,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_2,pipeline_1,1.75,0.856579482626567,False
workload_2767.cpp,xcu200-fsgd2104-2-e,10.0,22.49253,314,1,1,3,4,cyclic_4_2,cyclic_8_2,block_4_1,block_4_1,block_8_1,unroll_16,pipeline_1,unroll,unroll,unroll_8,unroll,2.25,0.767886113314746,False
workload_2768.cpp,xcu200-fsgd2104-2-e,10.0,22.02876,64,1,1,1,1,complete_2,complete_2,block_8_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_2,unroll_2,pipeline_1,1.0,0.9998273857442707,False
workload_2769.cpp,xcu200-fsgd2104-2-e,10.0,22.49253,284,1,1,3,4,complete_1,block_8_2,complete_1,block_4_1,block_8_1,unroll_16,pipeline,pipeline_1,unroll,unroll_4,unroll_2,2.25,0.767886113314746,False
workload_2770.cpp,xcu200-fsgd2104-2-e,10.0,22.02876,65,1,1,1,1,complete_2,block_8_2,block_4_1,cyclic_4_1,complete_1,unroll_2,pipeline,pipeline_1,unroll_2,unroll_8,pipeline_1,1.0,0.9998273857442707,False
workload_2771.cpp,xcu200-fsgd2104-2-e,10.0,21.96626,66,1,1,1,1,complete_1,complete_1,cyclic_8_1,complete_1,block_8_1,unroll_2,pipeline,unroll,unroll,unroll_4,unroll_2,1.0,1.0,True
workload_2772.cpp,xcu200-fsgd2104-2-e,10.0,22.2044,95,1,1,1,1,block_8_2,cyclic_8_2,complete_1,block_4_1,block_4_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_4,pipeline,1.0,0.9993423868897735,False
workload_2773.cpp,xcu200-fsgd2104-2-e,10.0,22.49253,149,1,1,1,2,block_4_2,block_4_2,block_8_1,block_2_1,cyclic_8_1,unroll_8,pipeline,unroll,unroll,unroll_2,unroll_8,1.25,0.9507932095353163,False
workload_2774.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,161,1,1,2,3,complete_1,cyclic_2_2,complete_1,block_4_1,block_8_1,unroll_8,pipeline,unroll,unroll_2,unroll_4,unroll_2,1.75,0.856579482626567,False
workload_2775.cpp,xcu200-fsgd2104-2-e,10.0,22.02876,65,1,1,1,1,complete_2,complete_2,block_4_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_2,unroll_2,pipeline_1,1.0,0.9998273857442707,False
workload_2776.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,175,1,1,2,3,complete_2,cyclic_4_2,block_8_1,cyclic_4_1,cyclic_8_1,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_8,pipeline,1.75,0.856579482626567,False
workload_2777.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,176,1,1,2,3,block_4_2,cyclic_8_2,complete_1,block_2_1,cyclic_8_1,unroll_8,pipeline_1,pipeline_1,unroll_4,unroll_2,pipeline,1.75,0.856579482626567,False
workload_2778.cpp,xcu200-fsgd2104-2-e,10.0,22.1414,90,1,1,1,1,block_4_2,cyclic_8_2,block_8_1,block_4_1,cyclic_8_1,unroll_4,pipeline,unroll,unroll,unroll_2,unroll_8,1.0,0.9995163352313116,False
workload_2779.cpp,xcu200-fsgd2104-2-e,10.0,21.96626,66,1,1,1,1,complete_2,cyclic_8_2,cyclic_4_1,block_8_1,block_4_1,unroll_2,pipeline,unroll,unroll,unroll_2,unroll_2,1.0,1.0,True
workload_2780.cpp,xcu200-fsgd2104-2-e,10.0,50.26876,68,1,1,1,1,complete_1,complete_2,complete_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline,unroll_4,1.0,0.9235270036501578,False
workload_2781.cpp,xcu200-fsgd2104-2-e,10.0,96.38181,169,1,1,1,3,complete_1,block_8_2,complete_1,block_4_1,cyclic_8_1,unroll_8,pipeline,pipeline_1,unroll_4,pipeline_1,unroll_2,1.5,0.7860369463171957,False
workload_2782.cpp,xcu200-fsgd2104-2-e,10.0,22.49253,294,1,1,3,4,cyclic_4_2,cyclic_8_2,cyclic_4_1,cyclic_4_1,block_8_1,unroll_16,pipeline,pipeline_1,unroll,unroll_8,unroll,2.25,0.767886113314746,False
workload_2783.cpp,xcu200-fsgd2104-2-e,10.0,21.96626,67,1,1,1,1,cyclic_4_2,complete_1,complete_1,cyclic_4_1,block_8_1,unroll_2,pipeline,unroll,unroll,pipeline_1,pipeline_1,1.0,1.0,True
workload_2784.cpp,xcu200-fsgd2104-2-e,10.0,22.2044,96,1,1,1,1,cyclic_2_2,cyclic_8_2,block_4_1,block_4_1,cyclic_8_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_4,pipeline,1.0,0.9993423868897735,False
workload_2785.cpp,xcu200-fsgd2104-2-e,10.0,50.67095,111,1,1,1,1,complete_1,complete_2,cyclic_2_1,complete_1,block_2_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,pipeline,pipeline_1,1.0,0.9224647547525108,False
workload_2786.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,175,1,1,2,3,cyclic_2_2,cyclic_8_2,cyclic_4_1,block_8_1,cyclic_8_1,unroll_8,pipeline_1,pipeline_1,unroll_2,unroll,unroll_2,1.75,0.856579482626567,False
workload_2787.cpp,xcu200-fsgd2104-2-e,10.0,94.12376,68,1,1,1,1,cyclic_2_2,block_4_2,block_4_1,block_8_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_2,pipeline_1,unroll_2,1.0,0.8117368781250395,False
workload_2788.cpp,xcu200-fsgd2104-2-e,10.0,22.49253,147,1,1,1,2,cyclic_4_2,cyclic_4_2,block_8_1,block_4_1,block_4_1,unroll_8,pipeline,unroll,unroll,unroll_4,unroll,1.25,0.9507932095353163,False
workload_2789.cpp,xcu200-fsgd2104-2-e,10.0,22.02876,67,1,1,1,1,block_4_2,complete_2,complete_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_2,unroll_2,pipeline_1,1.0,0.9998273857442707,False
workload_2790.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,161,1,1,2,3,complete_1,block_2_2,complete_1,block_8_1,cyclic_8_1,unroll_8,pipeline,unroll,pipeline_1,unroll_4,unroll_2,1.75,0.856579482626567,False
workload_2791.cpp,xcu200-fsgd2104-2-e,10.0,22.2044,94,1,1,1,1,cyclic_4_2,complete_2,block_4_1,block_4_1,cyclic_8_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_2,unroll,1.0,0.9993423868897735,False
workload_2792.cpp,xcu200-fsgd2104-2-e,10.0,22.2044,93,1,1,1,1,block_8_2,complete_1,block_4_1,block_2_1,block_4_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_8,unroll_8,1.0,0.9993423868897735,False
workload_2793.cpp,xcu200-fsgd2104-2-e,10.0,22.49253,316,1,1,3,4,cyclic_2_2,block_2_2,complete_1,complete_1,block_8_1,unroll_16,pipeline_1,pipeline_1,unroll,unroll_4,pipeline,2.25,0.767886113314746,False
workload_2794.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,166,1,1,2,3,cyclic_2_2,complete_1,block_4_1,block_2_1,block_4_1,unroll_8,pipeline,pipeline_1,unroll_2,unroll_2,pipeline_1,1.75,0.856579482626567,False
workload_2795.cpp,xcu200-fsgd2104-2-e,10.0,22.2044,99,1,1,1,1,complete_2,block_8_2,block_8_1,complete_1,block_8_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_2,pipeline_1,1.0,0.9993423868897735,False
workload_2796.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,163,1,1,2,3,complete_2,block_2_2,block_8_1,block_2_1,block_4_1,unroll_8,pipeline,unroll,unroll_4,unroll_4,pipeline,1.75,0.856579482626567,False
workload_2797.cpp,xcu200-fsgd2104-2-e,10.0,22.2044,97,1,1,1,1,cyclic_8_2,block_8_2,block_4_1,block_4_1,cyclic_8_1,unroll_4,pipeline,unroll,unroll_4,unroll_8,pipeline,1.0,0.9993423868897735,False
workload_2798.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,167,1,1,2,3,block_8_2,block_2_2,complete_1,block_4_1,block_4_1,unroll_8,pipeline,pipeline_1,unroll_4,unroll_2,unroll_4,1.75,0.856579482626567,False
workload_2799.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,164,1,1,2,3,complete_1,complete_1,block_8_1,block_2_1,cyclic_8_1,unroll_8,pipeline,unroll,unroll_2,unroll_2,unroll_8,1.75,0.856579482626567,False
workload_2800.cpp,xcu200-fsgd2104-2-e,10.0,50.67095,116,1,1,1,1,complete_1,block_2_2,complete_1,complete_1,block_8_1,unroll_4,pipeline_1,pipeline_1,unroll_4,pipeline,pipeline,1.0,0.9224647547525108,False
workload_2801.cpp,xcu200-fsgd2104-2-e,10.0,332.81626,80,1,1,1,2,complete_2,block_8_2,cyclic_8_1,complete_1,cyclic_2_1,unroll_2,unroll_2,unroll,unroll_4,unroll_8,unroll_2,1.25,0.34544287577412575,False
workload_2802.cpp,xcu200-fsgd2104-2-e,10.0,22.2044,96,1,1,1,1,complete_1,cyclic_8_2,block_4_1,cyclic_4_1,block_4_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_8,pipeline_1,1.0,0.9993423868897735,False
workload_2803.cpp,xcu200-fsgd2104-2-e,10.0,22.2044,104,1,1,1,1,complete_1,block_8_2,complete_1,complete_1,block_8_1,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll_8,pipeline_1,1.0,0.9993423868897735,False
workload_2804.cpp,xcu200-fsgd2104-2-e,10.0,22.02876,68,1,1,1,1,complete_2,block_8_2,block_4_1,block_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,unroll_4,pipeline,1.0,0.9998273857442707,False
workload_2805.cpp,xcu200-fsgd2104-2-e,10.0,94.12376,69,1,1,1,1,complete_2,complete_2,block_4_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_4,pipeline,unroll_4,1.0,0.8117368781250395,False
workload_2806.cpp,xcu200-fsgd2104-2-e,10.0,206.72291,262,1,1,2,6,cyclic_4_2,complete_1,cyclic_8_1,complete_1,block_2_1,unroll_8,unroll_2,unroll,unroll,pipeline_1,unroll,2.5,0.505639731572205,False
workload_2807.cpp,xcu200-fsgd2104-2-e,10.0,22.02876,70,1,1,1,1,block_4_2,cyclic_4_2,complete_1,complete_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_4,unroll_8,pipeline,1.0,0.9998273857442707,False
workload_2808.cpp,xcu200-fsgd2104-2-e,10.0,22.49253,150,1,1,1,2,cyclic_4_2,cyclic_8_2,block_4_1,block_8_1,complete_1,unroll_8,pipeline,unroll,unroll,unroll,unroll,1.25,0.9507932095353163,False
workload_2809.cpp,xcu200-fsgd2104-2-e,10.0,150.08283,713,1,1,5,12,block_4_2,complete_2,complete_1,block_4_1,block_4_1,unroll_16,unroll_2,pipeline_1,unroll,pipeline_1,unroll_2,4.75,0.3626457865137034,False
workload_2810.cpp,xcu200-fsgd2104-2-e,10.0,21.96626,65,1,1,1,1,complete_1,complete_1,cyclic_8_1,complete_1,block_8_1,unroll_2,pipeline,unroll,unroll,unroll_4,pipeline_1,1.0,1.0,True
workload_2811.cpp,xcu200-fsgd2104-2-e,10.0,22.02876,67,1,1,1,1,cyclic_4_2,block_8_2,block_4_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll_4,unroll_8,pipeline_1,1.0,0.9998273857442707,False
workload_2812.cpp,xcu200-fsgd2104-2-e,10.0,50.26876,68,1,1,1,1,complete_1,block_2_2,complete_1,complete_1,block_2_1,unroll_2,pipeline_1,pipeline_1,unroll_4,pipeline,unroll_4,1.0,0.9235270036501578,False
workload_2813.cpp,xcu200-fsgd2104-2-e,10.0,22.2044,94,1,1,1,1,block_8_2,complete_1,complete_1,block_4_1,block_4_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_8,unroll_8,1.0,0.9993423868897735,False
workload_2814.cpp,xcu200-fsgd2104-2-e,10.0,22.2044,94,1,1,1,1,block_4_2,cyclic_8_2,block_8_1,block_4_1,block_8_1,unroll_4,pipeline,unroll,unroll_4,unroll_4,pipeline_1,1.0,0.9993423868897735,False
workload_2815.cpp,xcu200-fsgd2104-2-e,10.0,22.02876,65,1,1,1,1,complete_1,cyclic_8_2,block_4_1,cyclic_8_1,block_4_1,unroll_2,pipeline,pipeline_1,unroll_2,unroll_8,pipeline_1,1.0,0.9998273857442707,False
workload_2816.cpp,xcu200-fsgd2104-2-e,10.0,22.2044,94,1,1,1,1,cyclic_4_2,complete_2,block_4_1,block_4_1,cyclic_4_1,unroll_4,pipeline,unroll,unroll_2,unroll_2,unroll_8,1.0,0.9993423868897735,False
workload_2817.cpp,xcu200-fsgd2104-2-e,10.0,22.02876,66,1,1,1,1,complete_1,cyclic_4_2,cyclic_4_1,block_4_1,block_4_1,unroll_2,pipeline,pipeline,unroll_4,unroll_4,unroll_2,1.0,0.9998273857442707,False
workload_2818.cpp,xcu200-fsgd2104-2-e,10.0,22.2044,95,1,1,1,1,complete_1,block_8_2,block_4_1,block_4_1,cyclic_8_1,unroll_4,pipeline,unroll,unroll_4,unroll_4,pipeline,1.0,0.9993423868897735,False
workload_2819.cpp,xcu200-fsgd2104-2-e,10.0,22.02876,66,1,1,1,1,complete_2,block_8_2,block_4_1,block_4_1,cyclic_8_1,unroll_2,pipeline,unroll,unroll_2,unroll_8,pipeline,1.0,0.9998273857442707,False
workload_2820.cpp,xcu200-fsgd2104-2-e,10.0,22.2044,95,1,1,1,1,cyclic_2_2,complete_2,block_4_1,block_4_1,cyclic_8_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_2,unroll,1.0,0.9993423868897735,False
workload_2821.cpp,xcu200-fsgd2104-2-e,10.0,22.1414,90,1,1,1,1,block_4_2,cyclic_8_2,block_8_1,block_4_1,cyclic_8_1,unroll_4,pipeline,unroll,unroll,unroll_2,unroll,1.0,0.9995163352313116,False
workload_2822.cpp,xcu200-fsgd2104-2-e,10.0,22.2044,94,1,1,1,1,complete_1,cyclic_4_2,complete_1,cyclic_4_1,block_8_1,unroll_4,pipeline,pipeline_1,unroll_2,unroll_4,pipeline,1.0,0.9993423868897735,False
workload_2823.cpp,xcu200-fsgd2104-2-e,10.0,22.55653,161,1,1,2,3,complete_1,block_4_2,block_8_1,block_2_1,block_4_1,unroll_8,pipeline,pipeline_1,unroll_4,unroll_8,pipeline_1,1.75,0.856579482626567,False
workload_2824.cpp,xcu200-fsgd2104-2-e,10.0,21.96626,66,1,1,1,1,cyclic_4_2,block_8_2,complete_1,cyclic_4_1,block_8_1,unroll_2,pipeline,unroll,unroll,unroll_8,unroll_2,1.0,1.0,True
workload_2825.cpp,xcu200-fsgd2104-2-e,10.0,22.2044,94,1,1,1,1,complete_1,cyclic_8_2,block_4_1,block_2_1,cyclic_8_1,unroll_4,pipeline,unroll,unroll_2,unroll_4,pipeline,1.0,0.9993423868897735,False
workload_2826.cpp,xcu200-fsgd2104-2-e,10.0,22.02876,70,1,1,1,1,complete_2,complete_2,block_4_1,cyclic_4_1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,unroll_4,unroll_2,unroll_4,1.0,0.9998273857442707,False
