Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_2_1,Area,Weight,is_pareto
stencil3d_2026.c,xczu7ev-ffvc1156-2-e,3.33,0.07635357,597,1,1,46,70,unroll_2,pipeline,pipeline_1,pipeline,unroll_8,pipeline_1,unroll,pipeline_1,pipeline_1,29.5,0.21215639387660817,False
stencil3d_2027.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,604,1,1,46,70,pipeline_1,pipeline_1,pipeline,pipeline,unroll_4,pipeline,unroll,unroll_4,pipeline_1,29.5,1.0,True
stencil3d_2028.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,608,1,1,46,70,pipeline,pipeline,pipeline_1,pipeline,unroll_8,unroll_4,pipeline,pipeline,pipeline_1,29.5,1.0,True
stencil3d_2029.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,609,1,1,46,70,pipeline_1,pipeline_1,pipeline,pipeline,pipeline,pipeline,unroll,pipeline_1,pipeline,29.5,1.0,True
stencil3d_2030.c,xczu7ev-ffvc1156-2-e,3.33,0.07427565,609,1,1,23,46,pipeline,pipeline,pipeline,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll,unroll,17.75,0.4618358024639193,False
stencil3d_2031.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,610,1,1,46,70,pipeline,pipeline,pipeline_1,pipeline,pipeline_1,pipeline,unroll,unroll_2,pipeline,29.5,1.0,True
stencil3d_2032.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,610,1,1,46,70,pipeline_1,pipeline,pipeline_1,pipeline,unroll_8,unroll_2,unroll,unroll_4,pipeline_1,29.5,1.0,True
stencil3d_2033.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,612,1,1,46,70,pipeline_1,pipeline_1,pipeline,pipeline,unroll_8,unroll_4,unroll,pipeline_1,pipeline,29.5,1.0,True
stencil3d_2034.c,xczu7ev-ffvc1156-2-e,3.33,0.07538787,644,1,1,24,56,unroll_2,pipeline_1,pipeline,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll,pipeline,20.5,0.3896736453733922,False
stencil3d_2035.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,660,1,1,46,70,pipeline,pipeline,pipeline,pipeline,unroll_8,pipeline_1,unroll,pipeline_1,unroll,29.5,1.0,True
stencil3d_2036.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,661,1,1,46,70,pipeline,pipeline,pipeline,pipeline,unroll_8,pipeline,unroll,pipeline_1,unroll,29.5,1.0,True
stencil3d_2037.c,xczu7ev-ffvc1156-2-e,3.33,0.07427565,664,1,1,24,55,pipeline,pipeline,pipeline_1,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_2,pipeline,20.25,0.398962304229037,False
stencil3d_2038.c,xczu7ev-ffvc1156-2-e,3.33,0.07427565,671,1,1,24,56,pipeline,pipeline_1,pipeline,pipeline_1,unroll_8,pipeline,pipeline_1,unroll_2,pipeline,20.5,0.3929742235246292,False
stencil3d_2039.c,xczu7ev-ffvc1156-2-e,3.33,0.07427565,682,1,1,23,55,pipeline,pipeline,pipeline,pipeline_1,pipeline_1,pipeline,unroll,unroll_2,pipeline,20.0,0.4050060081063537,False
stencil3d_2040.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,684,1,1,46,71,pipeline,pipeline_1,pipeline_1,pipeline,unroll_8,pipeline,unroll_4,unroll,pipeline_1,29.75,0.212742398740486,False
stencil3d_2041.c,xczu7ev-ffvc1156-2-e,3.33,0.07427565,685,1,1,23,53,pipeline,pipeline,pipeline_1,pipeline_1,unroll_8,pipeline,unroll,unroll_2,pipeline,19.5,0.4172588293664202,False
stencil3d_2042.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,686,1,1,46,70,pipeline_1,pipeline_1,pipeline,pipeline,unroll_8,pipeline,pipeline_1,pipeline_1,pipeline,29.5,1.0,True
stencil3d_2043.c,xczu7ev-ffvc1156-2-e,3.33,0.07427565,687,1,1,23,55,pipeline,pipeline_1,pipeline,pipeline_1,unroll,pipeline,unroll,unroll_2,pipeline,20.0,0.4050060081063537,False
stencil3d_2044.c,xczu7ev-ffvc1156-2-e,3.33,0.07427565,690,1,1,24,54,pipeline_1,pipeline,pipeline,pipeline_1,unroll_4,pipeline,unroll_8,unroll_2,unroll,20.0,0.4050060081063537,False
stencil3d_2045.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,696,1,1,46,70,pipeline,pipeline,pipeline,pipeline,unroll_8,unroll_2,unroll,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2046.c,xczu7ev-ffvc1156-2-e,3.33,0.07632693,703,1,1,46,70,unroll_4,pipeline_1,pipeline_1,pipeline,unroll_8,pipeline,unroll_4,pipeline,pipeline,29.5,0.21221082008800898,False
stencil3d_2047.c,xczu7ev-ffvc1156-2-e,3.33,0.07493166,704,1,1,23,54,unroll,pipeline_1,pipeline,pipeline_1,pipeline,unroll_4,pipeline_1,unroll_4,unroll,19.75,0.4091268245121751,False
stencil3d_2048.c,xczu7ev-ffvc1156-2-e,3.33,0.07426899,705,1,1,46,70,pipeline,pipeline_1,unroll_2,pipeline,unroll_4,pipeline,unroll,unroll_8,pipeline,29.5,0.21642510273384719,False
stencil3d_2049.c,xczu7ev-ffvc1156-2-e,3.33,0.07527465,716,1,1,24,55,unroll,pipeline,unroll_2,pipeline_1,pipeline_1,pipeline,pipeline_1,unroll_2,unroll,20.25,0.3959806818675473,False
stencil3d_2050.c,xczu7ev-ffvc1156-2-e,3.33,0.0756376199999999,757,1,1,24,46,unroll,pipeline,pipeline,pipeline,unroll_4,pipeline,unroll_4,unroll,unroll,18.0,0.45105977226648497,False
stencil3d_2051.c,xczu7ev-ffvc1156-2-e,3.33,0.07645347,771,1,1,24,57,unroll_4,pipeline,unroll_8,pipeline_1,unroll_8,unroll_4,unroll,unroll_4,unroll,20.75,0.3806014315873961,False
stencil3d_2052.c,xczu7ev-ffvc1156-2-e,3.33,0.0751381199999999,1091,1,1,44,80,unroll_4,pipeline,unroll_8,unroll_2,pipeline_1,unroll_4,unroll,unroll,unroll,31.5,0.175234142905083,False
stencil3d_2053.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,73,1,1,1,1,pipeline,pipeline,pipeline,unroll_2,unroll_8,unroll_4,unroll_8,unroll_2,pipeline,1.0,1.0,True
stencil3d_2054.c,xczu7ev-ffvc1156-2-e,3.33,0.202797,75,1,1,1,2,pipeline,pipeline_1,pipeline_1,unroll_2,pipeline_1,pipeline,unroll_2,unroll_4,pipeline,1.25,0.39219011673887383,False
stencil3d_2055.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,76,1,1,1,1,pipeline_1,pipeline_1,pipeline,unroll_2,pipeline_1,pipeline,unroll,unroll_2,pipeline_1,1.0,1.0,True
stencil3d_2056.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,79,1,1,1,1,pipeline_1,pipeline,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_8,unroll_2,pipeline_1,1.0,1.0,True
stencil3d_2057.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,81,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline,unroll_4,unroll_2,pipeline,1.0,1.0,True
stencil3d_2058.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,81,1,1,1,1,pipeline_1,pipeline_1,pipeline,unroll_2,pipeline,pipeline,unroll,unroll_2,pipeline_1,1.0,1.0,True
stencil3d_2059.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,82,1,1,1,1,pipeline,pipeline,pipeline_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_2,pipeline,1.0,1.0,True
stencil3d_2060.c,xczu7ev-ffvc1156-2-e,3.33,0.1162836,84,1,1,1,4,pipeline_1,pipeline,pipeline_1,unroll_2,unroll_4,unroll_4,unroll_4,pipeline,pipeline_1,1.75,0.8787178584615303,False
stencil3d_2061.c,xczu7ev-ffvc1156-2-e,3.33,0.202797,85,1,1,1,2,pipeline,pipeline,pipeline,unroll_2,unroll_8,pipeline,unroll_4,unroll_4,pipeline_1,1.25,0.39219011673887383,False
stencil3d_2062.c,xczu7ev-ffvc1156-2-e,3.33,0.202797,85,1,1,1,2,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_8,pipeline_1,unroll,unroll_4,pipeline_1,1.25,0.39219011673887383,False
stencil3d_2063.c,xczu7ev-ffvc1156-2-e,3.33,0.202797,90,1,1,1,2,pipeline,pipeline,pipeline,unroll_2,unroll_8,pipeline_1,unroll,unroll_4,pipeline_1,1.25,0.39219011673887383,False
stencil3d_2064.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,91,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_2,unroll_8,pipeline,unroll,unroll_2,pipeline,1.0,1.0,True
stencil3d_2065.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,93,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_2,pipeline_1,pipeline_1,unroll,unroll_2,pipeline_1,1.0,1.0,True
stencil3d_2066.c,xczu7ev-ffvc1156-2-e,3.33,0.1009989,117,1,1,3,7,pipeline,pipeline,pipeline_1,unroll_2,unroll_8,pipeline,unroll_2,unroll_2,unroll,3.0,1.0,True
stencil3d_2067.c,xczu7ev-ffvc1156-2-e,3.33,0.1009989,123,1,1,3,7,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_8,unroll_4,unroll_8,unroll_2,unroll,3.0,1.0,True
stencil3d_2068.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,470,1,1,46,70,pipeline,pipeline_1,pipeline,pipeline,unroll_8,pipeline,pipeline_1,pipeline_1,unroll,29.5,1.0,True
stencil3d_2069.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,474,1,1,46,70,pipeline,pipeline,pipeline,pipeline,unroll_8,unroll_2,unroll,pipeline_1,unroll,29.5,1.0,True
stencil3d_2070.c,xczu7ev-ffvc1156-2-e,3.33,0.07427565,485,1,1,24,55,pipeline,pipeline,pipeline_1,pipeline_1,pipeline_1,pipeline,pipeline,pipeline_1,pipeline_1,20.25,0.398962304229037,False
stencil3d_2071.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,493,1,1,46,70,pipeline,pipeline,pipeline,pipeline,pipeline_1,unroll_4,unroll,unroll_2,pipeline,29.5,1.0,True
stencil3d_2072.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,501,1,1,46,70,pipeline,pipeline_1,pipeline,pipeline,pipeline_1,pipeline_1,unroll,unroll_4,pipeline_1,29.5,1.0,True
stencil3d_2073.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,502,1,1,46,70,pipeline,pipeline,pipeline_1,pipeline,unroll_8,pipeline_1,unroll,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2074.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,503,1,1,46,70,pipeline_1,pipeline,pipeline,pipeline,pipeline_1,pipeline,unroll,unroll_4,pipeline_1,29.5,1.0,True
stencil3d_2075.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,512,1,1,46,70,pipeline,pipeline_1,pipeline,pipeline,unroll_8,pipeline_1,unroll,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2076.c,xczu7ev-ffvc1156-2-e,3.33,0.07427565,589,1,1,24,57,pipeline_1,pipeline_1,pipeline,pipeline_1,pipeline,pipeline,pipeline,unroll,pipeline_1,20.75,0.387042106125158,False
stencil3d_2077.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,611,1,1,46,70,pipeline_1,pipeline,pipeline_1,pipeline,pipeline,unroll_4,pipeline_1,pipeline,pipeline_1,29.5,1.0,True
stencil3d_2078.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,617,1,1,46,70,pipeline_1,pipeline_1,pipeline,pipeline,unroll_8,pipeline,unroll_8,unroll_2,pipeline,29.5,1.0,True
stencil3d_2079.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,618,1,1,46,70,pipeline_1,pipeline,pipeline,pipeline,unroll_8,unroll_2,unroll,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2080.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,621,1,1,46,70,pipeline_1,pipeline_1,pipeline,pipeline,unroll_4,unroll_2,unroll,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2081.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,623,1,1,46,70,pipeline,pipeline,pipeline,pipeline,unroll_4,pipeline,unroll,unroll_2,pipeline,29.5,1.0,True
stencil3d_2082.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,624,1,1,46,70,pipeline_1,pipeline,pipeline_1,pipeline,pipeline_1,unroll_4,unroll_8,pipeline,pipeline_1,29.5,1.0,True
stencil3d_2083.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,628,1,1,46,70,pipeline,pipeline_1,pipeline,pipeline,unroll_8,unroll_2,pipeline_1,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2084.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,628,1,1,46,70,pipeline_1,pipeline,pipeline_1,pipeline,unroll_8,pipeline_1,unroll,unroll_4,pipeline_1,29.5,1.0,True
stencil3d_2085.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,629,1,1,46,70,pipeline,pipeline,pipeline,pipeline,unroll_8,unroll_4,unroll,pipeline_1,pipeline_1,29.5,1.0,True
stencil3d_2086.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,630,1,1,46,70,pipeline,pipeline,pipeline_1,pipeline,pipeline,pipeline,unroll,pipeline_1,pipeline,29.5,1.0,True
stencil3d_2087.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,630,1,1,46,70,pipeline_1,pipeline,pipeline_1,pipeline,unroll_8,pipeline,unroll_4,pipeline,pipeline_1,29.5,1.0,True
stencil3d_2088.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,630,1,1,46,70,pipeline,pipeline_1,pipeline,pipeline,unroll_8,unroll_4,pipeline,pipeline_1,pipeline,29.5,1.0,True
stencil3d_2089.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,631,1,1,46,70,pipeline,pipeline_1,pipeline,pipeline,unroll_8,pipeline,pipeline_1,pipeline_1,pipeline,29.5,1.0,True
stencil3d_2090.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,633,1,1,46,70,pipeline_1,pipeline_1,pipeline_1,pipeline,unroll_8,pipeline,pipeline,pipeline_1,pipeline,29.5,1.0,True
stencil3d_2091.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,635,1,1,46,70,pipeline_1,pipeline_1,pipeline,pipeline,pipeline_1,pipeline,unroll,unroll_2,pipeline,29.5,1.0,True
stencil3d_2093.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,67,1,1,1,1,pipeline_1,pipeline,pipeline_1,unroll_2,unroll_4,unroll_2,unroll_2,unroll_2,pipeline,1.0,1.0,True
stencil3d_2094.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,72,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_2,unroll_8,unroll_4,pipeline_1,unroll_2,pipeline_1,1.0,1.0,True
stencil3d_2095.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,76,1,1,1,1,pipeline_1,pipeline,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll,unroll_2,pipeline_1,1.0,1.0,True
stencil3d_2096.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,80,1,1,1,1,pipeline,pipeline_1,pipeline,unroll_2,unroll_8,pipeline,pipeline_1,unroll_2,pipeline,1.0,1.0,True
stencil3d_2097.c,xczu7ev-ffvc1156-2-e,3.33,0.1162836,82,1,1,1,4,pipeline_1,pipeline,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_4,pipeline,pipeline_1,1.75,0.8787178584615303,False
stencil3d_2098.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,83,1,1,1,1,pipeline,pipeline_1,pipeline,unroll_2,pipeline_1,unroll_4,unroll,unroll_2,pipeline,1.0,1.0,True
stencil3d_2099.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,84,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_2,unroll_8,pipeline,unroll,unroll_2,pipeline_1,1.0,1.0,True
stencil3d_2100.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,85,1,1,1,1,pipeline,pipeline,pipeline,unroll_2,unroll_8,pipeline,pipeline_1,unroll_2,pipeline,1.0,1.0,True
stencil3d_2101.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,92,1,1,1,1,pipeline_1,pipeline,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_2,pipeline_1,1.0,1.0,True
stencil3d_2102.c,xczu7ev-ffvc1156-2-e,3.33,0.1009989,117,1,1,3,7,pipeline,pipeline,pipeline_1,unroll_2,pipeline,pipeline,unroll_2,unroll_2,unroll,3.0,1.0,True
stencil3d_2103.c,xczu7ev-ffvc1156-2-e,3.33,0.1009989,119,1,1,3,7,pipeline_1,pipeline,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_2,unroll,3.0,1.0,True
stencil3d_2104.c,xczu7ev-ffvc1156-2-e,3.33,0.07427565,504,1,1,44,66,pipeline,pipeline_1,pipeline,pipeline,unroll_8,pipeline_1,unroll,unroll_2,unroll,28.0,0.24041704817988713,False
stencil3d_2105.c,xczu7ev-ffvc1156-2-e,3.33,0.07427565,518,1,1,25,47,pipeline_1,pipeline_1,pipeline,pipeline,unroll_8,pipeline_1,unroll,unroll,unroll,18.5,0.4424147239727181,False
stencil3d_2106.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,529,1,1,46,70,pipeline_1,pipeline,pipeline_1,pipeline,pipeline_1,pipeline,unroll_8,pipeline_1,pipeline_1,29.5,1.0,True
stencil3d_2107.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,529,1,1,46,70,pipeline_1,pipeline,pipeline_1,pipeline,unroll_8,pipeline,unroll_4,unroll_4,pipeline_1,29.5,1.0,True
stencil3d_2108.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,529,1,1,46,70,pipeline_1,pipeline,pipeline,pipeline,pipeline_1,pipeline_1,unroll,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2109.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,533,1,1,46,70,pipeline_1,pipeline,pipeline,pipeline,unroll_8,pipeline_1,unroll,pipeline,pipeline_1,29.5,1.0,True
stencil3d_2110.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,543,1,1,46,70,pipeline_1,pipeline,pipeline,pipeline,unroll_8,unroll_2,unroll,pipeline,pipeline_1,29.5,1.0,True
stencil3d_2111.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,543,1,1,46,70,pipeline,pipeline_1,pipeline,pipeline,unroll_8,pipeline,pipeline,pipeline,pipeline_1,29.5,1.0,True
stencil3d_2112.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,545,1,1,46,70,pipeline_1,pipeline_1,pipeline,pipeline,pipeline,unroll_4,unroll,pipeline,pipeline,29.5,1.0,True
stencil3d_2113.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,549,1,1,46,70,pipeline,pipeline_1,pipeline,pipeline,unroll_8,pipeline_1,unroll,pipeline,pipeline,29.5,1.0,True
stencil3d_2114.c,xczu7ev-ffvc1156-2-e,3.33,0.07427565,651,1,1,24,56,pipeline,pipeline_1,pipeline,pipeline_1,pipeline,pipeline,pipeline,unroll_2,pipeline_1,20.5,0.3929742235246292,False
stencil3d_2115.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,676,1,1,46,70,pipeline_1,pipeline,pipeline,pipeline,unroll_8,unroll_2,unroll_8,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2116.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,678,1,1,46,70,pipeline_1,pipeline,pipeline_1,pipeline,pipeline_1,pipeline,unroll_8,pipeline,pipeline_1,29.5,1.0,True
stencil3d_2117.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,678,1,1,46,70,pipeline,pipeline,pipeline_1,pipeline,unroll_8,unroll_4,pipeline,pipeline_1,pipeline_1,29.5,1.0,True
stencil3d_2118.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,678,1,1,46,70,pipeline_1,pipeline_1,pipeline,pipeline,unroll_8,unroll_4,unroll_8,pipeline_1,pipeline,29.5,1.0,True
stencil3d_2119.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,679,1,1,46,70,pipeline,pipeline,pipeline,pipeline,unroll_8,unroll_2,unroll,pipeline_1,pipeline_1,29.5,1.0,True
stencil3d_2120.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,680,1,1,46,70,pipeline,pipeline_1,pipeline_1,pipeline,unroll_8,pipeline,unroll_4,unroll_2,pipeline,29.5,1.0,True
stencil3d_2121.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,683,1,1,46,70,pipeline_1,pipeline,pipeline,pipeline,unroll_4,unroll_4,unroll,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2122.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,684,1,1,46,70,pipeline_1,pipeline_1,pipeline,pipeline,pipeline_1,pipeline,pipeline,unroll_4,pipeline_1,29.5,1.0,True
stencil3d_2123.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,684,1,1,46,70,pipeline_1,pipeline_1,pipeline,pipeline,unroll_8,pipeline,unroll,pipeline_1,pipeline,29.5,1.0,True
stencil3d_2124.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,689,1,1,46,70,pipeline_1,pipeline_1,pipeline,pipeline,unroll_8,unroll_2,unroll,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2125.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,689,1,1,46,70,pipeline,pipeline,pipeline,pipeline,unroll_8,unroll_4,pipeline_1,pipeline_1,pipeline,29.5,1.0,True
stencil3d_2126.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,689,1,1,46,70,pipeline_1,pipeline,pipeline_1,pipeline,unroll_8,pipeline,unroll_4,pipeline_1,pipeline,29.5,1.0,True
stencil3d_2127.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,690,1,1,46,70,pipeline,pipeline,pipeline_1,pipeline,pipeline_1,pipeline,unroll,pipeline_1,pipeline,29.5,1.0,True
stencil3d_2128.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,690,1,1,46,70,pipeline_1,pipeline_1,pipeline,pipeline,pipeline_1,unroll_4,unroll,unroll_2,pipeline,29.5,1.0,True
stencil3d_2129.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,691,1,1,46,70,pipeline,pipeline,pipeline_1,pipeline,pipeline,pipeline_1,pipeline,pipeline_1,pipeline_1,29.5,1.0,True
stencil3d_2130.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,692,1,1,46,70,pipeline_1,pipeline_1,pipeline,pipeline,pipeline,pipeline,unroll,unroll_2,pipeline,29.5,1.0,True
stencil3d_2131.c,xczu7ev-ffvc1156-2-e,3.33,0.07483176,706,1,1,47,71,unroll,pipeline,pipeline,pipeline,pipeline_1,pipeline,unroll,unroll_4,pipeline_1,30.0,0.20762855594709712,False
stencil3d_2132.c,xczu7ev-ffvc1156-2-e,3.33,0.07446546,708,1,1,47,71,pipeline,unroll,pipeline,pipeline,pipeline_1,pipeline_1,unroll,unroll_4,pipeline_1,30.0,0.20835661521449106,False
stencil3d_2133.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,75,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_2,unroll_8,unroll_2,unroll,unroll_2,pipeline_1,1.0,1.0,True
stencil3d_2134.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,78,1,1,1,1,pipeline_1,pipeline,pipeline,unroll_2,unroll_4,pipeline,unroll,unroll_2,pipeline,1.0,1.0,True
stencil3d_2135.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,78,1,1,1,1,pipeline,pipeline,pipeline_1,unroll_2,pipeline_1,pipeline,unroll_8,unroll_2,pipeline,1.0,1.0,True
stencil3d_2136.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,79,1,1,1,1,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_4,unroll_4,unroll_8,unroll_2,pipeline_1,1.0,1.0,True
stencil3d_2137.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,82,1,1,1,1,pipeline,pipeline,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
stencil3d_2138.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,83,1,1,1,1,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_8,pipeline,pipeline_1,unroll_2,pipeline_1,1.0,1.0,True
stencil3d_2139.c,xczu7ev-ffvc1156-2-e,3.33,0.1909089,86,1,1,1,1,pipeline_1,pipeline,pipeline_1,unroll_2,unroll_8,unroll_4,unroll,unroll_2,pipeline_1,1.0,1.0,True
stencil3d_2140.c,xczu7ev-ffvc1156-2-e,3.33,0.1162836,91,1,1,1,4,pipeline_1,pipeline,pipeline,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline,pipeline_1,1.75,0.8787178584615303,False
stencil3d_2141.c,xczu7ev-ffvc1156-2-e,3.33,0.1162836,94,1,1,1,4,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_4,unroll_4,pipeline,pipeline_1,1.75,0.8787178584615303,False
stencil3d_2142.c,xczu7ev-ffvc1156-2-e,3.33,0.07427565,523,1,1,24,55,pipeline_1,pipeline_1,pipeline,pipeline_1,pipeline,pipeline,pipeline_1,pipeline_1,unroll,20.25,0.398962304229037,False
stencil3d_2143.c,xczu7ev-ffvc1156-2-e,3.33,0.07427565,544,1,1,24,55,pipeline_1,pipeline,pipeline,pipeline_1,unroll_8,unroll_2,unroll,pipeline,pipeline_1,20.25,0.398962304229037,False
stencil3d_2144.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,548,1,1,46,70,pipeline_1,pipeline_1,pipeline,pipeline,unroll_8,pipeline,unroll_4,pipeline,pipeline,29.5,1.0,True
stencil3d_2145.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,559,1,1,47,70,pipeline,pipeline,pipeline_1,pipeline,unroll_8,pipeline,pipeline,pipeline,unroll,29.75,0.212742398740486,False
stencil3d_2146.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,572,1,1,46,70,pipeline,pipeline_1,pipeline,pipeline,unroll_4,pipeline,unroll,unroll_4,pipeline_1,29.5,1.0,True
stencil3d_2147.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,576,1,1,46,70,pipeline,pipeline_1,pipeline,pipeline,unroll_4,pipeline,unroll,pipeline_1,pipeline,29.5,1.0,True
stencil3d_2148.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,577,1,1,46,70,pipeline,pipeline,pipeline,pipeline,unroll_8,pipeline_1,unroll,unroll_2,pipeline_1,29.5,1.0,True
stencil3d_2149.c,xczu7ev-ffvc1156-2-e,3.33,0.07417575,577,1,1,46,71,pipeline_1,pipeline,pipeline_1,pipeline,pipeline_1,pipeline,unroll_8,unroll,pipeline_1,29.75,0.212742398740486,False
