Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_2_1,Area,Weight,is_pareto
workload_2121.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,120,1,1,8,15,block_4_1,cyclic_64_1,block_2_1,block_128_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_16,unroll,pipeline,6.25,0.860529224269734,False
workload_2122.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,121,1,2,6,8,cyclic_128_1,block_4_1,cyclic_32_1,cyclic_128_1,complete_1,unroll_8,pipeline,unroll_4,unroll_16,unroll,unroll,4.25,0.9122772141837877,False
workload_2123.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,123,1,1,5,16,cyclic_128_1,cyclic_4_1,block_2_1,block_32_1,complete_1,unroll_8,unroll_4,unroll_4,unroll_16,unroll,pipeline,5.75,0.8733065600901974,False
workload_2124.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,124,1,1,3,6,cyclic_128_1,block_2_1,cyclic_8_1,block_32_1,complete_1,unroll_16,unroll_2,pipeline,unroll_16,unroll,unroll,2.75,0.952205837995418,False
workload_2125.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,130,1,1,4,9,cyclic_128_1,block_2_1,block_2_1,cyclic_128_1,complete_1,unroll_8,unroll_4,unroll_4,unroll_16,unroll,unroll,3.75,0.925480314457286,False
workload_2126.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,136,1,1,5,18,block_4_1,block_128_1,block_2_1,cyclic_128_1,complete_1,unroll_8,unroll_2,pipeline,unroll_16,unroll,pipeline_1,6.25,0.8605292242248858,False
workload_2127.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,137,1,1,4,10,cyclic_128_1,cyclic_4_1,block_2_1,cyclic_32_1,complete_1,pipeline,unroll_2,pipeline,unroll_64,unroll,pipeline,4.0,0.9188654591459239,False
workload_2128.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,155,1,2,4,7,block_4_1,cyclic_64_1,cyclic_2_1,cyclic_128_1,complete_1,pipeline,pipeline,unroll_4,unroll_64,pipeline,pipeline_1,3.5,0.9321217799781623,False
workload_2129.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,160,1,1,5,12,cyclic_128_1,block_2_1,cyclic_2_1,cyclic_128_1,complete_1,unroll_32,unroll_2,unroll_4,unroll_16,unroll,pipeline_1,4.75,0.8991805551346437,False
workload_2130.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,171,1,1,5,14,cyclic_128_1,cyclic_2_1,block_2_1,cyclic_128_1,complete_1,unroll_16,unroll_2,unroll_64,unroll_32,unroll,pipeline_1,5.25,0.8861903370951512,False
workload_2131.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,199,1,1,5,10,block_64_1,cyclic_64_1,cyclic_2_1,block_128_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_64,pipeline,pipeline,4.25,0.9122772142586592,False
workload_2132.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,201,1,3,6,9,cyclic_128_1,cyclic_2_1,block_2_1,cyclic_128_1,complete_1,unroll_16,pipeline,unroll_4,unroll_64,unroll,pipeline,4.75,0.8991805550702805,False
workload_2133.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,211,1,1,5,9,block_4_1,cyclic_2_1,cyclic_2_1,cyclic_256_1,complete_1,pipeline,unroll_2,unroll_2,unroll_64,pipeline,unroll,4.0,0.9188654592273627,False
workload_2134.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,418,2,1,4,9,block_4_1,block_2_1,block_2_1,cyclic_256_1,complete_1,pipeline,unroll_2,unroll_64,unroll_16,unroll,unroll,4.0,0.9188654592273627,False
workload_2135.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,80,4,1,1,1,block_8_1,cyclic_4_1,cyclic_2_1,block_4_1,complete_1,pipeline,unroll_2,pipeline_1,unroll_2,pipeline,pipeline,1.75,0.9793571258090029,False
workload_2136.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,85,3,3,2,3,cyclic_8_1,cyclic_4_1,cyclic_2_1,block_4_1,complete_1,pipeline,pipeline,pipeline_1,unroll_64,pipeline,pipeline,2.75,0.9522058381378414,False
workload_2137.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,86,2,1,1,3,block_4_1,cyclic_4_1,block_2_1,cyclic_2_1,complete_1,pipeline,unroll_2,unroll_2,unroll_64,pipeline,pipeline,1.75,0.9793571261465766,False
workload_2138.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,89,3,1,2,4,block_2_1,block_8_1,cyclic_2_1,cyclic_32_1,complete_1,unroll_16,unroll_2,pipeline_1,unroll_16,pipeline,pipeline,2.5,0.9589537447333293,False
workload_2139.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,90,5,1,1,5,block_16_1,cyclic_8_1,block_4_1,cyclic_2_1,complete_1,pipeline,unroll_2,unroll_4,unroll_64,unroll,pipeline_1,3.0,0.9454845418134843,False
workload_2140.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,92,1,1,3,5,cyclic_64_1,cyclic_4_1,cyclic_32_1,cyclic_32_1,complete_1,pipeline,unroll_2,pipeline_1,unroll_16,pipeline,pipeline,2.5,0.9589537447333293,False
workload_2141.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,92,5,1,1,4,block_8_1,cyclic_4_1,cyclic_16_1,block_32_1,complete_1,unroll_4,unroll_4,pipeline,unroll_2,pipeline,pipeline,2.75,0.952205837995418,False
workload_2142.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,93,3,1,1,5,block_4_1,block_2_1,cyclic_8_1,block_32_1,complete_1,unroll_8,unroll_4,pipeline_1,unroll_16,unroll,unroll,2.5,0.958953744566512,False
workload_2143.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,96,2,1,2,5,block_4_1,cyclic_4_1,cyclic_2_1,cyclic_128_1,complete_1,unroll_8,unroll_2,unroll_4,unroll_2,pipeline,pipeline,2.5,0.958953744566512,False
workload_2144.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,96,3,1,1,4,block_4_1,block_4_1,block_2_1,cyclic_2_1,complete_1,unroll_8,pipeline,unroll_64,unroll_32,unroll,unroll,2.25,0.9657282615999476,False
workload_2145.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,96,6,1,2,6,block_16_1,block_2_1,block_2_1,cyclic_128_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_8,unroll,unroll,3.75,0.925480314457286,False
workload_2146.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,97,1,1,2,4,cyclic_64_1,cyclic_2_1,cyclic_32_1,cyclic_2_1,complete_1,unroll_16,unroll_2,pipeline,unroll_16,unroll,unroll,2.0,0.9725293884855013,False
workload_2147.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,97,1,1,2,6,cyclic_128_1,block_2_1,block_4_1,block_32_1,complete_1,unroll_2,unroll_2,unroll_4,unroll_8,unroll,unroll,2.5,0.9589537447147939,False
workload_2148.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,97,1,1,2,9,block_64_1,cyclic_2_1,cyclic_32_1,cyclic_2_1,complete_1,unroll_8,unroll_2,pipeline,unroll_8,unroll,unroll,3.25,0.938789855760258,False
workload_2149.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,98,4,1,1,4,block_4_1,block_8_1,block_2_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_16,unroll,unroll,2.5,0.9589537447333293,False
workload_2150.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,98,7,2,2,4,block_4_1,cyclic_32_1,cyclic_2_1,cyclic_2_1,complete_1,pipeline,pipeline,unroll_64,unroll_64,pipeline,pipeline,3.75,0.9254803144671971,False
workload_2151.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,101,1,1,4,7,block_2_1,cyclic_64_1,block_4_1,cyclic_128_1,complete_1,unroll_8,unroll_2,unroll_4,unroll_2,pipeline,pipeline,3.25,0.9387898556503597,False
workload_2152.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,102,1,1,4,10,cyclic_128_1,block_2_1,block_2_1,cyclic_64_1,complete_1,unroll_4,unroll_2,unroll_4,unroll_8,unroll,pipeline_1,4.0,0.9188654592273627,False
workload_2153.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,104,2,1,2,5,block_4_1,block_2_1,block_2_1,cyclic_128_1,complete_1,unroll_8,unroll_2,unroll_4,unroll_16,unroll,unroll,2.5,0.9589537447147939,False
workload_2154.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,104,1,1,2,6,block_4_1,cyclic_4_1,cyclic_2_1,cyclic_64_1,complete_1,pipeline,unroll_2,pipeline_1,unroll_64,unroll,pipeline_1,2.5,0.9589537447333293,False
workload_2155.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,105,1,1,2,7,block_64_1,block_4_1,block_2_1,cyclic_32_1,complete_1,pipeline,unroll_2,unroll_64,unroll_16,pipeline,pipeline,2.75,0.9522058381378414,False
workload_2156.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,106,1,1,2,11,block_64_1,block_2_1,cyclic_2_1,cyclic_32_1,complete_1,unroll_8,unroll_2,unroll_64,unroll_8,pipeline,pipeline,3.75,0.9254803144671971,False
workload_2157.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,107,2,1,2,10,block_64_1,block_2_1,block_4_1,cyclic_2_1,complete_1,unroll_8,unroll_2,unroll_64,unroll_8,pipeline,pipeline,3.75,0.9254803144671971,False
workload_2158.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,111,2,1,3,5,block_4_1,block_2_1,cyclic_2_1,cyclic_128_1,complete_1,unroll_16,pipeline,unroll_4,unroll_32,unroll,pipeline,2.75,0.9522058381378414,False
workload_2159.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,111,1,1,2,7,block_4_1,block_2_1,cyclic_2_1,cyclic_64_1,complete_1,pipeline,unroll_2,unroll_64,unroll_64,unroll,pipeline_1,2.75,0.952205837995418,False
workload_2160.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,114,1,1,3,9,block_4_1,block_2_1,block_2_1,cyclic_128_1,complete_1,pipeline,unroll_2,unroll_64,unroll_16,unroll,pipeline_1,3.5,0.9321217799781623,False
workload_2161.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,119,6,1,3,11,cyclic_32_1,cyclic_64_1,block_2_1,block_4_1,complete_1,unroll_4,unroll_8,unroll_64,unroll_8,pipeline,pipeline_1,5.25,0.8861903370388234,False
workload_2162.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,120,1,1,4,7,cyclic_128_1,cyclic_8_1,cyclic_2_1,cyclic_128_1,complete_1,unroll_8,unroll_2,unroll_4,unroll_16,unroll,unroll,3.25,0.9387898557480471,False
workload_2163.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048949,121,1,1,4,7,cyclic_128_1,block_2_1,block_2_1,cyclic_128_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_16,unroll,unroll,3.25,0.9387898555648831,False
workload_2164.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,124,1,1,4,6,cyclic_128_1,block_2_1,cyclic_2_1,cyclic_2_1,complete_1,pipeline,unroll_2,pipeline,unroll_64,pipeline,unroll,3.0,0.9454845418134843,False
workload_2165.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,129,1,3,5,8,cyclic_128_1,cyclic_2_1,block_2_1,cyclic_128_1,complete_1,unroll_16,pipeline_1,unroll_4,unroll_16,unroll,pipeline_1,4.25,0.9122772142586592,False
workload_2166.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,130,1,1,5,11,cyclic_128_1,block_2_1,cyclic_4_1,cyclic_128_1,complete_1,unroll_16,unroll_2,unroll_4,unroll_16,unroll,pipeline_1,4.5,0.9057155794918439,False
workload_2167.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,133,5,1,5,19,block_16_1,block_128_1,block_2_1,cyclic_128_1,complete_1,unroll_8,unroll_2,pipeline,unroll_16,unroll,pipeline_1,7.5,0.8290515643384028,False
workload_2168.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,134,1,1,6,16,cyclic_128_1,block_2_1,block_2_1,cyclic_128_1,complete_1,unroll_8,unroll_4,unroll_4,unroll_16,unroll,pipeline_1,6.0,0.8669045870693923,False
workload_2169.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,139,1,3,5,10,cyclic_128_1,cyclic_2_1,cyclic_2_1,cyclic_128_1,complete_1,unroll_16,pipeline,unroll_64,unroll_16,unroll,pipeline_1,4.75,0.8991805551346437,False
workload_2170.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,145,2,1,4,8,block_4_1,cyclic_2_1,block_4_1,cyclic_256_1,complete_1,pipeline,unroll_2,unroll_4,unroll_16,pipeline_1,unroll,3.75,0.9254803143779965,False
workload_2171.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,158,1,1,4,8,block_64_1,cyclic_4_1,cyclic_2_1,block_128_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_64,pipeline,pipeline,3.5,0.9321217799781623,False
workload_2172.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,161,1,1,4,8,cyclic_128_1,block_2_1,cyclic_2_1,cyclic_128_1,complete_1,unroll_32,unroll_2,unroll_4,unroll_16,unroll,unroll,3.5,0.932121779967216,False
workload_2173.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,182,1,2,4,14,block_64_1,cyclic_2_1,cyclic_2_1,cyclic_128_1,complete_1,unroll_16,pipeline,pipeline,unroll_64,unroll,pipeline_1,5.25,0.8861903370388234,False
workload_2174.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,1141,1,1,13,44,block_64_1,block_512_1,block_2_1,cyclic_2_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_8,unroll,pipeline_1,14.75,0.6596000003894176,False
workload_2175.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,79,1,1,1,1,block_2_1,block_2_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_32,unroll_2,unroll_2,unroll_16,unroll,unroll,1.0,0.9999987447265426,False
workload_2176.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,80,2,1,1,2,block_4_1,cyclic_2_1,block_2_1,cyclic_2_1,complete_1,pipeline,unroll_2,pipeline_1,unroll_16,pipeline,pipeline,1.5,0.9862114738265871,False
workload_2177.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,81,3,1,1,3,block_8_1,cyclic_4_1,block_4_1,block_32_1,complete_1,unroll_8,unroll_2,pipeline_1,unroll_2,pipeline,pipeline,2.0,0.9725293884855013,False
workload_2178.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,82,4,1,1,2,block_4_1,block_8_1,block_2_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll,unroll,2.0,0.9725293887376967,False
workload_2179.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,84,1,2,3,5,block_64_1,cyclic_4_1,cyclic_2_1,cyclic_32_1,complete_1,pipeline,pipeline,pipeline,unroll_8,pipeline,pipeline,2.75,0.9522058381378414,False
workload_2180.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,84,1,1,1,3,block_2_1,cyclic_4_1,block_2_1,cyclic_32_1,complete_1,pipeline,unroll_2,pipeline_1,unroll_16,pipeline,pipeline_1,1.5,0.9862114738265871,False
workload_2181.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,84,2,1,1,2,block_4_1,block_2_1,block_2_1,cyclic_2_1,complete_1,pipeline,unroll_2,pipeline_1,unroll_64,pipeline,pipeline,1.5,0.9862114738265871,False
workload_2182.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,85,2,1,1,2,block_4_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,complete_1,pipeline,unroll_2,unroll_2,unroll_64,pipeline,unroll,1.5,0.9862114738265871,False
workload_2183.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02049615,86,3,1,1,3,block_8_1,cyclic_4_1,cyclic_32_1,block_4_1,complete_1,unroll_16,unroll_2,pipeline_1,unroll_2,pipeline,pipeline,2.0,0.9725293877289146,False
workload_2184.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,86,1,1,1,3,cyclic_64_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,complete_1,pipeline,unroll_2,pipeline,unroll_16,unroll,unroll,1.5,0.9862114738265871,False
workload_2185.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,86,2,1,1,3,block_4_1,block_2_1,cyclic_2_1,cyclic_2_1,complete_1,pipeline,unroll_2,unroll_64,unroll_16,pipeline,unroll,1.75,0.9793571261465766,False
workload_2186.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,89,3,1,1,3,block_2_1,cyclic_4_1,cyclic_16_1,cyclic_32_1,complete_1,pipeline,unroll_4,pipeline,unroll_2,pipeline,pipeline,2.0,0.9725293884855013,False
workload_2187.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,92,2,1,2,5,block_4_1,cyclic_4_1,cyclic_2_1,cyclic_128_1,complete_1,unroll_8,unroll_2,pipeline,unroll_2,pipeline,unroll,2.5,0.958953744566512,False
workload_2188.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,93,7,1,2,7,block_16_1,cyclic_8_1,block_4_1,cyclic_64_1,complete_1,unroll_4,unroll_2,unroll_4,unroll_8,unroll,pipeline_1,4.25,0.9122772142586592,False
workload_2189.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,95,4,1,2,4,block_8_1,block_4_1,cyclic_2_1,block_32_1,complete_1,unroll_8,unroll_2,pipeline_1,unroll_64,pipeline,pipeline,2.75,0.9522058381378414,False
workload_2190.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,96,1,1,2,9,block_64_1,block_2_1,cyclic_2_1,cyclic_32_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_8,pipeline,pipeline,3.25,0.938789855760258,False
workload_2191.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,97,1,1,2,10,block_64_1,cyclic_2_1,cyclic_32_1,cyclic_2_1,complete_1,unroll_8,unroll_2,unroll_4,unroll_8,unroll,pipeline,3.5,0.9321217799781623,False
workload_2192.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,98,4,1,1,4,block_8_1,cyclic_4_1,cyclic_2_1,block_4_1,complete_1,unroll_8,pipeline,unroll_64,unroll_2,pipeline,pipeline,2.5,0.958953744566512,False
workload_2193.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,99,2,1,2,5,block_4_1,block_2_1,cyclic_2_1,cyclic_128_1,complete_1,unroll_8,unroll_2,unroll_4,unroll_16,unroll,unroll,2.5,0.9589537447147939,False
workload_2194.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,100,1,1,3,6,cyclic_128_1,block_2_1,cyclic_2_1,block_32_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_8,unroll,unroll,2.75,0.9522058381220165,False
workload_2195.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,102,10,1,2,9,block_32_1,block_2_1,cyclic_2_1,cyclic_32_1,complete_1,unroll_8,unroll_2,unroll_64,unroll_16,unroll,pipeline,5.5,0.8797351434821009,False
workload_2196.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,102,1,1,2,9,block_64_1,cyclic_2_1,cyclic_32_1,cyclic_2_1,complete_1,unroll_8,unroll_2,pipeline,unroll_16,unroll,unroll,3.25,0.938789855760258,False
workload_2197.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,103,1,1,2,6,block_4_1,cyclic_4_1,cyclic_2_1,cyclic_64_1,complete_1,pipeline,unroll_2,unroll_4,unroll_64,unroll,pipeline_1,2.5,0.9589537447333293,False
workload_2198.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,103,1,1,3,9,block_4_1,block_4_1,cyclic_2_1,cyclic_128_1,complete_1,pipeline,unroll_2,unroll_64,unroll_8,unroll,pipeline,3.5,0.9321217799781623,False
workload_2199.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,104,1,1,2,5,block_64_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,complete_1,pipeline,unroll_2,pipeline_1,unroll_64,pipeline,pipeline,2.25,0.9657282615999476,False
workload_2200.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,104,1,1,2,11,block_64_1,block_4_1,block_2_1,cyclic_32_1,complete_1,unroll_4,unroll_2,unroll_64,unroll_8,unroll,pipeline,3.75,0.9254803144671971,False
workload_2201.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,105,1,1,4,7,cyclic_128_1,block_2_1,block_4_1,cyclic_128_1,complete_1,unroll_2,unroll_2,unroll_4,unroll_8,unroll,unroll,3.25,0.9387898557480471,False
workload_2202.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,105,1,1,2,12,block_64_1,cyclic_2_1,block_2_1,cyclic_2_1,complete_1,unroll_8,unroll_2,unroll_64,unroll_8,unroll,pipeline_1,4.0,0.9188654591459239,False
workload_2203.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,108,1,1,5,9,cyclic_128_1,block_2_1,block_2_1,cyclic_128_1,complete_1,unroll_8,unroll_2,unroll_4,unroll_8,pipeline,unroll,4.0,0.9188654591459239,False
workload_2204.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,120,1,1,4,9,cyclic_128_1,block_2_1,block_2_1,cyclic_2_1,complete_1,pipeline,unroll_2,unroll_4,unroll_64,unroll,pipeline_1,3.75,0.9254803144671971,False
workload_2205.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,121,1,1,3,11,block_64_1,cyclic_2_1,cyclic_32_1,cyclic_2_1,complete_1,unroll_8,unroll_2,pipeline_1,unroll_64,unroll,pipeline_1,4.0,0.9188654591459239,False
workload_2206.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,122,1,1,5,11,cyclic_128_1,cyclic_2_1,block_2_1,cyclic_128_1,complete_1,unroll_16,unroll_2,unroll_2,unroll_8,unroll,pipeline_1,4.5,0.9057155795610862,False
workload_2207.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,139,1,1,6,20,cyclic_64_1,block_128_1,cyclic_4_1,cyclic_128_1,complete_1,unroll_8,unroll_2,pipeline,unroll_16,unroll,pipeline,7.0,0.8415627974975433,False
workload_2208.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,153,2,1,6,30,block_4_1,block_4_1,block_2_1,block_128_1,complete_1,pipeline,unroll_2,unroll_64,unroll_32,unroll,unroll,9.75,0.7740682235432395,False
workload_2209.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,156,1,1,5,12,cyclic_128_1,block_2_1,block_2_1,cyclic_128_1,complete_1,unroll_32,unroll_2,unroll_4,unroll_16,unroll,pipeline_1,4.75,0.8991805551346437,False
workload_2210.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,213,1,1,6,12,cyclic_128_1,block_4_1,block_2_1,cyclic_128_1,complete_1,unroll_16,unroll_2,unroll_2,unroll_64,unroll,pipeline_1,5.0,0.892672140979332,False
workload_2211.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,256,1,1,23,26,block_64_1,block_512_1,cyclic_2_1,cyclic_32_1,complete_1,pipeline,unroll_2,pipeline_1,unroll_16,pipeline,pipeline_1,12.75,0.704109996645487,False
workload_2212.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,292,2,1,4,9,block_4_1,block_2_1,block_256_1,cyclic_2_1,complete_1,pipeline,pipeline,pipeline_1,unroll_64,pipeline,unroll,4.0,0.9188654592273627,False
workload_2213.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,297,1,3,7,10,cyclic_256_1,cyclic_4_1,cyclic_2_1,cyclic_128_1,complete_1,pipeline,pipeline,unroll_4,unroll_64,pipeline,pipeline,5.25,0.8861903370951512,False
workload_2215.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0204795,77,2,1,1,2,block_4_1,block_2_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_8,unroll_2,unroll_2,unroll_16,unroll,unroll,1.5,0.986211473770106,False
workload_2216.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,78,4,1,1,2,block_8_1,cyclic_4_1,block_4_1,cyclic_2_1,complete_1,unroll_8,unroll_2,pipeline_1,unroll_2,pipeline,pipeline,2.0,0.9725293884855013,False
workload_2217.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,78,3,1,1,1,block_8_1,cyclic_4_1,block_2_1,cyclic_2_1,complete_1,pipeline,unroll_2,pipeline_1,unroll_2,pipeline,unroll,1.5,0.9862114733182568,False
workload_2218.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,80,5,1,1,4,block_8_1,cyclic_4_1,block_4_1,block_32_1,complete_1,unroll_8,unroll_2,pipeline_1,unroll_2,unroll,unroll,2.75,0.952205837995418,False
workload_2219.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,81,1,1,2,4,cyclic_64_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,complete_1,pipeline,unroll_2,pipeline,unroll_16,pipeline,pipeline,2.0,0.9725293887376967,False
workload_2220.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,82,2,1,1,3,block_4_1,block_2_1,block_4_1,cyclic_32_1,complete_1,pipeline,unroll_2,pipeline_1,unroll_16,pipeline,pipeline_1,1.75,0.9793571261465766,False
workload_2221.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,82,3,1,1,5,block_2_1,cyclic_2_1,cyclic_16_1,cyclic_32_1,complete_1,pipeline,unroll_2,pipeline,unroll_8,unroll,pipeline,2.5,0.9589537447333293,False
workload_2222.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,83,2,1,1,2,block_4_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,complete_1,pipeline,unroll_2,pipeline_1,unroll_64,pipeline,unroll,1.5,0.9862114738265871,False
workload_2223.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,86,1,1,1,3,block_2_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,complete_1,pipeline,unroll_2,unroll_64,unroll_16,pipeline,unroll,1.5,0.9862114738265871,False
workload_2224.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02047617,87,1,1,2,4,block_64_1,block_4_1,cyclic_2_1,cyclic_2_1,complete_1,pipeline,unroll_2,pipeline_1,unroll_16,pipeline,pipeline_1,2.0,0.9725293887376967,False
workload_2225.cpp,xczu7ev-ffvc1156-2-e,3.33,0.02048616,87,3,1,1,3,block_2_1,cyclic_4_1,cyclic_16_1,cyclic_32_1,complete_1,pipeline,unroll_4,pipeline_1,unroll_2,pipeline,pipeline,2.0,0.9725293884855013,False
