Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_2_1,Area,Weight,is_pareto
workload_2991.cpp,xcu200-fsgd2104-2-e,10.0,16.56837,1004,1,6,3,10,cyclic_32_1,cyclic_32_1,complete_1,unroll_2,unroll_32,unroll_4,pipeline,pipeline,pipeline,5.0,0.5999944558424122,False
workload_2992.cpp,xcu200-fsgd2104-2-e,10.0,16.56837,787,1,6,3,10,cyclic_32_1,cyclic_32_1,complete_1,unroll_16,pipeline,pipeline,pipeline_1,pipeline,pipeline_1,5.0,0.5999944558424122,False
workload_2993.cpp,xcu200-fsgd2104-2-e,10.0,16.15877,1136,1,26,8,21,cyclic_128_1,cyclic_64_1,complete_1,unroll_32,pipeline,unroll_64,pipeline,pipeline_1,pipeline_1,14.0,0.10466052751733566,False
workload_2994.cpp,xcu200-fsgd2104-2-e,10.0,17.28517,1072,1,3,2,8,cyclic_16_1,block_64_1,complete_1,unroll_32,pipeline_1,unroll_16,pipeline,pipeline,pipeline_1,3.5,0.7577944940143421,False
workload_2995.cpp,xcu200-fsgd2104-2-e,10.0,17.28517,872,1,3,2,8,cyclic_16_1,block_64_1,complete_1,unroll_2,unroll_32,pipeline_1,pipeline,pipeline_1,pipeline,3.5,0.7577944940143421,False
workload_2996.cpp,xcu200-fsgd2104-2-e,10.0,16.89602,680,1,6,3,10,cyclic_32_1,block_16_1,complete_1,unroll_16,pipeline,pipeline_1,pipeline,pipeline_1,pipeline_1,5.0,0.5996109084759168,False
workload_2997.cpp,xcu200-fsgd2104-2-e,10.0,16.32261,1387,1,13,6,15,cyclic_128_1,cyclic_32_1,complete_1,pipeline,pipeline,unroll_64,pipeline_1,unroll,pipeline,8.75,0.29478586823184444,False
workload_2998.cpp,xcu200-fsgd2104-2-e,10.0,16.95749,1782,1,6,5,11,block_64_1,cyclic_16_1,complete_1,unroll_4,pipeline,unroll_32,pipeline,pipeline,unroll,5.75,0.527463469042154,False
workload_3001.cpp,xcu200-fsgd2104-2-e,10.0,101.72933,75,1,1,1,1,block_32_1,cyclic_16_1,complete_1,pipeline,unroll_4,pipeline_1,unroll_16,pipeline,unroll,1.0,0.21117613731459742,False
workload_3002.cpp,xcu200-fsgd2104-2-e,10.0,87.45669,94,1,1,1,1,cyclic_8_1,cyclic_16_1,complete_1,unroll_64,unroll_32,unroll_64,unroll_32,pipeline,unroll,1.0,0.28727350844676375,False
workload_3003.cpp,xcu200-fsgd2104-2-e,10.0,95.99074,247,1,1,1,3,cyclic_128_1,cyclic_16_1,complete_1,unroll_32,unroll_16,unroll_8,unroll_64,pipeline_1,unroll,1.5,0.23880653516738387,False
workload_3004.cpp,xcu200-fsgd2104-2-e,10.0,31.4829,281,1,1,1,5,block_64_1,block_64_1,complete_1,unroll_64,pipeline,unroll_32,unroll_32,unroll,unroll,2.0,0.757750909414348,False
workload_3005.cpp,xcu200-fsgd2104-2-e,10.0,16.0189,90,1,1,1,1,cyclic_32_1,cyclic_8_1,complete_1,unroll_32,unroll_16,unroll_64,unroll_64,unroll,unroll,1.0,0.964660674739544,False
workload_3006.cpp,xcu200-fsgd2104-2-e,10.0,25.8493,259,1,3,6,5,block_64_1,cyclic_8_1,complete_1,unroll_4,unroll_16,unroll_64,unroll_64,unroll,unroll,3.75,0.6936691876096138,False
workload_3007.cpp,xcu200-fsgd2104-2-e,10.0,31.9933,120,1,1,1,1,cyclic_32_1,cyclic_64_1,complete_1,unroll_4,pipeline,unroll_64,unroll_64,pipeline,unroll,1.0,0.7702842709550611,False
workload_3008.cpp,xcu200-fsgd2104-2-e,10.0,16.92258,64,1,1,1,1,cyclic_8_1,cyclic_2_1,complete_1,unroll_64,pipeline_1,unroll_16,unroll_64,pipeline,unroll,1.0,0.9530052008011878,False
workload_3009.cpp,xcu200-fsgd2104-2-e,10.0,16.92002,64,1,1,1,1,cyclic_8_1,cyclic_2_1,complete_1,unroll_32,pipeline,unroll_64,unroll_64,pipeline,unroll,1.0,0.9530381074316272,False
workload_3010.cpp,xcu200-fsgd2104-2-e,10.0,17.7581,64,1,1,1,1,cyclic_32_1,cyclic_8_1,complete_1,unroll_32,pipeline_1,unroll_8,unroll_32,unroll,unroll,1.0,0.942299207838203,False
workload_3011.cpp,xcu200-fsgd2104-2-e,10.0,26.7709,85,1,1,1,1,cyclic_32_1,cyclic_16_1,complete_1,pipeline,pipeline,unroll_64,unroll_64,pipeline,unroll,1.0,0.8311112963348593,False
workload_3012.cpp,xcu200-fsgd2104-2-e,10.0,16.58882,638,1,6,3,10,cyclic_32_1,cyclic_16_1,complete_1,pipeline,unroll_16,unroll_8,pipeline,pipeline,unroll,5.0,0.5999714177248479,False
workload_3013.cpp,xcu200-fsgd2104-2-e,10.0,16.58882,700,1,6,3,10,cyclic_32_1,cyclic_32_1,complete_1,unroll_16,unroll_16,unroll_8,pipeline,pipeline,pipeline_1,5.0,0.5999714177248479,False
workload_3014.cpp,xcu200-fsgd2104-2-e,10.0,16.56837,728,1,6,3,10,cyclic_32_1,cyclic_32_1,complete_1,pipeline_1,unroll_32,pipeline,pipeline,pipeline,unroll,5.0,0.5999944558424122,False
workload_3015.cpp,xcu200-fsgd2104-2-e,10.0,16.56837,728,1,6,3,10,cyclic_32_1,cyclic_32_1,complete_1,pipeline_1,unroll_32,unroll_4,pipeline,pipeline,pipeline,5.0,0.5999944558424122,False
workload_3016.cpp,xcu200-fsgd2104-2-e,10.0,16.52738,692,1,6,3,11,block_32_1,block_32_1,complete_1,unroll_2,unroll_4,pipeline_1,pipeline,unroll,unroll,5.25,0.575369738753122,False
workload_3017.cpp,xcu200-fsgd2104-2-e,10.0,17.07202,61,1,1,1,1,cyclic_8_1,cyclic_4_1,complete_1,unroll_64,pipeline_1,unroll_16,unroll_32,pipeline,pipeline,1.0,0.9510853762103052,False
workload_3018.cpp,xcu200-fsgd2104-2-e,10.0,16.15877,885,1,26,8,21,cyclic_128_1,cyclic_64_1,complete_1,unroll_8,pipeline,unroll_8,pipeline,unroll,pipeline_1,14.0,0.10466052751733566,False
workload_3019.cpp,xcu200-fsgd2104-2-e,10.0,16.22021,890,1,26,9,21,cyclic_128_1,block_64_1,complete_1,unroll_4,unroll_16,unroll_64,pipeline,pipeline_1,pipeline_1,14.25,0.10254858028258046,False
workload_3020.cpp,xcu200-fsgd2104-2-e,10.0,87.45666,184,1,1,1,3,cyclic_32_1,cyclic_4_1,complete_1,unroll_32,unroll_64,unroll_64,unroll_32,pipeline_1,unroll,1.5,0.28652677788812037,False
workload_3021.cpp,xcu200-fsgd2104-2-e,10.0,17.7581,57,1,1,1,1,cyclic_16_1,cyclic_4_1,complete_1,unroll_32,pipeline_1,unroll_8,unroll_32,unroll,unroll,1.0,0.942299207838203,False
workload_3022.cpp,xcu200-fsgd2104-2-e,10.0,16.58882,634,1,6,3,10,cyclic_32_1,cyclic_16_1,complete_1,unroll_2,unroll_8,unroll_8,pipeline,unroll,pipeline_1,5.0,0.5999714177248479,False
workload_3023.cpp,xcu200-fsgd2104-2-e,10.0,18.53445,592,1,1,1,7,cyclic_8_1,cyclic_8_1,complete_1,unroll_4,unroll_32,unroll_8,pipeline,pipeline,unroll,2.5,0.8551601309542729,False
workload_3024.cpp,xcu200-fsgd2104-2-e,10.0,15.04357,96,1,2,1,2,cyclic_32_1,cyclic_8_1,complete_1,unroll_32,unroll_32,unroll_8,unroll_64,unroll,unroll,1.5,0.9530699541737886,False
workload_3025.cpp,xcu200-fsgd2104-2-e,10.0,16.26117,728,1,13,5,15,block_64_1,block_32_1,complete_1,unroll_16,unroll_16,unroll_32,pipeline_1,unroll,pipeline_1,8.5,0.3107944283903558,False
workload_3026.cpp,xcu200-fsgd2104-2-e,10.0,16.32261,1114,1,13,6,15,cyclic_128_1,cyclic_32_1,complete_1,unroll_16,pipeline,pipeline,pipeline_1,pipeline_1,pipeline_1,8.75,0.29478586823184444,False
workload_3027.cpp,xcu200-fsgd2104-2-e,10.0,16.65026,833,1,6,3,11,cyclic_32_1,block_64_1,complete_1,unroll_32,unroll_32,unroll_8,pipeline,unroll,unroll,5.25,0.5752443758353238,False
workload_3028.cpp,xcu200-fsgd2104-2-e,10.0,16.24069,878,1,13,5,15,block_64_1,cyclic_64_1,complete_1,unroll_32,pipeline,unroll_32,pipeline,pipeline,unroll,8.5,0.3108009388259352,False
workload_3029.cpp,xcu200-fsgd2104-2-e,10.0,87.62117,118,1,1,1,1,cyclic_8_1,block_32_1,complete_1,unroll_64,unroll_16,unroll_32,unroll_32,pipeline,unroll,1.0,0.28628418117803556,False
workload_3030.cpp,xcu200-fsgd2104-2-e,10.0,17.22373,826,1,3,2,8,cyclic_16_1,cyclic_64_1,complete_1,unroll_16,unroll_32,unroll_4,pipeline,unroll,pipeline_1,3.5,0.7579720064035143,False
workload_3031.cpp,xcu200-fsgd2104-2-e,10.0,120.73154,111,1,1,1,3,cyclic_32_1,cyclic_8_1,complete_1,unroll_32,unroll_16,unroll_8,unroll_32,unroll,pipeline,1.5,0.14021585541511541,False
workload_3032.cpp,xcu200-fsgd2104-2-e,10.0,16.62981,874,1,6,3,11,cyclic_32_1,block_64_1,complete_1,unroll_32,pipeline,unroll_32,pipeline,pipeline,unroll,5.25,0.5752655118157352,False
workload_3033.cpp,xcu200-fsgd2104-2-e,10.0,16.56837,885,1,6,3,10,cyclic_32_1,cyclic_64_1,complete_1,unroll_16,unroll_16,pipeline,pipeline,pipeline,pipeline_1,5.0,0.5999944558424122,False
workload_3034.cpp,xcu200-fsgd2104-2-e,10.0,16.15877,1170,1,26,9,21,cyclic_128_1,cyclic_128_1,complete_1,unroll_4,unroll_16,unroll_64,pipeline,pipeline,pipeline_1,14.25,0.10254971686556523,False
workload_3035.cpp,xcu200-fsgd2104-2-e,10.0,16.56837,766,1,6,3,10,cyclic_32_1,cyclic_32_1,complete_1,unroll_2,unroll_32,unroll_4,pipeline,pipeline,unroll,5.0,0.5999944558424122,False
workload_3036.cpp,xcu200-fsgd2104-2-e,10.0,16.56837,910,1,6,3,10,cyclic_32_1,cyclic_64_1,complete_1,unroll_32,unroll_16,unroll_8,pipeline,pipeline_1,pipeline_1,5.0,0.5999944558424122,False
workload_3037.cpp,xcu200-fsgd2104-2-e,10.0,16.1997,955,1,13,5,15,block_64_1,block_64_1,complete_1,unroll_4,unroll_4,unroll_32,pipeline,unroll,unroll,8.5,0.31081385446850757,False
workload_3038.cpp,xcu200-fsgd2104-2-e,10.0,16.95749,1798,1,6,5,11,block_64_1,cyclic_16_1,complete_1,unroll_16,pipeline_1,unroll_64,pipeline_1,pipeline,unroll,5.75,0.527463469042154,False
workload_3041.cpp,xcu200-fsgd2104-2-e,10.0,19.95874,88,1,1,1,1,cyclic_16_1,cyclic_16_1,complete_1,unroll_32,unroll_8,unroll_8,unroll_64,unroll,unroll,1.0,0.9144247052331057,False
workload_3042.cpp,xcu200-fsgd2104-2-e,10.0,107.95109,115,1,1,1,1,cyclic_8_1,cyclic_32_1,complete_1,unroll_2,unroll_32,unroll_8,unroll_64,pipeline,unroll,1.0,0.1841782994159733,False
workload_3043.cpp,xcu200-fsgd2104-2-e,10.0,16.73733,148,1,1,1,3,cyclic_8_1,block_64_1,complete_1,unroll_64,pipeline,unroll_64,unroll_32,pipeline,unroll,1.5,0.9374014137273095,False
workload_3044.cpp,xcu200-fsgd2104-2-e,10.0,32.13826,202,1,1,1,3,block_64_1,block_64_1,complete_1,unroll_8,pipeline,unroll_32,unroll_32,pipeline,unroll,1.5,0.7643114686468333,False
workload_3045.cpp,xcu200-fsgd2104-2-e,10.0,15.71205,81,1,2,1,1,cyclic_8_1,cyclic_8_1,complete_1,unroll_64,unroll_32,unroll_8,unroll_16,unroll,unroll,1.25,0.9612120807562196,False
workload_3046.cpp,xcu200-fsgd2104-2-e,10.0,85.81474,123,1,1,1,1,cyclic_32_1,cyclic_32_1,complete_1,unroll_32,unroll_16,unroll_64,unroll_64,pipeline,unroll,1.0,0.29729326964037384,False
workload_3047.cpp,xcu200-fsgd2104-2-e,10.0,16.58882,788,1,6,3,10,cyclic_32_1,cyclic_32_1,complete_1,unroll_2,unroll_32,unroll_4,pipeline,pipeline,pipeline,5.0,0.5999714177248479,False
workload_3048.cpp,xcu200-fsgd2104-2-e,10.0,16.58882,828,1,6,3,10,cyclic_32_1,cyclic_32_1,complete_1,pipeline,unroll_4,pipeline,pipeline,pipeline,unroll,5.0,0.5999714177248479,False
workload_3049.cpp,xcu200-fsgd2104-2-e,10.0,16.58882,851,1,6,3,10,cyclic_32_1,cyclic_32_1,complete_1,unroll_2,unroll_32,unroll_4,pipeline,pipeline,unroll,5.0,0.5999714177248479,False
workload_3050.cpp,xcu200-fsgd2104-2-e,10.0,16.58882,816,1,6,3,10,cyclic_32_1,cyclic_32_1,complete_1,pipeline_1,unroll_32,unroll_4,pipeline,pipeline,unroll,5.0,0.5999714177248479,False
workload_3051.cpp,xcu200-fsgd2104-2-e,10.0,17.18274,910,1,3,2,9,block_16_1,block_64_1,complete_1,unroll_2,unroll_4,pipeline_1,pipeline,unroll,unroll,3.75,0.7304807601204398,False
workload_3052.cpp,xcu200-fsgd2104-2-e,10.0,16.92005,73,1,1,1,1,cyclic_8_1,cyclic_2_1,complete_1,unroll_32,pipeline,unroll_64,unroll_64,pipeline,unroll,1.0,0.9530377218033762,False
workload_3053.cpp,xcu200-fsgd2104-2-e,10.0,18.53445,726,1,1,1,7,cyclic_8_1,cyclic_16_1,complete_1,unroll_16,pipeline_1,unroll_16,pipeline,pipeline,unroll,2.5,0.8551601309542729,False
workload_3054.cpp,xcu200-fsgd2104-2-e,10.0,18.5549,961,1,1,1,7,cyclic_8_1,cyclic_64_1,complete_1,unroll_16,unroll_16,pipeline,pipeline,pipeline,unroll,2.5,0.85500584576475,False
workload_3055.cpp,xcu200-fsgd2104-2-e,10.0,16.17925,970,1,13,5,15,block_64_1,block_64_1,complete_1,unroll_8,pipeline_1,unroll_32,pipeline,pipeline,pipeline_1,8.5,0.310820240874888,False
workload_3056.cpp,xcu200-fsgd2104-2-e,10.0,87.45314,97,1,1,1,1,cyclic_8_1,cyclic_16_1,complete_1,unroll_64,unroll_16,unroll_64,unroll_64,pipeline,unroll,1.0,0.2872948901522261,False
workload_3057.cpp,xcu200-fsgd2104-2-e,10.0,16.94309,93,1,1,1,1,cyclic_32_1,cyclic_2_1,complete_1,unroll_64,pipeline_1,unroll_16,unroll_64,pipeline,pipeline_1,1.0,0.9527415850459985,False
workload_3058.cpp,xcu200-fsgd2104-2-e,10.0,16.52933,78,1,1,1,1,cyclic_16_1,cyclic_8_1,complete_1,unroll_32,unroll_16,unroll_8,unroll_32,unroll,unroll,1.0,0.9580675361912139,False
workload_3059.cpp,xcu200-fsgd2104-2-e,10.0,16.94053,78,1,1,1,1,cyclic_16_1,cyclic_2_1,complete_1,unroll_32,pipeline,unroll_64,unroll_64,unroll,pipeline,1.0,0.9527744865913033,False
workload_3060.cpp,xcu200-fsgd2104-2-e,10.0,16.15877,963,1,26,8,21,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,unroll_16,unroll_8,pipeline,pipeline_1,pipeline_1,14.0,0.10466052751733566,False
workload_3061.cpp,xcu200-fsgd2104-2-e,10.0,16.15877,1019,1,26,8,21,cyclic_128_1,cyclic_64_1,complete_1,pipeline,unroll_16,unroll_64,pipeline,pipeline,pipeline_1,14.0,0.10466052751733566,False
workload_3062.cpp,xcu200-fsgd2104-2-e,10.0,14.39938,99,1,2,1,1,cyclic_32_1,cyclic_16_1,complete_1,unroll_32,unroll_32,unroll_8,unroll_32,unroll,unroll,1.25,0.9744375288705502,False
workload_3063.cpp,xcu200-fsgd2104-2-e,10.0,85.32677,139,1,1,1,2,cyclic_64_1,cyclic_16_1,complete_1,unroll_64,unroll_16,unroll_64,unroll_32,pipeline,unroll,1.25,0.300081567520885,False
workload_3064.cpp,xcu200-fsgd2104-2-e,10.0,16.58882,792,1,6,3,10,cyclic_32_1,cyclic_16_1,complete_1,pipeline_1,unroll_16,unroll_8,pipeline,unroll,pipeline_1,5.0,0.5999714177248479,False
workload_3065.cpp,xcu200-fsgd2104-2-e,10.0,18.53445,708,1,1,1,7,cyclic_8_1,cyclic_4_1,complete_1,unroll_64,pipeline_1,unroll_64,pipeline,pipeline,unroll,2.5,0.8551601309542729,False
workload_3066.cpp,xcu200-fsgd2104-2-e,10.0,16.58882,834,1,6,3,10,cyclic_32_1,cyclic_32_1,complete_1,unroll_16,unroll_2,pipeline,pipeline_1,pipeline,pipeline_1,5.0,0.5999714177248479,False
workload_3067.cpp,xcu200-fsgd2104-2-e,10.0,16.50693,922,1,6,3,11,block_32_1,block_64_1,complete_1,pipeline_1,unroll_32,pipeline_1,pipeline,pipeline,unroll,5.25,0.5753902200788327,False
workload_3068.cpp,xcu200-fsgd2104-2-e,10.0,16.18626,91,1,1,1,1,cyclic_32_1,cyclic_8_1,complete_1,unroll_32,unroll_16,unroll_64,unroll_32,unroll,unroll,1.0,0.9624961333776582,False
workload_3069.cpp,xcu200-fsgd2104-2-e,10.0,16.58882,773,1,6,3,10,cyclic_32_1,cyclic_16_1,complete_1,pipeline,pipeline,unroll_8,pipeline,pipeline,pipeline_1,5.0,0.5999714177248479,False
workload_3070.cpp,xcu200-fsgd2104-2-e,10.0,18.20677,1374,1,3,3,9,cyclic_32_1,cyclic_8_1,complete_1,unroll_64,unroll_32,pipeline,pipeline,unroll,pipeline,4.0,0.7008672551727291,False
workload_3071.cpp,xcu200-fsgd2104-2-e,10.0,16.56837,943,1,6,3,10,cyclic_32_1,cyclic_64_1,complete_1,unroll_32,unroll_16,unroll_64,pipeline,pipeline_1,pipeline_1,5.0,0.5999944558424122,False
workload_3072.cpp,xcu200-fsgd2104-2-e,10.0,16.0973,1008,1,26,8,21,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,unroll_16,unroll_64,pipeline,pipeline_1,pipeline_1,14.0,0.10466206820938281,False
workload_3073.cpp,xcu200-fsgd2104-2-e,10.0,16.52738,1260,1,6,3,12,block_32_1,block_128_1,complete_1,unroll_2,unroll_4,pipeline_1,pipeline,unroll,unroll,5.5,0.5513012178550455,False
workload_3074.cpp,xcu200-fsgd2104-2-e,10.0,16.92258,69,1,1,1,1,cyclic_8_1,cyclic_2_1,complete_1,unroll_64,pipeline_1,unroll_16,unroll_64,unroll,unroll,1.0,0.9530052008011878,False
workload_3075.cpp,xcu200-fsgd2104-2-e,10.0,16.50693,797,1,6,3,11,block_32_1,block_32_1,complete_1,unroll_16,unroll_4,pipeline,pipeline,unroll,unroll,5.25,0.5753902200788327,False
workload_3076.cpp,xcu200-fsgd2104-2-e,10.0,16.52738,914,1,6,3,11,block_32_1,block_64_1,complete_1,pipeline,unroll_16,unroll_8,pipeline,pipeline,pipeline_1,5.25,0.575369738753122,False
workload_3077.cpp,xcu200-fsgd2104-2-e,10.0,16.58882,704,1,6,3,10,cyclic_32_1,cyclic_16_1,complete_1,unroll_2,unroll_4,pipeline_1,pipeline,unroll,unroll,5.0,0.5999714177248479,False
workload_3078.cpp,xcu200-fsgd2104-2-e,10.0,16.56837,906,1,6,3,10,cyclic_32_1,cyclic_64_1,complete_1,pipeline_1,unroll_16,unroll_8,pipeline,unroll,pipeline_1,5.0,0.5999944558424122,False
workload_3079.cpp,xcu200-fsgd2104-2-e,10.0,16.58882,1166,1,6,3,11,cyclic_32_1,cyclic_128_1,complete_1,unroll_2,unroll_16,pipeline_1,pipeline,pipeline,pipeline_1,5.25,0.5753075489398117,False
workload_3081.cpp,xcu200-fsgd2104-2-e,10.0,17.08738,68,1,1,1,1,cyclic_8_1,cyclic_2_1,complete_1,unroll_32,pipeline,unroll_64,unroll_32,unroll,unroll,1.0,0.9508881720645345,False
workload_3082.cpp,xcu200-fsgd2104-2-e,10.0,16.75973,77,1,1,1,1,cyclic_8_1,cyclic_2_1,complete_1,unroll_64,pipeline,unroll_64,unroll_32,pipeline,unroll,1.0,0.9550997635789794,False
workload_3083.cpp,xcu200-fsgd2104-2-e,10.0,17.01058,82,1,1,1,1,cyclic_4_1,cyclic_2_1,complete_1,unroll_64,unroll_32,unroll_8,unroll_32,unroll,unroll,1.0,0.9518744212897435,False
workload_3084.cpp,xcu200-fsgd2104-2-e,10.0,16.35426,93,1,1,1,1,cyclic_16_1,cyclic_8_1,complete_1,unroll_32,unroll_16,unroll_8,unroll_64,unroll,unroll,1.0,0.9603260428812291,False
workload_3085.cpp,xcu200-fsgd2104-2-e,10.0,15.21861,103,1,2,1,1,cyclic_32_1,cyclic_8_1,complete_1,unroll_32,unroll_32,unroll_8,unroll_32,unroll,unroll,1.25,0.9664544902322061,False
workload_3086.cpp,xcu200-fsgd2104-2-e,10.0,86.14405,115,1,1,1,2,cyclic_32_1,cyclic_16_1,complete_1,unroll_32,unroll_32,pipeline_1,unroll_16,pipeline,unroll,1.25,0.29502790561881653,False
workload_3087.cpp,xcu200-fsgd2104-2-e,10.0,16.7373,142,1,1,1,3,cyclic_8_1,block_64_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_32,pipeline,unroll,1.5,0.9374017110352973,False
workload_3088.cpp,xcu200-fsgd2104-2-e,10.0,87.6205,87,1,1,1,1,cyclic_8_1,cyclic_4_1,complete_1,unroll_64,unroll_16,unroll_64,unroll_32,pipeline,unroll,1.0,0.2862882058321062,False
workload_3089.cpp,xcu200-fsgd2104-2-e,10.0,87.2893,116,1,1,1,1,cyclic_8_1,cyclic_16_1,complete_1,unroll_64,unroll_32,unroll_64,unroll_64,pipeline,pipeline_1,1.0,0.2882830290876556,False
workload_3090.cpp,xcu200-fsgd2104-2-e,10.0,31.97189,270,1,1,1,3,block_64_1,block_64_1,complete_1,unroll_4,pipeline,unroll_32,unroll_64,pipeline,unroll,1.5,0.7661666280747502,False
workload_3091.cpp,xcu200-fsgd2104-2-e,10.0,127.76546,160,1,1,1,1,cyclic_32_1,cyclic_64_1,complete_1,unroll_32,unroll_16,unroll_8,unroll_64,unroll,unroll,1.0,0.1231803745698063,False
workload_3092.cpp,xcu200-fsgd2104-2-e,10.0,86.79778,125,1,1,1,1,cyclic_32_1,cyclic_8_1,complete_1,unroll_32,unroll_16,unroll_64,unroll_64,pipeline,unroll,1.0,0.29126304457845764,False
workload_3093.cpp,xcu200-fsgd2104-2-e,10.0,17.08741,177,1,1,1,1,cyclic_32_1,cyclic_128_1,complete_1,unroll_32,pipeline,unroll_64,unroll_32,pipeline,unroll,1.0,0.9508877869225448,False
workload_3094.cpp,xcu200-fsgd2104-2-e,10.0,16.19042,98,1,1,1,1,cyclic_32_1,cyclic_4_1,complete_1,unroll_32,unroll_32,unroll_8,unroll_64,unroll,unroll,1.0,0.9624423647984318,False
workload_3095.cpp,xcu200-fsgd2104-2-e,10.0,16.5293,84,1,2,1,1,cyclic_16_1,cyclic_16_1,complete_1,unroll_32,unroll_16,unroll_8,unroll_32,unroll,unroll,1.25,0.9520679739404642,False
workload_3096.cpp,xcu200-fsgd2104-2-e,10.0,14.21925,142,1,4,1,3,cyclic_32_1,cyclic_32_1,complete_1,unroll_64,unroll_32,unroll_8,unroll_64,unroll,unroll,2.25,0.9056913863027538,False
workload_3097.cpp,xcu200-fsgd2104-2-e,10.0,16.73925,84,1,1,1,1,cyclic_8_1,cyclic_16_1,complete_1,unroll_64,pipeline,unroll_64,unroll_32,pipeline,unroll,1.0,0.9553633574033878,False
workload_3098.cpp,xcu200-fsgd2104-2-e,10.0,16.9021,80,1,1,1,1,cyclic_8_1,cyclic_8_1,complete_1,unroll_64,pipeline_1,unroll_16,unroll_64,unroll,unroll,1.0,0.9532684716166425,False
workload_3099.cpp,xcu200-fsgd2104-2-e,10.0,16.89861,164,1,1,1,3,cyclic_8_1,block_64_1,complete_1,unroll_32,pipeline,unroll_64,unroll_64,pipeline,unroll,1.5,0.9357946928640759,False
workload_3100.cpp,xcu200-fsgd2104-2-e,10.0,18.53445,721,1,1,1,7,cyclic_8_1,cyclic_8_1,complete_1,unroll_2,unroll_32,unroll_4,pipeline,pipeline,unroll,2.5,0.8551601309542729,False
workload_3101.cpp,xcu200-fsgd2104-2-e,10.0,87.96357,115,1,1,1,2,cyclic_32_1,cyclic_8_1,complete_1,unroll_32,unroll_32,unroll_8,unroll_32,pipeline,pipeline,1.25,0.28400891333384054,False
workload_3102.cpp,xcu200-fsgd2104-2-e,10.0,16.56837,974,1,6,3,10,cyclic_32_1,cyclic_64_1,complete_1,unroll_32,unroll_16,unroll_32,pipeline,pipeline,pipeline_1,5.0,0.5999944558424122,False
workload_3103.cpp,xcu200-fsgd2104-2-e,10.0,16.50693,934,1,6,3,11,block_32_1,block_64_1,complete_1,pipeline_1,unroll_32,unroll_8,pipeline,unroll,unroll,5.25,0.5753902200788327,False
workload_3104.cpp,xcu200-fsgd2104-2-e,10.0,16.34306,1302,1,13,6,15,cyclic_128_1,cyclic_32_1,complete_1,unroll_4,pipeline,unroll_64,pipeline_1,pipeline,pipeline_1,8.75,0.29477970212892673,False
workload_3105.cpp,xcu200-fsgd2104-2-e,10.0,18.22722,1373,1,3,3,9,cyclic_32_1,cyclic_8_1,complete_1,unroll_2,unroll_32,pipeline,pipeline,unroll,unroll,4.0,0.7008153668262552,False
workload_3106.cpp,xcu200-fsgd2104-2-e,10.0,16.17925,1010,1,13,5,15,block_64_1,block_64_1,complete_1,unroll_32,pipeline,unroll_8,pipeline,pipeline_1,unroll,8.5,0.310820240874888,False
workload_3107.cpp,xcu200-fsgd2104-2-e,10.0,18.22722,1375,1,3,3,9,cyclic_32_1,cyclic_8_1,complete_1,unroll_32,pipeline,unroll_64,pipeline,unroll,pipeline_1,4.0,0.7008153668262552,False
workload_3108.cpp,xcu200-fsgd2104-2-e,10.0,16.56837,819,1,6,3,10,cyclic_32_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,pipeline,pipeline,pipeline,unroll,5.0,0.5999944558424122,False
workload_3109.cpp,xcu200-fsgd2104-2-e,10.0,120.73157,95,1,1,1,3,cyclic_16_1,cyclic_16_1,complete_1,unroll_32,unroll_16,unroll_8,unroll_32,unroll,pipeline_1,1.5,0.14021577173739838,False
workload_3110.cpp,xcu200-fsgd2104-2-e,10.0,16.56837,787,1,6,3,10,cyclic_32_1,cyclic_32_1,complete_1,pipeline_1,pipeline_1,unroll_4,pipeline,pipeline,pipeline,5.0,0.5999944558424122,False
workload_3111.cpp,xcu200-fsgd2104-2-e,10.0,16.92002,113,1,1,1,1,cyclic_32_1,cyclic_32_1,complete_1,unroll_32,pipeline,unroll_64,unroll_64,pipeline,pipeline_1,1.0,0.9530381074316272,False
workload_3112.cpp,xcu200-fsgd2104-2-e,10.0,100.56034,385,1,1,1,4,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,unroll_16,unroll_64,unroll_64,pipeline,unroll,1.75,0.21558725501923803,False
workload_3113.cpp,xcu200-fsgd2104-2-e,10.0,16.56837,935,1,6,3,10,cyclic_32_1,cyclic_64_1,complete_1,unroll_16,unroll_16,pipeline,pipeline,pipeline_1,pipeline_1,5.0,0.5999944558424122,False
workload_3114.cpp,xcu200-fsgd2104-2-e,10.0,16.56837,743,1,6,3,10,cyclic_32_1,cyclic_32_1,complete_1,unroll_16,unroll_16,pipeline,pipeline,pipeline,pipeline,5.0,0.5999944558424122,False
workload_3115.cpp,xcu200-fsgd2104-2-e,10.0,16.0973,908,1,26,8,21,cyclic_128_1,cyclic_64_1,complete_1,unroll_4,unroll_16,unroll_64,pipeline,pipeline,unroll,14.0,0.10466206820938281,False
