Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_1_5,InnerLoop_2_1,InnerLoop_3_1,Area,Weight,is_pareto
workload_2561.cpp,xczu7ev-ffvc1156-2-e,3.33,273.74207058,103,16,1,2,14,cyclic_4_1,block_32_1,cyclic_16_1,cyclic_4_1,cyclic_4_1,pipeline,unroll_2,unroll_4,unroll,unroll_4,pipeline_1,unroll_2,pipeline,unroll_32,pipeline,pipeline,pipeline,8.25,0.929770011906993,False
workload_2562.cpp,xczu7ev-ffvc1156-2-e,3.33,117.32078178,103,20,1,1,15,cyclic_8_1,cyclic_4_1,cyclic_32_1,cyclic_4_1,block_8_1,pipeline,unroll_4,unroll_4,unroll_2,unroll_4,pipeline,unroll_2,unroll,unroll_16,unroll_8,pipeline_1,pipeline_1,9.25,0.9375925822926663,False
workload_2563.cpp,xczu7ev-ffvc1156-2-e,3.33,191.79146322,106,13,1,6,16,block_2_1,cyclic_4_1,block_512_1,cyclic_2_1,block_2_1,unroll,unroll_2,unroll_2,pipeline,unroll_4,unroll,unroll_2,unroll_16,unroll_16,unroll_16,pipeline,pipeline,9.0,0.9332429012673918,False
workload_2564.cpp,xczu7ev-ffvc1156-2-e,3.33,178.87633793999998,106,14,1,3,14,cyclic_4_1,cyclic_16_1,block_128_1,cyclic_4_1,block_2_1,pipeline,unroll_2,unroll_8,pipeline,unroll_4,unroll,unroll_2,pipeline_1,unroll_64,unroll_64,pipeline,pipeline,8.0,0.9546670985686164,False
workload_2565.cpp,xczu7ev-ffvc1156-2-e,3.33,20.6165295,115,59,1,4,17,cyclic_4_1,cyclic_8_1,cyclic_16_1,cyclic_4_1,block_8_1,unroll,unroll_2,unroll_2,unroll,unroll_4,pipeline,pipeline,unroll_16,unroll_4,unroll_8,pipeline,pipeline_1,20.25,0.7836916294417537,False
workload_2566.cpp,xczu7ev-ffvc1156-2-e,3.33,162.02691090000002,118,15,1,2,14,cyclic_4_1,block_2_1,block_128_1,cyclic_4_1,cyclic_4_1,pipeline,unroll_4,unroll_4,unroll,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_4,unroll_2,pipeline,pipeline,8.0,0.9579507193442189,False
workload_2567.cpp,xczu7ev-ffvc1156-2-e,3.33,63.520982100000005,124,26,1,2,13,cyclic_4_1,block_2_1,block_128_1,cyclic_4_1,cyclic_8_1,pipeline,unroll_4,unroll_4,pipeline_1,unroll_4,pipeline_1,pipeline,unroll_2,unroll_4,unroll_16,unroll,pipeline,10.5,0.9211685446982549,False
workload_2568.cpp,xczu7ev-ffvc1156-2-e,3.33,62.3951757,200,26,1,6,16,cyclic_4_1,cyclic_4_1,block_128_1,cyclic_4_1,cyclic_4_1,pipeline,unroll_16,unroll_4,unroll,unroll_4,pipeline_1,pipeline,pipeline_1,unroll_16,pipeline_1,pipeline,pipeline_1,12.25,0.8947100375434405,False
workload_2569.cpp,xczu7ev-ffvc1156-2-e,3.33,79.42559490000001,124,17,1,2,19,cyclic_8_1,cyclic_8_1,cyclic_16_1,cyclic_4_1,block_8_1,pipeline_1,unroll_4,unroll_8,pipeline,unroll_4,pipeline,unroll_2,unroll_16,unroll_16,unroll_64,pipeline,pipeline,9.75,0.9315688677621581,False
workload_2570.cpp,xczu7ev-ffvc1156-2-e,3.33,191.51362134,220,12,1,5,28,block_2_1,block_2_1,block_128_1,cyclic_4_1,cyclic_8_1,pipeline,unroll_2,unroll_4,unroll_8,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_16,unroll_16,pipeline_1,pipeline,11.5,0.8859337917605127,False
workload_2571.cpp,xczu7ev-ffvc1156-2-e,3.33,3.10881474,244,35,1,17,28,cyclic_8_1,cyclic_8_1,block_64_1,cyclic_4_1,block_8_1,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_4,pipeline,unroll_2,unroll_8,unroll_64,pipeline,unroll,pipeline,20.25,0.7839715440549708,False
workload_2572.cpp,xczu7ev-ffvc1156-2-e,3.33,304.37087778000006,247,14,1,2,27,cyclic_2_1,cyclic_8_1,cyclic_16_1,cyclic_4_1,block_8_1,pipeline,unroll_4,unroll_2,pipeline_1,unroll_4,pipeline,unroll_16,pipeline_1,unroll_16,unroll_4,pipeline,pipeline,11.0,0.8717990250072235,False
workload_2573.cpp,xczu7ev-ffvc1156-2-e,3.33,221.27357826,292,14,1,2,30,cyclic_4_1,block_2_1,block_128_1,cyclic_4_1,cyclic_2_1,pipeline,unroll_4,unroll_4,unroll,unroll_4,pipeline_1,unroll_16,unroll_2,unroll_16,unroll_8,pipeline,pipeline,11.75,0.8769451204752469,False
workload_2574.cpp,xczu7ev-ffvc1156-2-e,3.33,110.5792101,300,23,1,7,60,cyclic_4_1,block_32_1,block_128_1,cyclic_4_1,complete_1,pipeline_1,unroll_4,unroll_4,unroll_2,unroll_4,unroll,unroll_4,pipeline_1,unroll_16,unroll_64,pipeline,pipeline,22.75,0.7167643543392027,False
workload_2575.cpp,xczu7ev-ffvc1156-2-e,3.33,63.02623734,334,33,1,2,31,cyclic_8_1,block_16_1,block_128_1,cyclic_4_1,cyclic_2_1,unroll,unroll_2,unroll_4,pipeline_1,unroll_2,unroll,pipeline,unroll,unroll_4,unroll_64,pipeline_1,pipeline_1,16.75,0.8301530587622092,False
workload_2576.cpp,xczu7ev-ffvc1156-2-e,3.33,239.5939329,219,14,1,2,33,cyclic_4_1,block_2_1,block_128_1,cyclic_2_1,cyclic_8_1,pipeline,unroll_4,unroll_2,pipeline_1,unroll_4,unroll,unroll_4,unroll_2,unroll_4,unroll_64,unroll,pipeline_1,12.5,0.8626041430673461,False
workload_2577.cpp,xczu7ev-ffvc1156-2-e,3.33,156.36778902,432,12,1,3,45,block_2_1,block_2_1,block_128_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_2,unroll_4,unroll_16,pipeline_1,pipeline,15.25,0.8373352726327601,False
workload_2578.cpp,xczu7ev-ffvc1156-2-e,3.33,62.978018940000005,310,32,1,2,30,cyclic_4_1,block_16_1,block_128_1,cyclic_4_1,cyclic_2_1,unroll,unroll_4,unroll_4,pipeline_1,unroll_2,unroll,pipeline,unroll_8,unroll_16,pipeline_1,pipeline,pipeline,16.25,0.8371254858486256,False
workload_2579.cpp,xczu7ev-ffvc1156-2-e,3.33,62.57654082,256,28,1,6,20,cyclic_8_1,cyclic_8_1,block_128_1,cyclic_4_1,cyclic_4_1,unroll,unroll_16,unroll_8,unroll,unroll_4,unroll,pipeline,pipeline_1,unroll_16,unroll_16,pipeline,pipeline_1,13.75,0.8723384586707861,False
workload_2580.cpp,xczu7ev-ffvc1156-2-e,3.33,5.57679762,640,18,1,18,21,cyclic_4_1,cyclic_16_1,cyclic_16_1,cyclic_4_1,block_8_1,unroll,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline,unroll_2,pipeline_1,unroll_16,unroll_8,pipeline,pipeline,14.5,0.8694811578341569,False
workload_2581.cpp,xczu7ev-ffvc1156-2-e,3.33,59.94943722,550,14,1,17,16,cyclic_4_1,cyclic_16_1,block_512_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_4,pipeline,unroll_8,unroll_8,unroll_16,unroll_8,pipeline,pipeline,12.0,0.8988301285215565,False
workload_2582.cpp,xczu7ev-ffvc1156-2-e,3.33,5.21539938,705,18,1,17,23,cyclic_4_1,block_16_1,cyclic_16_1,cyclic_4_1,complete_1,pipeline,pipeline_1,unroll_2,unroll,unroll_4,unroll,unroll_4,pipeline_1,unroll_64,pipeline,unroll,pipeline_1,14.75,1.0,True
workload_2583.cpp,xczu7ev-ffvc1156-2-e,3.33,6.988654350000001,765,20,1,16,23,cyclic_8_1,block_16_1,cyclic_16_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_4,pipeline,unroll_2,unroll_8,unroll_64,pipeline,pipeline,pipeline,15.0,0.8622796702662804,False
workload_2584.cpp,xczu7ev-ffvc1156-2-e,3.33,5.73771654,811,29,1,18,33,cyclic_4_1,block_8_1,cyclic_16_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_2,pipeline,unroll_2,unroll,unroll_2,unroll_16,unroll_32,unroll_8,unroll,pipeline,20.25,0.7839899281725597,False
workload_2585.cpp,xczu7ev-ffvc1156-2-e,3.33,5.4927750600000005,757,17,1,21,34,block_2_1,cyclic_8_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,unroll,pipeline_1,unroll,pipeline_1,unroll_4,pipeline,unroll_2,pipeline_1,unroll_16,unroll_4,pipeline,pipeline,18.25,0.8172662644561474,False
workload_2586.cpp,xczu7ev-ffvc1156-2-e,3.33,5.262871860000001,873,20,1,20,39,cyclic_8_1,cyclic_4_1,cyclic_16_1,block_2_1,complete_1,unroll,pipeline_1,unroll_2,pipeline,unroll_4,pipeline,pipeline,unroll_8,unroll_64,pipeline,pipeline,pipeline,20.0,0.790659920461515,False
workload_2587.cpp,xczu7ev-ffvc1156-2-e,3.33,60.02613378,889,13,1,20,29,cyclic_2_1,cyclic_4_1,block_128_1,cyclic_4_1,complete_1,unroll,pipeline_1,unroll_2,unroll_8,unroll_4,pipeline_1,pipeline,pipeline,unroll_16,unroll_8,unroll,pipeline,15.75,0.8445368846544733,False
workload_2588.cpp,xczu7ev-ffvc1156-2-e,3.33,60.06412242,888,14,1,20,32,cyclic_4_1,cyclic_16_1,block_128_1,cyclic_4_1,cyclic_2_1,unroll,pipeline_1,unroll_2,pipeline,unroll_4,unroll,pipeline,pipeline_1,unroll_8,unroll_8,pipeline,pipeline,16.75,0.8305673821460025,False
workload_2589.cpp,xczu7ev-ffvc1156-2-e,3.33,61.06791762,1004,13,1,21,36,cyclic_2_1,block_16_1,block_512_1,block_2_1,cyclic_2_1,pipeline,pipeline_1,unroll_4,unroll,unroll_4,pipeline,pipeline,pipeline_1,unroll_4,unroll_8,pipeline,pipeline,17.75,0.8165905218587615,False
workload_2590.cpp,xczu7ev-ffvc1156-2-e,3.33,16.24649058,1073,14,3,19,41,cyclic_2_1,cyclic_4_1,block_8_1,cyclic_4_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_4,unroll,pipeline,pipeline_1,unroll_64,unroll_16,unroll,pipeline_1,19.25,0.8022724576417736,False
workload_2591.cpp,xczu7ev-ffvc1156-2-e,3.33,41.30327538,1126,17,1,15,46,cyclic_8_1,block_16_1,block_8_1,cyclic_4_1,complete_1,pipeline_1,pipeline_1,unroll_2,pipeline,unroll_4,unroll,unroll_4,pipeline_1,unroll_32,unroll_16,unroll,pipeline_1,19.75,0.7921642797734147,False
workload_2592.cpp,xczu7ev-ffvc1156-2-e,3.33,97.71384834,1218,17,1,19,92,cyclic_2_1,block_16_1,cyclic_16_1,cyclic_2_1,complete_1,pipeline_1,unroll_16,unroll_4,unroll,unroll_4,unroll,unroll_4,pipeline,unroll_32,unroll_8,unroll,pipeline_1,32.25,0.5010475553200067,False
workload_2593.cpp,xczu7ev-ffvc1156-2-e,3.33,139.33758294,1370,13,1,18,13,cyclic_2_1,cyclic_8_1,block_128_1,cyclic_4_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_16,unroll_8,pipeline,pipeline_1,11.25,0.8984272881736463,False
workload_2594.cpp,xczu7ev-ffvc1156-2-e,3.33,160.2961101,1756,13,1,20,18,block_2_1,block_16_1,block_512_1,block_2_1,cyclic_2_1,pipeline,pipeline_1,unroll_4,unroll,unroll_4,pipeline,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline,pipeline_1,13.0,0.868690644396089,False
workload_2595.cpp,xczu7ev-ffvc1156-2-e,3.33,24.42582306,2280,28,1,3,26,cyclic_4_1,cyclic_8_1,cyclic_4_1,cyclic_4_1,block_8_1,pipeline_1,unroll_2,unroll_8,unroll,unroll_4,pipeline_1,pipeline,unroll_16,unroll_16,unroll_64,pipeline,pipeline_1,14.5,0.8669862675323382,False
workload_2599.cpp,xczu7ev-ffvc1156-2-e,3.33,63.50068242,78,26,1,2,8,cyclic_4_1,block_2_1,block_128_1,cyclic_4_1,block_8_1,pipeline,unroll_2,unroll_4,unroll,unroll_4,pipeline_1,pipeline,unroll_2,unroll_4,unroll_2,pipeline,pipeline,9.25,0.9442719461095601,False
workload_2600.cpp,xczu7ev-ffvc1156-2-e,3.33,178.51168962,92,14,1,3,10,cyclic_4_1,cyclic_32_1,block_512_1,cyclic_4_1,block_2_1,pipeline,unroll_2,unroll_2,pipeline_1,unroll_4,unroll,unroll_2,pipeline_1,unroll_16,unroll_16,pipeline,pipeline_1,7.0,0.9700739611596326,False
workload_2601.cpp,xczu7ev-ffvc1156-2-e,3.33,180.62392194,95,13,1,1,10,cyclic_2_1,cyclic_8_1,block_128_1,cyclic_4_1,block_8_1,pipeline_1,unroll_4,unroll_4,pipeline_1,unroll_4,pipeline,unroll_2,pipeline_1,unroll_16,unroll_4,pipeline,pipeline,6.25,0.9789509653005048,False
workload_2602.cpp,xczu7ev-ffvc1156-2-e,3.33,120.44416194,104,17,1,2,16,cyclic_8_1,cyclic_8_1,cyclic_16_1,cyclic_4_1,block_8_1,pipeline,unroll_4,unroll_8,unroll_2,unroll_4,pipeline,unroll_2,pipeline_1,unroll_16,unroll_64,pipeline,pipeline,9.0,0.942164013513269,False
workload_2603.cpp,xczu7ev-ffvc1156-2-e,3.33,24.41223666,107,28,1,3,14,cyclic_4_1,block_8_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll,unroll_4,pipeline_1,pipeline,unroll_16,unroll_32,unroll_8,pipeline,pipeline,11.5,0.9111216529572761,False
workload_2604.cpp,xczu7ev-ffvc1156-2-e,3.33,17.21725218,132,59,1,4,19,cyclic_4_1,cyclic_4_1,cyclic_16_1,cyclic_4_1,block_8_1,pipeline,unroll_2,unroll_8,unroll,unroll_4,pipeline,pipeline,unroll_8,unroll_64,unroll_8,pipeline_1,pipeline_1,20.75,0.7707030590982347,False
workload_2605.cpp,xczu7ev-ffvc1156-2-e,3.33,157.0023405,135,13,1,10,18,block_2_1,cyclic_16_1,block_512_1,cyclic_4_1,block_2_1,pipeline_1,unroll_2,unroll_2,pipeline,unroll_4,unroll,unroll_2,pipeline_1,unroll_64,unroll_16,pipeline,pipeline,10.5,0.9069690450099582,False
workload_2606.cpp,xczu7ev-ffvc1156-2-e,3.33,102.0152493,138,14,1,7,25,block_2_1,cyclic_8_1,cyclic_16_1,cyclic_4_1,block_8_1,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_4,pipeline,unroll_2,unroll_16,unroll_16,unroll_4,pipeline,pipeline_1,11.75,0.8965833716341175,False
workload_2607.cpp,xczu7ev-ffvc1156-2-e,3.33,16.16923458,162,56,1,3,21,cyclic_8_1,cyclic_4_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,unroll,unroll_4,unroll_8,unroll_2,unroll_4,pipeline,pipeline,unroll_16,unroll_16,unroll_16,pipeline,pipeline_1,20.25,0.783848958445736,False
workload_2608.cpp,xczu7ev-ffvc1156-2-e,3.33,62.45090658,183,26,1,5,15,cyclic_4_1,cyclic_4_1,block_128_1,cyclic_4_1,cyclic_4_1,pipeline,unroll_16,unroll_4,pipeline,unroll_4,pipeline_1,pipeline,pipeline,unroll_16,pipeline_1,pipeline,pipeline_1,11.75,0.9022719377946824,False
workload_2609.cpp,xczu7ev-ffvc1156-2-e,3.33,160.9030359,212,17,1,2,19,cyclic_8_1,block_2_1,block_512_1,cyclic_4_1,cyclic_4_1,pipeline,unroll_4,unroll_4,unroll,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_16,unroll_16,pipeline,pipeline,9.75,0.9204210537395021,False
workload_2610.cpp,xczu7ev-ffvc1156-2-e,3.33,16.98601698,146,59,1,4,20,cyclic_4_1,cyclic_8_1,cyclic_16_1,cyclic_4_1,cyclic_8_1,pipeline,unroll_4,unroll_2,unroll,unroll_4,pipeline,pipeline,pipeline_1,unroll_16,unroll_8,pipeline,pipeline_1,21.0,0.764147919629391,False
workload_2611.cpp,xczu7ev-ffvc1156-2-e,3.33,3.10167522,240,35,1,17,25,cyclic_8_1,cyclic_8_1,block_64_1,cyclic_4_1,block_8_1,pipeline_1,pipeline_1,unroll_4,unroll_16,unroll_4,pipeline_1,unroll,unroll,unroll_16,pipeline,unroll,pipeline,19.5,0.8006473297620139,False
workload_2612.cpp,xczu7ev-ffvc1156-2-e,3.33,79.42463586,122,16,1,2,19,cyclic_4_1,cyclic_4_1,cyclic_16_1,cyclic_4_1,block_8_1,pipeline_1,unroll_4,unroll_8,pipeline,unroll_4,pipeline,unroll_2,unroll_16,unroll_16,unroll_8,pipeline,pipeline,9.5,0.9370047893734065,False
workload_2613.cpp,xczu7ev-ffvc1156-2-e,3.33,28.42214274,257,32,3,20,31,block_2_1,cyclic_8_1,block_64_1,cyclic_4_1,cyclic_2_1,pipeline,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_2,unroll_16,unroll_8,pipeline,pipeline_1,21.5,0.7510154421902142,False
workload_2614.cpp,xczu7ev-ffvc1156-2-e,3.33,152.4971835,99,15,1,1,12,cyclic_4_1,cyclic_8_1,block_128_1,cyclic_4_1,cyclic_4_1,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_4,pipeline,unroll_2,unroll_2,unroll_4,unroll_2,pipeline,pipeline_1,7.25,0.9717917154098791,False
workload_2615.cpp,xczu7ev-ffvc1156-2-e,3.33,2.6447992200000003,285,33,1,16,30,cyclic_4_1,block_16_1,block_64_1,block_2_1,complete_1,pipeline_1,pipeline_1,unroll_8,unroll_16,unroll_4,pipeline,unroll_4,unroll_8,unroll_64,pipeline,unroll,pipeline,20.0,0.790648792148912,False
workload_2616.cpp,xczu7ev-ffvc1156-2-e,3.33,2.57724018,312,35,1,15,29,cyclic_8_1,block_32_1,block_64_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_4,pipeline,unroll_4,unroll_8,unroll_32,pipeline,pipeline,pipeline,20.0,0.7906479280919928,False
workload_2617.cpp,xczu7ev-ffvc1156-2-e,3.33,118.8597879,322,30,1,2,29,cyclic_2_1,block_16_1,block_128_1,cyclic_4_1,cyclic_2_1,unroll,unroll_4,unroll_4,pipeline_1,unroll_2,unroll,pipeline,pipeline_1,unroll_8,unroll_8,pipeline,pipeline,15.5,0.8395409345657928,False
workload_2618.cpp,xczu7ev-ffvc1156-2-e,3.33,62.60744322,329,33,1,2,31,cyclic_8_1,block_16_1,block_128_1,cyclic_4_1,cyclic_4_1,unroll,unroll_4,unroll_8,pipeline_1,unroll_4,unroll,pipeline,unroll_8,unroll_16,unroll_16,pipeline,pipeline_1,16.75,0.8302117077454166,False
workload_2619.cpp,xczu7ev-ffvc1156-2-e,3.33,220.5600525,227,17,1,1,25,cyclic_8_1,cyclic_8_1,cyclic_16_1,cyclic_4_1,block_8_1,pipeline,unroll_4,unroll_2,unroll_2,unroll_4,unroll,unroll_16,pipeline_1,unroll_16,unroll_64,pipeline,pipeline,11.0,0.888202587105596,False
workload_2620.cpp,xczu7ev-ffvc1156-2-e,3.33,192.08785986,420,19,1,1,48,cyclic_4_1,block_16_1,block_128_1,cyclic_4_1,cyclic_8_1,pipeline,unroll_4,unroll_4,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_4,pipeline,unroll,pipeline,17.25,0.8041437551545557,False
workload_2621.cpp,xczu7ev-ffvc1156-2-e,3.33,264.41716482,340,18,1,2,45,cyclic_4_1,block_2_1,cyclic_32_1,cyclic_4_1,cyclic_2_1,pipeline_1,unroll_4,unroll_4,unroll,unroll_4,pipeline,unroll_16,pipeline_1,unroll_16,unroll_8,pipeline,pipeline,16.5,0.8026926048932466,False
workload_2622.cpp,xczu7ev-ffvc1156-2-e,3.33,210.24452502,435,13,1,10,59,block_2_1,block_16_1,block_512_1,cyclic_4_1,cyclic_8_1,pipeline,unroll_2,unroll_4,unroll_8,unroll_2,pipeline_1,unroll_16,pipeline_1,unroll_32,unroll_16,unroll,pipeline,20.75,0.7519440677973956,False
workload_2623.cpp,xczu7ev-ffvc1156-2-e,3.33,59.9481585,543,14,1,17,16,cyclic_4_1,cyclic_4_1,block_512_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline,unroll_8,unroll_4,pipeline,unroll_8,unroll_8,unroll_16,unroll_8,unroll,pipeline,12.0,0.8988303053255183,False
workload_2624.cpp,xczu7ev-ffvc1156-2-e,3.33,5.729085179999999,555,18,1,16,21,cyclic_4_1,cyclic_8_1,cyclic_16_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll,unroll_4,pipeline_1,unroll_64,pipeline,unroll,pipeline_1,14.0,0.8764932274806614,False
workload_2625.cpp,xczu7ev-ffvc1156-2-e,3.33,5.35179618,567,29,1,16,18,cyclic_4_1,cyclic_16_1,cyclic_16_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_4,unroll,unroll_4,pipeline_1,unroll_32,unroll_8,unroll,pipeline_1,16.0,0.8484710421867858,False
workload_2626.cpp,xczu7ev-ffvc1156-2-e,3.33,5.3552061,527,17,1,16,21,cyclic_2_1,cyclic_8_1,cyclic_16_1,cyclic_4_1,complete_1,unroll,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline,unroll_2,pipeline_1,unroll_16,unroll_16,unroll,pipeline_1,13.75,0.8800623389755171,False
workload_2627.cpp,xczu7ev-ffvc1156-2-e,3.33,59.77790226,586,16,1,17,18,cyclic_8_1,cyclic_16_1,block_512_1,block_4_1,complete_1,pipeline_1,pipeline_1,pipeline,pipeline,unroll_4,unroll,unroll_8,unroll_8,unroll_64,unroll_8,unroll,pipeline,13.0,0.8837773440147719,False
workload_2628.cpp,xczu7ev-ffvc1156-2-e,3.33,5.19837642,727,20,1,17,28,cyclic_8_1,block_2_1,cyclic_16_1,block_2_1,complete_1,pipeline_1,pipeline_1,pipeline,unroll,unroll_4,pipeline,unroll_4,unroll_8,unroll_64,unroll_16,pipeline,pipeline,16.5,0.8415110546688891,False
workload_2629.cpp,xczu7ev-ffvc1156-2-e,3.33,5.46427026,664,18,1,18,21,cyclic_4_1,cyclic_8_1,cyclic_16_1,block_2_1,block_8_1,pipeline_1,pipeline_1,unroll_2,pipeline,unroll_4,unroll,unroll_2,pipeline,unroll_16,unroll_64,unroll,pipeline_1,14.5,0.869495868163273,False
workload_2630.cpp,xczu7ev-ffvc1156-2-e,3.33,60.02677314,802,13,1,20,29,cyclic_2_1,cyclic_16_1,block_128_1,cyclic_4_1,complete_1,unroll,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline_1,pipeline,pipeline,unroll_16,unroll_8,pipeline,pipeline,15.75,0.8445367951191458,False
workload_2631.cpp,xczu7ev-ffvc1156-2-e,3.33,73.88138466,923,17,1,15,27,cyclic_8_1,block_2_1,block_8_1,cyclic_4_1,complete_1,pipeline_1,pipeline_1,unroll_2,pipeline,unroll_4,unroll,unroll_4,pipeline_1,unroll_16,unroll_16,pipeline_1,pipeline_1,15.0,0.8531165702950629,False
workload_2632.cpp,xczu7ev-ffvc1156-2-e,3.33,5.71287474,859,23,1,20,43,cyclic_4_1,block_32_1,cyclic_16_1,cyclic_4_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_4,unroll,pipeline,pipeline_1,unroll_64,unroll_16,unroll,pipeline_1,21.75,0.7445735288379374,False
workload_2633.cpp,xczu7ev-ffvc1156-2-e,3.33,65.22302835,1055,14,1,19,39,block_2_1,block_16_1,block_8_1,cyclic_4_1,cyclic_2_1,pipeline_1,pipeline_1,unroll,unroll_2,unroll_4,unroll,unroll_4,pipeline_1,unroll_16,unroll_4,pipeline,pipeline,18.25,0.8091421225843044,False
workload_2634.cpp,xczu7ev-ffvc1156-2-e,3.33,96.8263101,1069,14,3,17,24,cyclic_2_1,cyclic_8_1,block_8_1,cyclic_4_1,block_4_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_4,unroll,unroll_2,unroll_16,unroll_16,unroll_64,unroll,pipeline_1,14.5,0.8568310611133354,False
workload_2635.cpp,xczu7ev-ffvc1156-2-e,3.33,138.71525922,1283,16,1,18,12,cyclic_8_1,cyclic_8_1,block_128_1,cyclic_4_1,block_8_1,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline,unroll_2,pipeline_1,unroll_16,unroll_64,pipeline,pipeline_1,11.75,0.8909347465546775,False
workload_2639.cpp,xczu7ev-ffvc1156-2-e,3.33,16.36626402,78,59,1,3,10,cyclic_4_1,cyclic_8_1,cyclic_16_1,cyclic_4_1,block_8_1,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_4,pipeline,pipeline,pipeline_1,unroll_16,unroll_8,pipeline,pipeline_1,18.25,0.8158174512289776,False
workload_2640.cpp,xczu7ev-ffvc1156-2-e,3.33,15.4650861,82,59,1,3,12,cyclic_4_1,cyclic_4_1,cyclic_16_1,cyclic_4_1,block_8_1,unroll,unroll_2,unroll_4,unroll_2,unroll_4,pipeline_1,pipeline,unroll,unroll_16,unroll_8,pipeline_1,pipeline_1,18.75,0.8091422640945686,False
workload_2641.cpp,xczu7ev-ffvc1156-2-e,3.33,175.29283170000002,92,59,1,3,13,cyclic_4_1,block_2_1,cyclic_16_1,cyclic_4_1,complete_1,pipeline,unroll_2,unroll_4,unroll,unroll_4,pipeline_1,pipeline,unroll_2,unroll_4,unroll_2,pipeline,pipeline,19.0,0.7830683832770425,False
workload_2642.cpp,xczu7ev-ffvc1156-2-e,3.33,63.04589766,105,28,1,2,10,cyclic_8_1,cyclic_8_1,block_128_1,cyclic_4_1,cyclic_4_1,unroll,unroll_4,unroll_8,pipeline_1,unroll_2,unroll,pipeline,unroll_8,unroll_16,unroll_16,pipeline,pipeline,10.25,0.925059094271387,False
workload_2643.cpp,xczu7ev-ffvc1156-2-e,3.33,24.34457106,105,28,1,3,13,cyclic_4_1,cyclic_4_1,cyclic_4_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_2,unroll,unroll_4,pipeline,pipeline,unroll_16,unroll_32,unroll_8,pipeline,pipeline_1,11.25,0.9149039683317884,False
workload_2644.cpp,xczu7ev-ffvc1156-2-e,3.33,171.16677522,116,33,1,1,15,cyclic_8_1,cyclic_8_1,block_128_1,cyclic_4_1,cyclic_4_1,unroll,unroll_4,unroll_8,pipeline_1,unroll_4,pipeline,unroll_2,pipeline_1,unroll_16,unroll_16,pipeline,pipeline_1,12.5,0.8743909483064235,False
workload_2645.cpp,xczu7ev-ffvc1156-2-e,3.33,70.88710194,125,16,1,3,22,cyclic_4_1,cyclic_16_1,cyclic_16_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_2,pipeline,unroll_4,unroll,unroll_2,pipeline,unroll_32,unroll_8,pipeline,pipeline_1,10.5,0.9201581991315236,False
workload_2646.cpp,xczu7ev-ffvc1156-2-e,3.33,255.10728402,139,14,1,7,26,block_2_1,cyclic_8_1,cyclic_16_1,cyclic_4_1,cyclic_4_1,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll_4,pipeline,unroll_2,unroll_16,unroll_16,unroll_4,pipeline,pipeline_1,12.0,0.867076079443368,False
