Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,Area,Weight,is_pareto
workload_593.cpp,xczu7ev-ffvc1156-2-e,3.33,1481.87173824,61,1,1,3,5,unroll_2,unroll,unroll_2,2.5,1.0,True
workload_594.cpp,xczu7ev-ffvc1156-2-e,3.33,407.31089805,59,1,1,7,10,unroll_4,unroll_16,pipeline,4.75,0.9658040590647602,False
workload_595.cpp,xczu7ev-ffvc1156-2-e,3.33,407.31089805,60,1,1,7,10,unroll_4,unroll_16,pipeline_1,4.75,0.9658040590647602,False
workload_596.cpp,xczu7ev-ffvc1156-2-e,3.33,4421.90476557,110,1,1,5,8,unroll_4,unroll_4,unroll_4,3.75,0.23739299886490936,False
workload_597.cpp,xczu7ev-ffvc1156-2-e,3.33,4977.07384077,275,1,1,10,16,unroll_16,unroll_4,unroll_2,7.0,0.17208137602527288,False
workload_598.cpp,xczu7ev-ffvc1156-2-e,3.33,3988.92676365,203,1,1,8,11,unroll_4,unroll_2,unroll_8,5.25,0.29214531097476704,False
workload_599.cpp,xczu7ev-ffvc1156-2-e,3.33,3774.18364173,598,1,1,13,18,unroll_4,unroll_4,unroll_16,8.25,0.3050977193246302,False
workload_600.cpp,xczu7ev-ffvc1156-2-e,3.33,4421.904762239999,113,1,1,5,9,unroll_4,unroll,unroll_4,4.0,0.23712839727463733,False
workload_602.cpp,xczu7ev-ffvc1156-2-e,3.33,3122.95712013,374,1,1,11,16,unroll_8,unroll_8,unroll_8,7.25,0.41805278709551597,False
workload_604.cpp,xczu7ev-ffvc1156-2-e,3.33,3774.18364173,574,1,1,13,17,unroll_4,unroll_2,unroll_16,8.0,0.3071779942036026,False
workload_606.cpp,xczu7ev-ffvc1156-2-e,3.33,3988.92676032,179,1,1,8,12,unroll_4,unroll,unroll_8,5.5,0.2912256676464823,False
workload_607.cpp,xczu7ev-ffvc1156-2-e,3.33,407.39273613,49,1,1,5,7,unroll_2,unroll_4,pipeline,3.5,0.9999999993910157,False
workload_608.cpp,xczu7ev-ffvc1156-2-e,3.33,407.31089805,56,1,1,7,10,unroll_4,unroll_4,pipeline_1,4.75,0.9658040590647602,False
workload_609.cpp,xczu7ev-ffvc1156-2-e,3.33,407.24951949,112,1,1,19,24,unroll_16,unroll_4,pipeline,11.25,0.7986612741634287,False
workload_610.cpp,xczu7ev-ffvc1156-2-e,3.33,407.39273613,50,1,1,5,7,unroll_2,unroll_16,pipeline_1,3.5,0.9999999993910157,False
workload_611.cpp,xczu7ev-ffvc1156-2-e,3.33,407.39273613,50,1,1,5,7,unroll_2,unroll_8,pipeline_1,3.5,0.9999999993910157,False
workload_612.cpp,xczu7ev-ffvc1156-2-e,3.33,5720.8660506900005,137,1,1,6,9,unroll_2,unroll_16,unroll_8,4.25,0.1239149128602175,False
workload_613.cpp,xczu7ev-ffvc1156-2-e,3.33,6241.138004609999,401,1,1,9,13,unroll_2,unroll_2,unroll_16,6.0,0.10418399590367497,False
workload_614.cpp,xczu7ev-ffvc1156-2-e,3.33,6241.138004609999,403,1,1,9,13,unroll_2,unroll_4,unroll_16,6.0,0.10418399590367497,False
workload_615.cpp,xczu7ev-ffvc1156-2-e,3.33,1481.87174157,59,1,1,3,5,unroll_2,unroll_8,unroll_2,2.5,0.8366907720795116,False
workload_616.cpp,xczu7ev-ffvc1156-2-e,3.33,407.24951949,115,1,1,19,24,unroll_16,unroll_2,pipeline_1,11.25,0.7986612741634287,False
workload_617.cpp,xczu7ev-ffvc1156-2-e,3.33,3774.18364173,533,1,1,13,18,unroll_4,unroll_16,unroll_16,8.25,0.3050977193246302,False
workload_618.cpp,xczu7ev-ffvc1156-2-e,3.33,407.3927328,50,1,1,5,7,unroll_2,unroll,pipeline,3.5,1.0,True
workload_619.cpp,xczu7ev-ffvc1156-2-e,3.33,407.31089805,59,1,1,7,10,unroll_4,unroll_8,pipeline,4.75,0.9658040590647602,False
workload_620.cpp,xczu7ev-ffvc1156-2-e,3.33,407.39273613,50,1,1,5,7,unroll_2,unroll_4,pipeline_1,3.5,0.9999999993910157,False
workload_621.cpp,xczu7ev-ffvc1156-2-e,3.33,3774.1836384,580,1,1,13,18,unroll_4,unroll,unroll_16,8.25,0.30509771979687084,False
workload_622.cpp,xczu7ev-ffvc1156-2-e,3.33,4680.322139520001,83,1,1,4,7,unroll_2,unroll,unroll_4,3.25,0.20772553123651116,False
workload_623.cpp,xczu7ev-ffvc1156-2-e,3.33,407.31089472,59,1,1,7,10,unroll_4,unroll,pipeline,4.75,1.0,True
workload_624.cpp,xczu7ev-ffvc1156-2-e,3.33,4421.90476557,111,1,1,5,8,unroll_4,unroll_16,unroll_4,3.75,0.23739299886490936,False
workload_625.cpp,xczu7ev-ffvc1156-2-e,3.33,407.31089805,59,1,1,7,10,unroll_4,unroll_2,pipeline_1,4.75,0.9658040590647602,False
workload_626.cpp,xczu7ev-ffvc1156-2-e,3.33,407.24951949,115,1,1,19,24,unroll_16,unroll_2,pipeline,11.25,0.7986612741634287,False
workload_627.cpp,xczu7ev-ffvc1156-2-e,3.33,407.23417485,702,1,1,68,79,unroll_64,unroll_8,pipeline,37.25,0.3091729578868293,False
workload_628.cpp,xczu7ev-ffvc1156-2-e,3.33,407.23417485,704,1,1,68,79,unroll_64,unroll_16,pipeline_1,37.25,0.3091729578868293,False
workload_629.cpp,xczu7ev-ffvc1156-2-e,3.33,2540.70646029,1066,1,1,18,24,unroll_8,unroll_16,unroll_16,11.0,0.44674883728172,False
workload_630.cpp,xczu7ev-ffvc1156-2-e,3.33,4195.78955712,1582,1,1,26,35,unroll_32,unroll,unroll_4,15.75,0.18442766104574837,False
workload_631.cpp,xczu7ev-ffvc1156-2-e,3.33,407.39273613,53,1,1,5,7,unroll_2,unroll_16,pipeline,3.5,0.9999999993910157,False
workload_632.cpp,xczu7ev-ffvc1156-2-e,3.33,3479.13008064,81,1,1,4,7,unroll_4,unroll,unroll_2,3.25,0.37826015584470085,False
workload_633.cpp,xczu7ev-ffvc1156-2-e,3.33,407.39273613,52,1,1,5,7,unroll_2,unroll_8,pipeline,3.5,0.9999999993910157,False
workload_634.cpp,xczu7ev-ffvc1156-2-e,3.33,407.24951949,119,1,1,19,24,unroll_16,unroll_8,pipeline,11.25,0.7986612741634287,False
workload_635.cpp,xczu7ev-ffvc1156-2-e,3.33,1481.87174157,59,1,1,3,5,unroll_2,unroll_16,unroll_2,2.5,0.8366907720795116,False
workload_636.cpp,xczu7ev-ffvc1156-2-e,3.33,407.24951949,117,1,1,19,24,unroll_16,unroll_4,pipeline_1,11.25,0.7986612741634287,False
workload_637.cpp,xczu7ev-ffvc1156-2-e,3.33,4977.07384077,272,1,1,10,16,unroll_16,unroll_16,unroll_2,7.0,0.17208137602527288,False
workload_638.cpp,xczu7ev-ffvc1156-2-e,3.33,407.31089472,58,1,1,7,10,unroll_4,unroll,pipeline_1,4.75,1.0,True
workload_639.cpp,xczu7ev-ffvc1156-2-e,3.33,407.2392864,228,1,1,35,43,unroll_32,unroll,pipeline,20.0,1.0,True
workload_640.cpp,xczu7ev-ffvc1156-2-e,3.33,407.23417485,731,1,1,68,79,unroll_64,unroll_2,pipeline,37.25,0.3091729578868293,False
workload_641.cpp,xczu7ev-ffvc1156-2-e,3.33,407.23417485,729,1,1,68,79,unroll_64,unroll_4,pipeline_1,37.25,0.3091729578868293,False
workload_642.cpp,xczu7ev-ffvc1156-2-e,3.33,407.23417485,744,1,1,68,79,unroll_64,unroll_8,pipeline_1,37.25,0.3091729578868293,False
workload_643.cpp,xczu7ev-ffvc1156-2-e,3.33,407.23417485,740,1,1,68,79,unroll_64,unroll_2,pipeline_1,37.25,0.3091729578868293,False
workload_644.cpp,xczu7ev-ffvc1156-2-e,3.33,407.23928973,233,1,1,35,42,unroll_32,unroll_2,pipeline_1,19.75,1.0,True
workload_645.cpp,xczu7ev-ffvc1156-2-e,3.33,407.23928973,232,1,1,35,43,unroll_32,unroll_16,pipeline,20.0,0.6019410918940408,False
workload_647.cpp,xczu7ev-ffvc1156-2-e,3.33,407.24951616,108,1,1,19,24,unroll_16,unroll,pipeline_1,11.25,1.0,True
workload_650.cpp,xczu7ev-ffvc1156-2-e,3.33,4977.07384077,270,1,1,10,16,unroll_16,unroll_2,unroll_2,7.0,0.17208137602527288,False
workload_651.cpp,xczu7ev-ffvc1156-2-e,3.33,407.23928973,227,1,1,35,42,unroll_32,unroll_2,pipeline,19.75,1.0,True
workload_653.cpp,xczu7ev-ffvc1156-2-e,3.33,4228.09173261,454,1,1,14,20,unroll_16,unroll_16,unroll_4,9.0,0.24042413770512872,False
workload_657.cpp,xczu7ev-ffvc1156-2-e,3.33,407.23928973,291,1,1,35,43,unroll_32,unroll_16,pipeline_1,20.0,0.6019410918940408,False
workload_658.cpp,xczu7ev-ffvc1156-2-e,3.33,407.23928973,291,1,1,35,42,unroll_32,unroll_4,pipeline_1,19.75,1.0,True
workload_659.cpp,xczu7ev-ffvc1156-2-e,3.33,407.23928973,291,1,1,35,42,unroll_32,unroll_4,pipeline,19.75,1.0,True
workload_660.cpp,xczu7ev-ffvc1156-2-e,3.33,3479.13008397,85,1,1,4,7,unroll_4,unroll_8,unroll_2,3.25,0.3782601552620799,False
workload_661.cpp,xczu7ev-ffvc1156-2-e,3.33,407.2392864,281,1,1,35,43,unroll_32,unroll,pipeline_1,20.0,1.0,True
workload_662.cpp,xczu7ev-ffvc1156-2-e,3.33,407.23417152,806,1,1,68,79,unroll_64,unroll,pipeline_1,37.25,1.0,True
workload_669.cpp,xczu7ev-ffvc1156-2-e,3.33,407.23928973,424,1,1,35,43,unroll_32,unroll_8,pipeline_1,20.0,0.6019410918940408,False
workload_670.cpp,xczu7ev-ffvc1156-2-e,3.33,407.23928973,424,1,1,35,43,unroll_32,unroll_8,pipeline,20.0,0.6019410918940408,False
workload_671.cpp,xczu7ev-ffvc1156-2-e,3.33,5226.73113357,855,1,1,19,28,unroll_32,unroll_16,unroll_2,12.25,0.13499886449719306,False
workload_676.cpp,xczu7ev-ffvc1156-2-e,3.33,4680.32214285,136,1,1,4,6,unroll_2,unroll_4,unroll_4,3.0,0.2077705901695862,False
workload_677.cpp,xczu7ev-ffvc1156-2-e,3.33,5226.73113357,919,1,1,19,28,unroll_32,unroll_4,unroll_2,12.25,0.13499886449719306,False
workload_678.cpp,xczu7ev-ffvc1156-2-e,3.33,5226.731130239999,887,1,1,19,28,unroll_32,unroll,unroll_2,12.25,0.13499886468983618,False
workload_689.cpp,xczu7ev-ffvc1156-2-e,3.33,5226.73113357,3562,1,1,19,28,unroll_32,unroll_8,unroll_2,12.25,0.13499886449719306,False
workload_690.cpp,xcu200-fsgd2104-2-e,10.0,7941.82337,1963,1,1,5,7,unroll_2,unroll_8,unroll_64,3.5,0.10000000000000002,False
workload_692.cpp,xcu200-fsgd2104-2-e,10.0,4953.29985,54,1,1,1,1,unroll_4,unroll_4,unroll_2,1.0,0.3266696244758456,False
workload_696.cpp,xcu200-fsgd2104-2-e,10.0,1197.00289,86,1,1,2,3,unroll_16,unroll_16,pipeline,1.75,0.7747046370391963,False
workload_700.cpp,xcu200-fsgd2104-2-e,10.0,6337.35873,117,1,1,1,2,unroll_16,unroll_2,unroll_2,1.25,0.19036011268308056,False
workload_701.cpp,xcu200-fsgd2104-2-e,10.0,1196.65473,61,1,1,1,2,unroll_8,unroll_16,pipeline_1,1.25,0.9213015481720489,False
workload_705.cpp,xcu200-fsgd2104-2-e,10.0,1196.53185,43,1,1,1,1,unroll_2,unroll_4,pipeline,1.0,0.9999999976131958,False
workload_706.cpp,xcu200-fsgd2104-2-e,10.0,1196.61377,50,1,1,1,1,unroll_4,unroll_2,pipeline,1.0,0.9999804450203614,False
workload_709.cpp,xcu200-fsgd2104-2-e,10.0,4953.29985,52,1,1,1,1,unroll_4,unroll_8,unroll_2,1.0,0.3266696244758456,False
workload_710.cpp,xcu200-fsgd2104-2-e,10.0,3107.56033,46,1,1,1,1,unroll_2,unroll_2,unroll_2,1.0,0.6016666258515725,False
workload_712.cpp,xcu200-fsgd2104-2-e,10.0,1196.53185,44,1,1,1,1,unroll_2,unroll_16,pipeline,1.0,0.9999999976131958,False
workload_715.cpp,xcu200-fsgd2104-2-e,10.0,3107.56033,46,1,1,1,1,unroll_2,unroll_8,unroll_2,1.0,0.6016666258515725,False
workload_720.cpp,xcu200-fsgd2104-2-e,10.0,3147.08673,1706,1,1,5,7,unroll_8,unroll_2,unroll_32,3.5,0.31029017858648456,False
workload_725.cpp,xcu200-fsgd2104-2-e,10.0,7134.41985,68,1,1,1,1,unroll_2,unroll_16,unroll_8,1.0,0.14069216507143484,False
workload_728.cpp,xcu200-fsgd2104-2-e,10.0,5876.00577,69,1,1,1,1,unroll_8,unroll_8,unroll_2,1.0,0.22961869984254482,False
workload_729.cpp,xcu200-fsgd2104-2-e,10.0,1196.53184,44,1,1,1,1,unroll_2,unroll,pipeline,1.0,1.0,True
workload_732.cpp,xcu200-fsgd2104-2-e,10.0,6337.35873,112,1,1,1,2,unroll_16,unroll_4,unroll_2,1.25,0.19036011268308056,False
workload_733.cpp,xcu200-fsgd2104-2-e,10.0,5876.00577,71,1,1,1,1,unroll_8,unroll_2,unroll_2,1.0,0.22961869984254482,False
workload_736.cpp,xcu200-fsgd2104-2-e,10.0,4953.29985,52,1,1,1,1,unroll_4,unroll_2,unroll_2,1.0,0.3266696244758456,False
workload_737.cpp,xcu200-fsgd2104-2-e,10.0,1196.61377,49,1,1,1,1,unroll_4,unroll_16,pipeline_1,1.0,0.9999804450203614,False
workload_738.cpp,xcu200-fsgd2104-2-e,10.0,3107.56033,45,1,1,1,1,unroll_2,unroll_4,unroll_2,1.0,0.6016666258515725,False
workload_743.cpp,xcu200-fsgd2104-2-e,10.0,6211.67297,52,1,1,1,1,unroll_2,unroll_16,unroll_4,1.0,0.2009971624632907,False
workload_744.cpp,xcu200-fsgd2104-2-e,10.0,7826.48001,357,1,1,2,4,unroll_2,unroll_8,unroll_32,2.0,0.10952071665308563,False
workload_751.cpp,xcu200-fsgd2104-2-e,10.0,4177.31265,146,1,1,1,3,unroll_8,unroll_2,unroll_8,1.5,0.41835910132072496,False
workload_756.cpp,xcu200-fsgd2104-2-e,10.0,5440.82625,184,1,1,2,3,unroll_16,unroll_2,unroll_4,1.75,0.25984666136112233,False
workload_757.cpp,xcu200-fsgd2104-2-e,10.0,1197.01313,173,1,1,5,7,unroll_32,unroll_16,pipeline_1,3.5,0.37501552627062706,False
workload_758.cpp,xcu200-fsgd2104-2-e,10.0,4706.88449,655,1,1,3,5,unroll_4,unroll_2,unroll_32,2.5,0.2927020478194171,False
workload_763.cpp,xcu200-fsgd2104-2-e,10.0,5876.00577,71,1,1,1,1,unroll_8,unroll_4,unroll_2,1.0,0.22961869984254482,False
workload_766.cpp,xcu200-fsgd2104-2-e,10.0,4953.29985,53,1,1,1,1,unroll_4,unroll_16,unroll_2,1.0,0.3266696244758456,False
workload_767.cpp,xcu200-fsgd2104-2-e,10.0,3684.46145,401,1,1,3,4,unroll_16,unroll_16,unroll_8,2.25,0.42557885683641117,False
workload_768.cpp,xcu200-fsgd2104-2-e,10.0,7826.48001,383,1,1,2,4,unroll_2,unroll_2,unroll_32,2.0,0.10952071665308563,False
workload_769.cpp,xcu200-fsgd2104-2-e,10.0,1196.61377,49,1,1,1,1,unroll_4,unroll_4,pipeline,1.0,0.9999804450203614,False
workload_770.cpp,xcu200-fsgd2104-2-e,10.0,1197.01825,600,1,1,9,13,unroll_64,unroll_2,pipeline_1,6.0,0.11003105679010491,False
workload_771.cpp,xcu200-fsgd2104-2-e,10.0,1196.53185,44,1,1,1,1,unroll_2,unroll_8,pipeline,1.0,0.9999999976131958,False
workload_772.cpp,xcu200-fsgd2104-2-e,10.0,6683.37345,1379,1,1,6,9,unroll_64,unroll_16,unroll_2,4.25,0.1042464807252309,False
workload_775.cpp,xcu200-fsgd2104-2-e,10.0,6211.67296,53,1,1,1,1,unroll_2,unroll,unroll_4,1.0,0.200997163262849,False
workload_778.cpp,xcu200-fsgd2104-2-e,10.0,3107.56032,46,1,1,1,1,unroll_2,unroll,unroll_2,1.0,0.6016666276335536,False
workload_779.cpp,xcu200-fsgd2104-2-e,10.0,1197.00289,86,1,1,2,3,unroll_16,unroll_2,pipeline_1,1.75,0.7747046370391963,False
workload_780.cpp,xcu200-fsgd2104-2-e,10.0,1196.65473,59,1,1,1,2,unroll_8,unroll_2,pipeline,1.25,0.9213015481720489,False
workload_781.cpp,xcu200-fsgd2104-2-e,10.0,7941.82337,1969,1,1,5,7,unroll_2,unroll_16,unroll_64,3.5,0.10000000000000002,False
workload_782.cpp,xcu200-fsgd2104-2-e,10.0,5440.82624,186,1,1,2,3,unroll_16,unroll,unroll_4,1.75,0.2598466623395862,False
workload_783.cpp,xcu200-fsgd2104-2-e,10.0,1196.65473,61,1,1,1,2,unroll_8,unroll_16,pipeline,1.25,0.9213015481720489,False
workload_784.cpp,xcu200-fsgd2104-2-e,10.0,6211.67297,52,1,1,1,1,unroll_2,unroll_2,unroll_4,1.0,0.2009971624632907,False
workload_785.cpp,xcu200-fsgd2104-2-e,10.0,1197.01313,172,1,1,5,7,unroll_32,unroll_16,pipeline,3.5,0.37501552627062706,False
workload_786.cpp,xcu200-fsgd2104-2-e,10.0,5876.00577,70,1,1,1,1,unroll_8,unroll_16,unroll_2,1.0,0.22961869984254482,False
workload_791.cpp,xcu200-fsgd2104-2-e,10.0,6337.35873,116,1,1,1,2,unroll_16,unroll_8,unroll_2,1.25,0.19036011268308056,False
workload_793.cpp,xcu200-fsgd2104-2-e,10.0,5550.94721,91,1,1,1,2,unroll_8,unroll_2,unroll_4,1.25,0.25942159165629664,False
workload_794.cpp,xcu200-fsgd2104-2-e,10.0,1196.53185,44,1,1,1,1,unroll_2,unroll_16,pipeline_1,1.0,0.9999999976131958,False
workload_795.cpp,xcu200-fsgd2104-2-e,10.0,3107.56033,46,1,1,1,1,unroll_2,unroll_16,unroll_2,1.0,0.6016666258515725,False
workload_796.cpp,xcu200-fsgd2104-2-e,10.0,3684.46145,394,1,1,3,4,unroll_16,unroll_4,unroll_8,2.25,0.42557885683641117,False
workload_798.cpp,xcu200-fsgd2104-2-e,10.0,3438.03585,1827,1,1,5,8,unroll_32,unroll_16,unroll_8,3.75,0.2627508062310747,False
workload_799.cpp,xcu200-fsgd2104-2-e,10.0,1196.65473,63,1,1,1,2,unroll_8,unroll_4,pipeline,1.25,0.9213015481720489,False
workload_800.cpp,xcu200-fsgd2104-2-e,10.0,6211.67297,53,1,1,1,1,unroll_2,unroll_8,unroll_4,1.0,0.2009971624632907,False
workload_802.cpp,xcu200-fsgd2104-2-e,10.0,1196.53185,44,1,1,1,1,unroll_2,unroll_2,pipeline,1.0,0.9999999976131958,False
workload_803.cpp,xcu200-fsgd2104-2-e,10.0,1196.53185,45,1,1,1,1,unroll_2,unroll_2,pipeline_1,1.0,0.9999999976131958,False
workload_804.cpp,xcu200-fsgd2104-2-e,10.0,1196.65473,61,1,1,1,2,unroll_8,unroll_4,pipeline_1,1.25,0.9213015481720489,False
workload_805.cpp,xcu200-fsgd2104-2-e,10.0,5771.18912,65,1,1,1,1,unroll_4,unroll,unroll_4,1.0,0.23928678387323657,False
workload_806.cpp,xcu200-fsgd2104-2-e,10.0,1196.65473,62,1,1,1,2,unroll_8,unroll_8,pipeline_1,1.25,0.9213015481720489,False
workload_807.cpp,xcu200-fsgd2104-2-e,10.0,4177.31265,148,1,1,1,3,unroll_8,unroll_8,unroll_8,1.5,0.41835910132072496,False
workload_808.cpp,xcu200-fsgd2104-2-e,10.0,6337.35873,116,1,1,1,2,unroll_16,unroll_16,unroll_2,1.25,0.19036011268308056,False
workload_809.cpp,xcu200-fsgd2104-2-e,10.0,5550.9472,92,1,1,1,2,unroll_8,unroll,unroll_4,1.25,0.2594215926578414,False
workload_810.cpp,xcu200-fsgd2104-2-e,10.0,3684.46144,410,1,1,3,5,unroll_16,unroll,unroll_8,2.5,0.3973081049734374,False
workload_811.cpp,xcu200-fsgd2104-2-e,10.0,4706.88449,630,1,1,3,5,unroll_4,unroll_4,unroll_32,2.5,0.2927020478194171,False
workload_812.cpp,xcu200-fsgd2104-2-e,10.0,1196.61376,50,1,1,1,1,unroll_4,unroll,pipeline,1.0,0.9999804474071396,False
workload_813.cpp,xcu200-fsgd2104-2-e,10.0,1196.61377,50,1,1,1,1,unroll_4,unroll_8,pipeline,1.0,0.9999804450203614,False
workload_814.cpp,xcu200-fsgd2104-2-e,10.0,5163.01505,92,1,1,1,2,unroll_4,unroll_4,unroll_8,1.25,0.300629280817482,False
workload_815.cpp,xcu200-fsgd2104-2-e,10.0,6683.37345,1428,1,1,6,9,unroll_64,unroll_4,unroll_2,4.25,0.1042464807252309,False
workload_816.cpp,xcu200-fsgd2104-2-e,10.0,3684.46145,407,1,1,3,4,unroll_16,unroll_2,unroll_8,2.25,0.42557885683641117,False
workload_817.cpp,xcu200-fsgd2104-2-e,10.0,5550.94721,93,1,1,1,2,unroll_8,unroll_16,unroll_4,1.25,0.25942159165629664,False
workload_818.cpp,xcu200-fsgd2104-2-e,10.0,5771.18913,65,1,1,1,1,unroll_4,unroll_16,unroll_4,1.0,0.23928678293426925,False
workload_819.cpp,xcu200-fsgd2104-2-e,10.0,1196.61377,49,1,1,1,1,unroll_4,unroll_16,pipeline,1.0,0.9999804450203614,False
workload_820.cpp,xcu200-fsgd2104-2-e,10.0,7134.41985,70,1,1,1,1,unroll_2,unroll_2,unroll_8,1.0,0.14069216507143484,False
workload_821.cpp,xcu200-fsgd2104-2-e,10.0,5771.18913,63,1,1,1,1,unroll_4,unroll_2,unroll_4,1.0,0.23928678293426925,False
workload_822.cpp,xcu200-fsgd2104-2-e,10.0,1197.00289,88,1,1,2,3,unroll_16,unroll_8,pipeline,1.75,0.7747046370391963,False
workload_823.cpp,xcu200-fsgd2104-2-e,10.0,3474.76673,382,1,1,3,4,unroll_8,unroll_2,unroll_16,2.25,0.45061012604795825,False
workload_824.cpp,xcu200-fsgd2104-2-e,10.0,1196.61377,50,1,1,1,1,unroll_4,unroll_4,pipeline_1,1.0,0.9999804450203614,False
workload_826.cpp,xcu200-fsgd2104-2-e,10.0,1197.00289,84,1,1,2,3,unroll_16,unroll_2,pipeline,1.75,0.7747046370391963,False
workload_827.cpp,xcu200-fsgd2104-2-e,10.0,6211.67297,53,1,1,1,1,unroll_2,unroll_4,unroll_4,1.0,0.2009971624632907,False
workload_828.cpp,xcu200-fsgd2104-2-e,10.0,1197.01825,583,1,1,9,13,unroll_64,unroll_2,pipeline,6.0,0.11003105679010491,False
workload_829.cpp,xcu200-fsgd2104-2-e,10.0,1196.61377,49,1,1,1,1,unroll_4,unroll_2,pipeline_1,1.0,0.9999804450203614,False
workload_830.cpp,xcu200-fsgd2104-2-e,10.0,5771.18913,63,1,1,1,1,unroll_4,unroll_4,unroll_4,1.0,0.23928678293426925,False
workload_831.cpp,xcu200-fsgd2104-2-e,10.0,4177.31265,142,1,1,1,3,unroll_8,unroll_16,unroll_8,1.5,0.41835910132072496,False
workload_833.cpp,xcu200-fsgd2104-2-e,10.0,7134.41985,70,1,1,1,1,unroll_2,unroll_4,unroll_8,1.0,0.14069216507143484,False
workload_835.cpp,xcu200-fsgd2104-2-e,10.0,6683.37345,1406,1,1,6,9,unroll_64,unroll_2,unroll_2,4.25,0.1042464807252309,False
workload_836.cpp,xcu200-fsgd2104-2-e,10.0,1196.53184,45,1,1,1,1,unroll_2,unroll,pipeline_1,1.0,1.0,True
workload_837.cpp,xcu200-fsgd2104-2-e,10.0,1196.53185,44,1,1,1,1,unroll_2,unroll_8,pipeline_1,1.0,0.9999999976131958,False
workload_838.cpp,xcu200-fsgd2104-2-e,10.0,1196.61377,50,1,1,1,1,unroll_4,unroll_8,pipeline_1,1.0,0.9999804450203614,False
workload_839.cpp,xcu200-fsgd2104-2-e,10.0,1196.65473,60,1,1,1,2,unroll_8,unroll_2,pipeline_1,1.25,0.9213015481720489,False
workload_840.cpp,xcu200-fsgd2104-2-e,10.0,1196.65473,61,1,1,1,2,unroll_8,unroll_8,pipeline,1.25,0.9213015481720489,False
workload_841.cpp,xcu200-fsgd2104-2-e,10.0,5163.01504,88,1,1,1,2,unroll_4,unroll,unroll_8,1.25,0.3006292819403491,False
workload_842.cpp,xcu200-fsgd2104-2-e,10.0,1196.53185,45,1,1,1,1,unroll_2,unroll_4,pipeline_1,1.0,0.9999999976131958,False
workload_843.cpp,xcu200-fsgd2104-2-e,10.0,1197.00289,87,1,1,2,3,unroll_16,unroll_8,pipeline_1,1.75,0.7747046370391963,False
workload_844.cpp,xcu200-fsgd2104-2-e,10.0,4953.29984,53,1,1,1,1,unroll_4,unroll,unroll_2,1.0,0.3266696256736673,False
workload_845.cpp,xcu200-fsgd2104-2-e,10.0,5440.82625,193,1,1,2,3,unroll_16,unroll_8,unroll_4,1.75,0.25984666136112233,False
workload_846.cpp,xcu200-fsgd2104-2-e,10.0,4177.31265,150,1,1,1,3,unroll_8,unroll_4,unroll_8,1.5,0.41835910132072496,False
workload_847.cpp,xcu200-fsgd2104-2-e,10.0,1197.01825,617,1,1,9,13,unroll_64,unroll_4,pipeline_1,6.0,0.11003105679010491,False
workload_848.cpp,xcu200-fsgd2104-2-e,10.0,1197.00288,89,1,1,2,3,unroll_16,unroll,pipeline_1,1.75,0.7747046370401586,False
workload_854.cpp,xcu200-fsgd2104-2-e,10.0,5163.01505,87,1,1,1,2,unroll_4,unroll_2,unroll_8,1.25,0.300629280817482,False
workload_856.cpp,xcu200-fsgd2104-2-e,10.0,1196.61376,51,1,1,1,1,unroll_4,unroll,pipeline_1,1.0,0.9999804474071396,False
workload_857.cpp,xcu200-fsgd2104-2-e,10.0,1197.00289,88,1,1,2,3,unroll_16,unroll_16,pipeline_1,1.75,0.7747046370391963,False
workload_858.cpp,xcu200-fsgd2104-2-e,10.0,1196.65472,63,1,1,1,2,unroll_8,unroll,pipeline,1.25,0.9213015481728797,False
workload_859.cpp,xcu200-fsgd2104-2-e,10.0,1197.00289,88,1,1,2,3,unroll_16,unroll_4,pipeline,1.75,0.7747046370391963,False
workload_861.cpp,xcu200-fsgd2104-2-e,10.0,5876.00576,68,1,1,1,1,unroll_8,unroll,unroll_2,1.0,0.2296187007483386,False
workload_862.cpp,xcu200-fsgd2104-2-e,10.0,1196.65472,63,1,1,1,2,unroll_8,unroll,pipeline_1,1.25,0.9213015481728797,False
workload_863.cpp,xcu200-fsgd2104-2-e,10.0,1197.00288,91,1,1,2,3,unroll_16,unroll,pipeline,1.75,0.7747046370401586,False
workload_864.cpp,xcu200-fsgd2104-2-e,10.0,5550.94721,91,1,1,1,2,unroll_8,unroll_8,unroll_4,1.25,0.25942159165629664,False
workload_867.cpp,xcu200-fsgd2104-2-e,10.0,5440.82625,184,1,1,2,3,unroll_16,unroll_4,unroll_4,1.75,0.25984666136112233,False
workload_868.cpp,xcu200-fsgd2104-2-e,10.0,1197.00289,87,1,1,2,3,unroll_16,unroll_4,pipeline_1,1.75,0.7747046370391963,False
workload_870.cpp,xcu200-fsgd2104-2-e,10.0,5771.18913,64,1,1,1,1,unroll_4,unroll_8,unroll_4,1.0,0.23928678293426925,False
workload_871.cpp,xcu200-fsgd2104-2-e,10.0,5163.01505,91,1,1,1,2,unroll_4,unroll_8,unroll_8,1.25,0.300629280817482,False
workload_875.cpp,xcu200-fsgd2104-2-e,10.0,5163.01505,91,1,1,1,2,unroll_4,unroll_16,unroll_8,1.25,0.300629280817482,False
