Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,Area,Weight,is_pareto
gemm_510.c,xczu7ev-ffvc1156-2-e,5.0,13.783205,477,1,1,4,17,unroll_2,unroll,unroll_8,5.75,0.2740910810222069,False
gemm_512.c,xczu7ev-ffvc1156-2-e,5.0,9.513325,31,1,1,1,2,unroll_8,unroll_2,pipeline_1,1.25,0.5829041355279234,False
gemm_514.c,xczu7ev-ffvc1156-2-e,5.0,15.754725,29,1,1,1,1,unroll_2,unroll_4,unroll_4,1.0,0.21621585281045977,False
gemm_515.c,xczu7ev-ffvc1156-2-e,5.0,12.801045,1625,1,1,7,15,unroll_4,unroll_32,unroll_16,6.0,0.31118524216039656,False
gemm_516.c,xczu7ev-ffvc1156-2-e,5.0,3.041765,91,1,1,3,7,unroll_2,unroll_4,unroll,3.0,1.0,True
gemm_518.c,xczu7ev-ffvc1156-2-e,5.0,9.51328,150,1,1,8,15,unroll,unroll_2,pipeline_1,6.25,0.43580024783595717,False
gemm_519.c,xczu7ev-ffvc1156-2-e,5.0,13.786085,48,1,1,1,3,unroll_2,unroll_8,unroll_8,1.5,0.30636576989306463,False
gemm_520.c,xczu7ev-ffvc1156-2-e,5.0,19.681365,259,1,1,6,17,unroll_4,unroll,unroll_2,6.25,0.10916257896185569,False
gemm_521.c,xczu7ev-ffvc1156-2-e,5.0,13.784085,446,1,1,5,12,unroll_4,unroll_32,unroll_8,4.75,0.28915836210310986,False
gemm_523.c,xczu7ev-ffvc1156-2-e,5.0,19.684325,29,1,1,1,2,unroll_2,unroll_8,unroll_2,1.25,0.11403280926961158,False
gemm_524.c,xczu7ev-ffvc1156-2-e,5.0,12.810725,33,1,1,1,2,unroll_2,unroll_2,unroll_16,1.25,0.35873130633026373,False
gemm_525.c,xczu7ev-ffvc1156-2-e,5.0,12.309605,1532,1,1,5,13,unroll_2,unroll_32,unroll_32,5.0,0.35520571621335595,False
gemm_526.c,xczu7ev-ffvc1156-2-e,5.0,0.844245,102,1,1,25,19,unroll_8,pipeline_1,unroll_2,11.5,0.6512429987556422,False
gemm_527.c,xczu7ev-ffvc1156-2-e,5.0,12.803045,74,1,1,1,5,unroll_2,unroll_8,unroll_16,2.0,0.3615629898494972,False
gemm_528.c,xczu7ev-ffvc1156-2-e,5.0,10.819045,29,1,1,1,1,unroll_2,unroll_4,pipeline,1.0,0.4844800037350351,False
gemm_531.c,xczu7ev-ffvc1156-2-e,5.0,1.536365,1063,1,1,11,23,unroll_8,unroll_8,unroll,9.0,0.7151944581433953,False
gemm_536.c,xczu7ev-ffvc1156-2-e,5.0,13.793685,38,1,1,1,2,unroll_4,unroll_2,unroll_8,1.25,0.30517718191816395,False
gemm_537.c,xczu7ev-ffvc1156-2-e,5.0,0.844245,96,1,1,25,19,unroll_8,pipeline,unroll_4,11.5,0.6512429987556422,False
gemm_540.c,xczu7ev-ffvc1156-2-e,5.0,12.805525,81,1,1,1,5,unroll_4,unroll_4,unroll_16,2.0,0.36141897912483467,False
gemm_541.c,xczu7ev-ffvc1156-2-e,5.0,9.508205,44,1,1,2,3,unroll_8,unroll_4,pipeline_1,1.75,0.5867632012114994,False
gemm_542.c,xczu7ev-ffvc1156-2-e,5.0,12.319205,48,1,1,1,3,unroll_2,unroll_2,unroll_32,1.5,0.388881639524841,False
gemm_543.c,xczu7ev-ffvc1156-2-e,5.0,10.81632,1353,1,1,32,56,unroll,unroll_8,pipeline,22.5,0.10000000000000003,False
gemm_546.c,xczu7ev-ffvc1156-2-e,5.0,12.810645,46,1,1,1,3,unroll_4,unroll_2,unroll_16,1.5,0.35970647929912125,False
gemm_549.c,xczu7ev-ffvc1156-2-e,5.0,13.784805,74,1,1,1,5,unroll_2,unroll_16,unroll_8,2.0,0.30762807601136816,False
gemm_550.c,xczu7ev-ffvc1156-2-e,5.0,12.311445,390,1,1,3,10,unroll_4,unroll_8,unroll_32,3.75,0.37788426232598926,False
gemm_553.c,xczu7ev-ffvc1156-2-e,3.33,9.84129885,77,1,1,1,2,unroll_4,unroll_2,pipeline_1,1.25,0.5660913206773422,False
gemm_554.c,xczu7ev-ffvc1156-2-e,3.33,12.78746973,104,1,1,1,3,unroll_4,unroll_2,unroll_8,1.5,0.3696500075990966,False
gemm_555.c,xczu7ev-ffvc1156-2-e,3.33,11.58211629,106,1,1,2,3,unroll_2,unroll_8,pipeline,1.75,0.4450412582182798,False
gemm_556.c,xczu7ev-ffvc1156-2-e,3.33,14.20596981,109,1,1,1,3,unroll_8,unroll_2,unroll_4,1.5,0.2935330962467112,False
gemm_557.c,xczu7ev-ffvc1156-2-e,3.33,0.61719885,120,1,1,8,7,unroll_2,pipeline,unroll_4,4.25,1.0,True
gemm_558.c,xczu7ev-ffvc1156-2-e,3.33,0.61709229,195,1,1,15,12,unroll_4,pipeline,unroll_32,7.25,1.0,True
gemm_559.c,xczu7ev-ffvc1156-2-e,3.33,0.61703901,329,1,1,27,21,unroll_8,pipeline_1,unroll,12.5,0.6186670901786698,False
gemm_560.c,xczu7ev-ffvc1156-2-e,3.33,11.58118389,638,1,1,10,16,unroll_8,unroll_16,pipeline,7.0,0.37759851028078284,False
gemm_561.c,xczu7ev-ffvc1156-2-e,3.33,11.58372135,650,1,1,10,16,unroll_32,unroll_4,pipeline,7.0,0.3774904974687957,False
gemm_562.c,xczu7ev-ffvc1156-2-e,3.33,9.83490525,702,1,1,8,16,unroll_4,unroll_32,pipeline_1,6.5,0.4595026958131253,False
gemm_563.c,xczu7ev-ffvc1156-2-e,3.33,1.46142045,920,1,1,7,17,unroll_4,unroll_8,unroll,6.5,0.8659443216501501,False
gemm_564.c,xczu7ev-ffvc1156-2-e,3.33,11.72013813,1188,1,1,4,11,unroll_8,unroll_4,unroll_32,4.25,0.4223084703071319,False
gemm_565.c,xczu7ev-ffvc1156-2-e,3.33,11.58201639,1572,1,1,20,31,unroll_32,unroll_8,pipeline,13.25,0.23696281732260133,False
gemm_566.c,xczu7ev-ffvc1156-2-e,3.33,14.20083495,1582,1,1,9,17,unroll_32,unroll_8,unroll_4,7.0,0.26514458844661004,False
gemm_567.c,xczu7ev-ffvc1156-2-e,3.33,14.19896349,1596,1,1,9,22,unroll_4,unroll,unroll_4,8.25,0.24917348770642955,False
gemm_568.c,xczu7ev-ffvc1156-2-e,3.33,9.83487861,1731,1,1,16,30,unroll_8,unroll_32,pipeline_1,12.0,0.30912662185127726,False
gemm_574.c,xczu7ev-ffvc1156-2-e,3.33,0.45810477,2104,1,1,9,25,unroll_2,unroll_32,unroll,9.0,1.0,True
gemm_582.c,xczu7ev-ffvc1156-2-e,3.33,0.74107485,2258,1,1,8,22,unroll_4,unroll_16,unroll,8.0,0.8575355183012088,False
gemm_591.c,xczu7ev-ffvc1156-2-e,3.33,9.83618397,148,1,1,2,5,unroll_4,unroll_8,pipeline_1,2.25,0.5647525319576888,False
gemm_592.c,xczu7ev-ffvc1156-2-e,3.33,12.78235485,244,1,1,2,6,unroll_4,unroll_8,unroll_8,2.5,0.371890811411408,False
gemm_593.c,xczu7ev-ffvc1156-2-e,3.33,11.58713127,255,1,1,5,9,unroll_32,unroll_2,pipeline,4.0,0.43337549534879793,False
gemm_594.c,xczu7ev-ffvc1156-2-e,3.33,14.19965613,264,1,1,2,7,unroll_2,unroll_32,unroll_4,2.75,0.2953594638372692,False
gemm_595.c,xczu7ev-ffvc1156-2-e,3.33,0.61703901,326,1,1,27,21,unroll_8,pipeline_1,pipeline,12.5,0.6186670901786698,False
gemm_596.c,xczu7ev-ffvc1156-2-e,3.33,11.72016477,492,1,1,2,9,unroll_4,unroll_4,unroll_32,3.25,0.43353347245646856,False
gemm_597.c,xczu7ev-ffvc1156-2-e,3.33,12.78112941,509,1,1,3,10,unroll_2,unroll_32,unroll_8,3.75,0.36719291841608226,False
gemm_598.c,xczu7ev-ffvc1156-2-e,3.33,12.78742311,520,1,1,3,11,unroll_32,unroll_2,unroll_8,4.0,0.3649343203442864,False
gemm_599.c,xczu7ev-ffvc1156-2-e,3.33,2.90211165,559,1,1,6,14,unroll_4,unroll_4,unroll,5.5,0.8163234897117834,False
gemm_600.c,xczu7ev-ffvc1156-2-e,3.33,14.20000245,571,1,1,5,12,unroll_8,unroll_16,unroll_4,4.75,0.2872248098442871,False
gemm_601.c,xczu7ev-ffvc1156-2-e,3.33,0.61701237,614,1,1,53,40,unroll_16,pipeline_1,unroll_32,23.75,0.18010551232984323,False
gemm_602.c,xczu7ev-ffvc1156-2-e,3.33,17.03662965,721,1,1,7,15,unroll_8,unroll_32,unroll_2,6.0,0.1722223159900711,False
gemm_603.c,xczu7ev-ffvc1156-2-e,3.33,5.78346741,745,1,1,11,17,unroll_8,unroll_2,unroll,7.5,0.5958773802602529,False
gemm_604.c,xczu7ev-ffvc1156-2-e,3.33,11.71845981,1259,1,1,4,11,unroll_4,unroll_8,unroll_32,4.25,0.4224034025063611,False
gemm_605.c,xczu7ev-ffvc1156-2-e,3.33,11.58075765,1280,1,1,20,30,unroll_8,unroll_32,pipeline,13.0,0.24230495380076536,False
gemm_621.c,xczu7ev-ffvc1156-2-e,3.33,11.58074433,3383,1,1,40,58,unroll_16,unroll_32,pipeline,25.0,0.10000000000000003,False
gemm_631.c,xczu7ev-ffvc1156-2-e,3.33,11.58717789,83,1,1,1,2,unroll_4,unroll_2,pipeline,1.25,0.4428455097433801,False
gemm_632.c,xczu7ev-ffvc1156-2-e,3.33,17.03963997,83,1,1,1,3,unroll_4,unroll_4,unroll_2,1.5,0.17906355792647957,False
gemm_633.c,xczu7ev-ffvc1156-2-e,3.33,11.58376797,116,1,1,2,3,unroll_4,unroll_4,pipeline,1.75,0.44493279213818826,False
gemm_634.c,xczu7ev-ffvc1156-2-e,3.33,12.78240813,136,1,1,1,4,unroll_2,unroll_8,unroll_8,1.75,0.37067264676367817,False
gemm_635.c,xczu7ev-ffvc1156-2-e,3.33,12.78744309,143,1,1,1,4,unroll_8,unroll_2,unroll_8,1.75,0.3703795172973928,False
gemm_636.c,xczu7ev-ffvc1156-2-e,3.33,0.61719885,145,1,1,8,7,unroll_2,pipeline_1,unroll,4.25,1.0,True
gemm_637.c,xczu7ev-ffvc1156-2-e,3.33,14.20088157,150,1,1,1,4,unroll_4,unroll_8,unroll_4,1.75,0.294334859028492,False
gemm_638.c,xczu7ev-ffvc1156-2-e,3.33,17.04300327,164,1,1,2,6,unroll_32,unroll_2,unroll_2,2.5,0.17983918837431678,False
gemm_639.c,xczu7ev-ffvc1156-2-e,3.33,11.58206301,179,1,1,3,5,unroll_4,unroll_8,pipeline,2.5,0.4461855294576098,False
gemm_640.c,xczu7ev-ffvc1156-2-e,3.33,0.61709229,182,1,1,15,12,unroll_4,pipeline,unroll_2,7.25,1.0,True
gemm_641.c,xczu7ev-ffvc1156-2-e,3.33,11.58713793,189,1,1,3,5,unroll_16,unroll_2,pipeline,2.5,0.44585390833982474,False
gemm_642.c,xczu7ev-ffvc1156-2-e,3.33,0.61709229,190,1,1,15,12,unroll_4,pipeline_1,unroll_4,7.25,1.0,True
gemm_643.c,xczu7ev-ffvc1156-2-e,3.33,0.61709229,203,1,1,15,12,unroll_4,pipeline_1,unroll_32,7.25,1.0,True
gemm_644.c,xczu7ev-ffvc1156-2-e,3.33,0.61709229,204,1,1,15,12,unroll_4,pipeline_1,unroll,7.25,1.0,True
gemm_645.c,xczu7ev-ffvc1156-2-e,3.33,12.78403317,213,1,1,2,6,unroll_8,unroll_4,unroll_8,2.5,0.37179295140691815,False
gemm_646.c,xczu7ev-ffvc1156-2-e,3.33,11.72357469,215,1,1,1,6,unroll_4,unroll_2,unroll_32,2.25,0.43710408282541047,False
gemm_647.c,xczu7ev-ffvc1156-2-e,3.33,14.20085493,218,1,1,3,7,unroll_8,unroll_8,unroll_4,3.0,0.29501085040060093,False
gemm_648.c,xczu7ev-ffvc1156-2-e,3.33,14.20594983,227,1,1,3,8,unroll_32,unroll_2,unroll_4,3.25,0.29425404189049653,False
gemm_649.c,xczu7ev-ffvc1156-2-e,3.33,11.58121053,300,1,1,5,8,unroll_4,unroll_16,pipeline,3.75,0.4369374945871052,False
gemm_650.c,xczu7ev-ffvc1156-2-e,3.33,9.83495853,334,1,1,4,8,unroll_2,unroll_32,pipeline_1,3.5,0.5360077733849267,False
gemm_651.c,xczu7ev-ffvc1156-2-e,3.33,9.84125223,345,1,1,4,9,unroll_32,unroll_2,pipeline_1,3.75,0.5297329878929959,False
gemm_652.c,xczu7ev-ffvc1156-2-e,3.33,1.46147373,382,1,1,4,12,unroll_2,unroll_8,unroll,4.5,0.9392279490261412,False
gemm_653.c,xczu7ev-ffvc1156-2-e,3.33,14.19960285,445,1,1,5,11,unroll_4,unroll_32,unroll_4,4.5,0.2889410957039493,False
gemm_654.c,xczu7ev-ffvc1156-2-e,3.33,0.74112813,728,1,1,5,15,unroll_2,unroll_16,unroll,5.5,0.9476063189403388,False
gemm_656.c,xczu7ev-ffvc1156-2-e,3.33,2.9020850100000004,1112,1,1,11,20,unroll_8,unroll_4,unroll,8.25,0.7108689939266096,False
gemm_657.c,xczu7ev-ffvc1156-2-e,3.33,12.78147573,1116,1,1,6,13,unroll_8,unroll_16,unroll_8,5.25,0.3518575774105751,False
gemm_658.c,xczu7ev-ffvc1156-2-e,3.33,12.78401319,1176,1,1,6,14,unroll_32,unroll_4,unroll_8,5.5,0.34840530232810085,False
gemm_659.c,xczu7ev-ffvc1156-2-e,3.33,11.58117057,1249,1,1,20,31,unroll_16,unroll_16,pipeline,13.25,0.23698199074949627,False
gemm_660.c,xczu7ev-ffvc1156-2-e,3.33,14.19957621,1370,1,1,9,16,unroll_8,unroll_32,unroll_4,6.75,0.2681446141549103,False
gemm_661.c,xczu7ev-ffvc1156-2-e,3.33,9.83529153,1372,1,1,16,30,unroll_16,unroll_16,pipeline_1,12.0,0.3091156529421486,False
gemm_670.c,xczu7ev-ffvc1156-2-e,3.33,11.58723117,77,1,1,1,1,unroll_2,unroll_2,pipeline,1.0,0.4418449338587619,False
gemm_671.c,xczu7ev-ffvc1156-2-e,3.33,17.04302325,77,1,1,1,3,unroll_8,unroll_2,unroll_2,1.5,0.17895693548467823,False
gemm_672.c,xczu7ev-ffvc1156-2-e,3.33,9.84135213,78,1,1,1,1,unroll_2,unroll_2,pipeline_1,1.0,1.0,True
gemm_673.c,xczu7ev-ffvc1156-2-e,3.33,14.20599645,78,1,1,1,3,unroll_4,unroll_2,unroll_4,1.5,0.2935317842771172,False
gemm_674.c,xczu7ev-ffvc1156-2-e,3.33,17.04300993,98,1,1,1,4,unroll_16,unroll_2,unroll_2,1.75,0.17924539031987943,False
gemm_675.c,xczu7ev-ffvc1156-2-e,3.33,11.58715125,99,1,1,2,3,unroll_8,unroll_2,pipeline,1.75,0.44471066424209404,False
gemm_676.c,xczu7ev-ffvc1156-2-e,3.33,9.83623725,105,1,1,1,3,unroll_2,unroll_8,pipeline_1,1.5,1.0,True
gemm_677.c,xczu7ev-ffvc1156-2-e,3.33,0.61719885,115,1,1,8,7,unroll_2,pipeline_1,unroll_4,4.25,1.0,True
gemm_678.c,xczu7ev-ffvc1156-2-e,3.33,0.61719885,116,1,1,8,7,unroll_2,pipeline_1,pipeline_1,4.25,1.0,True
gemm_679.c,xczu7ev-ffvc1156-2-e,3.33,0.61719885,122,1,1,8,7,unroll_2,pipeline,unroll,4.25,1.0,True
gemm_680.c,xczu7ev-ffvc1156-2-e,3.33,12.07820637,125,1,1,1,4,unroll_4,unroll_2,unroll_16,1.75,0.4132214387191747,False
gemm_681.c,xczu7ev-ffvc1156-2-e,3.33,17.037082530000003,138,1,1,2,5,unroll_4,unroll_16,unroll_2,2.25,0.17990977602604497,False
gemm_682.c,xczu7ev-ffvc1156-2-e,3.33,0.61709229,158,1,1,15,12,unroll_4,pipeline_1,unroll_2,7.25,1.0,True
gemm_683.c,xczu7ev-ffvc1156-2-e,3.33,0.61709229,160,1,1,15,12,unroll_4,pipeline,pipeline,7.25,1.0,True
gemm_684.c,xczu7ev-ffvc1156-2-e,3.33,0.61709229,160,1,1,15,12,unroll_4,pipeline,pipeline_1,7.25,1.0,True
gemm_685.c,xczu7ev-ffvc1156-2-e,3.33,0.61709229,161,1,1,15,12,unroll_4,pipeline,unroll_4,7.25,1.0,True
gemm_686.c,xczu7ev-ffvc1156-2-e,3.33,0.61709229,174,1,1,15,12,unroll_4,pipeline,unroll,7.25,1.0,True
gemm_687.c,xczu7ev-ffvc1156-2-e,3.33,2.90216493,214,1,1,4,9,unroll_2,unroll_4,unroll,3.75,1.0,True
gemm_688.c,xczu7ev-ffvc1156-2-e,3.33,5.78349405,249,1,1,6,10,unroll_4,unroll_2,unroll,4.5,0.7000361923430307,False
gemm_689.c,xczu7ev-ffvc1156-2-e,3.33,11.58083757,253,1,1,5,8,unroll_2,unroll_32,pipeline,3.75,0.4369596749621739,False
gemm_690.c,xczu7ev-ffvc1156-2-e,3.33,0.61703901,266,1,1,27,21,unroll_8,pipeline_1,unroll_2,12.5,0.6186670901786698,False
gemm_691.c,xczu7ev-ffvc1156-2-e,3.33,0.61703901,273,1,1,27,21,unroll_8,pipeline_1,unroll_4,12.5,0.6186670901786698,False
gemm_692.c,xczu7ev-ffvc1156-2-e,3.33,9.83615733,277,1,1,4,8,unroll_8,unroll_8,pipeline_1,3.5,0.535955836745084,False
gemm_693.c,xczu7ev-ffvc1156-2-e,3.33,12.07309149,376,1,1,3,9,unroll_4,unroll_8,unroll_16,3.5,0.4100543038986444,False
gemm_694.c,xczu7ev-ffvc1156-2-e,3.33,12.78232821,383,1,1,3,10,unroll_8,unroll_8,unroll_8,3.75,0.36712583938170185,False
gemm_695.c,xczu7ev-ffvc1156-2-e,3.33,11.71851309,396,1,1,2,9,unroll_2,unroll_8,unroll_32,3.25,0.4336357988465137,False
gemm_696.c,xczu7ev-ffvc1156-2-e,3.33,0.61701237,466,1,1,53,40,unroll_16,pipeline,unroll_2,23.75,0.18010551232984323,False
gemm_698.c,xczu7ev-ffvc1156-2-e,3.33,5.78345409,1888,1,1,20,23,unroll_16,unroll_2,unroll,11.25,0.45239454074904206,False
gemm_699.c,xczu7ev-ffvc1156-2-e,3.33,9.834865290000002,3470,1,1,32,58,unroll_16,unroll_32,pipeline_1,23.0,0.11502894379572653,False
gemm_704.c,xczu7ev-ffvc1156-2-e,3.33,14.20604973,72,1,1,1,2,unroll_2,unroll_2,unroll_4,1.25,0.29296913946384484,False
gemm_705.c,xczu7ev-ffvc1156-2-e,3.33,17.04304989,75,1,1,1,2,unroll_4,unroll_2,unroll_2,1.25,0.1786720715080906,False
gemm_706.c,xczu7ev-ffvc1156-2-e,3.33,11.58382125,78,1,1,1,2,unroll_2,unroll_4,pipeline,1.25,0.4430646930457137,False
gemm_707.c,xczu7ev-ffvc1156-2-e,3.33,14.20263981,78,1,1,1,3,unroll_2,unroll_4,unroll_4,1.5,0.2936971272723443,False
gemm_708.c,xczu7ev-ffvc1156-2-e,3.33,9.83794221,78,1,1,1,2,unroll_2,unroll_4,pipeline_1,1.25,1.0,True
gemm_709.c,xczu7ev-ffvc1156-2-e,3.33,14.20093485,93,1,1,1,3,unroll_2,unroll_8,unroll_4,1.5,0.2937811379039897,False
gemm_710.c,xczu7ev-ffvc1156-2-e,3.33,14.20258653,93,1,1,1,3,unroll_4,unroll_4,unroll_4,1.5,0.29369975233039713,False
gemm_711.c,xczu7ev-ffvc1156-2-e,3.33,17.03961333,102,1,1,1,4,unroll_8,unroll_4,unroll_2,1.75,0.17935269181099323,False
gemm_712.c,xczu7ev-ffvc1156-2-e,3.33,9.84127221,108,1,1,1,3,unroll_8,unroll_2,pipeline_1,1.5,0.567425582137247,False
gemm_713.c,xczu7ev-ffvc1156-2-e,3.33,0.61719885,113,1,1,8,7,unroll_2,pipeline,pipeline,4.25,1.0,True
gemm_714.c,xczu7ev-ffvc1156-2-e,3.33,0.61719885,115,1,1,8,7,unroll_2,pipeline,pipeline_1,4.25,1.0,True
gemm_715.c,xczu7ev-ffvc1156-2-e,3.33,0.61719885,115,1,1,8,7,unroll_2,pipeline_1,pipeline,4.25,1.0,True
gemm_716.c,xczu7ev-ffvc1156-2-e,3.33,0.61719885,117,1,1,8,7,unroll_2,pipeline,unroll_32,4.25,1.0,True
gemm_717.c,xczu7ev-ffvc1156-2-e,3.33,0.61719885,118,1,1,8,7,unroll_2,pipeline,unroll_2,4.25,1.0,True
gemm_718.c,xczu7ev-ffvc1156-2-e,3.33,14.20008237,132,1,1,1,4,unroll_2,unroll_16,unroll_4,1.75,0.29437433515885514,False
gemm_719.c,xczu7ev-ffvc1156-2-e,3.33,5.78354733,148,1,1,3,7,unroll_2,unroll_2,unroll,3.0,1.0,True
gemm_720.c,xczu7ev-ffvc1156-2-e,3.33,0.61709229,162,1,1,15,12,unroll_4,pipeline_1,pipeline,7.25,1.0,True
gemm_721.c,xczu7ev-ffvc1156-2-e,3.33,9.83538477,164,1,1,2,4,unroll_2,unroll_16,pipeline_1,2.0,1.0,True
gemm_722.c,xczu7ev-ffvc1156-2-e,3.33,0.61709229,167,1,1,15,12,unroll_4,pipeline_1,pipeline_1,7.25,1.0,True
gemm_723.c,xczu7ev-ffvc1156-2-e,3.33,0.61709229,168,1,1,15,12,unroll_4,pipeline,unroll_16,7.25,1.0,True
gemm_724.c,xczu7ev-ffvc1156-2-e,3.33,0.61709229,170,1,1,15,12,unroll_4,pipeline_1,unroll_8,7.25,1.0,True
gemm_725.c,xczu7ev-ffvc1156-2-e,3.33,0.61709229,172,1,1,15,12,unroll_4,pipeline_1,unroll_16,7.25,1.0,True
gemm_726.c,xczu7ev-ffvc1156-2-e,3.33,14.20254657,201,1,1,3,7,unroll_16,unroll_4,unroll_4,3.0,0.2949274258983167,False
gemm_727.c,xczu7ev-ffvc1156-2-e,3.33,0.61703901,255,1,1,27,21,unroll_8,pipeline,unroll_4,12.5,0.6186670901786698,False
gemm_728.c,xczu7ev-ffvc1156-2-e,3.33,0.61703901,255,1,1,27,21,unroll_8,pipeline,pipeline,12.5,0.6186670901786698,False
gemm_729.c,xczu7ev-ffvc1156-2-e,3.33,0.61703901,258,1,1,27,21,unroll_8,pipeline,unroll_2,12.5,0.6186670901786698,False
gemm_730.c,xczu7ev-ffvc1156-2-e,3.33,9.83431917,502,1,1,8,16,unroll_2,unroll,pipeline_1,6.5,0.45952550889598287,False
gemm_732.c,xczu7ev-ffvc1156-2-e,3.33,1.46139381,2205,1,1,12,25,unroll_8,unroll_8,unroll,9.75,0.7519477129905742,False
gemm_738.c,xczu7ev-ffvc1156-2-e,3.33,17.03969325,58,1,1,1,2,unroll_2,unroll_4,unroll_2,1.25,0.17877758948476818,False
gemm_739.c,xczu7ev-ffvc1156-2-e,3.33,17.037988289999998,59,1,1,1,3,unroll_2,unroll_8,unroll_2,1.5,0.17911563590827048,False
gemm_740.c,xczu7ev-ffvc1156-2-e,3.33,0.61719885,86,1,1,8,7,unroll_2,pipeline,unroll_8,4.25,1.0,True
gemm_741.c,xczu7ev-ffvc1156-2-e,3.33,0.61719885,92,1,1,8,7,unroll_2,pipeline_1,unroll_16,4.25,1.0,True
gemm_742.c,xczu7ev-ffvc1156-2-e,3.33,0.61719885,95,1,1,8,7,unroll_2,pipeline,unroll_16,4.25,1.0,True
gemm_743.c,xczu7ev-ffvc1156-2-e,3.33,0.61719885,96,1,1,8,7,unroll_2,pipeline_1,unroll_32,4.25,1.0,True
gemm_744.c,xczu7ev-ffvc1156-2-e,3.33,0.61719885,99,1,1,8,7,unroll_2,pipeline_1,unroll_2,4.25,1.0,True
gemm_745.c,xczu7ev-ffvc1156-2-e,3.33,11.72362797,102,1,1,1,4,unroll_2,unroll_2,unroll_32,1.75,0.43580932214304835,False
gemm_746.c,xczu7ev-ffvc1156-2-e,3.33,12.07479645,164,1,1,1,6,unroll_4,unroll_4,unroll_16,2.25,0.4146759401591018,False
gemm_747.c,xczu7ev-ffvc1156-2-e,3.33,9.83784897,211,1,1,4,8,unroll_16,unroll_4,pipeline_1,3.5,0.535882553607121,False
gemm_748.c,xczu7ev-ffvc1156-2-e,3.33,17.036070210000002,217,1,1,4,10,unroll_2,unroll,unroll_2,4.0,0.17879772210832545,False
gemm_749.c,xczu7ev-ffvc1156-2-e,3.33,0.61703901,231,1,1,27,21,unroll_8,pipeline,pipeline_1,12.5,0.6186670901786698,False
gemm_750.c,xczu7ev-ffvc1156-2-e,3.33,0.61703901,234,1,1,27,21,unroll_8,pipeline,unroll_32,12.5,0.6186670901786698,False
gemm_751.c,xczu7ev-ffvc1156-2-e,3.33,0.61703901,243,1,1,27,21,unroll_8,pipeline_1,pipeline_1,12.5,0.6186670901786698,False
gemm_752.c,xczu7ev-ffvc1156-2-e,3.33,0.61703901,247,1,1,27,21,unroll_8,pipeline_1,unroll_16,12.5,0.6186670901786698,False
gemm_753.c,xczu7ev-ffvc1156-2-e,3.33,0.61703901,254,1,1,27,21,unroll_8,pipeline,unroll,12.5,0.6186670901786698,False
gemm_754.c,xczu7ev-ffvc1156-2-e,3.33,0.61701237,411,1,1,53,40,unroll_16,pipeline_1,unroll_16,23.75,0.18010551232984323,False
gemm_755.c,xczu7ev-ffvc1156-2-e,3.33,0.61701237,434,1,1,53,40,unroll_16,pipeline_1,unroll,23.75,0.18010551232984323,False
gemm_762.c,xczu7ev-ffvc1156-2-e,3.33,17.043103170000002,49,1,1,1,2,unroll_2,unroll_2,unroll_2,1.25,0.1786703971883525,False
gemm_763.c,xczu7ev-ffvc1156-2-e,3.33,12.78752301,58,1,1,1,3,unroll_2,unroll_2,unroll_8,1.5,0.369646913985596,False
gemm_764.c,xczu7ev-ffvc1156-2-e,3.33,12.07825965,66,1,1,1,3,unroll_2,unroll_2,unroll_16,1.5,0.4123851712498555,False
gemm_765.c,xczu7ev-ffvc1156-2-e,3.33,9.83788893,73,1,1,1,3,unroll_4,unroll_4,pipeline_1,1.5,0.5676831389097572,False
gemm_766.c,xczu7ev-ffvc1156-2-e,3.33,11.58126381,103,1,1,3,4,unroll_2,unroll_16,pipeline,2.25,0.44640527284451137,False
gemm_767.c,xczu7ev-ffvc1156-2-e,3.33,9.83786229,110,1,1,2,5,unroll_8,unroll_4,pipeline_1,2.25,0.5646780724563751,False
gemm_768.c,xczu7ev-ffvc1156-2-e,3.33,0.61709229,131,1,1,15,12,unroll_4,pipeline,unroll_8,7.25,1.0,True
gemm_769.c,xczu7ev-ffvc1156-2-e,3.33,0.61703901,234,1,1,27,21,unroll_8,pipeline,unroll_16,12.5,0.6186670901786698,False
gemm_770.c,xczu7ev-ffvc1156-2-e,3.33,12.07476981,335,1,1,3,9,unroll_8,unroll_4,unroll_16,3.5,0.4099541040585739,False
gemm_771.c,xczu7ev-ffvc1156-2-e,3.33,0.61701237,406,1,1,53,40,unroll_16,pipeline,unroll_32,23.75,0.18010551232984323,False
gemm_772.c,xczu7ev-ffvc1156-2-e,3.33,9.83426589,991,1,1,16,32,unroll_4,unroll,pipeline_1,12.5,0.2960231638774906,False
gemm_776.c,xczu7ev-ffvc1156-2-e,3.33,17.03713581,70,1,1,1,4,unroll_2,unroll_16,unroll_2,1.75,0.17943100449285895,False
gemm_777.c,xczu7ev-ffvc1156-2-e,3.33,0.61719885,81,1,1,8,7,unroll_2,pipeline_1,unroll_8,4.25,1.0,True
gemm_778.c,xczu7ev-ffvc1156-2-e,3.33,12.07314477,148,1,1,1,6,unroll_2,unroll_8,unroll_16,2.25,0.41477964575322057,False
