Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,Area,Weight,is_pareto
workload_3169.cpp,xcu200-fsgd2104-2-e,10.0,1702.74977,184,3,1,1,2,cyclic_2_1,block_16_1,block_2_1,unroll_2,unroll_4,pipeline_1,unroll,unroll_2,1.75,0.8888553932503169,False
workload_3170.cpp,xcu200-fsgd2104-2-e,10.0,1870.68513,150,1,1,1,2,cyclic_4_1,block_8_1,cyclic_8_1,unroll_4,unroll_2,pipeline_1,unroll,unroll_4,1.25,0.9588836606053189,False
workload_3171.cpp,xcu200-fsgd2104-2-e,10.0,2053.94193,1022,3,1,2,9,block_128_1,block_8_1,block_8_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll_4,3.75,0.6272127142590026,False
workload_3172.cpp,xcu200-fsgd2104-2-e,10.0,1702.91377,122,3,1,1,1,cyclic_2_1,block_2_1,cyclic_4_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll,1.5,0.925089990371658,False
workload_3173.cpp,xcu200-fsgd2104-2-e,10.0,1885.10369,927,3,1,1,7,block_128_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline,unroll,unroll_2,3.0,0.7194620553714312,False
workload_3174.cpp,xcu200-fsgd2104-2-e,10.0,1870.68736,806,1,1,2,7,cyclic_2_1,block_8_1,cyclic_8_1,unroll_4,unroll,pipeline,unroll_2,unroll_2,2.75,0.7516311612761888,False
workload_3176.cpp,xcu200-fsgd2104-2-e,10.0,1870.76721,180,2,1,1,2,cyclic_2_1,block_16_1,cyclic_8_1,unroll_8,unroll_2,pipeline,unroll_4,unroll,1.5,0.9234449517746535,False
workload_3177.cpp,xcu200-fsgd2104-2-e,10.0,1702.74977,107,3,1,1,1,cyclic_2_1,block_4_1,cyclic_4_1,unroll_2,unroll_2,pipeline,unroll,unroll_2,1.5,0.9250899919882706,False
workload_3178.cpp,xcu200-fsgd2104-2-e,10.0,1875.76481,123,3,1,1,1,cyclic_8_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll,unroll_2,1.5,0.9233468424128863,False
workload_3179.cpp,xcu200-fsgd2104-2-e,10.0,1702.91297,135,4,1,1,1,cyclic_4_1,block_4_1,cyclic_4_1,unroll_4,unroll_2,pipeline_1,unroll,unroll_4,1.75,0.8888553922066639,False
workload_3180.cpp,xcu200-fsgd2104-2-e,10.0,1702.91297,135,1,1,1,1,cyclic_2_1,block_8_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll,unroll_4,1.0,0.9999840005576344,False
workload_3181.cpp,xcu200-fsgd2104-2-e,10.0,1702.99553,155,2,1,1,2,cyclic_4_1,block_8_1,block_2_1,unroll_8,unroll_2,pipeline_1,unroll,unroll_2,1.5,0.9250899883811003,False
workload_3182.cpp,xcu200-fsgd2104-2-e,10.0,1702.74993,104,3,1,1,1,cyclic_2_1,block_4_1,block_2_1,unroll_2,unroll_2,pipeline,unroll_2,unroll,1.5,0.925089991988239,False
workload_3183.cpp,xcu200-fsgd2104-2-e,10.0,1702.74977,108,2,1,1,1,cyclic_2_1,block_2_1,block_2_1,unroll_2,unroll_2,pipeline,unroll,unroll_2,1.25,0.9621381942379744,False
workload_3184.cpp,xcu200-fsgd2104-2-e,10.0,1702.91377,124,1,1,1,1,cyclic_2_1,block_8_1,block_2_1,unroll_4,unroll_2,pipeline,unroll_2,unroll,1.0,0.9999839228907854,False
workload_3185.cpp,xcu200-fsgd2104-2-e,10.0,1702.74977,177,2,1,1,2,cyclic_4_1,block_8_1,block_2_1,unroll_2,unroll_4,pipeline,unroll,unroll_2,1.5,0.9250899919882706,False
workload_3186.cpp,xcu200-fsgd2104-2-e,10.0,5804.48593,83,3,1,1,1,cyclic_4_1,block_2_1,block_4_1,unroll_2,unroll_2,unroll_2,unroll_2,unroll_2,1.5,0.6401724250958661,False
workload_3187.cpp,xcu200-fsgd2104-2-e,10.0,1702.91305,206,1,1,1,2,cyclic_2_1,block_8_1,block_2_1,unroll_4,unroll_4,pipeline,unroll_4,unroll,1.25,0.9621381909616366,False
workload_3188.cpp,xcu200-fsgd2104-2-e,10.0,1870.68529,151,1,1,1,2,cyclic_4_1,block_8_1,cyclic_8_1,unroll_4,unroll_2,pipeline_1,unroll_4,unroll,1.25,0.9588836546576103,False
workload_3189.cpp,xcu200-fsgd2104-2-e,10.0,1702.91365,427,2,1,1,3,cyclic_2_1,block_2_1,block_2_1,unroll_4,unroll_8,pipeline_1,unroll_2,unroll,1.75,0.8888553921980327,False
workload_3190.cpp,xcu200-fsgd2104-2-e,10.0,1702.91201,350,2,1,1,2,cyclic_2_1,block_2_1,block_2_1,unroll_4,unroll_4,pipeline_1,unroll,unroll,1.5,0.9250899904058413,False
workload_3191.cpp,xcu200-fsgd2104-2-e,10.0,1702.74993,113,3,1,1,1,cyclic_4_1,block_2_1,block_2_1,unroll_2,unroll_2,pipeline,unroll_2,unroll,1.5,0.925089991988239,False
workload_3192.cpp,xcu200-fsgd2104-2-e,10.0,4755.82629,382,1,1,1,3,cyclic_2_1,block_8_1,block_2_1,unroll_4,unroll_8,unroll_2,unroll_2,unroll,1.5,0.7199033441393794,False
workload_3193.cpp,xcu200-fsgd2104-2-e,10.0,1702.91313,136,2,1,1,1,cyclic_4_1,block_8_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_4,unroll,1.25,0.962138190958456,False
workload_3194.cpp,xcu200-fsgd2104-2-e,10.0,2053.94097,1387,3,1,2,10,block_128_1,block_2_1,cyclic_8_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll,4.0,0.5984151003568685,False
workload_3195.cpp,xcu200-fsgd2104-2-e,10.0,1702.91201,152,3,1,1,1,cyclic_4_1,block_2_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll,unroll,1.5,0.9250899904058413,False
workload_3197.cpp,xcu200-fsgd2104-2-e,10.0,4755.82633,169,1,1,1,1,cyclic_2_1,block_8_1,block_2_1,unroll_4,unroll_4,unroll_2,unroll_2,unroll,1.0,0.7279983023696938,False
workload_3199.cpp,xcu200-fsgd2104-2-e,10.0,1702.91361,118,3,1,1,1,cyclic_2_1,block_4_1,block_2_1,unroll_4,unroll_2,pipeline,unroll,unroll_2,1.5,0.9250899903747807,False
workload_3200.cpp,xcu200-fsgd2104-2-e,10.0,1702.75089,96,3,1,1,1,cyclic_4_1,block_8_1,block_4_1,unroll_2,unroll_2,pipeline,unroll_4,unroll_2,1.5,0.9250899919879852,False
workload_3201.cpp,xcu200-fsgd2104-2-e,10.0,1702.91473,105,2,1,1,1,cyclic_2_1,block_2_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_4,unroll_2,1.25,0.9621381908945232,False
workload_3203.cpp,xcu200-fsgd2104-2-e,10.0,1702.74913,131,2,1,1,1,cyclic_4_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll,unroll_4,1.25,0.962138194238172,False
workload_3204.cpp,xcu200-fsgd2104-2-e,10.0,1702.74985,169,1,1,1,2,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_4,pipeline,unroll_2,unroll,1.25,0.962138194237943,False
workload_3205.cpp,xcu200-fsgd2104-2-e,10.0,1870.68417,403,1,1,1,2,cyclic_2_1,block_8_1,cyclic_8_1,unroll_4,unroll_4,pipeline_1,unroll,unroll,1.25,0.9588836962914707,False
workload_3206.cpp,xcu200-fsgd2104-2-e,10.0,1702.91313,128,3,1,1,1,cyclic_2_1,block_4_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_4,unroll,1.5,0.9250899903841303,False
workload_3207.cpp,xcu200-fsgd2104-2-e,10.0,1702.9152,743,2,1,2,7,cyclic_4_1,block_8_1,block_2_1,unroll_4,unroll,pipeline_1,unroll_2,unroll_2,3.0,0.7198864518817947,False
workload_3208.cpp,xcu200-fsgd2104-2-e,10.0,1702.91369,179,1,1,1,2,cyclic_2_1,block_8_1,block_2_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll,1.25,0.9621381909361498,False
workload_3209.cpp,xcu200-fsgd2104-2-e,10.0,5636.63168,600,2,1,2,6,cyclic_2_1,block_2_1,block_2_1,unroll_4,unroll,unroll_2,unroll_2,unroll_2,2.75,0.5939509680444334,False
workload_3212.cpp,xcu200-fsgd2104-2-e,10.0,1702.75153,81,3,1,1,1,cyclic_2_1,block_4_1,block_2_1,unroll_2,unroll_2,pipeline,unroll_2,unroll_2,1.5,0.9250899919877561,False
workload_3213.cpp,xcu200-fsgd2104-2-e,10.0,1702.75089,94,3,1,1,1,cyclic_4_1,block_8_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,unroll_4,unroll_2,1.5,0.9250899919879852,False
workload_3214.cpp,xcu200-fsgd2104-2-e,10.0,1702.74985,168,1,1,1,2,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_4,pipeline_1,unroll_2,unroll,1.25,0.962138194237943,False
workload_3215.cpp,xcu200-fsgd2104-2-e,10.0,1702.91369,180,1,1,1,2,cyclic_2_1,block_8_1,block_2_1,unroll_4,unroll_4,pipeline,unroll_2,unroll,1.25,0.9621381909361498,False
workload_3216.cpp,xcu200-fsgd2104-2-e,10.0,4755.82793,108,1,1,1,1,cyclic_2_1,block_8_1,block_2_1,unroll_4,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.7279981726136756,False
workload_3217.cpp,xcu200-fsgd2104-2-e,10.0,1702.74817,138,3,1,1,1,cyclic_4_1,block_4_1,block_2_1,unroll_2,unroll_2,pipeline,unroll,unroll,1.5,0.9250899919884216,False
workload_3218.cpp,xcu200-fsgd2104-2-e,10.0,1702.91201,294,3,1,1,2,cyclic_2_1,block_4_1,block_2_1,unroll_4,unroll_4,pipeline_1,unroll,unroll,1.75,0.8888553922187887,False
workload_3219.cpp,xcu200-fsgd2104-2-e,10.0,1702.74977,110,1,1,1,1,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline,unroll,unroll_2,1.0,0.9999998446649245,False
workload_3220.cpp,xcu200-fsgd2104-2-e,10.0,1702.74817,149,2,1,1,1,cyclic_4_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll,unroll,1.25,0.9621381942382831,False
workload_3221.cpp,xcu200-fsgd2104-2-e,10.0,1870.52297,130,1,1,1,2,cyclic_2_1,block_8_1,cyclic_8_1,unroll_2,unroll_4,pipeline_1,unroll_4,unroll_2,1.25,0.958889686152642,False
workload_3222.cpp,xcu200-fsgd2104-2-e,10.0,4923.59841,197,1,1,1,2,cyclic_2_1,block_8_1,cyclic_8_1,unroll_4,unroll_4,unroll_2,unroll,unroll_2,1.25,0.7125398818843455,False
workload_3223.cpp,xcu200-fsgd2104-2-e,10.0,1702.91409,119,2,1,1,1,cyclic_4_1,block_8_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll_4,unroll_4,1.25,0.9621381909201704,False
workload_3224.cpp,xcu200-fsgd2104-2-e,10.0,1870.52305,100,1,1,1,1,cyclic_2_1,block_8_1,cyclic_8_1,unroll_2,unroll_2,pipeline,unroll_2,unroll_4,1.0,0.9837853691282541,False
workload_3225.cpp,xcu200-fsgd2104-2-e,10.0,1870.68529,149,1,1,1,2,cyclic_2_1,block_8_1,block_8_1,unroll_4,unroll_2,pipeline,unroll_4,unroll,1.25,0.9588836546576103,False
workload_3226.cpp,xcu200-fsgd2104-2-e,10.0,1870.68577,135,1,1,1,1,cyclic_2_1,block_8_1,cyclic_8_1,unroll_4,unroll_2,pipeline_1,unroll,unroll_2,1.0,0.9837697145731173,False
workload_3227.cpp,xcu200-fsgd2104-2-e,10.0,5636.63025,112,2,1,1,1,cyclic_2_1,block_2_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_2,unroll,1.25,0.6570928193744571,False
workload_3228.cpp,xcu200-fsgd2104-2-e,10.0,1702.75153,90,3,1,1,1,cyclic_4_1,block_8_1,block_4_1,unroll_2,unroll_2,pipeline,unroll_2,unroll_2,1.5,0.9250899919877561,False
workload_3229.cpp,xcu200-fsgd2104-2-e,10.0,5636.71217,107,3,1,1,1,cyclic_2_1,block_2_1,block_4_1,unroll_2,unroll_2,unroll_2,unroll_2,unroll,1.5,0.6526259915288188,False
workload_3230.cpp,xcu200-fsgd2104-2-e,10.0,4713.96689,82,1,1,1,1,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_2,unroll_2,1.0,0.7313975865306989,False
workload_3231.cpp,xcu200-fsgd2104-2-e,10.0,1702.91201,157,3,1,1,1,cyclic_4_1,block_4_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll,unroll,1.5,0.9250899904058413,False
workload_3232.cpp,xcu200-fsgd2104-2-e,10.0,1702.74817,303,1,1,1,2,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_4,pipeline,unroll,unroll,1.25,0.9621381942382831,False
workload_3233.cpp,xcu200-fsgd2104-2-e,10.0,1702.74977,164,2,1,1,1,cyclic_2_1,block_2_1,block_2_1,unroll_2,unroll_4,pipeline_1,unroll,unroll_2,1.25,0.9621381942379744,False
workload_3234.cpp,xcu200-fsgd2104-2-e,10.0,1702.91529,109,3,1,1,1,cyclic_2_1,block_4_1,block_2_1,unroll_4,unroll_4,pipeline_1,unroll_2,unroll_2,1.5,0.9250899903418419,False
workload_3235.cpp,xcu200-fsgd2104-2-e,10.0,1702.74913,205,2,1,1,2,cyclic_4_1,block_8_1,block_2_1,unroll_2,unroll_4,pipeline,unroll,unroll_4,1.5,0.9250899919883672,False
workload_3236.cpp,xcu200-fsgd2104-2-e,10.0,1702.75089,93,2,1,1,1,cyclic_4_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_4,1.25,0.9621381942373914,False
workload_3237.cpp,xcu200-fsgd2104-2-e,10.0,1702.91201,144,2,1,1,1,cyclic_2_1,block_2_1,block_2_1,unroll_4,unroll_2,pipeline,unroll,unroll,1.25,0.9621381910028418,False
workload_3238.cpp,xcu200-fsgd2104-2-e,10.0,1870.68513,142,1,1,1,2,cyclic_2_1,block_8_1,cyclic_8_1,unroll_4,unroll_2,pipeline_1,unroll,unroll_4,1.25,0.9588836606053189,False
workload_3239.cpp,xcu200-fsgd2104-2-e,10.0,1870.68417,181,1,1,1,2,cyclic_4_1,block_8_1,cyclic_8_1,unroll_4,unroll_2,pipeline_1,unroll,unroll,1.25,0.9588836962914707,False
workload_3240.cpp,xcu200-fsgd2104-2-e,10.0,1870.80977,190,1,1,1,2,cyclic_2_1,block_8_1,cyclic_8_1,unroll_16,unroll_2,pipeline,unroll_2,unroll_4,1.25,0.9588790258933051,False
workload_3241.cpp,xcu200-fsgd2104-2-e,10.0,1702.74913,122,3,1,1,1,cyclic_4_1,block_2_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll,unroll_4,1.5,0.9250899919883672,False
workload_3242.cpp,xcu200-fsgd2104-2-e,10.0,1702.75153,82,3,1,1,1,cyclic_4_1,block_2_1,block_2_1,unroll_2,unroll_2,pipeline,unroll_2,unroll_2,1.5,0.9250899919877561,False
workload_3243.cpp,xcu200-fsgd2104-2-e,10.0,1870.68593,890,3,1,1,4,cyclic_2_1,block_8_1,block_128_1,unroll_4,unroll_2,pipeline_1,unroll_2,unroll,2.25,0.8182074734389774,False
workload_3244.cpp,xcu200-fsgd2104-2-e,10.0,1870.68577,132,1,1,1,1,cyclic_2_1,block_8_1,block_8_1,unroll_4,unroll_2,pipeline,unroll,unroll_2,1.0,0.9837697145731173,False
workload_3245.cpp,xcu200-fsgd2104-2-e,10.0,1702.74817,296,1,1,1,2,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_4,pipeline_1,unroll,unroll,1.25,0.9621381942382831,False
workload_3246.cpp,xcu200-fsgd2104-2-e,10.0,1702.75089,93,2,1,1,1,cyclic_2_1,block_8_1,cyclic_4_1,unroll_2,unroll_2,pipeline,unroll_4,unroll_2,1.25,0.9621381942373914,False
workload_3247.cpp,xcu200-fsgd2104-2-e,10.0,1702.74929,124,3,1,1,1,cyclic_4_1,block_8_1,block_4_1,unroll_2,unroll_2,pipeline,unroll_4,unroll,1.5,0.9250899919883477,False
workload_3248.cpp,xcu200-fsgd2104-2-e,10.0,3204.01745,86,1,1,1,1,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_4,unroll_2,unroll_2,1.0,0.8601509729839177,False
workload_3249.cpp,xcu200-fsgd2104-2-e,10.0,1702.75089,94,1,1,1,1,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline,unroll_4,unroll_2,1.0,0.9999997359303796,False
workload_3250.cpp,xcu200-fsgd2104-2-e,10.0,1702.74993,113,3,1,1,1,cyclic_4_1,block_2_1,block_4_1,unroll_2,unroll_2,pipeline,unroll_2,unroll,1.5,0.925089991988239,False
workload_3251.cpp,xcu200-fsgd2104-2-e,10.0,1702.91201,161,2,1,1,2,cyclic_2_1,block_8_1,block_4_1,unroll_4,unroll_2,pipeline_1,unroll,unroll,1.5,0.9250899904058413,False
workload_3252.cpp,xcu200-fsgd2104-2-e,10.0,4755.82801,91,2,1,1,1,cyclic_2_1,block_8_1,block_4_1,unroll_4,unroll_2,unroll_2,unroll_2,unroll_2,1.25,0.7259447759625843,False
workload_3253.cpp,xcu200-fsgd2104-2-e,10.0,1702.91361,118,3,1,1,1,cyclic_2_1,block_4_1,block_2_1,unroll_4,unroll_2,pipeline_1,unroll,unroll_2,1.5,0.9250899903747807,False
workload_3254.cpp,xcu200-fsgd2104-2-e,10.0,1870.68577,210,1,1,1,2,cyclic_2_1,block_8_1,cyclic_8_1,unroll_4,unroll_4,pipeline_1,unroll,unroll_2,1.25,0.9588836368144555,False
workload_3255.cpp,xcu200-fsgd2104-2-e,10.0,1702.74977,111,3,1,1,1,cyclic_4_1,block_4_1,block_2_1,unroll_2,unroll_2,pipeline,unroll,unroll_2,1.5,0.9250899919882706,False
workload_3256.cpp,xcu200-fsgd2104-2-e,10.0,1702.74977,113,3,1,1,1,cyclic_4_1,block_2_1,block_4_1,unroll_2,unroll_2,pipeline,unroll,unroll_2,1.5,0.9250899919882706,False
workload_3257.cpp,xcu200-fsgd2104-2-e,10.0,1702.74977,119,3,1,1,1,cyclic_2_1,block_16_1,block_2_1,unroll_2,unroll_2,pipeline,unroll,unroll_2,1.5,0.9250899919882706,False
workload_3258.cpp,xcu200-fsgd2104-2-e,10.0,1702.74921,190,1,1,1,2,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_4,pipeline,unroll_4,unroll,1.25,0.9621381942381527,False
workload_3259.cpp,xcu200-fsgd2104-2-e,10.0,1702.74913,218,3,1,1,2,cyclic_4_1,block_8_1,block_4_1,unroll_2,unroll_4,pipeline,unroll,unroll_4,1.75,0.88885539325038,False
workload_3260.cpp,xcu200-fsgd2104-2-e,10.0,1702.74817,142,3,1,1,1,cyclic_4_1,block_2_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll,unroll,1.5,0.9250899919884216,False
workload_3261.cpp,xcu200-fsgd2104-2-e,10.0,4839.79537,96,3,1,1,1,cyclic_4_1,block_8_1,block_4_1,unroll_2,unroll_2,unroll_2,unroll_4,unroll_2,1.5,0.7133644040379926,False
workload_3262.cpp,xcu200-fsgd2104-2-e,10.0,1870.52129,133,1,1,1,1,cyclic_2_1,block_8_1,cyclic_8_1,unroll_2,unroll_2,pipeline_1,unroll,unroll_4,1.0,0.9837855384506508,False
workload_3263.cpp,xcu200-fsgd2104-2-e,10.0,1702.74985,160,3,1,1,1,cyclic_2_1,block_4_1,block_2_1,unroll_2,unroll_4,pipeline_1,unroll_2,unroll,1.5,0.925089991988255,False
workload_3264.cpp,xcu200-fsgd2104-2-e,10.0,1870.52369,90,1,1,1,1,cyclic_2_1,block_8_1,cyclic_8_1,unroll_2,unroll_2,pipeline_1,unroll_2,unroll_2,1.0,0.9837853075564775,False
workload_3265.cpp,xcu200-fsgd2104-2-e,10.0,1702.91361,179,1,1,1,2,cyclic_2_1,block_8_1,block_2_1,unroll_4,unroll_4,pipeline_1,unroll,unroll_2,1.25,0.962138190939341,False
workload_3266.cpp,xcu200-fsgd2104-2-e,10.0,1702.74929,128,3,1,1,1,cyclic_4_1,block_8_1,cyclic_4_1,unroll_2,unroll_2,pipeline,unroll_4,unroll,1.5,0.9250899919883477,False
workload_3267.cpp,xcu200-fsgd2104-2-e,10.0,4713.96513,163,1,1,1,1,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_4,unroll_2,unroll,unroll_2,1.0,0.7313977296481079,False
workload_3268.cpp,xcu200-fsgd2104-2-e,10.0,1870.52193,198,1,1,1,2,cyclic_2_1,block_8_1,block_8_1,unroll_2,unroll_4,pipeline,unroll,unroll_2,1.25,0.9588897247811652,False
workload_3269.cpp,xcu200-fsgd2104-2-e,10.0,1703.05537,759,2,1,3,7,cyclic_4_1,block_8_1,block_2_1,unroll,unroll_4,pipeline,unroll,unroll,3.25,0.6885334735271218,False
workload_3270.cpp,xcu200-fsgd2104-2-e,10.0,5636.71217,100,2,1,1,1,cyclic_2_1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_2,unroll,1.25,0.6570865933397897,False
workload_3271.cpp,xcu200-fsgd2104-2-e,10.0,1702.75089,97,2,1,1,1,cyclic_2_1,block_8_1,block_4_1,unroll_2,unroll_2,pipeline,unroll_4,unroll_2,1.25,0.9621381942373914,False
workload_3272.cpp,xcu200-fsgd2104-2-e,10.0,1702.74977,167,1,1,1,2,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_4,pipeline_1,unroll,unroll_2,1.25,0.9621381942379744,False
workload_3275.cpp,xcu200-fsgd2104-2-e,10.0,1702.91297,205,1,1,1,2,cyclic_2_1,block_8_1,block_2_1,unroll_4,unroll_4,pipeline_1,unroll,unroll_4,1.25,0.9621381909648153,False
workload_3276.cpp,xcu200-fsgd2104-2-e,10.0,1702.75089,92,1,1,1,1,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline,unroll_2,unroll_4,1.0,0.9999997359303796,False
workload_3277.cpp,xcu200-fsgd2104-2-e,10.0,1702.74913,121,1,1,1,1,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll,unroll_4,1.0,0.9999999067989531,False
workload_3278.cpp,xcu200-fsgd2104-2-e,10.0,1703.05713,483,1,1,3,6,cyclic_2_1,block_8_1,block_2_1,unroll,unroll_2,pipeline,unroll_2,unroll,2.75,0.752053031987545,False
workload_3279.cpp,xcu200-fsgd2104-2-e,10.0,1702.91313,132,1,1,1,1,cyclic_2_1,block_8_1,block_2_1,unroll_4,unroll_2,pipeline,unroll_4,unroll,1.0,0.9999839850242643,False
workload_3280.cpp,xcu200-fsgd2104-2-e,10.0,1870.52297,134,1,1,1,2,cyclic_4_1,block_8_1,cyclic_8_1,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_4,1.25,0.958889686152642,False
workload_3282.cpp,xcu200-fsgd2104-2-e,10.0,1702.91305,202,2,1,1,2,cyclic_2_1,block_8_1,cyclic_4_1,unroll_4,unroll_4,pipeline_1,unroll_4,unroll,1.5,0.9250899903856862,False
workload_3284.cpp,xcu200-fsgd2104-2-e,10.0,1870.52033,155,3,1,1,1,cyclic_4_1,block_4_1,cyclic_8_1,unroll_2,unroll_2,pipeline,unroll,unroll,1.5,0.9234497272466592,False
workload_3285.cpp,xcu200-fsgd2104-2-e,10.0,1702.74977,109,3,1,1,1,cyclic_4_1,block_2_1,block_2_1,unroll_2,unroll_2,pipeline,unroll,unroll_2,1.5,0.9250899919882706,False
workload_3286.cpp,xcu200-fsgd2104-2-e,10.0,1702.75017,154,3,1,1,2,cyclic_4_1,block_8_1,block_4_1,unroll_2,unroll_4,pipeline,unroll_4,unroll_4,1.75,0.8888553932502617,False
workload_3287.cpp,xcu200-fsgd2104-2-e,10.0,1870.52033,169,1,1,1,1,cyclic_4_1,block_8_1,cyclic_8_1,unroll_2,unroll_2,pipeline_1,unroll,unroll,1.0,0.9837856308083286,False
workload_3288.cpp,xcu200-fsgd2104-2-e,10.0,1702.74913,196,1,1,1,2,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_4,pipeline,unroll,unroll_4,1.25,0.962138194238172,False
workload_3289.cpp,xcu200-fsgd2104-2-e,10.0,1870.52193,196,1,1,1,2,cyclic_2_1,block_8_1,cyclic_8_1,unroll_2,unroll_4,pipeline_1,unroll,unroll_2,1.25,0.9588897247811652,False
workload_3290.cpp,xcu200-fsgd2104-2-e,10.0,14743.59457,371,3,1,1,4,block_64_1,block_8_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll,unroll_2,2.25,0.1749839051097211,False
workload_3291.cpp,xcu200-fsgd2104-2-e,10.0,1702.74977,226,3,1,1,2,cyclic_2_1,block_32_1,block_2_1,unroll_2,unroll_4,pipeline,unroll,unroll_2,1.75,0.8888553932503169,False
workload_3292.cpp,xcu200-fsgd2104-2-e,10.0,5720.51793,97,3,1,1,1,cyclic_4_1,block_2_1,block_2_1,unroll_4,unroll_2,unroll_2,unroll_2,unroll_2,1.5,0.6463898998717093,False
workload_3293.cpp,xcu200-fsgd2104-2-e,10.0,1702.75081,124,2,1,1,1,cyclic_2_1,block_8_1,cyclic_4_1,unroll_2,unroll_4,pipeline_1,unroll_4,unroll_2,1.25,0.9621381942374431,False
workload_3294.cpp,xcu200-fsgd2104-2-e,10.0,1702.74929,135,4,1,1,1,cyclic_4_1,block_16_1,cyclic_4_1,unroll_2,unroll_2,pipeline_1,unroll_4,unroll,1.75,0.888855393250367,False
workload_3295.cpp,xcu200-fsgd2104-2-e,10.0,1870.52201,196,1,1,1,2,cyclic_2_1,block_8_1,block_8_1,unroll_2,unroll_4,pipeline_1,unroll_2,unroll,1.25,0.9588897218097476,False
workload_3296.cpp,xcu200-fsgd2104-2-e,10.0,1702.74913,122,1,1,1,1,cyclic_2_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline,unroll,unroll_4,1.0,0.9999999067989531,False
workload_3297.cpp,xcu200-fsgd2104-2-e,10.0,5636.71313,88,2,1,1,1,cyclic_2_1,block_2_1,block_2_1,unroll_2,unroll_2,unroll_2,unroll_2,unroll_4,1.25,0.6570865203786445,False
workload_3298.cpp,xcu200-fsgd2104-2-e,10.0,1870.52033,160,1,1,1,1,cyclic_2_1,block_8_1,cyclic_8_1,unroll_2,unroll_2,pipeline,unroll,unroll,1.0,0.9837856308083286,False
workload_3299.cpp,xcu200-fsgd2104-2-e,10.0,1702.74929,126,2,1,1,1,cyclic_2_1,block_8_1,block_4_1,unroll_2,unroll_2,pipeline,unroll_4,unroll,1.25,0.962138194238132,False
workload_3300.cpp,xcu200-fsgd2104-2-e,10.0,1702.74977,114,2,1,1,1,cyclic_4_1,block_8_1,block_2_1,unroll_2,unroll_2,pipeline_1,unroll,unroll_2,1.25,0.9621381942379744,False
workload_3301.cpp,xcu200-fsgd2104-2-e,10.0,1702.74817,135,3,1,1,1,cyclic_2_1,block_4_1,block_2_1,unroll_2,unroll_2,pipeline,unroll,unroll,1.5,0.9250899919884216,False
workload_3302.cpp,xcu200-fsgd2104-2-e,10.0,1870.52033,425,1,1,1,2,cyclic_4_1,block_8_1,cyclic_8_1,unroll_2,unroll_4,pipeline_1,unroll,unroll,1.25,0.9588897842092684,False
