Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,Area,Weight,is_pareto
workload_1288.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98469432,161,4,2,5,8,block_8_1,block_2_1,cyclic_256_1,complete_1,complete_1,complete_1,unroll_4,4.75,0.26053950969843065,False
workload_1289.cpp,xczu7ev-ffvc1156-2-e,3.33,0.97105464,170,44,2,4,19,block_128_1,cyclic_8_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_4,17.25,0.20828113355124822,False
workload_1290.cpp,xczu7ev-ffvc1156-2-e,3.33,0.91479096,171,17,1,3,10,cyclic_64_1,block_128_1,cyclic_32_1,complete_1,complete_1,complete_1,unroll_4,7.75,0.3022248324296405,False
workload_1291.cpp,xczu7ev-ffvc1156-2-e,3.33,0.24986322,182,12,6,14,20,cyclic_16_1,cyclic_32_1,block_256_1,complete_1,complete_1,complete_1,unroll_8,13.0,0.6703522238670578,False
workload_1292.cpp,xczu7ev-ffvc1156-2-e,3.33,0.08262063,182,12,1,15,15,cyclic_4_1,cyclic_512_1,cyclic_256_1,complete_1,complete_1,complete_1,pipeline_1,10.75,0.8037409553733587,False
workload_1293.cpp,xczu7ev-ffvc1156-2-e,3.33,0.44167122,190,12,3,13,16,block_16_1,cyclic_32_1,block_256_1,complete_1,complete_1,complete_1,unroll_4,11.0,0.5638793359175657,False
workload_1294.cpp,xczu7ev-ffvc1156-2-e,3.33,0.9710613,193,7,2,12,15,block_16_1,block_2_1,block_256_1,complete_1,complete_1,complete_1,unroll_4,9.0,0.25495804140183276,False
workload_1295.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1708956,196,5,34,22,33,block_4_1,cyclic_4_1,block_2_1,complete_1,complete_1,complete_1,unroll_32,23.5,0.49651699154192797,False
workload_1296.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98810424,211,48,2,7,23,block_128_1,cyclic_32_1,cyclic_256_1,complete_1,complete_1,complete_1,unroll_4,20.0,0.18514432315356122,False
workload_1297.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09626031,216,84,1,12,12,cyclic_64_1,block_2_1,cyclic_512_1,complete_1,complete_1,complete_1,pipeline,27.25,0.43666487771290563,False
workload_1298.cpp,xczu7ev-ffvc1156-2-e,3.33,0.8977413599999999,249,5,1,5,14,cyclic_256_1,cyclic_16_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_4,6.25,0.32451068181209747,False
workload_1300.cpp,xczu7ev-ffvc1156-2-e,3.33,0.8043948000000001,270,5,1,12,16,cyclic_4_1,block_512_1,block_4_1,complete_1,complete_1,complete_1,unroll_8,8.5,0.3574692351326356,False
workload_1301.cpp,xczu7ev-ffvc1156-2-e,3.33,0.89348562,276,5,1,19,20,cyclic_8_1,cyclic_8_1,block_512_1,complete_1,complete_1,complete_1,unroll_4,11.25,0.2892085585569233,False
workload_1302.cpp,xczu7ev-ffvc1156-2-e,3.33,0.8214444000000001,289,4,1,12,16,cyclic_8_1,block_512_1,block_2_1,complete_1,complete_1,complete_1,unroll_8,8.25,0.3503665755862372,False
workload_1303.cpp,xczu7ev-ffvc1156-2-e,3.33,0.92791449,337,22,5,36,26,block_64_1,block_2_1,cyclic_64_1,complete_1,complete_1,complete_1,unroll_16,22.25,0.19616912848910004,False
workload_1304.cpp,xczu7ev-ffvc1156-2-e,3.33,0.13057596,442,9,88,75,85,block_16_1,cyclic_64_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_64,64.25,0.10000000000000003,False
workload_1305.cpp,xczu7ev-ffvc1156-2-e,3.33,0.89859384,605,7,1,8,23,cyclic_512_1,block_32_1,block_4_1,complete_1,complete_1,complete_1,unroll_2,9.75,0.2978325724074299,False
workload_1306.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09967023,616,4,1,90,33,cyclic_512_1,cyclic_512_1,cyclic_16_1,complete_1,complete_1,complete_1,pipeline,32.0,0.35582322053807414,False
workload_1307.cpp,xczu7ev-ffvc1156-2-e,3.33,0.8585905500000001,711,42,3,55,50,block_128_1,block_512_1,block_128_1,complete_1,complete_1,complete_1,unroll_8,37.5,0.1311350267623647,False
workload_1308.cpp,xczu7ev-ffvc1156-2-e,3.33,0.67999599,855,12,4,75,69,block_256_1,block_256_1,block_32_1,complete_1,complete_1,complete_1,unroll_8,40.0,0.14970723726985016,False
workload_1309.cpp,xczu7ev-ffvc1156-2-e,3.33,0.91159416,1044,2,1,16,42,cyclic_512_1,cyclic_256_1,block_2_1,complete_1,complete_1,complete_1,unroll_16,15.25,0.250375944925804,False
workload_1310.cpp,xczu7ev-ffvc1156-2-e,3.33,0.10991664,1048,4,2,51,41,block_1024_1,cyclic_16_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,24.5,0.48726922968163655,False
workload_1311.cpp,xczu7ev-ffvc1156-2-e,3.33,0.9152172,1874,7,1,16,37,cyclic_512_1,block_256_1,cyclic_32_1,complete_1,complete_1,complete_1,unroll_8,15.25,0.2486168142432572,False
workload_1314.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07921071,84,16,1,1,2,cyclic_4_1,cyclic_16_1,block_8_1,complete_1,complete_1,complete_1,pipeline,5.0,0.9628365630360958,False
workload_1315.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09285039,100,15,1,1,2,cyclic_8_1,cyclic_16_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,4.75,0.9621722100873595,False
workload_1316.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07921071,101,13,1,1,2,cyclic_2_1,block_2_1,cyclic_16_1,complete_1,complete_1,complete_1,pipeline,4.25,0.984336273443598,False
workload_1317.cpp,xczu7ev-ffvc1156-2-e,3.33,0.092907,112,17,2,2,3,block_4_1,block_32_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline,6.0,0.9297787144251207,False
workload_1318.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09285039,112,12,1,3,5,cyclic_8_1,cyclic_128_1,block_2_1,complete_1,complete_1,complete_1,pipeline,5.25,0.9496617052011674,False
workload_1319.cpp,xczu7ev-ffvc1156-2-e,3.33,0.43825464,115,9,3,2,6,block_16_1,block_4_1,block_4_1,complete_1,complete_1,complete_1,unroll_4,5.0,0.6442422107917967,False
workload_1320.cpp,xczu7ev-ffvc1156-2-e,3.33,0.8725932000000001,125,7,1,1,4,cyclic_4_1,cyclic_16_1,block_2_1,complete_1,complete_1,complete_1,unroll_8,3.25,0.3635469349231438,False
workload_1321.cpp,xczu7ev-ffvc1156-2-e,3.33,0.89305272,131,9,1,1,4,cyclic_8_1,cyclic_16_1,block_16_1,complete_1,complete_1,complete_1,unroll_8,3.75,0.3454141800217372,False
workload_1322.cpp,xczu7ev-ffvc1156-2-e,3.33,0.87600312,131,7,1,1,4,cyclic_4_1,block_2_1,block_16_1,complete_1,complete_1,complete_1,unroll_8,3.25,0.3616404987289489,False
workload_1323.cpp,xczu7ev-ffvc1156-2-e,3.33,0.28054584,132,12,8,6,11,block_8_1,block_16_1,block_8_1,complete_1,complete_1,complete_1,unroll_8,9.25,0.7150965400425335,False
workload_1324.cpp,xczu7ev-ffvc1156-2-e,3.33,0.89305272,133,8,1,1,5,cyclic_16_1,block_2_1,block_16_1,complete_1,complete_1,complete_1,unroll_8,3.75,0.3454141800217372,False
workload_1325.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09626031,138,87,1,1,4,cyclic_64_1,block_4_1,block_16_1,complete_1,complete_1,complete_1,pipeline,23.25,0.5131361544708954,False
workload_1326.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98469432,140,9,2,4,9,block_8_1,block_128_1,cyclic_32_1,complete_1,complete_1,complete_1,unroll_4,6.0,0.25714406758803865,False
workload_1327.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98469432,140,4,2,6,10,block_8_1,cyclic_256_1,cyclic_64_1,complete_1,complete_1,complete_1,unroll_4,5.5,0.2586340990974549,False
workload_1328.cpp,xczu7ev-ffvc1156-2-e,3.33,0.8900690400000001,142,9,1,3,7,cyclic_2_1,block_128_1,cyclic_32_1,complete_1,complete_1,complete_1,unroll_4,5.0,0.3389664671726217,False
workload_1329.cpp,xczu7ev-ffvc1156-2-e,3.33,0.44507448,148,9,3,13,15,block_8_1,cyclic_512_1,block_16_1,complete_1,complete_1,complete_1,unroll_4,10.0,0.5748344183280572,False
workload_1330.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1099566,149,84,2,5,10,block_64_1,cyclic_256_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline,25.25,0.4728388983615399,False
workload_1331.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07921071,149,14,1,5,6,cyclic_4_1,block_16_1,cyclic_256_1,complete_1,complete_1,complete_1,pipeline_1,6.5,0.919944872281265,False
workload_1332.cpp,xczu7ev-ffvc1156-2-e,3.33,0.44166456,152,8,3,13,15,block_16_1,cyclic_512_1,block_4_1,complete_1,complete_1,complete_1,unroll_4,9.75,0.5807596228897819,False
workload_1333.cpp,xczu7ev-ffvc1156-2-e,3.33,0.65648952,155,55,1,3,12,block_128_1,cyclic_16_1,block_32_1,complete_1,complete_1,complete_1,unroll_2,17.75,0.3480087322822286,False
workload_1334.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09626031,156,89,1,3,7,cyclic_64_1,block_128_1,cyclic_32_1,complete_1,complete_1,complete_1,pipeline_1,25.0,0.47872156511525765,False
workload_1335.cpp,xczu7ev-ffvc1156-2-e,3.33,0.8896428000000001,161,4,1,4,8,cyclic_4_1,block_64_1,cyclic_128_1,complete_1,complete_1,complete_1,unroll_8,4.25,0.3447307196520588,False
workload_1336.cpp,xczu7ev-ffvc1156-2-e,3.33,0.6547845600000001,165,22,1,7,14,block_64_1,cyclic_256_1,block_128_1,complete_1,complete_1,complete_1,unroll_2,11.0,0.419653366368562,False
workload_1337.cpp,xczu7ev-ffvc1156-2-e,3.33,0.22279032,173,5,16,14,23,block_8_1,cyclic_256_1,block_2_1,complete_1,complete_1,complete_1,unroll_16,14.5,0.6576337236682145,False
workload_1338.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7332127199999999,188,5,1,12,15,cyclic_4_1,block_512_1,block_4_1,complete_1,complete_1,complete_1,unroll_4,8.25,0.4001744843470173,False
workload_1339.cpp,xczu7ev-ffvc1156-2-e,3.33,0.90967608,197,6,1,8,11,cyclic_16_1,block_2_1,cyclic_512_1,complete_1,complete_1,complete_1,unroll_4,6.5,0.3143404719945594,False
workload_1340.cpp,xczu7ev-ffvc1156-2-e,3.33,0.90115794,198,14,1,12,15,cyclic_64_1,cyclic_16_1,block_256_1,complete_1,complete_1,complete_1,unroll_4,10.5,0.2907378836195751,False
workload_1341.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0962569799999999,212,5,1,31,13,cyclic_256_1,cyclic_16_1,cyclic_8_1,complete_1,complete_1,complete_1,pipeline_1,12.5,0.7569181338397717,False
workload_1342.cpp,xczu7ev-ffvc1156-2-e,3.33,0.91436472,217,12,1,4,11,cyclic_64_1,block_64_1,cyclic_128_1,complete_1,complete_1,complete_1,unroll_8,7.0,0.30759981988156915,False
workload_1343.cpp,xczu7ev-ffvc1156-2-e,3.33,0.44508114,232,7,3,24,25,block_16_1,cyclic_512_1,block_256_1,complete_1,complete_1,complete_1,unroll_4,14.75,0.5095476319846337,False
workload_1344.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98405496,243,7,5,9,17,block_16_1,cyclic_64_1,cyclic_256_1,complete_1,complete_1,complete_1,unroll_16,9.5,0.24345138568813876,False
workload_1345.cpp,xczu7ev-ffvc1156-2-e,3.33,0.90115128,244,5,1,12,16,cyclic_16_1,block_512_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_4,8.5,0.3057005831611612,False
workload_1346.cpp,xczu7ev-ffvc1156-2-e,3.33,0.8043948000000001,267,4,1,12,16,cyclic_2_1,block_512_1,block_4_1,complete_1,complete_1,complete_1,unroll_8,8.25,0.35964329361190983,False
workload_1347.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09967023,292,83,1,23,21,cyclic_64_1,cyclic_512_1,cyclic_512_1,complete_1,complete_1,complete_1,pipeline,32.0,0.35582322053807414,False
workload_1348.cpp,xczu7ev-ffvc1156-2-e,3.33,0.89731512,330,3,1,5,17,cyclic_256_1,cyclic_4_1,block_4_1,complete_1,complete_1,complete_1,unroll_8,6.5,0.32296745187708087,False
workload_1349.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09626031,473,1,1,82,26,cyclic_512_1,cyclic_128_1,cyclic_64_1,complete_1,complete_1,complete_1,pipeline,27.5,0.4321442049188913,False
workload_1350.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09626031,598,2,1,90,30,cyclic_512_1,block_2_1,cyclic_512_1,complete_1,complete_1,complete_1,pipeline,30.75,0.3761501125893467,False
workload_1351.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09967023,599,7,1,90,33,cyclic_512_1,cyclic_512_1,cyclic_32_1,complete_1,complete_1,complete_1,pipeline,32.75,0.34409791756030694,False
workload_1352.cpp,xczu7ev-ffvc1156-2-e,3.33,0.91159416,675,2,1,13,37,cyclic_512_1,block_2_1,block_2_1,complete_1,complete_1,complete_1,unroll_16,13.25,0.2647945640965793,False
workload_1354.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07921071,103,16,1,1,2,cyclic_2_1,block_2_1,cyclic_32_1,complete_1,complete_1,complete_1,pipeline,5.0,0.9628365630360958,False
workload_1355.cpp,xczu7ev-ffvc1156-2-e,3.33,0.38625336,110,5,2,2,6,cyclic_2_1,block_64_1,block_4_1,complete_1,complete_1,complete_1,unroll_4,3.75,0.703758403389246,False
workload_1356.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07580079,110,15,1,1,2,cyclic_4_1,cyclic_16_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,4.75,0.970544441195635,False
workload_1357.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07921071,113,13,1,2,3,cyclic_4_1,cyclic_64_1,block_8_1,complete_1,complete_1,complete_1,pipeline,4.75,0.9700432922581945,False
workload_1358.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1099566,117,23,2,2,3,block_16_1,block_4_1,cyclic_4_1,complete_1,complete_1,complete_1,pipeline,7.5,0.88171911511069,False
workload_1359.cpp,xczu7ev-ffvc1156-2-e,3.33,0.32998968,117,5,3,3,7,cyclic_4_1,block_64_1,block_2_1,complete_1,complete_1,complete_1,unroll_4,4.5,0.7434230900048399,False
workload_1360.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09285039,118,12,1,3,5,cyclic_8_1,cyclic_128_1,block_4_1,complete_1,complete_1,complete_1,pipeline,5.25,0.9496617052011674,False
workload_1361.cpp,xczu7ev-ffvc1156-2-e,3.33,0.38625336,124,5,2,5,8,cyclic_4_1,cyclic_256_1,block_2_1,complete_1,complete_1,complete_1,unroll_4,5.0,0.6882171360176854,False
workload_1362.cpp,xczu7ev-ffvc1156-2-e,3.33,0.23024952,125,10,4,3,7,cyclic_4_1,block_16_1,block_4_1,complete_1,complete_1,complete_1,unroll_8,6.0,0.8120369981214534,False
workload_1363.cpp,xczu7ev-ffvc1156-2-e,3.33,0.40330296,129,5,2,5,9,cyclic_8_1,cyclic_256_1,block_2_1,complete_1,complete_1,complete_1,unroll_4,5.25,0.670489361342129,False
workload_1364.cpp,xczu7ev-ffvc1156-2-e,3.33,0.43825464,133,10,3,2,6,block_16_1,cyclic_16_1,block_4_1,complete_1,complete_1,complete_1,unroll_4,5.25,0.6412034463390656,False
workload_1365.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1099566,135,12,2,5,8,block_8_1,cyclic_256_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,6.75,0.9007368664961748,False
workload_1366.cpp,xczu7ev-ffvc1156-2-e,3.33,0.2460204,135,5,5,7,11,cyclic_8_1,cyclic_256_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_8,7.0,0.7816939893001074,False
workload_1367.cpp,xczu7ev-ffvc1156-2-e,3.33,0.25923384,136,5,9,6,9,block_4_1,cyclic_4_1,block_2_1,complete_1,complete_1,complete_1,unroll_8,7.25,0.7660511212912825,False
workload_1368.cpp,xczu7ev-ffvc1156-2-e,3.33,0.2332332,142,5,6,15,17,cyclic_4_1,cyclic_512_1,block_2_1,complete_1,complete_1,complete_1,unroll_8,10.75,0.7250523817202076,False
workload_1369.cpp,xczu7ev-ffvc1156-2-e,3.33,0.8896428000000001,143,6,1,3,6,cyclic_2_1,cyclic_16_1,cyclic_128_1,complete_1,complete_1,complete_1,unroll_8,4.0,0.3464924718430806,False
workload_1370.cpp,xczu7ev-ffvc1156-2-e,3.33,0.8896428000000001,143,4,1,5,8,cyclic_2_1,cyclic_128_1,cyclic_128_1,complete_1,complete_1,complete_1,unroll_8,4.5,0.3429331560666433,False
workload_1371.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09631692,143,12,2,5,7,block_4_1,block_2_1,cyclic_256_1,complete_1,complete_1,complete_1,pipeline_1,6.5,0.9147471214838632,False
workload_1372.cpp,xczu7ev-ffvc1156-2-e,3.33,0.11336652,159,43,2,12,13,block_32_1,cyclic_512_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,17.5,0.6342879089138967,False
workload_1373.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1128204,160,6,25,15,25,cyclic_4_1,cyclic_4_1,block_4_1,complete_1,complete_1,complete_1,unroll_32,17.75,0.6287222108566999,False
workload_1374.cpp,xczu7ev-ffvc1156-2-e,3.33,0.08262063,160,12,1,13,13,cyclic_4_1,cyclic_512_1,cyclic_64_1,complete_1,complete_1,complete_1,pipeline,9.75,0.8302066244624412,False
workload_1375.cpp,xczu7ev-ffvc1156-2-e,3.33,0.22620024,170,8,17,12,22,block_16_1,cyclic_64_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_16,14.75,0.6506468870406396,False
workload_1376.cpp,xczu7ev-ffvc1156-2-e,3.33,0.44167122,183,5,3,13,15,block_8_1,block_4_1,block_256_1,complete_1,complete_1,complete_1,unroll_4,9.0,0.590723016082437,False
workload_1377.cpp,xczu7ev-ffvc1156-2-e,3.33,0.96700536,184,5,5,5,10,block_8_1,block_2_1,block_2_1,complete_1,complete_1,complete_1,unroll_16,6.25,0.27046410289140144,False
workload_1378.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07921071,189,14,1,12,10,cyclic_4_1,block_16_1,cyclic_512_1,complete_1,complete_1,complete_1,pipeline,9.25,0.8439279608343478,False
workload_1379.cpp,xczu7ev-ffvc1156-2-e,3.33,0.44167122,203,7,3,17,20,block_16_1,cyclic_256_1,block_256_1,complete_1,complete_1,complete_1,unroll_4,11.75,0.5536169377334687,False
workload_1380.cpp,xczu7ev-ffvc1156-2-e,3.33,0.81590328,214,5,2,12,17,block_8_1,block_512_1,block_8_1,complete_1,complete_1,complete_1,unroll_4,9.0,0.34692779895898596,False
workload_1381.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0962569799999999,225,5,1,31,13,cyclic_256_1,cyclic_16_1,cyclic_8_1,complete_1,complete_1,complete_1,pipeline_1,12.5,0.7569181338397717,False
workload_1382.cpp,xczu7ev-ffvc1156-2-e,3.33,0.8928396,235,4,1,15,17,cyclic_4_1,cyclic_512_1,cyclic_256_1,complete_1,complete_1,complete_1,unroll_16,9.25,0.304901415077961,False
workload_1383.cpp,xczu7ev-ffvc1156-2-e,3.33,0.98746488,254,7,5,17,22,block_16_1,cyclic_512_1,cyclic_64_1,complete_1,complete_1,complete_1,unroll_16,12.75,0.22480365358139323,False
workload_1384.cpp,xczu7ev-ffvc1156-2-e,3.33,0.8043948000000001,260,4,1,12,16,cyclic_2_1,block_512_1,block_2_1,complete_1,complete_1,complete_1,unroll_8,8.25,0.35964329361190983,False
workload_1385.cpp,xczu7ev-ffvc1156-2-e,3.33,0.90072504,304,5,1,5,17,cyclic_256_1,cyclic_16_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_8,7.0,0.3170369785402585,False
workload_1386.cpp,xczu7ev-ffvc1156-2-e,3.33,0.90115794,375,4,1,15,24,cyclic_256_1,cyclic_16_1,block_256_1,complete_1,complete_1,complete_1,unroll_4,11.0,0.28698708435867903,False
workload_1387.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09285039,418,3,1,79,23,cyclic_512_1,cyclic_4_1,block_4_1,complete_1,complete_1,complete_1,pipeline_1,26.5,0.4506071019406951,False
workload_1388.cpp,xczu7ev-ffvc1156-2-e,3.33,0.90200376,564,7,1,13,29,cyclic_512_1,block_32_1,block_128_1,complete_1,complete_1,complete_1,unroll_4,12.5,0.27531118461908305,False
workload_1389.cpp,xczu7ev-ffvc1156-2-e,3.33,0.91180728,583,2,1,14,32,cyclic_512_1,cyclic_128_1,block_2_1,complete_1,complete_1,complete_1,unroll_8,12.25,0.27193437118310737,False
workload_1390.cpp,xczu7ev-ffvc1156-2-e,3.33,0.9013644,2399,2,1,23,50,cyclic_512_1,block_512_1,block_4_1,complete_1,complete_1,complete_1,unroll_16,19.0,0.2282387390906204,False
workload_1393.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07921071,99,16,1,1,2,cyclic_4_1,cyclic_16_1,block_8_1,complete_1,complete_1,complete_1,pipeline,5.0,0.9628365630360958,False
workload_1394.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07580079,99,15,1,1,2,cyclic_4_1,cyclic_16_1,block_2_1,complete_1,complete_1,complete_1,pipeline,4.75,0.970544441195635,False
workload_1395.cpp,xczu7ev-ffvc1156-2-e,3.33,0.32998968,100,10,3,2,5,cyclic_4_1,block_16_1,block_2_1,complete_1,complete_1,complete_1,unroll_4,5.0,0.7368046366275098,False
workload_1396.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07580079,100,11,1,1,2,cyclic_2_1,block_2_1,block_2_1,complete_1,complete_1,complete_1,pipeline,3.75,1.0,True
workload_1397.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09626031,106,13,1,2,3,cyclic_8_1,cyclic_64_1,cyclic_8_1,complete_1,complete_1,complete_1,pipeline,4.75,0.95939264513177,False
workload_1398.cpp,xczu7ev-ffvc1156-2-e,3.33,0.38625336,114,5,2,2,6,cyclic_2_1,block_64_1,block_4_1,complete_1,complete_1,complete_1,unroll_4,3.75,0.703758403389246,False
workload_1399.cpp,xczu7ev-ffvc1156-2-e,3.33,0.3333996,117,5,3,3,7,cyclic_4_1,block_64_1,cyclic_8_1,complete_1,complete_1,complete_1,unroll_4,4.5,0.7404044553760436,False
workload_1400.cpp,xczu7ev-ffvc1156-2-e,3.33,0.23152824,118,6,6,4,7,cyclic_2_1,cyclic_4_1,block_4_1,complete_1,complete_1,complete_1,unroll_8,5.75,0.8148193023982445,False
workload_1401.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07921071,119,12,1,4,5,cyclic_4_1,cyclic_128_1,cyclic_64_1,complete_1,complete_1,complete_1,pipeline_1,5.5,0.9484494005128009,False
workload_1402.cpp,xczu7ev-ffvc1156-2-e,3.33,0.8725932000000001,122,7,1,1,4,cyclic_2_1,cyclic_16_1,block_4_1,complete_1,complete_1,complete_1,unroll_8,3.25,0.3635469349231438,False
workload_1403.cpp,xczu7ev-ffvc1156-2-e,3.33,0.26264376,123,7,9,6,10,block_4_1,cyclic_4_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_8,8.0,0.7508089044412413,False
workload_1404.cpp,xczu7ev-ffvc1156-2-e,3.33,0.25923384,123,6,8,6,9,block_4_1,cyclic_4_1,block_4_1,complete_1,complete_1,complete_1,unroll_8,7.25,0.7660511212912825,False
workload_1405.cpp,xczu7ev-ffvc1156-2-e,3.33,0.2460204,124,5,5,7,11,cyclic_8_1,cyclic_256_1,cyclic_4_1,complete_1,complete_1,complete_1,unroll_8,7.0,0.7816939893001074,False
workload_1406.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07921071,136,17,1,5,6,cyclic_4_1,cyclic_32_1,cyclic_256_1,complete_1,complete_1,complete_1,pipeline_1,7.25,0.8988569836110837,False
workload_1407.cpp,xczu7ev-ffvc1156-2-e,3.33,0.24943032,138,5,4,14,15,cyclic_8_1,cyclic_512_1,block_2_1,complete_1,complete_1,complete_1,unroll_8,9.5,0.7357750764661835,False
workload_1408.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1533132,140,4,15,13,20,cyclic_2_1,cyclic_256_1,block_2_1,complete_1,complete_1,complete_1,unroll_16,13.0,0.7264234025260128,False
workload_1409.cpp,xczu7ev-ffvc1156-2-e,3.33,0.20574072,157,5,16,14,21,block_4_1,cyclic_256_1,block_2_1,complete_1,complete_1,complete_1,unroll_16,14.0,0.677569365666217,False
workload_1410.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09967023,159,12,1,13,13,cyclic_8_1,cyclic_512_1,cyclic_64_1,complete_1,complete_1,complete_1,pipeline_1,9.75,0.826996197951064,False
workload_1411.cpp,xczu7ev-ffvc1156-2-e,3.33,0.22279032,169,7,16,13,22,block_16_1,cyclic_128_1,block_2_1,complete_1,complete_1,complete_1,unroll_16,14.5,0.6576337236682145,False
workload_1412.cpp,xczu7ev-ffvc1156-2-e,3.33,0.22279032,170,7,16,12,21,block_16_1,cyclic_64_1,block_2_1,complete_1,complete_1,complete_1,unroll_16,14.0,0.6677462129646468,False
workload_1413.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0962569799999999,199,5,1,31,13,cyclic_256_1,cyclic_16_1,block_8_1,complete_1,complete_1,complete_1,pipeline,12.5,0.7569181338397717,False
workload_1414.cpp,xczu7ev-ffvc1156-2-e,3.33,0.8570354400000001,206,5,1,4,7,cyclic_4_1,cyclic_4_1,cyclic_128_1,complete_1,complete_1,complete_1,unroll_32,4.25,0.36415143189875676,False
workload_1415.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0962569799999999,207,5,1,31,13,cyclic_256_1,cyclic_16_1,cyclic_8_1,complete_1,complete_1,complete_1,pipeline,12.5,0.7569181338397717,False
workload_1416.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09284706,207,4,1,31,13,cyclic_256_1,cyclic_16_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,12.25,0.7637806970102682,False
workload_1417.cpp,xczu7ev-ffvc1156-2-e,3.33,0.8934789599999999,216,7,1,12,16,cyclic_4_1,block_512_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_4,9.0,0.3064572849850198,False
workload_1418.cpp,xczu7ev-ffvc1156-2-e,3.33,0.12901752,347,4,20,19,59,cyclic_256_1,cyclic_8_1,block_2_1,complete_1,complete_1,complete_1,unroll_32,25.5,0.4659798149794727,False
workload_1419.cpp,xczu7ev-ffvc1156-2-e,3.33,0.83998584,364,4,1,12,17,cyclic_4_1,block_512_1,block_2_1,complete_1,complete_1,complete_1,unroll_16,8.5,0.3383840110312697,False
workload_1420.cpp,xczu7ev-ffvc1156-2-e,3.33,0.83998584,369,5,1,12,17,cyclic_4_1,block_512_1,block_4_1,complete_1,complete_1,complete_1,unroll_16,8.75,0.3363001818502649,False
workload_1421.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09626031,408,5,1,79,23,cyclic_512_1,cyclic_16_1,cyclic_8_1,complete_1,complete_1,complete_1,pipeline_1,27.0,0.44121602200376353,False
workload_1422.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09285039,426,4,1,79,23,cyclic_512_1,cyclic_16_1,block_2_1,complete_1,complete_1,complete_1,pipeline,26.75,0.4459924215036015,False
