Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,Area,Weight,is_pareto
workload_3749.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,53,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline,pipeline_1,pipeline,unroll_8,pipeline_1,unroll_4,pipeline_1,1.5,1.0,True
workload_3750.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,55,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline,pipeline_1,unroll,unroll_4,pipeline,pipeline,unroll,1.5,1.0,True
workload_3752.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,53,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline_1,pipeline,unroll_2,unroll_32,pipeline_1,unroll_8,pipeline_1,1.5,1.0,True
workload_3753.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,53,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_4,pipeline,unroll_4,pipeline,1.5,1.0,True
workload_3754.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,53,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline_1,pipeline,pipeline,unroll_4,pipeline,unroll_4,unroll,1.5,1.0,True
workload_3755.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,55,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline_1,pipeline,unroll,unroll_4,pipeline_1,pipeline,unroll,1.5,1.0,True
workload_3756.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,64,1,6,1,3,cyclic_2_1,cyclic_2_1,block_4_1,block_8_1,complete_1,pipeline,pipeline_1,pipeline,unroll_32,unroll,unroll_4,pipeline_1,2.75,0.9582477111926976,False
workload_3757.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,64,1,6,1,3,cyclic_8_1,cyclic_2_1,block_4_1,block_2_1,complete_1,pipeline_1,pipeline,pipeline_1,unroll_32,pipeline_1,pipeline,pipeline,2.75,0.9582477111926976,False
workload_3758.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,55,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline_1,pipeline,pipeline,unroll_32,pipeline,unroll_4,pipeline_1,1.5,1.0,True
workload_3759.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,61,1,6,1,3,cyclic_2_1,cyclic_4_1,block_4_1,block_4_1,complete_1,pipeline,pipeline,pipeline_1,unroll_16,pipeline_1,unroll_4,unroll,2.75,0.9582477111926976,False
workload_3760.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,55,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline_1,pipeline,pipeline_1,unroll_32,pipeline_1,unroll_8,pipeline_1,1.5,1.0,True
workload_3761.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,55,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline,pipeline_1,pipeline,unroll_32,pipeline,unroll_4,pipeline_1,1.5,1.0,True
workload_3762.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,66,1,6,1,3,cyclic_2_1,cyclic_2_1,block_8_1,block_4_1,complete_1,pipeline,pipeline_1,unroll,unroll_32,pipeline,unroll_4,pipeline_1,2.75,0.9582477111926976,False
workload_3763.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,55,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline_1,pipeline,unroll,unroll_8,pipeline_1,unroll_4,pipeline_1,1.5,1.0,True
workload_3764.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,52,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,pipeline,unroll_4,unroll,1.5,1.0,True
workload_3765.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,54,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline_1,pipeline,pipeline,unroll_8,unroll,unroll_8,pipeline_1,1.5,1.0,True
workload_3766.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,66,1,6,1,3,cyclic_2_1,cyclic_2_1,block_4_1,block_8_1,complete_1,pipeline_1,pipeline,unroll,unroll_8,pipeline,unroll_4,pipeline_1,2.75,0.9582477111926976,False
workload_3767.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,54,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_4,unroll,unroll_4,pipeline,1.5,1.0,True
workload_3768.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,54,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_4,pipeline_1,unroll_4,pipeline_1,1.5,1.0,True
workload_3769.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,55,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline_1,pipeline,unroll_2,unroll_8,pipeline,unroll_4,pipeline_1,1.5,1.0,True
workload_3770.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,64,1,1,1,15,cyclic_8_1,cyclic_8_1,block_4_1,block_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll,pipeline,pipeline,4.5,0.9014604149410878,False
workload_3771.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,57,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,unroll,pipeline,pipeline,unroll_8,pipeline_1,unroll_8,pipeline_1,1.5,1.0,True
workload_3772.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,55,1,1,1,7,cyclic_8_1,cyclic_8_1,block_4_1,block_4_1,complete_1,pipeline_1,unroll_2,pipeline,unroll_8,unroll,pipeline,pipeline,2.5,0.9665188399980336,False
workload_3773.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,53,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline,pipeline,unroll_2,unroll_4,unroll,unroll_4,pipeline,1.5,1.0,True
workload_3774.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,70,1,6,5,5,cyclic_2_1,cyclic_2_1,block_4_1,complete_1,complete_1,pipeline,pipeline,unroll,unroll_8,pipeline_1,unroll_4,pipeline_1,4.25,0.9094538923999883,False
workload_3775.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,55,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline_1,pipeline,unroll_2,unroll_32,pipeline,unroll_4,unroll,1.5,1.0,True
workload_3776.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,62,1,6,1,3,cyclic_2_1,cyclic_2_1,block_8_1,block_4_1,complete_1,pipeline_1,pipeline,pipeline_1,unroll_4,pipeline_1,unroll_4,pipeline_1,2.75,0.9582477111926976,False
workload_3777.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,54,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline,pipeline,pipeline,unroll_16,pipeline,unroll_4,unroll,1.5,1.0,True
workload_3778.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,87,1,1,1,43,cyclic_2_1,cyclic_8_1,block_4_1,block_4_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll,unroll_4,pipeline,11.5,0.6937468241851386,False
workload_3779.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,57,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline,pipeline_1,unroll,unroll_4,pipeline_1,pipeline,unroll,1.5,1.0,True
workload_3780.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,59,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline,pipeline_1,unroll,unroll_32,pipeline,unroll_4,pipeline_1,1.5,1.0,True
workload_3781.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,59,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline,pipeline,unroll,unroll_32,unroll,unroll_4,pipeline,1.5,1.0,True
workload_3782.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,55,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline_1,pipeline,pipeline,unroll_8,unroll,unroll_4,unroll,1.5,1.0,True
workload_3783.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,64,1,6,1,3,cyclic_8_1,cyclic_2_1,block_4_1,block_2_1,complete_1,pipeline_1,pipeline,pipeline_1,unroll_16,pipeline_1,pipeline,unroll,2.75,0.9582477111926976,False
workload_3784.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,66,1,6,1,3,cyclic_4_1,cyclic_2_1,block_4_1,block_8_1,complete_1,pipeline_1,pipeline_1,pipeline,unroll_16,pipeline_1,unroll_8,pipeline_1,2.75,0.9582477111926976,False
workload_3785.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,64,1,6,1,3,cyclic_2_1,cyclic_4_1,block_4_1,block_4_1,complete_1,pipeline_1,pipeline_1,pipeline_1,unroll_16,unroll,pipeline,pipeline_1,2.75,0.9582477111926976,False
workload_3786.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,55,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline,pipeline,unroll_2,unroll_8,pipeline,unroll_4,pipeline,1.5,1.0,True
workload_3787.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,53,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline_1,pipeline_1,pipeline,unroll_8,pipeline_1,unroll_4,pipeline_1,1.5,1.0,True
workload_3789.cpp,xcu200-fsgd2104-2-e,10.0,0.06149,51,1,3,1,1,cyclic_2_1,cyclic_2_1,block_4_1,block_4_1,complete_1,pipeline_1,pipeline,unroll,unroll_8,unroll,unroll_2,pipeline_1,1.5,1.0,True
workload_3790.cpp,xcu200-fsgd2104-2-e,5.0,0.030745,79,1,6,2,4,block_2_1,cyclic_32_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,pipeline,unroll_32,pipeline_1,unroll_4,pipeline,3.25,0.9258016296507933,False
workload_3791.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,108,1,1,5,55,cyclic_32_1,cyclic_32_1,cyclic_8_1,block_4_1,complete_1,pipeline_1,unroll_4,pipeline_1,unroll_16,pipeline_1,pipeline,pipeline_1,15.5,0.5778223716676987,False
workload_3792.cpp,xcu200-fsgd2104-2-e,5.0,0.030745,81,1,6,4,4,block_8_1,block_32_1,block_16_1,block_2_1,complete_1,unroll_2,pipeline,pipeline_1,unroll_32,pipeline_1,pipeline,unroll,3.75,0.9097465203208837,False
workload_3793.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,69,1,6,2,4,cyclic_4_1,block_8_1,cyclic_16_1,cyclic_16_1,complete_1,unroll_2,pipeline_1,unroll,unroll_4,pipeline,unroll,unroll,3.25,0.9258016095972538,False
workload_3797.cpp,xcu200-fsgd2104-2-e,5.0,0.37928,649,1,39,20,25,block_8_1,cyclic_8_1,cyclic_2_1,cyclic_8_1,complete_1,unroll,pipeline,pipeline,pipeline,unroll,unroll_2,pipeline,21.25,0.12915294872039668,False
workload_3798.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,65,1,6,2,3,cyclic_2_1,block_2_1,block_4_1,block_8_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_32,pipeline,pipeline_1,pipeline_1,3.0,0.9338882640200111,False
workload_3800.cpp,xcu200-fsgd2104-2-e,5.0,0.030745,65,1,6,2,3,block_4_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline,pipeline_1,pipeline_1,unroll_16,pipeline_1,unroll_4,pipeline_1,3.0,0.9338882866904336,False
workload_3801.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,69,1,6,3,4,cyclic_16_1,cyclic_2_1,cyclic_8_1,block_16_1,complete_1,unroll_4,pipeline,unroll_16,unroll_4,pipeline_1,pipeline_1,pipeline,3.5,0.9177543562342438,False
workload_3804.cpp,xcu200-fsgd2104-2-e,5.0,0.031405,132,1,12,8,9,block_2_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,unroll,unroll_8,unroll_4,unroll_16,unroll,unroll_8,unroll,7.5,0.7943445795682974,False
workload_3805.cpp,xcu200-fsgd2104-2-e,5.0,0.37928,358,1,13,8,10,block_2_1,cyclic_2_1,cyclic_16_1,cyclic_4_1,complete_1,unroll_32,unroll_32,unroll_8,pipeline,unroll,pipeline_1,pipeline_1,8.0,0.1613542059428217,False
workload_3806.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,96,1,1,2,53,block_8_1,block_2_1,block_16_1,cyclic_4_1,complete_1,unroll_2,unroll_4,pipeline,unroll_8,pipeline,unroll_2,pipeline,14.25,0.6089962845254107,False
workload_3808.cpp,xcu200-fsgd2104-2-e,5.0,0.389515,1804,1,26,16,18,cyclic_16_1,block_4_1,block_2_1,block_16_1,complete_1,unroll,unroll,pipeline,pipeline_1,pipeline,unroll_2,pipeline_1,15.25,0.13795584907834818,False
workload_3809.cpp,xcu200-fsgd2104-2-e,5.0,0.34853,1622,1,78,37,48,block_32_1,complete_1,cyclic_8_1,block_4_1,complete_1,unroll_8,unroll_16,unroll_4,pipeline,pipeline,unroll_4,pipeline_1,41.0,0.10000000000000002,False
workload_3810.cpp,xcu200-fsgd2104-2-e,5.0,0.34853,454,1,78,32,46,block_32_1,block_8_1,cyclic_8_1,block_4_1,complete_1,pipeline,pipeline,unroll_8,pipeline,pipeline_1,unroll_2,pipeline_1,39.25,0.10053034281583295,False
workload_3811.cpp,xcu200-fsgd2104-2-e,5.0,0.34853,463,1,78,33,44,cyclic_16_1,block_8_1,block_8_1,complete_1,complete_1,unroll_32,unroll_4,unroll_4,pipeline,pipeline_1,unroll_4,pipeline_1,39.0,0.1006906676526645,False
workload_3812.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,69,1,6,5,5,cyclic_2_1,cyclic_2_1,complete_1,block_8_1,complete_1,unroll_2,pipeline,unroll_2,unroll_8,pipeline_1,unroll,pipeline,4.25,0.8938490037114878,False
workload_3813.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,137,1,1,15,38,complete_1,block_2_1,cyclic_4_1,complete_1,complete_1,unroll_32,unroll_2,pipeline,unroll_32,unroll,unroll_8,pipeline,13.75,0.6217416607335342,False
workload_3815.cpp,xcu200-fsgd2104-2-e,5.0,0.030745,94,1,2,7,29,block_16_1,cyclic_8_1,cyclic_4_1,complete_1,complete_1,unroll_32,unroll_2,unroll_16,unroll_8,pipeline_1,unroll_4,pipeline_1,9.75,0.7293785022964989,False
workload_3817.cpp,xcu200-fsgd2104-2-e,5.0,0.348515,2602,1,52,29,34,complete_1,cyclic_8_1,cyclic_4_1,cyclic_4_1,complete_1,unroll_4,pipeline_1,unroll_8,pipeline,unroll,pipeline,unroll,29.0,0.12159928345013298,False
workload_3818.cpp,xcu200-fsgd2104-2-e,5.0,0.38953,1333,1,26,16,18,cyclic_4_1,block_16_1,cyclic_16_1,block_2_1,complete_1,unroll_4,unroll_8,unroll_4,pipeline,pipeline,unroll_2,pipeline,15.25,0.13794495198820816,False
workload_3821.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,101,1,6,14,8,complete_1,cyclic_16_1,cyclic_4_1,complete_1,complete_1,pipeline,pipeline_1,pipeline,unroll_64,unroll,unroll_2,pipeline,7.25,0.8017737256662525,False
workload_3822.cpp,xcu200-fsgd2104-2-e,5.0,0.03139,141,1,3,22,63,complete_1,block_2_1,complete_1,complete_1,complete_1,unroll_8,unroll_4,unroll,unroll_16,pipeline_1,unroll,pipeline,22.25,0.4265022582252429,False
workload_3829.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,64,1,6,2,3,cyclic_8_1,cyclic_2_1,cyclic_16_1,block_8_1,complete_1,unroll_2,pipeline,pipeline,unroll_32,pipeline_1,pipeline,pipeline,3.0,0.9338882640200111,False
workload_3830.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,84,1,6,2,4,cyclic_16_1,cyclic_16_1,cyclic_4_1,block_16_1,complete_1,unroll_4,pipeline_1,pipeline,unroll_64,unroll,pipeline_1,pipeline,3.25,0.9258016095972538,False
workload_3831.cpp,xcu200-fsgd2104-2-e,5.0,0.030745,92,1,6,15,11,complete_1,block_2_1,complete_1,complete_1,complete_1,unroll_2,pipeline,pipeline,unroll_32,pipeline_1,unroll,pipeline,8.25,0.7723428213139262,False
workload_3832.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,95,1,1,2,53,block_8_1,block_2_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_2,unroll_4,pipeline_1,unroll_8,pipeline,unroll_2,pipeline,14.25,0.6089962845254107,False
workload_3836.cpp,xcu200-fsgd2104-2-e,5.0,0.37928,693,1,65,27,36,block_8_1,block_16_1,cyclic_2_1,cyclic_8_1,complete_1,unroll_32,pipeline,pipeline,pipeline,pipeline_1,unroll_2,pipeline,32.25,0.10401715541025841,False
workload_3838.cpp,xcu200-fsgd2104-2-e,5.0,0.030745,76,1,1,4,28,cyclic_8_1,cyclic_8_1,block_4_1,block_2_1,complete_1,pipeline,unroll_2,unroll_16,unroll_8,pipeline_1,pipeline,pipeline_1,8.5,0.7650835975198796,False
workload_3839.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,83,1,6,2,4,block_2_1,cyclic_32_1,cyclic_8_1,block_4_1,complete_1,unroll_32,pipeline_1,pipeline,unroll_32,pipeline_1,unroll_4,pipeline,3.25,0.9258016095972538,False
workload_3840.cpp,xcu200-fsgd2104-2-e,5.0,0.030745,71,1,6,2,3,block_4_1,block_8_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll_4,pipeline_1,3.0,0.9338882866904336,False
workload_3841.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,72,1,6,5,5,cyclic_2_1,cyclic_2_1,complete_1,block_8_1,complete_1,unroll_16,pipeline,unroll_2,unroll_8,pipeline_1,unroll,pipeline_1,4.25,0.8938490037114878,False
workload_3845.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,112,1,1,5,55,cyclic_32_1,cyclic_32_1,block_16_1,block_4_1,complete_1,pipeline_1,unroll_4,pipeline,unroll_16,pipeline_1,pipeline,pipeline_1,15.5,0.5778223716676987,False
workload_3847.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,106,1,1,4,54,cyclic_8_1,cyclic_2_1,cyclic_16_1,block_8_1,complete_1,unroll_8,unroll_4,unroll,unroll_16,pipeline_1,pipeline,pipeline,15.0,0.59017373206798,False
workload_3849.cpp,xcu200-fsgd2104-2-e,5.0,0.030745,81,1,6,4,4,cyclic_4_1,block_32_1,block_16_1,block_2_1,complete_1,unroll_2,pipeline,pipeline_1,unroll_32,pipeline,unroll_2,unroll,3.75,0.9097465203208837,False
workload_3850.cpp,xcu200-fsgd2104-2-e,5.0,0.38953,1343,1,26,16,18,cyclic_4_1,block_16_1,cyclic_16_1,block_2_1,complete_1,unroll_4,unroll,unroll_4,pipeline,pipeline,unroll_2,pipeline,15.25,0.13794495198820816,False
workload_3851.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,82,1,6,14,8,complete_1,cyclic_2_1,cyclic_8_1,complete_1,complete_1,pipeline,pipeline,unroll_16,unroll_8,pipeline_1,unroll_2,pipeline,7.25,0.8017737256662525,False
workload_3852.cpp,xcu200-fsgd2104-2-e,5.0,0.37928,401,1,32,18,22,block_2_1,block_8_1,cyclic_2_1,complete_1,complete_1,unroll_32,unroll_4,unroll_4,pipeline,pipeline_1,unroll_8,pipeline_1,18.25,0.13758876567951836,False
workload_3853.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,78,1,6,2,4,cyclic_4_1,block_8_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll,unroll_64,pipeline_1,unroll,unroll,3.25,0.9258016095972538,False
workload_3856.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,103,1,1,10,30,complete_1,block_2_1,block_16_1,block_2_1,complete_1,unroll_32,unroll_2,pipeline,unroll_32,pipeline_1,unroll_8,pipeline,10.5,0.7084282600831766,False
workload_3858.cpp,xcu200-fsgd2104-2-e,5.0,0.389515,1896,1,26,16,18,cyclic_16_1,block_4_1,block_2_1,block_16_1,complete_1,unroll,unroll,pipeline,pipeline_1,pipeline,unroll_4,unroll,15.25,0.13795584907834818,False
workload_3863.cpp,xcu200-fsgd2104-2-e,5.0,0.030745,84,1,6,14,8,complete_1,cyclic_16_1,cyclic_4_1,complete_1,complete_1,pipeline,pipeline_1,unroll,unroll_16,unroll,unroll,pipeline,7.25,0.8017737323213477,False
workload_3864.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,178,1,3,22,63,complete_1,block_2_1,complete_1,complete_1,complete_1,unroll_8,unroll_4,pipeline,unroll_64,pipeline_1,unroll_2,pipeline,22.25,0.42650472552237595,False
workload_3867.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,65,1,6,2,3,cyclic_2_1,block_2_1,cyclic_4_1,block_8_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_32,pipeline,unroll_4,pipeline_1,3.0,0.9338882640200111,False
workload_3870.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,100,1,6,4,5,block_32_1,cyclic_16_1,cyclic_4_1,block_16_1,complete_1,unroll_4,pipeline,pipeline,unroll_64,unroll,pipeline_1,pipeline,4.0,0.9017780532108414,False
workload_3871.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,102,1,1,11,30,complete_1,block_2_1,block_16_1,block_2_1,complete_1,unroll_32,unroll_2,unroll,unroll_32,pipeline_1,unroll,pipeline,10.75,0.7015236506643774,False
workload_3872.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,110,1,1,5,55,cyclic_32_1,cyclic_32_1,block_16_1,block_4_1,complete_1,unroll_2,unroll_4,pipeline_1,unroll_16,pipeline_1,pipeline,pipeline_1,15.5,0.5778223716676987,False
workload_3873.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,86,1,6,13,8,complete_1,block_2_1,cyclic_4_1,complete_1,complete_1,unroll_32,pipeline_1,pipeline,unroll_32,unroll,unroll_8,pipeline,7.0,0.8092299570618906,False
workload_3874.cpp,xcu200-fsgd2104-2-e,5.0,0.34853,444,1,78,31,43,cyclic_8_1,block_16_1,cyclic_16_1,block_8_1,complete_1,unroll_2,pipeline,pipeline,pipeline,pipeline_1,pipeline,pipeline,38.25,0.10129417833892998,False
workload_3875.cpp,xcu200-fsgd2104-2-e,5.0,0.030745,75,1,1,4,27,cyclic_8_1,cyclic_2_1,block_4_1,block_8_1,complete_1,pipeline,unroll_2,unroll_16,unroll_8,pipeline_1,unroll,pipeline_1,8.25,0.7723428213139262,False
workload_3876.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,70,1,6,2,3,block_2_1,block_8_1,cyclic_8_1,block_8_1,complete_1,unroll_32,pipeline_1,pipeline,unroll_4,pipeline,unroll_4,unroll,3.0,0.9338882640200111,False
workload_3877.cpp,xcu200-fsgd2104-2-e,5.0,0.34853,445,1,78,31,43,cyclic_16_1,block_8_1,block_8_1,cyclic_4_1,complete_1,unroll_32,unroll_4,unroll_4,pipeline,pipeline_1,unroll,pipeline_1,38.25,0.10129417833892998,False
workload_3878.cpp,xcu200-fsgd2104-2-e,5.0,0.030745,79,1,6,2,4,cyclic_16_1,cyclic_32_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_32,pipeline_1,pipeline,unroll_32,pipeline_1,unroll_4,pipeline,3.25,0.9258016296507933,False
workload_3880.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,77,1,6,16,8,complete_1,complete_1,cyclic_8_1,complete_1,complete_1,pipeline,pipeline,unroll_4,unroll_8,pipeline_1,unroll_4,pipeline_1,7.75,0.7869794675545632,False
workload_3881.cpp,xcu200-fsgd2104-2-e,5.0,0.030765,129,1,11,13,9,block_2_1,cyclic_16_1,complete_1,complete_1,complete_1,unroll_2,unroll_8,unroll_4,unroll_16,unroll,unroll_8,unroll,8.5,0.7650835879216735,False
workload_3882.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,94,1,1,2,53,block_8_1,block_2_1,cyclic_8_1,cyclic_4_1,complete_1,unroll_2,unroll_4,unroll_4,unroll_8,pipeline,unroll_2,pipeline,14.25,0.6089962845254107,False
workload_3883.cpp,xcu200-fsgd2104-2-e,5.0,0.030745,65,1,6,2,3,block_8_1,block_2_1,block_4_1,block_2_1,complete_1,unroll_2,pipeline_1,pipeline_1,unroll_32,pipeline_1,pipeline,unroll,3.0,0.9338882866904336,False
workload_3884.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,74,1,6,8,7,cyclic_2_1,block_2_1,complete_1,complete_1,complete_1,pipeline_1,pipeline_1,unroll_2,unroll_16,pipeline,unroll_4,pipeline_1,5.5,0.8547947779485848,False
workload_3885.cpp,xcu200-fsgd2104-2-e,5.0,0.030745,74,1,6,3,4,cyclic_4_1,block_32_1,cyclic_8_1,block_2_1,complete_1,pipeline_1,pipeline,pipeline_1,unroll_32,pipeline,unroll_2,unroll,3.5,0.9177543741942769,False
workload_3887.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,71,1,6,5,5,cyclic_2_1,cyclic_8_1,complete_1,block_2_1,complete_1,unroll_16,pipeline,unroll_2,unroll_8,pipeline_1,pipeline,pipeline_1,4.25,0.8938490037114878,False
workload_3888.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,164,1,3,16,61,complete_1,cyclic_8_1,cyclic_4_1,complete_1,complete_1,unroll_4,unroll_4,pipeline,unroll_64,pipeline_1,unroll_2,pipeline,20.25,0.46834506339756643,False
workload_3889.cpp,xcu200-fsgd2104-2-e,5.0,0.030745,78,1,6,14,8,complete_1,cyclic_16_1,cyclic_4_1,complete_1,complete_1,pipeline,pipeline_1,pipeline,unroll_16,unroll,unroll_8,pipeline,7.25,0.8017737323213477,False
workload_3890.cpp,xcu200-fsgd2104-2-e,5.0,0.030745,87,1,1,7,28,cyclic_16_1,cyclic_8_1,cyclic_4_1,complete_1,complete_1,unroll,unroll_2,pipeline,unroll_8,pipeline,unroll_4,pipeline_1,9.25,0.7435423356364805,False
workload_3891.cpp,xcu200-fsgd2104-2-e,5.0,0.03076,66,1,6,5,5,cyclic_2_1,cyclic_2_1,complete_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,unroll_2,unroll_8,pipeline_1,unroll,pipeline,4.25,0.8938490037114878,False
workload_3892.cpp,xcu200-fsgd2104-2-e,5.0,0.34853,446,1,78,31,43,cyclic_16_1,block_8_1,cyclic_8_1,block_4_1,complete_1,pipeline,pipeline_1,unroll_8,pipeline,pipeline_1,unroll_2,pipeline_1,38.25,0.10129417833892998,False
