Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,Area,Weight,is_pareto
workload_2050.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1261404,421,1,26,34,73,cyclic_256_1,cyclic_512_1,cyclic_64_1,unroll_32,33.5,0.3076459530267014,False
workload_2051.cpp,xczu7ev-ffvc1156-2-e,3.33,0.77510079,505,4,1,24,43,cyclic_2_1,block_512_1,block_256_1,unroll_32,18.0,0.207141687041852,False
workload_2052.cpp,xczu7ev-ffvc1156-2-e,3.33,0.10987668,638,2,2,51,27,block_1024_1,cyclic_2_1,cyclic_2_1,pipeline_1,20.5,0.5405580870483229,False
workload_2053.cpp,xczu7ev-ffvc1156-2-e,3.33,0.87983928,1666,1,1,17,31,cyclic_256_1,block_512_1,cyclic_128_1,unroll_8,12.5,0.16984252260649513,False
workload_2054.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07576416,50,7,1,1,2,cyclic_2_1,cyclic_2_1,cyclic_2_1,pipeline_1,2.75,1.0,True
workload_2055.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07576416,50,12,1,1,2,cyclic_4_1,cyclic_2_1,block_2_1,pipeline_1,4.0,0.9625266178277819,False
workload_2056.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07576416,51,13,1,1,2,cyclic_2_1,cyclic_16_1,cyclic_2_1,pipeline,4.25,0.9551275595646832,False
workload_2057.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7553772000000001,52,5,1,1,2,cyclic_2_1,cyclic_4_1,cyclic_2_1,unroll_2,2.25,0.25921019313649507,False
workload_2058.cpp,xczu7ev-ffvc1156-2-e,3.33,0.2438892,63,5,1,1,2,cyclic_4_1,cyclic_2_1,block_2_1,unroll_4,2.25,0.8551083874700983,False
workload_2059.cpp,xczu7ev-ffvc1156-2-e,3.33,0.77924664,71,4,1,2,5,cyclic_8_1,cyclic_128_1,cyclic_2_1,unroll_2,3.0,0.24202728016632835,False
workload_2061.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1160172,82,5,1,2,4,cyclic_4_1,cyclic_2_1,cyclic_4_1,unroll_16,3.0,0.9593694296836969,False
workload_2062.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07917408,89,6,1,12,11,cyclic_2_1,block_512_1,cyclic_2_1,pipeline,7.5,0.8617261406971538,False
workload_2063.cpp,xczu7ev-ffvc1156-2-e,3.33,0.124542,93,4,2,7,11,block_2_1,cyclic_64_1,cyclic_64_1,unroll_16,6.0,0.8871777796589838,False
workload_2064.cpp,xczu7ev-ffvc1156-2-e,3.33,0.11111544,107,5,16,11,17,cyclic_4_1,cyclic_2_1,block_2_1,unroll_32,12.25,0.731227702262197,False
workload_2065.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09281043,111,3,1,31,13,cyclic_256_1,cyclic_8_1,block_2_1,pipeline,12.0,0.7403980921474307,False
workload_2066.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09281043,111,3,1,31,13,cyclic_256_1,block_4_1,cyclic_4_1,pipeline_1,12.0,0.7403980921474307,False
workload_2067.cpp,xczu7ev-ffvc1156-2-e,3.33,0.10877112,111,6,30,19,26,cyclic_2_1,cyclic_8_1,cyclic_4_1,unroll_32,20.25,0.5459640740895316,False
workload_2068.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1586412,64,5,1,1,3,cyclic_4_1,cyclic_2_1,block_2_1,unroll_8,2.5,0.9284116733970782,False
workload_2069.cpp,xczu7ev-ffvc1156-2-e,3.33,0.85255992,65,5,1,1,4,cyclic_4_1,cyclic_8_1,cyclic_64_1,unroll_4,2.75,0.19562109386335186,False
workload_2070.cpp,xczu7ev-ffvc1156-2-e,3.33,0.10291032,115,6,28,17,25,cyclic_4_1,cyclic_8_1,cyclic_2_1,unroll_32,19.0,0.5735068290525716,False
workload_2071.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07917408,121,10,1,15,14,cyclic_2_1,block_256_1,block_512_1,pipeline,10.0,0.7936747497097713,False
workload_2072.cpp,xczu7ev-ffvc1156-2-e,3.33,0.2438892,53,6,1,1,2,cyclic_4_1,cyclic_2_1,block_4_1,unroll_4,2.5,0.8517812189166234,False
workload_2073.cpp,xczu7ev-ffvc1156-2-e,3.33,0.75367224,54,6,1,1,3,cyclic_4_1,cyclic_8_1,cyclic_2_1,unroll_4,2.75,0.2604352797288444,False
workload_2074.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07576416,47,13,1,1,2,cyclic_4_1,cyclic_4_1,block_2_1,pipeline,4.25,0.9551275595646832,False
workload_2075.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09622368,53,17,1,3,5,cyclic_8_1,cyclic_128_1,cyclic_32_1,pipeline,6.5,0.8865807407347243,False
workload_2076.cpp,xczu7ev-ffvc1156-2-e,3.33,0.10983672,104,5,23,15,22,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_32,16.25,0.6347923919099066,False
workload_2077.cpp,xczu7ev-ffvc1156-2-e,3.33,0.8576748000000001,80,4,1,12,13,cyclic_4_1,cyclic_512_1,cyclic_64_1,unroll_2,7.5,0.1895171917486546,False
workload_2078.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09281043,101,2,1,31,13,cyclic_256_1,block_2_1,cyclic_4_1,pipeline,11.75,0.7467802908650918,False
workload_2079.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07917408,99,12,1,12,9,cyclic_4_1,cyclic_4_1,block_512_1,pipeline,8.5,0.8341275672721692,False
workload_2080.cpp,xczu7ev-ffvc1156-2-e,3.33,0.58743864,131,5,1,11,15,cyclic_4_1,block_512_1,cyclic_4_1,unroll_4,8.0,0.3952479735691006,False
workload_2081.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09281043,93,2,1,31,13,cyclic_256_1,cyclic_2_1,cyclic_2_1,pipeline_1,11.75,0.7467802908650918,False
workload_2082.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09281043,99,2,1,31,13,cyclic_256_1,cyclic_2_1,block_2_1,pipeline_1,11.75,0.7467802908650918,False
workload_2083.cpp,xczu7ev-ffvc1156-2-e,3.33,0.10323,96,5,25,16,22,cyclic_4_1,cyclic_4_1,cyclic_2_1,unroll_32,17.0,0.6182911645829229,False
workload_2084.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09622035,103,2,1,32,14,cyclic_256_1,cyclic_4_1,cyclic_64_1,pipeline,12.25,0.7336309434068115,False
workload_2085.cpp,xczu7ev-ffvc1156-2-e,3.33,0.8764293599999999,262,2,1,6,17,cyclic_256_1,cyclic_2_1,cyclic_64_1,unroll_8,6.5,0.1805599659826141,False
workload_2086.cpp,xczu7ev-ffvc1156-2-e,3.33,0.71403192,294,4,1,12,16,cyclic_2_1,block_512_1,block_2_1,unroll_16,8.25,0.28344638947838274,False
workload_2087.cpp,xczu7ev-ffvc1156-2-e,3.33,0.87280632,552,2,1,6,22,cyclic_256_1,cyclic_64_1,block_2_1,unroll_16,7.75,0.18112360396533322,False
workload_2088.cpp,xczu7ev-ffvc1156-2-e,3.33,0.89694216,1897,2,1,8,44,cyclic_256_1,cyclic_2_1,cyclic_2_1,unroll_64,13.75,0.15953135182775605,False
workload_2089.cpp,xczu7ev-ffvc1156-2-e,3.33,0.8736588000000001,2280,2,1,24,61,cyclic_1024_1,cyclic_4_1,block_2_1,unroll_16,22.0,0.14753724860067655,False
workload_2091.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07576416,52,12,1,1,2,cyclic_2_1,cyclic_8_1,block_2_1,pipeline,4.0,0.9625266178277819,False
workload_2092.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07576416,52,12,1,1,2,cyclic_4_1,cyclic_2_1,cyclic_2_1,pipeline,4.0,0.9625266178277819,False
workload_2093.cpp,xczu7ev-ffvc1156-2-e,3.33,0.24474168,54,4,1,1,2,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_4,2.0,1.0,True
workload_2094.cpp,xczu7ev-ffvc1156-2-e,3.33,0.2438892,55,5,1,1,2,cyclic_4_1,cyclic_2_1,cyclic_2_1,unroll_4,2.25,0.8551083874700983,False
workload_2095.cpp,xczu7ev-ffvc1156-2-e,3.33,0.295038,59,5,1,2,5,block_8_1,cyclic_64_1,block_2_1,unroll_4,3.25,0.7757957676012125,False
workload_2096.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7783941600000001,63,4,1,1,5,cyclic_16_1,block_64_1,cyclic_2_1,unroll_4,2.75,0.24266853052659584,False
workload_2097.cpp,xczu7ev-ffvc1156-2-e,3.33,0.41779512,98,4,1,11,15,cyclic_2_1,block_512_1,cyclic_4_1,unroll_2,7.75,0.581095629844003,False
workload_2098.cpp,xczu7ev-ffvc1156-2-e,3.33,0.11111544,100,5,16,11,17,cyclic_4_1,cyclic_2_1,cyclic_2_1,unroll_32,12.25,0.731227702262197,False
workload_2099.cpp,xczu7ev-ffvc1156-2-e,3.33,0.10323,103,6,25,16,23,cyclic_4_1,cyclic_4_1,block_4_1,unroll_32,17.5,0.6069006637393998,False
workload_2100.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09281043,106,2,1,31,13,cyclic_256_1,cyclic_2_1,cyclic_2_1,pipeline_1,11.75,0.7467802908650918,False
workload_2101.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09281043,108,2,1,31,13,cyclic_256_1,cyclic_2_1,cyclic_4_1,pipeline,11.75,0.7467802908650918,False
workload_2102.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09622035,111,3,1,31,13,cyclic_256_1,cyclic_2_1,block_8_1,pipeline_1,12.0,0.7399727618196792,False
workload_2103.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09622035,118,2,1,32,14,cyclic_256_1,cyclic_2_1,cyclic_64_1,pipeline_1,12.25,0.7336309434068115,False
workload_2104.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7570888200000001,118,4,1,18,19,cyclic_4_1,block_2_1,block_512_1,unroll_4,10.5,0.24584526669844867,False
workload_2106.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1756908,63,5,1,1,3,cyclic_8_1,cyclic_2_1,block_2_1,unroll_8,2.5,0.9102221232960355,False
workload_2107.cpp,xczu7ev-ffvc1156-2-e,3.33,0.10991664,129,2,2,35,19,block_256_1,cyclic_256_1,block_2_1,pipeline,14.5,0.6761479819856845,False
workload_2108.cpp,xczu7ev-ffvc1156-2-e,3.33,0.87813432,164,22,1,5,14,cyclic_128_1,block_256_1,cyclic_64_1,unroll_2,10.5,0.17440334490510534,False
workload_2109.cpp,xczu7ev-ffvc1156-2-e,3.33,0.4399596,49,6,1,1,2,cyclic_8_1,block_4_1,block_2_1,unroll_2,2.5,0.5764517914889175,False
workload_2110.cpp,xczu7ev-ffvc1156-2-e,3.33,0.24474168,51,5,1,1,2,cyclic_2_1,cyclic_2_1,block_2_1,unroll_4,2.25,0.8543906507904474,False
workload_2111.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1160172,74,5,1,2,4,cyclic_4_1,cyclic_2_1,cyclic_2_1,unroll_16,3.0,0.9593694296836969,False
workload_2112.cpp,xczu7ev-ffvc1156-2-e,3.33,0.13221432,75,5,2,2,5,cyclic_8_1,cyclic_4_1,block_2_1,unroll_16,3.5,0.9364785960466031,False
workload_2113.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07917408,80,6,1,12,11,cyclic_2_1,block_512_1,cyclic_2_1,pipeline,7.5,0.8617261406971538,False
workload_2114.cpp,xczu7ev-ffvc1156-2-e,3.33,0.87387192,198,2,1,5,15,cyclic_256_1,cyclic_64_1,block_2_1,unroll_4,5.75,0.18253622288075338,False
workload_2115.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09281043,103,2,1,31,13,cyclic_256_1,cyclic_2_1,cyclic_4_1,pipeline,11.75,0.7467802908650918,False
workload_2116.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1782615599999999,211,4,2,39,30,cyclic_8_1,cyclic_128_1,block_512_1,unroll_8,18.75,0.5656429814403124,False
workload_2117.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09281043,104,3,1,31,13,cyclic_256_1,block_8_1,cyclic_4_1,pipeline,12.0,0.7403980921474307,False
workload_2118.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09281043,95,2,1,31,13,cyclic_256_1,cyclic_2_1,cyclic_4_1,pipeline_1,11.75,0.7467802908650918,False
workload_2119.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09281376,57,84,1,3,7,cyclic_64_1,cyclic_128_1,block_2_1,pipeline_1,23.75,0.4757477369796731,False
workload_2120.cpp,xczu7ev-ffvc1156-2-e,3.33,0.10983672,99,5,23,15,22,cyclic_2_1,cyclic_2_1,block_2_1,unroll_32,16.25,0.6347923919099066,False
workload_2121.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09281376,239,2,1,79,23,cyclic_512_1,cyclic_2_1,cyclic_4_1,pipeline_1,26.25,0.4284453934202177,False
workload_2122.cpp,xczu7ev-ffvc1156-2-e,3.33,0.77008248,127,5,1,1,3,cyclic_8_1,block_2_1,block_2_1,unroll_16,2.5,0.24855240679456891,False
workload_2123.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09622035,198,2,1,42,20,cyclic_256_1,cyclic_2_1,block_512_1,pipeline_1,16.25,0.6363415081970429,False
workload_2124.cpp,xczu7ev-ffvc1156-2-e,3.33,0.86801112,268,4,10,11,15,block_4_1,cyclic_64_1,cyclic_64_1,unroll_32,10.0,0.1803535954770083,False
workload_2125.cpp,xczu7ev-ffvc1156-2-e,3.33,0.6718341600000001,214,4,1,11,15,cyclic_4_1,block_512_1,block_2_1,unroll_8,7.75,0.31907143032538593,False
workload_2126.cpp,xczu7ev-ffvc1156-2-e,3.33,0.92779128,160,4,5,7,10,block_4_1,cyclic_64_1,cyclic_64_1,unroll_16,6.5,0.15599471079114494,False
workload_2127.cpp,xczu7ev-ffvc1156-2-e,3.33,0.8764293599999999,373,1,1,10,23,cyclic_256_1,cyclic_128_1,cyclic_256_1,unroll_8,8.75,0.17796291312445772,False
workload_2128.cpp,xczu7ev-ffvc1156-2-e,3.33,0.87706872,2297,1,1,25,63,cyclic_1024_1,cyclic_64_1,cyclic_64_1,unroll_16,22.5,0.1448228471438284,False
workload_2130.cpp,xczu7ev-ffvc1156-2-e,3.33,0.4143852,48,5,1,1,2,cyclic_2_1,cyclic_2_1,block_2_1,unroll_2,2.25,0.6096509217930244,False
workload_2131.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09281376,50,13,1,1,2,cyclic_8_1,cyclic_4_1,cyclic_2_1,pipeline,4.25,0.9500454954720448,False
workload_2132.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09281376,50,43,1,1,3,cyclic_32_1,cyclic_2_1,cyclic_4_1,pipeline,12.0,0.740397702427792,False
workload_2133.cpp,xczu7ev-ffvc1156-2-e,3.33,0.24474168,52,5,1,1,2,cyclic_2_1,cyclic_2_1,block_2_1,unroll_4,2.25,0.8543906507904474,False
workload_2134.cpp,xczu7ev-ffvc1156-2-e,3.33,0.2438892,53,5,1,1,2,cyclic_2_1,cyclic_4_1,block_2_1,unroll_4,2.25,0.8551083874700983,False
workload_2135.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09622368,58,12,1,4,6,cyclic_8_1,cyclic_128_1,cyclic_64_1,pipeline_1,5.75,0.9073401130572764,False
workload_2136.cpp,xczu7ev-ffvc1156-2-e,3.33,0.87813432,61,4,1,2,5,cyclic_8_1,cyclic_64_1,cyclic_64_1,unroll_2,3.0,0.1815424811904132,False
workload_2137.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07917408,61,10,1,4,5,cyclic_2_1,cyclic_128_1,cyclic_64_1,pipeline,5.0,0.9328903772668276,False
workload_2138.cpp,xczu7ev-ffvc1156-2-e,3.33,0.15949368,67,4,1,1,3,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_8,2.25,1.0,True
workload_2139.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1160172,82,5,1,2,4,cyclic_4_1,cyclic_2_1,block_2_1,unroll_16,3.0,0.9593694296836969,False
workload_2140.cpp,xczu7ev-ffvc1156-2-e,3.33,0.11900088,96,5,1,13,13,cyclic_4_1,cyclic_512_1,block_2_1,unroll_16,8.0,0.8384831068516687,False
workload_2141.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07576416,48,11,1,1,2,cyclic_2_1,cyclic_4_1,block_2_1,pipeline,3.75,0.9699575488146622,False
workload_2142.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09281043,98,2,1,31,13,cyclic_256_1,cyclic_2_1,cyclic_2_1,pipeline,11.75,0.7467802908650918,False
workload_2143.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1106892,102,4,18,12,19,cyclic_4_1,cyclic_2_1,cyclic_64_1,unroll_32,13.25,0.7064533004299617,False
workload_2144.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07917408,79,12,1,12,11,cyclic_4_1,cyclic_512_1,cyclic_2_1,pipeline,9.0,0.820516933000295,False
workload_2145.cpp,xczu7ev-ffvc1156-2-e,3.33,0.10323,101,5,25,16,22,cyclic_4_1,cyclic_4_1,cyclic_2_1,unroll_32,17.0,0.6182911645829229,False
workload_2146.cpp,xczu7ev-ffvc1156-2-e,3.33,0.10951704,107,4,23,16,23,cyclic_2_1,cyclic_2_1,cyclic_64_1,unroll_32,16.5,0.629045069342846,False
workload_2147.cpp,xczu7ev-ffvc1156-2-e,3.33,0.85213368,106,4,1,6,9,cyclic_4_1,cyclic_128_1,cyclic_256_1,unroll_8,5.0,0.1949955591615245,False
workload_2148.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09281043,102,2,1,31,13,cyclic_256_1,block_2_1,cyclic_2_1,pipeline,11.75,0.7467802908650918,False
workload_2149.cpp,xczu7ev-ffvc1156-2-e,3.33,0.87728184,174,22,1,6,13,cyclic_128_1,cyclic_128_1,cyclic_128_1,unroll_8,10.5,0.17482495559775796,False
workload_2150.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7783941600000001,179,2,1,4,13,cyclic_256_1,cyclic_2_1,cyclic_4_1,unroll_4,5.0,0.24147333153351744,False
workload_2151.cpp,xczu7ev-ffvc1156-2-e,3.33,0.11111544,98,6,16,11,17,cyclic_4_1,cyclic_2_1,block_4_1,unroll_32,12.5,0.7249735263276741,False
workload_2152.cpp,xczu7ev-ffvc1156-2-e,3.33,0.60896376,107,4,1,2,4,cyclic_2_1,cyclic_2_1,cyclic_64_1,unroll_16,2.75,0.3853286284575055,False
workload_2154.cpp,xczu7ev-ffvc1156-2-e,3.33,0.753246,68,5,1,1,3,cyclic_4_1,block_2_1,cyclic_4_1,unroll_8,2.5,0.260779641229344,False
workload_2155.cpp,xczu7ev-ffvc1156-2-e,3.33,0.87387192,170,2,1,4,13,cyclic_256_1,cyclic_2_1,block_2_1,unroll_4,5.0,0.18305009514812903,False
workload_2156.cpp,xczu7ev-ffvc1156-2-e,3.33,0.77754168,248,3,1,5,16,cyclic_256_1,cyclic_4_1,cyclic_4_1,unroll_8,6.25,0.24065763559297637,False
workload_2157.cpp,xczu7ev-ffvc1156-2-e,3.33,0.81334584,98,2,1,5,22,block_256_1,cyclic_2_1,cyclic_64_1,unroll_2,7.5,0.21543407650633922,False
workload_2158.cpp,xczu7ev-ffvc1156-2-e,3.33,0.87728184,190,3,1,5,15,cyclic_256_1,cyclic_64_1,cyclic_8_1,unroll_4,6.0,0.18054752400325577,False
workload_2159.cpp,xczu7ev-ffvc1156-2-e,3.33,0.78181074,299,2,1,22,30,cyclic_256_1,cyclic_4_1,block_512_1,unroll_4,13.75,0.2196196542629953,False
workload_2160.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09622035,207,1,1,44,23,cyclic_256_1,cyclic_128_1,block_512_1,pipeline,17.25,0.6132642054519641,False
workload_2161.cpp,xczu7ev-ffvc1156-2-e,3.33,0.77754168,312,2,1,6,19,cyclic_256_1,cyclic_128_1,cyclic_4_1,unroll_8,7.0,0.23956632260266364,False
workload_2162.cpp,xczu7ev-ffvc1156-2-e,3.33,0.71403192,325,4,1,12,16,cyclic_4_1,block_512_1,block_2_1,unroll_16,8.25,0.28344638947838274,False
workload_2163.cpp,xczu7ev-ffvc1156-2-e,3.33,0.87728184,219,1,1,7,17,cyclic_256_1,cyclic_128_1,cyclic_64_1,unroll_4,6.5,0.18011604782288815,False
workload_2165.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1132866,770,2,2,61,36,block_1024_1,block_512_1,cyclic_2_1,pipeline,25.25,0.4456328209514616,False
workload_2168.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07576416,52,11,1,1,2,cyclic_2_1,cyclic_2_1,cyclic_4_1,pipeline,3.75,0.9699575488146622,False
workload_2169.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07576416,52,13,1,1,2,cyclic_4_1,cyclic_4_1,cyclic_2_1,pipeline,4.25,0.9551275595646832,False
workload_2170.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07576416,53,11,1,1,2,cyclic_2_1,cyclic_4_1,block_2_1,pipeline_1,3.75,0.9699575488146622,False
workload_2171.cpp,xczu7ev-ffvc1156-2-e,3.33,0.4143852,54,5,1,1,2,cyclic_2_1,cyclic_2_1,block_2_1,unroll_2,2.25,0.6096509217930244,False
workload_2172.cpp,xczu7ev-ffvc1156-2-e,3.33,0.24474168,55,5,1,1,2,cyclic_2_1,cyclic_2_1,block_2_1,unroll_4,2.25,0.8543906507904474,False
workload_2173.cpp,xczu7ev-ffvc1156-2-e,3.33,0.4399596,55,7,1,1,2,cyclic_8_1,cyclic_16_1,cyclic_4_1,unroll_2,2.75,0.5763158666723356,False
workload_2174.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07917408,57,11,1,2,3,cyclic_2_1,cyclic_2_1,cyclic_64_1,pipeline,4.25,0.9548148649514681,False
workload_2175.cpp,xczu7ev-ffvc1156-2-e,3.33,0.2438892,57,5,1,1,2,cyclic_4_1,cyclic_2_1,block_2_1,unroll_4,2.25,0.8551083874700983,False
workload_2176.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1586412,61,6,1,1,3,cyclic_4_1,cyclic_2_1,block_4_1,unroll_8,2.75,0.9252019930834936,False
workload_2177.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09281376,48,43,1,1,3,cyclic_32_1,cyclic_2_1,cyclic_4_1,pipeline_1,12.0,0.740397702427792,False
workload_2178.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09281043,102,2,1,31,13,cyclic_256_1,block_2_1,block_2_1,pipeline,11.75,0.7467802908650918,False
workload_2179.cpp,xczu7ev-ffvc1156-2-e,3.33,0.10323,109,5,25,16,22,cyclic_4_1,cyclic_4_1,cyclic_2_1,unroll_32,17.0,0.6182911645829229,False
workload_2180.cpp,xczu7ev-ffvc1156-2-e,3.33,0.2438892,53,4,1,2,3,cyclic_2_1,cyclic_64_1,cyclic_2_1,unroll_4,2.5,0.8517812189166234,False
workload_2181.cpp,xczu7ev-ffvc1156-2-e,3.33,0.87813432,118,22,1,4,11,cyclic_128_1,cyclic_128_1,cyclic_64_1,unroll_4,9.5,0.17601340726641232,False
workload_2182.cpp,xczu7ev-ffvc1156-2-e,3.33,0.11559096,77,5,1,2,4,cyclic_4_1,cyclic_4_1,block_2_1,unroll_16,3.0,0.9597514021342511,False
workload_2183.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1166565599999999,83,5,1,6,8,cyclic_2_1,cyclic_256_1,cyclic_4_1,unroll_16,5.0,0.9166589727963944,False
workload_2184.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09281043,98,4,1,31,13,cyclic_256_1,cyclic_16_1,block_2_1,pipeline,12.25,0.7340465780891197,False
workload_2185.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09622035,106,3,1,32,14,cyclic_256_1,cyclic_64_1,block_8_1,pipeline_1,12.5,0.727319441845516,False
workload_2186.cpp,xczu7ev-ffvc1156-2-e,3.33,0.15949368,61,5,1,1,3,cyclic_2_1,cyclic_2_1,block_4_1,unroll_8,2.5,0.9270094705299623,False
workload_2187.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1193205599999999,169,43,30,23,47,cyclic_128_1,cyclic_128_1,block_2_1,unroll_32,35.75,0.27663196866619005,False
workload_2188.cpp,xczu7ev-ffvc1156-2-e,3.33,0.24730578,119,4,1,22,21,cyclic_4_1,cyclic_2_1,block_512_1,unroll_4,12.0,0.6784869233104264,False
workload_2189.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7783941600000001,180,2,1,4,13,cyclic_256_1,cyclic_4_1,cyclic_2_1,unroll_4,5.0,0.24147333153351744,False
workload_2190.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1213452,83,5,1,4,7,block_2_1,cyclic_2_1,cyclic_2_1,unroll_16,4.25,0.9306581756291974,False
workload_2191.cpp,xczu7ev-ffvc1156-2-e,3.33,0.2438892,53,5,1,1,2,cyclic_2_1,cyclic_4_1,cyclic_2_1,unroll_4,2.25,0.8551083874700983,False
workload_2192.cpp,xczu7ev-ffvc1156-2-e,3.33,0.11686968,76,5,1,2,3,cyclic_2_1,cyclic_2_1,cyclic_2_1,unroll_16,2.75,0.9624979494750268,False
workload_2193.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07917408,74,11,1,12,11,cyclic_2_1,block_512_1,block_2_1,pipeline,8.75,0.8273064842917432,False
workload_2194.cpp,xczu7ev-ffvc1156-2-e,3.33,0.6718341600000001,220,4,1,11,15,cyclic_4_1,block_512_1,cyclic_2_1,unroll_8,7.75,0.31907143032538593,False
workload_2195.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09622035,169,2,1,42,22,cyclic_256_1,block_512_1,cyclic_2_1,pipeline_1,16.75,0.6247401558167972,False
workload_2196.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1197468,235,3,18,18,57,cyclic_256_1,cyclic_4_1,block_2_1,unroll_32,24.0,0.46883528742494385,False
workload_2197.cpp,xczu7ev-ffvc1156-2-e,3.33,0.77754168,246,3,1,5,16,cyclic_256_1,cyclic_8_1,cyclic_4_1,unroll_8,6.25,0.24065763559297637,False
workload_2198.cpp,xczu7ev-ffvc1156-2-e,3.33,0.19919727,265,2,5,71,56,block_256_1,cyclic_2_1,cyclic_2_1,unroll_8,33.5,0.30107543050532304,False
workload_2199.cpp,xczu7ev-ffvc1156-2-e,3.33,0.87387192,165,2,1,4,13,cyclic_256_1,cyclic_2_1,block_2_1,unroll_4,5.0,0.18305009514812903,False
workload_2200.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7783941600000001,164,2,1,4,13,cyclic_256_1,cyclic_2_1,cyclic_4_1,unroll_4,5.0,0.24147333153351744,False
workload_2201.cpp,xczu7ev-ffvc1156-2-e,3.33,0.8764293599999999,274,2,1,7,18,cyclic_256_1,cyclic_2_1,cyclic_128_1,unroll_8,7.0,0.1800735380129924,False
workload_2202.cpp,xczu7ev-ffvc1156-2-e,3.33,0.87280632,446,2,1,6,20,cyclic_256_1,cyclic_2_1,block_2_1,unroll_16,7.25,0.18169810949012086,False
workload_2203.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7818040800000001,819,2,1,15,26,cyclic_256_1,block_512_1,cyclic_2_1,unroll_4,11.0,0.22805750670525732,False
workload_2204.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7553772000000001,54,5,1,1,2,cyclic_4_1,cyclic_4_1,cyclic_2_1,unroll_2,2.25,0.25921019313649507,False
