Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_2_1,Area,Weight,is_pareto
workload_3050.cpp,xcu200-fsgd2104-2-e,10.0,622.85916,422,3,3,8,19,cyclic_8_1,cyclic_4_1,cyclic_4_1,unroll,unroll_16,unroll_32,unroll_16,unroll_4,unroll_4,unroll,pipeline,pipeline,8.25,0.840674589605533,False
workload_3051.cpp,xcu200-fsgd2104-2-e,10.0,145.89512,125,3,5,2,5,cyclic_8_1,cyclic_128_1,block_16_1,unroll,pipeline,pipeline,unroll_64,unroll_32,unroll_2,unroll_2,pipeline_1,unroll_2,3.75,0.9411153508914198,False
workload_3053.cpp,xcu200-fsgd2104-2-e,10.0,9013.98904,323,1,8,9,15,block_2_1,cyclic_4_1,block_128_1,unroll,unroll_16,pipeline,unroll_64,unroll_8,unroll_8,unroll_8,pipeline_1,unroll_8,8.25,0.603714802183163,False
workload_3054.cpp,xcu200-fsgd2104-2-e,10.0,1051.2456,639,1,1,20,31,block_2_1,cyclic_16_1,cyclic_2_1,pipeline,pipeline,unroll_32,unroll_8,unroll_64,unroll_16,unroll_4,pipeline_1,unroll_8,13.25,0.7044047891763663,False
workload_3055.cpp,xcu200-fsgd2104-2-e,10.0,170.32438,87,1,1,1,3,cyclic_2_1,cyclic_8_1,cyclic_128_1,pipeline,pipeline,pipeline,unroll_16,unroll_8,pipeline,unroll_16,pipeline_1,unroll,1.5,0.9879466154021564,False
workload_3056.cpp,xcu200-fsgd2104-2-e,10.0,39768.34343,312,11,4,2,11,cyclic_128_1,block_4_1,block_16_1,pipeline_1,pipeline,unroll_2,unroll_16,unroll_2,pipeline,pipeline_1,unroll,unroll_4,7.0,0.10000000000000003,False
workload_3057.cpp,xcu200-fsgd2104-2-e,10.0,696.52435,235,1,3,2,8,cyclic_4_1,block_2_1,cyclic_128_1,pipeline_1,unroll_64,unroll_2,unroll_32,unroll_2,pipeline_1,pipeline_1,pipeline,pipeline,3.5,0.9333415863859399,False
workload_3058.cpp,xcu200-fsgd2104-2-e,10.0,157.75988,160,11,17,5,10,cyclic_32_1,cyclic_2_1,block_16_1,pipeline,pipeline,pipeline_1,unroll_2,unroll_8,unroll_16,unroll_4,unroll,pipeline,10.75,0.798885677620006,False
workload_3059.cpp,xcu200-fsgd2104-2-e,10.0,141.08373,140,3,17,4,10,cyclic_8_1,block_16_1,block_32_1,pipeline,unroll_16,pipeline,unroll_32,unroll_8,unroll_4,unroll,unroll,unroll_2,8.5,0.8459238436059149,False
workload_3060.cpp,xcu200-fsgd2104-2-e,10.0,182.77184,239,1,17,5,13,cyclic_2_1,cyclic_128_1,block_32_1,unroll,unroll_64,pipeline,unroll_64,unroll_8,unroll_4,unroll_16,pipeline,unroll,9.0,0.8353836095572331,False
workload_3061.cpp,xcu200-fsgd2104-2-e,10.0,9669.76009,1845,1,1,11,18,block_2_1,block_8_1,cyclic_4_1,pipeline_1,unroll_64,unroll_2,unroll_64,unroll_4,unroll_8,unroll_4,unroll,unroll,7.75,0.5884686666118562,False
workload_3062.cpp,xcu200-fsgd2104-2-e,10.0,1104.07793,1234,6,1,28,53,cyclic_16_1,block_16_1,block_2_1,pipeline_1,unroll_64,unroll_64,unroll_2,unroll_2,pipeline_1,unroll_8,pipeline,unroll_4,22.0,0.4387480295530767,False
workload_3063.cpp,xcu200-fsgd2104-2-e,10.0,858.24501,71,3,1,1,1,cyclic_8_1,block_4_1,block_32_1,pipeline_1,pipeline,unroll_2,unroll_64,unroll_8,pipeline,unroll_2,pipeline_1,pipeline,1.5,0.9658838409296316,False
workload_3064.cpp,xcu200-fsgd2104-2-e,10.0,122.72603,135,1,17,4,10,cyclic_2_1,cyclic_8_1,cyclic_128_1,pipeline_1,unroll_16,pipeline,unroll_16,unroll_64,pipeline,unroll_16,pipeline,unroll_2,8.0,0.8560580748056384,False
workload_3065.cpp,xcu200-fsgd2104-2-e,10.0,141.96069,145,5,8,3,7,cyclic_16_1,cyclic_128_1,block_8_1,pipeline,pipeline,pipeline,unroll_64,unroll_32,unroll_2,unroll,pipeline_1,unroll_8,5.75,0.90036497390007,False
workload_3066.cpp,xcu200-fsgd2104-2-e,10.0,154.50334,203,1,3,3,7,cyclic_4_1,block_64_1,cyclic_128_1,pipeline,pipeline,pipeline,unroll_64,unroll_8,unroll_16,unroll_16,pipeline,unroll_2,3.5,0.9461006773932129,False
workload_3067.cpp,xcu200-fsgd2104-2-e,10.0,1765.65534,60,1,1,1,1,cyclic_2_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_2,pipeline,unroll,unroll,pipeline,1.0,0.9323274914222325,False
workload_3068.cpp,xcu200-fsgd2104-2-e,10.0,197.12208,205,3,17,5,12,cyclic_8_1,block_16_1,cyclic_4_1,pipeline,unroll_16,pipeline,unroll_2,unroll_64,unroll_4,unroll,unroll,unroll_8,9.25,0.830271062278103,False
workload_3069.cpp,xcu200-fsgd2104-2-e,10.0,991.27409,76,1,1,1,1,cyclic_4_1,cyclic_16_1,block_32_1,pipeline,unroll_16,unroll_2,unroll_64,unroll_4,unroll_4,unroll_4,pipeline_1,unroll,1.0,0.9663449917621961,False
workload_3070.cpp,xcu200-fsgd2104-2-e,10.0,9719.63349,145,1,1,3,6,block_2_1,block_4_1,cyclic_2_1,pipeline_1,unroll_16,unroll_2,unroll_32,unroll_8,unroll_8,unroll_4,pipeline,unroll_8,2.75,0.6175155777805634,False
workload_3071.cpp,xcu200-fsgd2104-2-e,10.0,255.12906,390,1,17,6,18,cyclic_2_1,block_4_1,cyclic_4_1,pipeline,unroll_2,pipeline,unroll_16,unroll_64,unroll_4,unroll_16,pipeline_1,unroll_8,10.5,0.8052460920076303,False
workload_3072.cpp,xcu200-fsgd2104-2-e,10.0,958.60555,149,6,1,1,4,cyclic_16_1,cyclic_2_1,cyclic_4_1,pipeline,unroll_32,unroll_2,unroll_2,unroll_8,unroll_8,unroll_4,pipeline,pipeline_1,3.0,0.936053676046589,False
workload_3073.cpp,xcu200-fsgd2104-2-e,10.0,141.0848,138,3,17,4,10,cyclic_8_1,block_16_1,block_32_1,unroll,unroll_16,pipeline,unroll_32,unroll_8,unroll_4,unroll,pipeline_1,pipeline,8.5,0.8459238218875519,False
workload_3074.cpp,xcu200-fsgd2104-2-e,10.0,898.54974,308,12,1,2,14,cyclic_128_1,block_4_1,block_4_1,pipeline,pipeline,unroll_4,unroll_64,unroll_8,unroll_16,unroll_2,pipeline,unroll_2,7.25,0.8539367649208303,False
workload_3075.cpp,xcu200-fsgd2104-2-e,10.0,789.51784,319,3,1,7,15,cyclic_8_1,block_4_1,cyclic_4_1,pipeline,unroll_16,unroll_32,unroll_2,unroll_4,unroll_4,pipeline_1,pipeline,unroll_16,6.5,0.8711201900264077,False
workload_3076.cpp,xcu200-fsgd2104-2-e,10.0,215.15353,142,1,3,2,5,cyclic_4_1,block_4_1,block_16_1,pipeline,pipeline,pipeline,unroll_2,unroll_64,unroll_16,pipeline_1,pipeline,unroll,2.75,0.9604805224579234,False
workload_3077.cpp,xcu200-fsgd2104-2-e,10.0,1005.83888,454,1,1,6,14,cyclic_2_1,cyclic_16_1,cyclic_2_1,pipeline,pipeline,unroll_32,unroll_8,unroll_64,unroll_16,unroll_4,pipeline_1,unroll_8,5.5,0.8856127688677479,False
workload_3078.cpp,xcu200-fsgd2104-2-e,10.0,177.63309,69,1,1,1,2,cyclic_2_1,cyclic_4_1,block_128_1,pipeline_1,pipeline,pipeline,unroll_8,unroll_4,pipeline,unroll_8,pipeline_1,unroll_2,1.25,0.9932010918591995,False
workload_3079.cpp,xcu200-fsgd2104-2-e,10.0,9029.7484,160,1,8,7,11,block_2_1,block_8_1,block_32_1,unroll,unroll_16,pipeline,unroll_32,unroll_8,unroll_8,unroll_4,pipeline,unroll_8,6.75,0.6170477697234132,False
workload_3080.cpp,xcu200-fsgd2104-2-e,10.0,554.54746,87,1,1,2,4,block_2_1,block_8_1,cyclic_2_1,pipeline_1,pipeline,unroll_2,unroll_32,unroll_64,unroll_8,unroll_4,pipeline,unroll_8,2.0,0.9676399560737803,False
workload_3081.cpp,xcu200-fsgd2104-2-e,10.0,851.27157,250,3,1,5,9,cyclic_8_1,cyclic_4_1,block_32_1,pipeline,pipeline,unroll_32,unroll_32,unroll_8,unroll_4,unroll,pipeline,unroll_2,4.5,0.9093040600796559,False
workload_3082.cpp,xcu200-fsgd2104-2-e,10.0,170.36478,73,1,1,1,2,cyclic_2_1,cyclic_8_1,block_2_1,pipeline,pipeline,pipeline,unroll_16,unroll_8,pipeline,unroll_16,unroll,unroll_2,1.25,0.9933012322517631,False
workload_3083.cpp,xcu200-fsgd2104-2-e,10.0,791.66421,103,12,1,1,4,cyclic_32_1,block_8_1,cyclic_2_1,pipeline_1,unroll_16,unroll_2,unroll_32,unroll_8,unroll_2,pipeline_1,pipeline,unroll_16,4.5,0.9108041967690195,False
workload_3084.cpp,xcu200-fsgd2104-2-e,10.0,177.54964,85,1,1,2,3,cyclic_2_1,block_4_1,cyclic_128_1,unroll,pipeline,pipeline,unroll_8,unroll_4,unroll_16,unroll_16,pipeline,unroll_8,1.75,0.9824634914176369,False
workload_3085.cpp,xcu200-fsgd2104-2-e,10.0,170.23222,93,1,1,1,3,cyclic_2_1,block_4_1,cyclic_128_1,pipeline,pipeline_1,pipeline,unroll_64,unroll_8,unroll_16,unroll_4,unroll,unroll_2,1.5,0.9879483831215946,False
workload_3086.cpp,xcu200-fsgd2104-2-e,10.0,706.12209,405,12,1,8,20,cyclic_32_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_16,unroll_32,unroll_32,unroll_4,unroll_16,pipeline,pipeline_1,pipeline_1,10.25,0.8007052763431957,False
workload_3087.cpp,xcu200-fsgd2104-2-e,10.0,948.0712,779,3,1,8,22,cyclic_8_1,block_4_1,cyclic_4_1,pipeline,unroll_64,unroll_32,unroll_2,unroll_64,unroll_4,unroll,pipeline,unroll_8,8.5,0.8287003752014972,False
workload_3088.cpp,xcu200-fsgd2104-2-e,10.0,1002.63418,564,1,1,1,6,cyclic_4_1,block_2_1,block_16_1,pipeline_1,unroll_64,unroll_2,unroll_32,unroll_4,unroll_8,pipeline_1,pipeline,pipeline,2.25,0.9486177170882499,False
workload_3089.cpp,xcu200-fsgd2104-2-e,10.0,133.89019,111,1,1,3,6,block_2_1,cyclic_4_1,cyclic_128_1,pipeline,pipeline,pipeline,unroll_16,unroll_64,unroll_8,unroll_4,pipeline_1,unroll,2.75,0.9622069666105247,False
workload_3090.cpp,xcu200-fsgd2104-2-e,10.0,9670.81834,1845,1,1,11,18,block_2_1,block_8_1,cyclic_4_1,pipeline_1,unroll_64,unroll_2,unroll_64,unroll_2,unroll_8,unroll_4,unroll,unroll,7.75,0.5884364359477443,False
workload_3091.cpp,xcu200-fsgd2104-2-e,10.0,97.2201,149,3,5,2,5,cyclic_8_1,cyclic_128_1,block_32_1,pipeline,pipeline,pipeline,unroll_64,unroll_64,unroll_2,unroll_2,pipeline_1,unroll_8,3.75,0.9421311937642782,False
workload_3092.cpp,xcu200-fsgd2104-2-e,10.0,159.96984,80,3,5,2,4,cyclic_8_1,block_2_1,block_64_1,pipeline_1,pipeline,pipeline,unroll_2,unroll_2,pipeline,unroll_16,unroll,pipeline,3.5,0.9459850338369256,False
workload_3093.cpp,xcu200-fsgd2104-2-e,10.0,681.41288,1739,3,1,27,56,cyclic_8_1,cyclic_16_1,block_16_1,unroll,pipeline,unroll_32,unroll_64,unroll_32,unroll_2,unroll_2,pipeline_1,unroll_8,21.75,0.4459562607314307,False
workload_3094.cpp,xcu200-fsgd2104-2-e,10.0,890.16318,420,5,1,13,24,cyclic_16_1,cyclic_32_1,block_2_1,pipeline,pipeline,unroll_32,unroll_16,unroll_8,unroll_4,unroll_8,pipeline,unroll_8,10.75,0.7867876365650092,False
workload_3095.cpp,xcu200-fsgd2104-2-e,10.0,752.44515,1518,12,1,3,17,cyclic_128_1,block_16_1,block_4_1,pipeline,unroll_64,unroll_4,unroll_64,unroll_64,unroll_16,unroll_2,pipeline,unroll_2,8.25,0.8378458251071589,False
workload_3096.cpp,xcu200-fsgd2104-2-e,10.0,755.34909,257,6,1,5,11,cyclic_16_1,cyclic_16_1,cyclic_2_1,pipeline,pipeline,unroll_32,unroll_8,unroll_4,unroll_4,unroll,pipeline_1,unroll_4,5.75,0.8867381295371722,False
workload_3097.cpp,xcu200-fsgd2104-2-e,10.0,9405.79609,1824,1,8,14,23,block_2_1,block_8_1,cyclic_4_1,pipeline_1,unroll_64,pipeline,unroll_16,unroll_4,unroll_8,unroll_4,unroll,unroll_2,11.5,0.5572094424834173,False
workload_3098.cpp,xcu200-fsgd2104-2-e,10.0,2483.83961,176,1,1,1,3,cyclic_4_1,block_2_1,block_16_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_64,pipeline,pipeline_1,unroll,pipeline,1.5,0.8992905138243122,False
workload_3101.cpp,xcu200-fsgd2104-2-e,10.0,921.15966,74,1,1,1,2,cyclic_2_1,cyclic_2_1,block_2_1,pipeline_1,pipeline,unroll_2,unroll_64,unroll_8,pipeline,unroll_16,pipeline,unroll,1.25,0.9676914763864828,False
workload_3102.cpp,xcu200-fsgd2104-2-e,10.0,678.99709,73,1,1,1,2,cyclic_4_1,cyclic_4_1,cyclic_8_1,pipeline_1,pipeline,unroll_2,unroll_32,unroll_4,pipeline,unroll_4,pipeline_1,pipeline_1,1.25,0.9775970284196728,False
workload_3103.cpp,xcu200-fsgd2104-2-e,10.0,210.2101,98,1,1,3,6,block_2_1,cyclic_4_1,cyclic_128_1,pipeline_1,pipeline,pipeline,unroll_16,unroll_4,unroll_8,unroll_4,pipeline_1,unroll,2.75,0.960588015006909,False
workload_3104.cpp,xcu200-fsgd2104-2-e,10.0,162.20443,107,1,3,2,4,cyclic_4_1,block_2_1,block_16_1,pipeline_1,pipeline,pipeline,unroll_16,unroll_2,pipeline,unroll_4,pipeline_1,pipeline,2.5,0.9668703564056517,False
workload_3105.cpp,xcu200-fsgd2104-2-e,10.0,122.72603,137,1,17,4,10,cyclic_2_1,block_4_1,cyclic_128_1,pipeline,unroll_16,pipeline,unroll_16,unroll_64,pipeline,unroll_16,pipeline,unroll,8.0,0.8560580748056384,False
workload_3106.cpp,xcu200-fsgd2104-2-e,10.0,170.23222,95,1,1,1,3,cyclic_2_1,block_4_1,cyclic_128_1,pipeline,pipeline,pipeline,unroll_64,unroll_8,pipeline,unroll_16,pipeline,unroll_2,1.5,0.9879483831215946,False
workload_3107.cpp,xcu200-fsgd2104-2-e,10.0,169.47119,101,1,1,2,3,cyclic_2_1,block_4_1,cyclic_128_1,unroll,pipeline_1,pipeline,unroll_64,unroll_32,unroll_8,unroll_4,unroll,unroll_2,1.75,0.9826274618259653,False
workload_3108.cpp,xcu200-fsgd2104-2-e,10.0,141.10494,137,3,17,5,10,cyclic_8_1,block_16_1,block_2_1,pipeline,unroll_16,pipeline,unroll_16,unroll_8,unroll_4,unroll,pipeline_1,pipeline,8.75,0.8410671318439068,False
workload_3109.cpp,xcu200-fsgd2104-2-e,10.0,791.66421,104,12,1,1,4,cyclic_32_1,block_8_1,cyclic_2_1,pipeline_1,unroll_16,unroll_2,unroll_32,unroll_8,unroll_2,pipeline_1,pipeline,pipeline,4.5,0.9108041967690195,False
workload_3110.cpp,xcu200-fsgd2104-2-e,10.0,857.48316,73,3,1,1,1,cyclic_8_1,cyclic_16_1,block_32_1,pipeline,pipeline,unroll_2,unroll_64,unroll_32,unroll_4,unroll_4,pipeline_1,unroll_8,1.5,0.9659141614946724,False
workload_3111.cpp,xcu200-fsgd2104-2-e,10.0,170.36478,73,1,1,1,2,cyclic_2_1,cyclic_8_1,block_2_1,pipeline,pipeline,pipeline,unroll_16,unroll_8,pipeline,unroll_16,pipeline,unroll_2,1.25,0.9933012322517631,False
workload_3112.cpp,xcu200-fsgd2104-2-e,10.0,122.72666,131,1,17,4,10,cyclic_2_1,cyclic_8_1,cyclic_64_1,pipeline,unroll_16,pipeline,unroll_16,unroll_64,pipeline,unroll_16,pipeline_1,unroll_2,8.0,0.856058061980861,False
workload_3113.cpp,xcu200-fsgd2104-2-e,10.0,789.07985,134,1,1,1,3,cyclic_2_1,cyclic_4_1,cyclic_128_1,pipeline,pipeline_1,unroll_2,unroll_2,unroll_64,unroll_16,pipeline_1,unroll,unroll,1.5,0.9686119012659038,False
workload_3114.cpp,xcu200-fsgd2104-2-e,10.0,209.36209,97,1,17,4,9,cyclic_2_1,cyclic_2_1,block_128_1,pipeline_1,unroll_16,pipeline,unroll_8,unroll_4,unroll_16,unroll_8,pipeline_1,unroll,7.75,0.8591834586899773,False
workload_3115.cpp,xcu200-fsgd2104-2-e,10.0,750.47907,611,12,1,2,14,cyclic_128_1,block_16_1,block_4_1,pipeline_1,unroll_16,unroll_4,unroll_64,unroll_64,unroll_8,unroll_2,pipeline,unroll_2,7.25,0.8573067394225549,False
workload_3116.cpp,xcu200-fsgd2104-2-e,10.0,3459.22109,651,1,1,1,7,cyclic_2_1,cyclic_32_1,block_128_1,pipeline,pipeline,unroll_32,unroll_8,unroll_4,unroll_4,unroll_8,unroll,unroll_8,2.5,0.8512796567505245,False
workload_3117.cpp,xcu200-fsgd2104-2-e,10.0,9719.69493,146,1,1,3,6,block_2_1,block_8_1,cyclic_2_1,pipeline_1,unroll_16,unroll_2,unroll_16,unroll_8,unroll_8,unroll_4,pipeline,unroll_8,2.75,0.6175134865687386,False
workload_3118.cpp,xcu200-fsgd2104-2-e,10.0,169.47525,141,1,1,1,3,cyclic_2_1,cyclic_128_1,block_16_1,pipeline,pipeline,pipeline,unroll_64,unroll_32,unroll_2,unroll_16,pipeline_1,unroll_2,1.5,0.9879628878251067,False
workload_3119.cpp,xcu200-fsgd2104-2-e,10.0,890.10174,418,5,1,13,24,cyclic_16_1,cyclic_32_1,block_2_1,pipeline,pipeline,unroll_32,unroll_32,unroll_8,unroll_4,unroll_8,pipeline,unroll_8,10.75,0.786788885711558,False
workload_3120.cpp,xcu200-fsgd2104-2-e,10.0,749.84734,78,6,1,1,2,cyclic_16_1,block_2_1,cyclic_4_1,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_2,pipeline,unroll,pipeline_1,pipeline,2.5,0.9519681689534581,False
workload_3121.cpp,xcu200-fsgd2104-2-e,10.0,921.15966,77,1,1,1,2,cyclic_2_1,cyclic_2_1,block_2_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_8,unroll_16,unroll_16,pipeline,unroll,1.25,0.9676914763864828,False
workload_3122.cpp,xcu200-fsgd2104-2-e,10.0,1003.78993,527,3,1,1,4,cyclic_8_1,block_4_1,block_16_1,pipeline,unroll_16,unroll_2,unroll_2,unroll_4,unroll_4,pipeline_1,pipeline,unroll_16,2.25,0.9485785696914978,False
workload_3123.cpp,xcu200-fsgd2104-2-e,10.0,112.91866,76,1,1,1,2,cyclic_2_1,cyclic_8_1,cyclic_4_1,pipeline_1,pipeline,pipeline,unroll_16,unroll_64,unroll_16,unroll,pipeline,unroll_2,1.25,0.9939462241914486,False
workload_3124.cpp,xcu200-fsgd2104-2-e,10.0,146.6403,136,3,5,3,6,cyclic_8_1,cyclic_128_1,block_16_1,pipeline,pipeline,pipeline,unroll_64,unroll_8,unroll_2,unroll_2,pipeline_1,unroll_8,4.25,0.9307961089642797,False
workload_3125.cpp,xcu200-fsgd2104-2-e,10.0,122.77466,113,1,17,4,9,cyclic_2_1,cyclic_8_1,block_32_1,pipeline_1,unroll_16,pipeline,unroll_32,unroll_64,pipeline,unroll_16,pipeline,unroll_2,7.75,0.8609618187521745,False
workload_3126.cpp,xcu200-fsgd2104-2-e,10.0,146.63596,97,3,5,3,5,cyclic_8_1,block_4_1,cyclic_128_1,unroll,pipeline,pipeline,unroll_64,unroll_8,unroll_16,unroll_2,unroll,unroll_2,4.0,0.9359402676507947,False
workload_3127.cpp,xcu200-fsgd2104-2-e,10.0,170.36478,72,1,1,1,2,cyclic_2_1,cyclic_4_1,block_2_1,pipeline_1,pipeline,pipeline,unroll_16,unroll_8,pipeline,unroll_16,unroll,unroll_2,1.25,0.9933012322517631,False
workload_3128.cpp,xcu200-fsgd2104-2-e,10.0,864.14325,71,3,1,1,1,cyclic_8_1,block_2_1,block_32_1,pipeline_1,pipeline,unroll_2,unroll_64,unroll_8,pipeline,unroll_2,pipeline_1,unroll_16,1.5,0.9656489119547842,False
workload_3129.cpp,xcu200-fsgd2104-2-e,10.0,316.91409,112,1,17,4,9,cyclic_4_1,cyclic_128_1,block_32_1,pipeline,unroll_16,pipeline,unroll_64,unroll_4,unroll_2,unroll_2,pipeline_1,unroll,7.75,0.8569434704019635,False
workload_3130.cpp,xcu200-fsgd2104-2-e,10.0,872.03829,70,3,1,1,1,cyclic_8_1,cyclic_4_1,block_32_1,pipeline,pipeline,unroll_2,unroll_32,unroll_8,unroll_4,unroll,pipeline,unroll_8,1.5,0.9653339391478042,False
workload_3131.cpp,xcu200-fsgd2104-2-e,10.0,745.80434,110,1,1,1,3,cyclic_4_1,cyclic_16_1,cyclic_4_1,pipeline,unroll_16,unroll_2,unroll_64,unroll_2,pipeline,unroll,pipeline_1,unroll,1.5,0.9702899843468644,False
workload_3132.cpp,xcu200-fsgd2104-2-e,10.0,800.01009,393,1,1,7,17,cyclic_4_1,block_2_1,cyclic_4_1,pipeline_1,unroll_64,unroll_32,unroll_32,unroll_4,unroll_8,pipeline_1,pipeline,pipeline,6.5,0.8708772947548714,False
workload_3133.cpp,xcu200-fsgd2104-2-e,10.0,192.6701,134,1,17,5,10,cyclic_2_1,block_4_1,cyclic_128_1,pipeline,unroll_16,pipeline,unroll_64,unroll_4,unroll_16,unroll_16,unroll,unroll,8.25,0.8497423353471028,False
workload_3134.cpp,xcu200-fsgd2104-2-e,10.0,145.62909,113,11,17,4,9,cyclic_32_1,cyclic_32_1,block_128_1,pipeline,pipeline,pipeline,unroll_8,unroll_4,unroll_4,unroll_8,pipeline_1,unroll_8,10.25,0.8121720001449166,False
workload_3135.cpp,xcu200-fsgd2104-2-e,10.0,4987.22814,236,1,1,1,6,cyclic_4_1,cyclic_8_1,block_2_1,pipeline,pipeline,unroll_32,unroll_16,unroll_8,pipeline,unroll_16,unroll,unroll_2,2.25,0.7925231153129454,False
workload_3136.cpp,xcu200-fsgd2104-2-e,10.0,9799.13685,504,1,1,20,28,block_2_1,block_4_1,block_128_1,pipeline_1,unroll_16,unroll_32,unroll_32,unroll_8,unroll_2,unroll_4,pipeline,unroll_2,12.5,0.5334685790266367,False
workload_3137.cpp,xcu200-fsgd2104-2-e,10.0,9719.44917,1820,1,1,11,17,block_2_1,block_4_1,cyclic_2_1,pipeline,unroll_64,unroll_2,unroll_32,unroll_8,unroll_16,unroll_4,pipeline,unroll_8,7.5,0.5891249727235898,False
workload_3138.cpp,xcu200-fsgd2104-2-e,10.0,6188.05594,1876,1,1,11,18,block_2_1,block_8_1,cyclic_4_1,pipeline,unroll_64,unroll_2,unroll_64,unroll_64,unroll_8,unroll_4,unroll,unroll,7.75,0.6961932616071564,False
workload_3139.cpp,xcu200-fsgd2104-2-e,10.0,1043.78609,1533,12,2,10,27,block_128_1,block_2_1,cyclic_2_1,pipeline_1,unroll_64,unroll_2,unroll_8,unroll_4,unroll_4,pipeline_1,pipeline,pipeline,12.75,0.7214232758281574,False
workload_3140.cpp,xcu200-fsgd2104-2-e,10.0,1764.50109,58,1,1,1,1,cyclic_2_1,block_2_1,block_32_1,pipeline_1,pipeline_1,unroll_2,unroll_16,unroll_4,unroll_4,unroll_4,unroll,pipeline,1.0,0.9323776890352371,False
workload_3142.cpp,xcu200-fsgd2104-2-e,10.0,146.71652,87,3,5,2,4,cyclic_8_1,block_4_1,block_32_1,unroll,pipeline,pipeline,unroll_64,unroll_8,pipeline,unroll,pipeline_1,pipeline,3.5,0.946264942763655,False
workload_3143.cpp,xcu200-fsgd2104-2-e,10.0,193.81109,153,1,17,5,10,cyclic_4_1,cyclic_4_1,cyclic_4_1,pipeline_1,unroll_64,pipeline,unroll_32,unroll_4,unroll_8,pipeline_1,pipeline,pipeline,8.25,0.8497189490849651,False
workload_3144.cpp,xcu200-fsgd2104-2-e,10.0,1985.73818,154,1,1,1,4,cyclic_4_1,block_2_1,block_16_1,pipeline_1,unroll_64,unroll_2,unroll_16,unroll_4,unroll_4,pipeline_1,unroll,pipeline,1.75,0.9169860981304899,False
workload_3145.cpp,xcu200-fsgd2104-2-e,10.0,571.57274,79,3,1,1,1,cyclic_8_1,cyclic_16_1,block_32_1,pipeline,pipeline,unroll_2,unroll_64,unroll_64,unroll_2,unroll_2,pipeline_1,unroll_8,1.5,0.9767319857777567,False
workload_3146.cpp,xcu200-fsgd2104-2-e,10.0,122.72163,206,1,17,5,11,cyclic_2_1,cyclic_128_1,block_16_1,pipeline,unroll_16,pipeline,unroll_64,unroll_64,unroll_2,unroll_16,pipeline_1,unroll_2,8.5,0.8462961057533229,False
workload_3147.cpp,xcu200-fsgd2104-2-e,10.0,744.21237,78,6,1,1,2,cyclic_16_1,cyclic_2_1,cyclic_2_1,pipeline_1,pipeline_1,unroll_2,unroll_64,unroll_8,unroll_16,pipeline_1,pipeline,unroll_16,2.5,0.9521339092923149,False
workload_3148.cpp,xcu200-fsgd2104-2-e,10.0,122.72666,133,1,17,4,10,cyclic_2_1,cyclic_16_1,cyclic_64_1,pipeline,unroll_16,pipeline,unroll_16,unroll_64,pipeline,unroll_16,pipeline_1,unroll_2,8.0,0.856058061980861,False
workload_3149.cpp,xcu200-fsgd2104-2-e,10.0,419.53691,197,1,3,1,6,cyclic_2_1,cyclic_8_1,cyclic_128_1,pipeline,pipeline_1,unroll_2,unroll_16,unroll_64,unroll_16,pipeline_1,pipeline,unroll,2.75,0.9557575011382738,False
workload_3150.cpp,xcu200-fsgd2104-2-e,10.0,170.34453,73,1,1,1,2,cyclic_2_1,block_2_1,cyclic_4_1,pipeline,pipeline,pipeline,unroll_16,unroll_8,pipeline,unroll,unroll,unroll_2,1.25,0.9933015049942943,False
workload_3151.cpp,xcu200-fsgd2104-2-e,10.0,439.84603,218,1,3,1,7,cyclic_4_1,block_4_1,cyclic_128_1,pipeline_1,unroll_16,unroll_2,unroll_16,unroll_64,pipeline,unroll_16,pipeline,unroll,3.0,0.9500651626986208,False
workload_3152.cpp,xcu200-fsgd2104-2-e,10.0,707.86005,90,1,1,1,3,cyclic_2_1,cyclic_2_1,cyclic_8_1,pipeline_1,unroll_16,unroll_2,unroll_32,unroll_8,unroll_16,unroll_16,pipeline_1,pipeline_1,1.5,0.9717396902938624,False
workload_3153.cpp,xcu200-fsgd2104-2-e,10.0,170.36478,74,1,1,1,2,cyclic_2_1,cyclic_8_1,block_2_1,pipeline_1,pipeline,pipeline,unroll_16,unroll_8,pipeline,unroll_16,pipeline,unroll_2,1.25,0.9933012322517631,False
workload_3154.cpp,xcu200-fsgd2104-2-e,10.0,748.69309,81,6,1,1,2,cyclic_16_1,block_2_1,cyclic_4_1,pipeline,pipeline_1,unroll_2,unroll_16,unroll_4,unroll_4,unroll,pipeline_1,pipeline,2.5,0.9520021508814543,False
workload_3155.cpp,xcu200-fsgd2104-2-e,10.0,500.13402,346,3,1,7,15,cyclic_8_1,block_4_1,cyclic_4_1,pipeline_1,unroll_16,unroll_32,unroll_32,unroll_64,pipeline,pipeline_1,pipeline,unroll_16,6.5,0.8776610220896298,False
