Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,Area,Weight,is_pareto
workload_1148.cpp,xcu200-fsgd2104-2-e,10.0,150.41125,2129,1,1,14,28,block_4_1,unroll_8,unroll_16,pipeline_1,unroll,11.0,0.228033253526942,False
workload_1150.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,130,1,1,1,1,cyclic_4_1,unroll_2,pipeline_1,pipeline,pipeline_1,1.0,0.9999686342540628,False
workload_1153.cpp,xcu200-fsgd2104-2-e,10.0,284.10435,2072,1,1,6,15,block_2_1,unroll_16,unroll_4,unroll,pipeline,5.75,0.12562593646354525,False
workload_1158.cpp,xcu200-fsgd2104-2-e,10.0,150.41329,798,1,1,7,12,block_2_1,unroll_2,unroll_32,pipeline,unroll,5.25,0.39959724314113565,False
workload_1159.cpp,xcu200-fsgd2104-2-e,10.0,150.41193,2118,1,1,15,29,block_4_1,unroll_4,unroll_32,pipeline_1,pipeline,11.5,0.21090384223586295,False
workload_1164.cpp,xcu200-fsgd2104-2-e,10.0,150.41125,294,1,1,1,3,block_4_1,unroll_8,unroll_2,pipeline,pipeline,1.5,0.46107103528839466,False
workload_1165.cpp,xcu200-fsgd2104-2-e,10.0,128.12969,1531,1,1,10,22,cyclic_2_1,unroll_4,unroll_32,pipeline,pipeline_1,8.5,0.3625772338250096,False
workload_1166.cpp,xcu200-fsgd2104-2-e,10.0,128.12901,2298,1,1,10,26,cyclic_8_1,unroll_8,unroll_16,pipeline_1,unroll,9.5,0.32317107613861185,False
workload_1167.cpp,xcu200-fsgd2104-2-e,10.0,125.34322,690,1,1,4,10,complete_1,unroll_32,unroll_2,pipeline_1,unroll,4.0,0.5126711710657471,False
workload_1168.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,128,1,1,1,1,block_4_1,unroll_2,pipeline,pipeline_1,unroll,1.0,0.9999686342540628,False
workload_1169.cpp,xcu200-fsgd2104-2-e,10.0,135.6657,1524,1,1,12,28,block_8_1,unroll_64,unroll_2,pipeline,unroll,10.5,0.2688965453069373,False
workload_1173.cpp,xcu200-fsgd2104-2-e,10.0,284.10673,336,1,1,1,3,block_2_1,unroll_2,unroll_8,unroll,pipeline,1.5,0.13805701592788647,False
workload_1174.cpp,xcu200-fsgd2104-2-e,10.0,36.31201,322,1,1,2,5,cyclic_4_1,unroll_16,pipeline,unroll,pipeline_1,2.25,0.9198847110995744,False
workload_1175.cpp,xcu200-fsgd2104-2-e,10.0,281.31907,1069,1,1,3,9,cyclic_8_1,unroll_16,unroll_2,unroll,pipeline,3.5,0.13738039855477308,False
workload_1176.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,130,1,1,1,1,block_4_1,unroll_2,pipeline_1,pipeline,pipeline_1,1.0,0.9999686342540628,False
workload_1177.cpp,xcu200-fsgd2104-2-e,10.0,150.41329,974,1,1,7,14,block_4_1,unroll_2,unroll_32,pipeline_1,pipeline_1,5.75,0.38710906748995266,False
workload_1179.cpp,xcu200-fsgd2104-2-e,10.0,150.41125,415,1,1,3,6,block_2_1,unroll_8,unroll_4,pipeline,pipeline,2.75,0.4494552604771037,False
workload_1180.cpp,xcu200-fsgd2104-2-e,10.0,125.34339,3562,1,1,18,40,complete_1,unroll_16,unroll_16,pipeline_1,pipeline,15.0,0.12871988443752527,False
workload_1184.cpp,xcu200-fsgd2104-2-e,10.0,128.12901,684,1,1,5,11,cyclic_2_1,unroll_8,unroll_8,pipeline_1,pipeline_1,4.5,0.48929562484366196,False
workload_1189.cpp,xcu200-fsgd2104-2-e,10.0,334.23939,907,1,1,3,8,block_4_1,unroll_16,unroll_2,unroll,pipeline_1,3.25,0.1012837723050635,False
workload_1198.cpp,xcu200-fsgd2104-2-e,10.0,36.31201,211,1,1,1,2,cyclic_8_1,unroll_8,pipeline_1,unroll,pipeline_1,1.25,0.9836782270763027,False
workload_1199.cpp,xcu200-fsgd2104-2-e,10.0,36.31337,213,1,1,1,2,block_8_1,unroll_8,pipeline,pipeline,unroll,1.25,0.9836743419673886,False
workload_1200.cpp,xcu200-fsgd2104-2-e,10.0,128.13105,232,1,1,1,2,cyclic_2_1,unroll_2,unroll_8,pipeline,pipeline_1,1.25,0.5479513899943507,False
workload_1201.cpp,xcu200-fsgd2104-2-e,10.0,36.31201,322,1,1,2,5,block_4_1,unroll_16,pipeline,unroll,pipeline_1,2.25,0.9198847110995744,False
workload_1202.cpp,xcu200-fsgd2104-2-e,10.0,125.34441,165,1,1,1,1,complete_1,unroll_4,unroll_2,pipeline,pipeline,1.0,0.559856492740449,False
workload_1203.cpp,xcu200-fsgd2104-2-e,10.0,150.41329,793,1,1,7,13,block_2_1,unroll_2,unroll_32,pipeline,pipeline_1,5.5,0.39341525931964383,False
workload_1204.cpp,xcu200-fsgd2104-2-e,10.0,270.18033,811,1,1,2,6,cyclic_2_1,unroll_2,unroll_16,unroll,pipeline_1,2.5,0.15458806373426864,False
workload_1205.cpp,xcu200-fsgd2104-2-e,10.0,150.41329,254,1,1,1,3,block_2_1,unroll_2,unroll_8,pipeline_1,unroll,1.5,0.4610636034080109,False
workload_1206.cpp,xcu200-fsgd2104-2-e,10.0,281.31941,1024,1,1,3,9,cyclic_8_1,unroll_8,unroll_4,unroll,pipeline,3.5,0.13738000408954396,False
workload_1207.cpp,xcu200-fsgd2104-2-e,10.0,36.31337,218,1,1,1,2,block_4_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,1.25,0.9836743419673886,False
workload_1208.cpp,xcu200-fsgd2104-2-e,10.0,125.34339,1383,1,1,9,20,complete_1,unroll_16,unroll_8,pipeline,pipeline,7.75,0.3951402004529396,False
workload_1209.cpp,xcu200-fsgd2104-2-e,10.0,150.41329,198,1,1,1,1,block_4_1,unroll_2,unroll_4,pipeline_1,pipeline,1.0,0.4623397462689395,False
workload_1210.cpp,xcu200-fsgd2104-2-e,10.0,159.25866,1884,1,1,16,31,block_2_1,unroll_64,unroll_2,pipeline_1,unroll,12.25,0.17725479468096286,False
workload_1211.cpp,xcu200-fsgd2104-2-e,10.0,125.34373,229,1,1,1,2,complete_1,unroll_8,unroll_2,pipeline_1,unroll,1.25,0.5593496740052124,False
workload_1214.cpp,xcu200-fsgd2104-2-e,10.0,34.1511,1204,1,1,7,23,block_4_1,unroll_64,pipeline,pipeline_1,pipeline,8.0,0.5922115789183828,False
workload_1215.cpp,xcu200-fsgd2104-2-e,10.0,270.17795,834,1,1,2,8,block_2_1,unroll_16,unroll_2,unroll,pipeline_1,3.0,0.1531694808433859,False
workload_1217.cpp,xcu200-fsgd2104-2-e,10.0,125.34322,683,1,1,4,10,complete_1,unroll_32,unroll_2,pipeline_1,pipeline,4.0,0.5126711710657471,False
workload_1218.cpp,xcu200-fsgd2104-2-e,10.0,150.41329,176,1,1,1,1,block_2_1,unroll_2,unroll_4,pipeline,pipeline,1.0,0.4623397462689395,False
workload_1219.cpp,xcu200-fsgd2104-2-e,10.0,36.31235,599,1,1,3,10,cyclic_8_1,unroll_32,pipeline_1,pipeline,pipeline,3.75,0.8286742823925238,False
workload_1220.cpp,xcu200-fsgd2104-2-e,10.0,150.41193,499,1,1,3,7,block_4_1,unroll_4,unroll_8,pipeline_1,pipeline,3.0,0.445835591508836,False
workload_1221.cpp,xcu200-fsgd2104-2-e,10.0,128.12901,329,1,1,1,3,cyclic_8_1,unroll_8,unroll_2,pipeline_1,pipeline,1.5,0.5467577710168289,False
workload_1222.cpp,xcu200-fsgd2104-2-e,10.0,128.13105,135,1,1,1,1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,pipeline,1.0,0.5484431954626628,False
workload_1224.cpp,xcu200-fsgd2104-2-e,10.0,125.34339,365,1,1,2,5,complete_1,unroll_16,unroll_2,pipeline_1,pipeline,2.25,0.5502234147390618,False
workload_1225.cpp,xcu200-fsgd2104-2-e,10.0,128.13105,1032,1,1,5,12,cyclic_8_1,unroll_2,unroll_32,pipeline,unroll,4.75,0.4821229328001828,False
workload_1226.cpp,xcu200-fsgd2104-2-e,10.0,125.34339,366,1,1,2,5,complete_1,unroll_16,unroll_2,pipeline,unroll,2.25,0.5502234147390618,False
workload_1227.cpp,xcu200-fsgd2104-2-e,10.0,128.12969,1783,1,1,10,23,cyclic_4_1,unroll_4,unroll_32,pipeline,pipeline_1,8.75,0.35318544075882774,False
workload_1228.cpp,xcu200-fsgd2104-2-e,10.0,150.41193,2121,1,1,15,29,block_4_1,unroll_4,unroll_32,pipeline,pipeline,11.5,0.21090384223586295,False
workload_1230.cpp,xcu200-fsgd2104-2-e,10.0,36.31201,211,1,1,1,2,block_4_1,unroll_8,pipeline,unroll,pipeline,1.25,0.9836782270763027,False
workload_1233.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,129,1,1,1,1,block_4_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1.0,0.9999686342540628,False
workload_1237.cpp,xcu200-fsgd2104-2-e,10.0,36.31201,207,1,1,1,2,cyclic_8_1,unroll_8,pipeline,unroll,pipeline_1,1.25,0.9836782270763027,False
workload_1238.cpp,xcu200-fsgd2104-2-e,10.0,128.12901,231,1,1,1,2,cyclic_2_1,unroll_8,unroll_2,pipeline_1,pipeline,1.25,0.5479596801126724,False
workload_1239.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,127,1,1,1,1,block_4_1,unroll_2,pipeline,pipeline_1,pipeline,1.0,0.9999686342540628,False
workload_1240.cpp,xcu200-fsgd2104-2-e,10.0,125.34339,360,1,1,2,5,complete_1,unroll_16,unroll_2,pipeline,pipeline,2.25,0.5502234147390618,False
workload_1241.cpp,xcu200-fsgd2104-2-e,10.0,125.34577,131,1,1,1,1,complete_1,unroll_2,unroll_2,pipeline_1,pipeline,1.0,0.5598508875806804,False
workload_1242.cpp,xcu200-fsgd2104-2-e,10.0,128.13105,329,1,1,1,3,cyclic_8_1,unroll_2,unroll_8,pipeline,pipeline,1.5,0.5467495148887603,False
workload_1243.cpp,xcu200-fsgd2104-2-e,10.0,36.31235,595,1,1,3,10,complete_1,unroll_32,pipeline_1,pipeline,pipeline,3.75,0.8286742823925238,False
workload_1244.cpp,xcu200-fsgd2104-2-e,10.0,125.34339,643,1,1,4,10,complete_1,unroll_16,unroll_4,pipeline_1,pipeline,4.0,0.5126705744826278,False
workload_1245.cpp,xcu200-fsgd2104-2-e,10.0,150.41125,297,1,1,1,3,block_4_1,unroll_8,unroll_2,pipeline_1,pipeline,1.5,0.46107103528839466,False
workload_1246.cpp,xcu200-fsgd2104-2-e,10.0,284.10673,208,1,1,1,1,block_2_1,unroll_2,unroll_4,unroll,pipeline,1.0,0.1382876604555004,False
workload_1247.cpp,xcu200-fsgd2104-2-e,10.0,36.31201,128,1,1,1,1,block_4_1,unroll_2,pipeline,unroll,pipeline,1.0,1.0,True
workload_1248.cpp,xcu200-fsgd2104-2-e,10.0,284.10469,421,1,1,1,4,cyclic_4_1,unroll_8,unroll_2,unroll,pipeline,1.75,0.13782459498827215,False
workload_1249.cpp,xcu200-fsgd2104-2-e,10.0,36.31201,328,1,1,2,5,block_4_1,unroll_16,pipeline_1,unroll,pipeline_1,2.25,0.9198847110995744,False
workload_1250.cpp,xcu200-fsgd2104-2-e,10.0,150.41193,294,1,1,2,3,block_4_1,unroll_4,unroll_4,pipeline,pipeline,1.75,0.45967550621849307,False
workload_1251.cpp,xcu200-fsgd2104-2-e,10.0,34.1511,1224,1,1,7,23,block_4_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,8.0,0.5922115789183828,False
workload_1252.cpp,xcu200-fsgd2104-2-e,10.0,36.31201,127,1,1,1,1,cyclic_8_1,unroll_2,pipeline,unroll,pipeline_1,1.0,1.0,True
workload_1253.cpp,xcu200-fsgd2104-2-e,10.0,150.41193,781,1,1,7,12,block_2_1,unroll_4,unroll_16,pipeline_1,pipeline,5.25,0.3996012410480133,False
workload_1254.cpp,xcu200-fsgd2104-2-e,10.0,36.31337,214,1,1,1,2,block_4_1,unroll_8,pipeline,pipeline,pipeline,1.25,0.9836743419673886,False
workload_1255.cpp,xcu200-fsgd2104-2-e,10.0,36.31337,211,1,1,1,2,block_8_1,unroll_8,pipeline,pipeline,pipeline_1,1.25,0.9836743419673886,False
workload_1256.cpp,xcu200-fsgd2104-2-e,10.0,125.34339,3523,1,1,18,40,complete_1,unroll_16,unroll_16,pipeline,pipeline,15.0,0.12871988443752527,False
workload_1257.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,127,1,1,1,1,cyclic_2_1,unroll_2,pipeline_1,pipeline,pipeline_1,1.0,0.9999686342540628,False
workload_1260.cpp,xcu200-fsgd2104-2-e,10.0,128.12901,262,1,1,1,3,cyclic_4_1,unroll_8,unroll_2,pipeline_1,pipeline,1.5,0.5467577710168289,False
workload_1261.cpp,xcu200-fsgd2104-2-e,10.0,36.31269,329,1,1,1,5,cyclic_8_1,unroll_16,pipeline,pipeline_1,pipeline_1,2.0,0.9356071649546408,False
workload_1262.cpp,xcu200-fsgd2104-2-e,10.0,128.12901,325,1,1,1,3,cyclic_8_1,unroll_8,unroll_2,pipeline_1,unroll,1.5,0.5467577710168289,False
workload_1263.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,129,1,1,1,1,block_4_1,unroll_2,pipeline_1,pipeline_1,unroll,1.0,0.9999686342540628,False
workload_1264.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,128,1,1,1,1,block_4_1,unroll_2,pipeline,pipeline,unroll,1.0,0.9999686342540628,False
workload_1265.cpp,xcu200-fsgd2104-2-e,10.0,284.10537,220,1,1,1,2,cyclic_2_1,unroll_4,unroll_2,unroll,pipeline,1.25,0.13821900738448495,False
workload_1266.cpp,xcu200-fsgd2104-2-e,10.0,150.41125,953,1,1,7,14,block_4_1,unroll_8,unroll_8,pipeline_1,pipeline_1,5.75,0.38711481675064896,False
workload_1267.cpp,xcu200-fsgd2104-2-e,10.0,348.16613,396,1,1,1,4,block_4_1,unroll_8,unroll_2,unroll,pipeline,1.75,0.10000000000000003,False
workload_1268.cpp,xcu200-fsgd2104-2-e,10.0,150.41329,151,1,1,1,1,block_4_1,unroll_2,unroll_2,pipeline,unroll,1.0,0.4623397462689395,False
workload_1269.cpp,xcu200-fsgd2104-2-e,10.0,125.34441,165,1,1,1,1,complete_1,unroll_4,unroll_2,pipeline_1,pipeline,1.0,0.559856492740449,False
workload_1270.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,129,1,1,1,1,complete_1,unroll_2,pipeline,pipeline_1,pipeline,1.0,0.9999686342540628,False
workload_1271.cpp,xcu200-fsgd2104-2-e,10.0,36.31337,213,1,1,1,2,complete_1,unroll_8,pipeline,pipeline,unroll,1.25,0.9836743419673886,False
workload_1272.cpp,xcu200-fsgd2104-2-e,10.0,150.41125,778,1,1,7,12,block_2_1,unroll_8,unroll_8,pipeline_1,pipeline,5.25,0.3996032400082652,False
workload_1273.cpp,xcu200-fsgd2104-2-e,10.0,36.31235,583,1,1,3,10,cyclic_8_1,unroll_32,pipeline,pipeline,pipeline,3.75,0.8286742823925238,False
workload_1274.cpp,xcu200-fsgd2104-2-e,10.0,128.12867,1374,1,1,10,21,block_8_1,unroll_16,unroll_8,pipeline,pipeline,8.25,0.3715774899494785,False
workload_1276.cpp,xcu200-fsgd2104-2-e,10.0,150.41329,149,1,1,1,1,block_4_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1.0,0.4623397462689395,False
workload_1277.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,127,1,1,1,1,complete_1,unroll_2,pipeline,unroll,unroll,1.0,0.9999686342540628,False
workload_1278.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,128,1,1,1,1,block_4_1,unroll_2,pipeline,pipeline,pipeline,1.0,0.9999686342540628,False
workload_1279.cpp,xcu200-fsgd2104-2-e,10.0,36.31473,156,1,1,1,1,block_4_1,unroll_4,pipeline,pipeline,pipeline,1.0,0.9999843170587102,False
workload_1280.cpp,xcu200-fsgd2104-2-e,10.0,36.31201,126,1,1,1,1,block_4_1,unroll_2,pipeline,unroll,pipeline_1,1.0,1.0,True
workload_1281.cpp,xcu200-fsgd2104-2-e,10.0,36.31269,327,1,1,1,5,complete_1,unroll_16,pipeline,pipeline,pipeline,2.0,0.9356071649546408,False
workload_1282.cpp,xcu200-fsgd2104-2-e,10.0,36.31269,335,1,1,1,5,cyclic_4_1,unroll_16,pipeline_1,pipeline,pipeline_1,2.0,0.9356071649546408,False
workload_1283.cpp,xcu200-fsgd2104-2-e,10.0,36.31337,212,1,1,1,2,block_4_1,unroll_8,pipeline,pipeline_1,pipeline,1.25,0.9836743419673886,False
workload_1284.cpp,xcu200-fsgd2104-2-e,10.0,348.16817,160,1,1,1,1,block_4_1,unroll_2,unroll_2,unroll,pipeline,1.0,0.10000099845365758,False
workload_1285.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,128,1,1,1,1,cyclic_8_1,unroll_2,pipeline,pipeline,pipeline,1.0,0.9999686342540628,False
workload_1286.cpp,xcu200-fsgd2104-2-e,10.0,125.34577,163,1,1,1,1,complete_1,unroll_2,unroll_4,pipeline_1,pipeline,1.0,0.5598508875806804,False
workload_1287.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,127,1,1,1,1,cyclic_2_1,unroll_2,pipeline_1,pipeline_1,pipeline,1.0,0.9999686342540628,False
workload_1288.cpp,xcu200-fsgd2104-2-e,10.0,36.31473,156,1,1,1,1,complete_1,unroll_4,pipeline_1,pipeline_1,pipeline,1.0,0.9999843170587102,False
workload_1289.cpp,xcu200-fsgd2104-2-e,10.0,36.31269,329,1,1,1,5,block_8_1,unroll_16,pipeline,pipeline,pipeline_1,2.0,0.9356071649546408,False
workload_1290.cpp,xcu200-fsgd2104-2-e,10.0,125.34322,676,1,1,4,10,complete_1,unroll_32,unroll_2,pipeline,pipeline,4.0,0.5126711710657471,False
workload_1291.cpp,xcu200-fsgd2104-2-e,10.0,36.31201,561,1,1,4,9,cyclic_8_1,unroll_32,pipeline,unroll,pipeline_1,3.75,0.8286751642775929,False
workload_1292.cpp,xcu200-fsgd2104-2-e,10.0,36.31473,156,1,1,1,1,complete_1,unroll_4,pipeline_1,pipeline_1,unroll,1.0,0.9999843170587102,False
workload_1293.cpp,xcu200-fsgd2104-2-e,10.0,36.31201,155,1,1,1,1,cyclic_8_1,unroll_4,pipeline,unroll,pipeline_1,1.0,1.0,True
workload_1294.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,130,1,1,1,1,block_4_1,unroll_2,pipeline_1,pipeline_1,pipeline,1.0,0.9999686342540628,False
workload_1295.cpp,xcu200-fsgd2104-2-e,10.0,36.31201,130,1,1,1,1,cyclic_8_1,unroll_2,pipeline_1,unroll,pipeline_1,1.0,1.0,True
workload_1296.cpp,xcu200-fsgd2104-2-e,10.0,36.31201,129,1,1,1,1,cyclic_4_1,unroll_2,pipeline_1,unroll,pipeline_1,1.0,1.0,True
workload_1297.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,130,1,1,1,1,cyclic_8_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1.0,0.9999686342540628,False
workload_1298.cpp,xcu200-fsgd2104-2-e,10.0,125.34577,133,1,1,1,1,complete_1,unroll_2,unroll_2,pipeline,pipeline,1.0,0.5598508875806804,False
workload_1299.cpp,xcu200-fsgd2104-2-e,10.0,36.31235,583,1,1,3,10,complete_1,unroll_32,pipeline,pipeline,pipeline,3.75,0.8286742823925238,False
workload_1300.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,128,1,1,1,1,cyclic_4_1,unroll_2,pipeline,pipeline,pipeline_1,1.0,0.9999686342540628,False
workload_1301.cpp,xcu200-fsgd2104-2-e,10.0,36.31337,213,1,1,1,2,block_8_1,unroll_8,pipeline_1,pipeline,unroll,1.25,0.9836743419673886,False
workload_1302.cpp,xcu200-fsgd2104-2-e,10.0,125.34441,163,1,1,1,1,complete_1,unroll_4,unroll_2,pipeline_1,pipeline_1,1.0,0.559856492740449,False
workload_1303.cpp,xcu200-fsgd2104-2-e,10.0,36.31201,154,1,1,1,1,complete_1,unroll_4,pipeline_1,unroll,pipeline,1.0,1.0,True
workload_1304.cpp,xcu200-fsgd2104-2-e,10.0,34.17664,1189,1,1,8,25,block_4_1,unroll_64,pipeline_1,unroll,pipeline_1,8.75,0.5230981965849447,False
workload_1305.cpp,xcu200-fsgd2104-2-e,10.0,128.13105,134,1,1,1,1,cyclic_2_1,unroll_2,unroll_2,pipeline_1,pipeline_1,1.0,0.5484431954626628,False
workload_1306.cpp,xcu200-fsgd2104-2-e,10.0,36.31201,154,1,1,1,1,block_4_1,unroll_4,pipeline,unroll,pipeline,1.0,1.0,True
workload_1307.cpp,xcu200-fsgd2104-2-e,10.0,36.31201,321,1,1,2,5,cyclic_2_1,unroll_16,pipeline,unroll,pipeline_1,2.25,0.9198847110995744,False
workload_1308.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,129,1,1,1,1,cyclic_8_1,unroll_2,pipeline,pipeline_1,pipeline_1,1.0,0.9999686342540628,False
workload_1309.cpp,xcu200-fsgd2104-2-e,10.0,128.13105,143,1,1,1,1,cyclic_4_1,unroll_2,unroll_2,pipeline,pipeline_1,1.0,0.5484431954626628,False
workload_1310.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,129,1,1,1,1,block_8_1,unroll_2,pipeline,pipeline,unroll,1.0,0.9999686342540628,False
workload_1311.cpp,xcu200-fsgd2104-2-e,10.0,150.41091,966,1,1,7,14,block_4_1,unroll_16,unroll_4,pipeline_1,pipeline_1,5.75,0.38711577496439564,False
workload_1312.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,130,1,1,1,1,cyclic_4_1,unroll_2,pipeline_1,pipeline,pipeline,1.0,0.9999686342540628,False
workload_1313.cpp,xcu200-fsgd2104-2-e,10.0,36.31201,573,1,1,4,9,complete_1,unroll_32,pipeline_1,unroll,pipeline,3.75,0.8286751642775929,False
workload_1314.cpp,xcu200-fsgd2104-2-e,10.0,128.12867,571,1,1,2,7,cyclic_8_1,unroll_16,unroll_2,pipeline_1,pipeline_1,2.75,0.531144031719296,False
workload_1315.cpp,xcu200-fsgd2104-2-e,10.0,36.31337,212,1,1,1,2,complete_1,unroll_8,pipeline,pipeline_1,unroll,1.25,0.9836743419673886,False
workload_1316.cpp,xcu200-fsgd2104-2-e,10.0,159.25866,2289,1,1,16,35,block_4_1,unroll_64,unroll_2,pipeline_1,pipeline_1,13.25,0.15033127132850482,False
workload_1317.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,128,1,1,1,1,complete_1,unroll_2,pipeline_1,pipeline_1,pipeline,1.0,0.9999686342540628,False
workload_1318.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,128,1,1,1,1,block_8_1,unroll_2,pipeline,pipeline_1,unroll,1.0,0.9999686342540628,False
workload_1319.cpp,xcu200-fsgd2104-2-e,10.0,36.31337,215,1,1,1,2,complete_1,unroll_8,pipeline_1,unroll,unroll,1.25,0.9836743419673886,False
workload_1320.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,130,1,1,1,1,cyclic_8_1,unroll_2,pipeline_1,pipeline,pipeline,1.0,0.9999686342540628,False
workload_1321.cpp,xcu200-fsgd2104-2-e,10.0,36.31201,156,1,1,1,1,block_4_1,unroll_4,pipeline_1,unroll,pipeline,1.0,1.0,True
workload_1322.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,129,1,1,1,1,cyclic_2_1,unroll_2,pipeline,pipeline_1,pipeline,1.0,0.9999686342540628,False
workload_1323.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,129,1,1,1,1,cyclic_4_1,unroll_2,pipeline,pipeline,pipeline,1.0,0.9999686342540628,False
workload_1324.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,128,1,1,1,1,block_4_1,unroll_2,pipeline_1,pipeline,pipeline,1.0,0.9999686342540628,False
workload_1325.cpp,xcu200-fsgd2104-2-e,10.0,36.31473,158,1,1,1,1,cyclic_2_1,unroll_4,pipeline_1,pipeline_1,pipeline,1.0,0.9999843170587102,False
workload_1326.cpp,xcu200-fsgd2104-2-e,10.0,36.31473,159,1,1,1,1,cyclic_4_1,unroll_4,pipeline_1,pipeline,pipeline,1.0,0.9999843170587102,False
workload_1327.cpp,xcu200-fsgd2104-2-e,10.0,36.31337,213,1,1,1,2,cyclic_4_1,unroll_8,pipeline,pipeline_1,pipeline,1.25,0.9836743419673886,False
workload_1328.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,127,1,1,1,1,block_4_1,unroll_2,pipeline,pipeline_1,pipeline_1,1.0,0.9999686342540628,False
workload_1329.cpp,xcu200-fsgd2104-2-e,10.0,36.31201,153,1,1,1,1,cyclic_4_1,unroll_4,pipeline,unroll,pipeline_1,1.0,1.0,True
workload_1330.cpp,xcu200-fsgd2104-2-e,10.0,36.31337,211,1,1,1,2,block_4_1,unroll_8,pipeline,pipeline_1,pipeline_1,1.25,0.9836743419673886,False
workload_1331.cpp,xcu200-fsgd2104-2-e,10.0,36.31337,216,1,1,1,2,block_4_1,unroll_8,pipeline_1,pipeline,pipeline_1,1.25,0.9836743419673886,False
workload_1332.cpp,xcu200-fsgd2104-2-e,10.0,36.31201,128,1,1,1,1,block_4_1,unroll_2,pipeline_1,unroll,pipeline,1.0,1.0,True
workload_1333.cpp,xcu200-fsgd2104-2-e,10.0,128.13105,161,1,1,1,1,cyclic_8_1,unroll_2,unroll_2,pipeline,pipeline_1,1.0,0.5484431954626628,False
workload_1334.cpp,xcu200-fsgd2104-2-e,10.0,34.1511,1198,1,1,7,23,block_4_1,unroll_64,pipeline,pipeline_1,pipeline_1,8.0,0.5922115789183828,False
workload_1335.cpp,xcu200-fsgd2104-2-e,10.0,34.1511,1200,1,1,7,23,block_4_1,unroll_64,pipeline,pipeline,pipeline,8.0,0.5922115789183828,False
workload_1336.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,131,1,1,1,1,cyclic_8_1,unroll_2,pipeline_1,pipeline,pipeline_1,1.0,0.9999686342540628,False
workload_1337.cpp,xcu200-fsgd2104-2-e,10.0,36.31473,159,1,1,1,1,complete_1,unroll_4,pipeline_1,unroll,unroll,1.0,0.9999843170587102,False
workload_1338.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,129,1,1,1,1,cyclic_8_1,unroll_2,pipeline,pipeline_1,unroll,1.0,0.9999686342540628,False
workload_1339.cpp,xcu200-fsgd2104-2-e,10.0,36.31473,156,1,1,1,1,block_4_1,unroll_4,pipeline,pipeline_1,unroll,1.0,0.9999843170587102,False
workload_1340.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,127,1,1,1,1,cyclic_2_1,unroll_2,pipeline,pipeline,pipeline_1,1.0,0.9999686342540628,False
workload_1341.cpp,xcu200-fsgd2104-2-e,10.0,36.31201,128,1,1,1,1,block_8_1,unroll_2,pipeline,unroll,pipeline_1,1.0,1.0,True
workload_1342.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,129,1,1,1,1,cyclic_8_1,unroll_2,pipeline,unroll,unroll,1.0,0.9999686342540628,False
workload_1343.cpp,xcu200-fsgd2104-2-e,10.0,36.31201,210,1,1,1,2,block_4_1,unroll_8,pipeline_1,unroll,pipeline_1,1.25,0.9836782270763027,False
workload_1344.cpp,xcu200-fsgd2104-2-e,10.0,36.31745,127,1,1,1,1,cyclic_4_1,unroll_2,pipeline_1,pipeline,unroll,1.0,0.9999686342540628,False
