Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,OuterLoop_6,OuterLoop_7,OuterLoop_8,OuterLoop_9,OuterLoop_10,OuterLoop_11,OuterLoop_12,OuterLoop_13,OuterLoop_14,OuterLoop_15,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,InnerLoop_1_5,InnerLoop_1_6,InnerLoop_1_7,InnerLoop_1_8,InnerLoop_1_9,InnerLoop_1_10,InnerLoop_1_11,InnerLoop_1_12,InnerLoop_1_13,InnerLoop_1_14,InnerLoop_1_15,InnerLoop_1_16,InnerLoop_2_1,InnerLoop_2_2,InnerLoop_2_3,InnerLoop_2_4,InnerLoop_2_5,InnerLoop_3_1,InnerLoop_3_2,InnerLoop_3_3,Area,Weight,is_pareto
workload_2750.cpp,xczu7ev-ffvc1156-2-e,3.33,202.53891834,1497,9,10,23,47,cyclic_2_1,cyclic_4_1,block_2_1,block_2_1,cyclic_8_1,unroll_4,unroll_8,unroll,unroll,pipeline_1,pipeline_1,unroll,unroll,pipeline,unroll_2,unroll_4,unroll_8,unroll_8,unroll_2,unroll_16,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline,unroll_8,unroll_8,unroll_8,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline,unroll,unroll_2,unroll_4,unroll_4,pipeline_1,22.25,0.4118682426936018,False
workload_2751.cpp,xczu7ev-ffvc1156-2-e,3.33,52.08931521,1621,3,11,28,58,cyclic_2_1,cyclic_4_1,block_4_1,cyclic_16_1,cyclic_64_1,unroll,pipeline,unroll,unroll,pipeline,pipeline_1,unroll_2,unroll,pipeline,pipeline,pipeline_1,unroll_8,unroll,unroll_2,unroll_16,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll,unroll_4,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_8,unroll,unroll_4,unroll_2,unroll_2,pipeline,unroll_4,unroll_8,unroll_2,pipeline_1,unroll_4,pipeline,pipeline,25.0,0.8353789869249928,False
workload_2753.cpp,xczu7ev-ffvc1156-2-e,3.33,21.853115010000003,2343,1,31,50,73,cyclic_2_1,block_128_1,cyclic_4_1,block_2_1,cyclic_8_1,unroll,unroll_8,unroll,unroll_4,unroll,pipeline_1,unroll_2,unroll,pipeline,unroll_8,unroll_4,pipeline,pipeline,pipeline,unroll_16,pipeline_1,unroll_8,unroll,pipeline,unroll_8,unroll_8,pipeline_1,unroll_8,unroll_2,unroll_4,pipeline,unroll_8,unroll_8,unroll_8,pipeline,unroll_4,unroll_8,unroll_4,pipeline,unroll_2,unroll_2,unroll_2,unroll_8,pipeline,38.75,1.0,True
workload_2754.cpp,xczu7ev-ffvc1156-2-e,3.33,201.89310813,1468,3,11,23,49,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_2_1,cyclic_4_1,unroll_4,pipeline,unroll,unroll_4,pipeline_1,pipeline_1,unroll,unroll,pipeline,unroll_2,unroll_4,unroll_8,unroll_2,unroll_2,unroll_16,unroll_4,pipeline_1,pipeline,unroll_2,unroll_8,unroll_8,unroll_4,unroll_8,pipeline_1,unroll_4,pipeline,unroll_8,unroll_8,pipeline_1,pipeline,unroll_2,pipeline_1,unroll_4,pipeline,unroll_2,unroll_2,unroll_4,pipeline,pipeline_1,21.5,0.4305109872319899,False
workload_2755.cpp,xczu7ev-ffvc1156-2-e,3.33,203.32174473,1530,2,14,31,72,cyclic_2_1,block_128_1,cyclic_4_1,block_2_1,cyclic_64_1,unroll,pipeline,unroll,unroll_4,unroll,pipeline_1,unroll_2,unroll,pipeline,unroll_2,unroll_4,unroll_4,unroll_8,unroll_2,unroll_16,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll,pipeline_1,unroll,pipeline_1,unroll_4,pipeline_1,unroll_4,unroll_8,unroll_8,unroll_8,unroll_2,pipeline_1,unroll,pipeline,unroll,unroll_2,pipeline,unroll_4,pipeline_1,29.75,0.24481964528151245,False
workload_2756.cpp,xczu7ev-ffvc1156-2-e,3.33,22.40185239,2264,1,25,44,77,cyclic_2_1,block_128_1,block_2_1,cyclic_16_1,cyclic_128_1,unroll,pipeline,unroll,unroll,unroll,pipeline_1,unroll_2,unroll,pipeline,unroll_2,pipeline_1,pipeline,pipeline,pipeline,unroll_16,unroll_4,unroll,pipeline,unroll_4,unroll_8,unroll,unroll_4,unroll,pipeline_1,unroll_4,unroll_2,unroll_8,unroll,unroll_4,unroll_8,unroll_2,pipeline_1,unroll,pipeline,unroll_2,unroll_2,unroll_4,unroll_8,pipeline,36.75,0.517147262881759,False
workload_2757.cpp,xczu7ev-ffvc1156-2-e,3.33,22.39016742,2273,1,31,51,79,cyclic_2_1,block_64_1,block_16_1,block_2_1,cyclic_64_1,unroll,pipeline,unroll,unroll,pipeline,unroll,unroll_2,unroll,pipeline,pipeline_1,pipeline_1,unroll_8,pipeline_1,pipeline,unroll_16,unroll_4,unroll,pipeline_1,pipeline_1,unroll_8,unroll,unroll_4,unroll,pipeline_1,unroll,pipeline,unroll_8,unroll_4,unroll_4,pipeline,unroll_2,unroll_4,unroll,unroll_8,unroll,unroll_2,unroll_4,unroll_4,pipeline,40.5,0.42710223593739316,False
workload_2758.cpp,xczu7ev-ffvc1156-2-e,3.33,276.43645017,1903,2,16,29,60,cyclic_2_1,block_128_1,cyclic_32_1,cyclic_8_1,cyclic_2_1,unroll,unroll_8,unroll,unroll_4,unroll_4,pipeline_1,unroll_2,unroll,pipeline,unroll_8,pipeline_1,unroll_8,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll,unroll_2,unroll_8,unroll_8,unroll_4,unroll,pipeline_1,unroll_4,pipeline,unroll_2,unroll_8,unroll_2,unroll_8,unroll_4,unroll_2,unroll,pipeline,unroll_2,unroll_2,unroll_4,pipeline,pipeline,26.75,0.1762417404860875,False
workload_2759.cpp,xczu7ev-ffvc1156-2-e,3.33,22.18200579,2328,1,30,47,72,cyclic_2_1,block_128_1,cyclic_4_1,block_2_1,cyclic_128_1,unroll,unroll_8,unroll,unroll_4,unroll,pipeline_1,unroll_2,unroll,pipeline,unroll_8,pipeline_1,unroll_8,unroll,pipeline,unroll_16,pipeline_1,unroll,unroll,unroll_4,unroll_8,unroll_8,unroll_4,unroll_8,pipeline_1,unroll_4,unroll_2,unroll_8,unroll_8,unroll_8,unroll_8,unroll_2,unroll_8,unroll_4,pipeline,unroll_2,unroll_2,unroll_2,unroll_4,pipeline,37.5,0.49884701394140063,False
workload_2762.cpp,xczu7ev-ffvc1156-2-e,3.33,198.81967464,1503,4,11,24,53,cyclic_2_1,cyclic_4_1,cyclic_32_1,cyclic_8_1,cyclic_4_1,unroll,unroll_8,unroll,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_2,unroll_16,unroll_4,pipeline_1,pipeline,unroll_2,unroll_8,unroll_8,unroll_4,unroll,pipeline_1,unroll_4,pipeline,unroll_4,unroll_8,unroll_8,pipeline,unroll_4,unroll_2,unroll,pipeline,unroll_2,unroll_2,pipeline,unroll_4,pipeline_1,23.0,0.41029333001212376,False
workload_2763.cpp,xczu7ev-ffvc1156-2-e,3.33,50.92048521,1528,5,11,25,51,cyclic_2_1,cyclic_4_1,block_4_1,cyclic_4_1,cyclic_4_1,unroll,pipeline,unroll,unroll,pipeline,pipeline_1,unroll,unroll,pipeline,pipeline,pipeline_1,unroll_4,unroll,unroll_2,unroll_16,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll,unroll_4,unroll,pipeline_1,unroll_4,unroll_2,unroll_4,unroll,unroll_8,unroll_2,unroll_2,pipeline,unroll_4,unroll_8,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline_1,23.0,0.9360767747161579,False
workload_2764.cpp,xczu7ev-ffvc1156-2-e,3.33,284.43928266,1535,3,11,23,50,cyclic_2_1,cyclic_4_1,block_4_1,cyclic_16_1,cyclic_4_1,unroll,pipeline,unroll,unroll_4,pipeline_1,pipeline_1,unroll,unroll,pipeline,unroll_2,unroll_4,unroll_8,unroll_2,unroll_2,unroll_16,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_8,unroll_4,unroll_8,pipeline_1,unroll_4,pipeline,unroll_8,unroll_8,pipeline_1,pipeline,unroll_2,pipeline,unroll_4,unroll_8,unroll_2,unroll_2,unroll_4,unroll_8,pipeline,21.75,0.22848182198942435,False
workload_2765.cpp,xczu7ev-ffvc1156-2-e,3.33,199.51676019,1557,10,10,24,52,cyclic_4_1,cyclic_4_1,cyclic_32_1,cyclic_4_1,cyclic_8_1,unroll,unroll_8,unroll,unroll,pipeline_1,pipeline_1,unroll,unroll,pipeline,pipeline_1,unroll_4,unroll_8,unroll_8,unroll_2,unroll_16,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll,pipeline_1,unroll_4,pipeline_1,unroll_4,pipeline,unroll_4,unroll_8,unroll_8,pipeline_1,unroll_2,unroll_2,unroll,pipeline,unroll,unroll_2,unroll_4,unroll_4,pipeline_1,24.0,0.3847801879210945,False
workload_2766.cpp,xczu7ev-ffvc1156-2-e,3.33,50.21150157,1669,2,10,38,68,cyclic_2_1,cyclic_2_1,cyclic_64_1,block_2_1,cyclic_64_1,unroll,unroll_8,unroll,unroll,pipeline,pipeline_1,unroll_2,unroll,pipeline,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_16,unroll_4,unroll,pipeline_1,pipeline_1,unroll_8,unroll,unroll_4,unroll_2,pipeline_1,unroll,pipeline,unroll_4,unroll_4,unroll_4,pipeline_1,unroll_2,pipeline,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline,pipeline,29.5,0.6473761963335076,False
workload_2767.cpp,xczu7ev-ffvc1156-2-e,3.33,203.6696931,1713,1,11,29,67,cyclic_2_1,block_128_1,block_2_1,cyclic_16_1,cyclic_64_1,unroll_4,unroll_2,unroll,unroll_4,pipeline_1,pipeline_1,unroll,unroll_8,pipeline,unroll_2,unroll_4,unroll_8,pipeline_1,unroll_2,unroll_16,pipeline_1,unroll,pipeline_1,unroll_4,unroll_8,unroll,unroll_4,unroll,pipeline_1,unroll_4,pipeline,unroll_8,unroll_8,unroll_4,unroll_8,unroll_2,pipeline_1,unroll_2,pipeline,unroll_2,unroll_2,unroll_4,unroll_4,pipeline_1,27.0,0.30424415354956874,False
workload_2768.cpp,xczu7ev-ffvc1156-2-e,3.33,51.81192954,1772,4,13,26,46,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_8_1,unroll,unroll_8,unroll,unroll,unroll,pipeline_1,unroll_4,unroll,pipeline,pipeline,unroll_4,unroll_8,unroll_4,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll,unroll_2,unroll_8,unroll_8,pipeline_1,unroll,unroll_2,unroll_4,pipeline,unroll_2,unroll_8,unroll_8,unroll_8,unroll_2,unroll_4,unroll,pipeline,unroll_2,pipeline_1,unroll_2,unroll_4,pipeline,22.25,0.9715579548719275,False
workload_2769.cpp,xczu7ev-ffvc1156-2-e,3.33,202.70899476,1818,4,16,25,45,cyclic_2_1,cyclic_4_1,block_2_1,block_2_1,cyclic_8_1,unroll_4,unroll_2,unroll,unroll,pipeline_1,pipeline_1,unroll_2,unroll,pipeline,unroll_2,unroll_4,unroll_8,unroll_8,unroll_2,unroll_16,unroll_4,unroll,unroll,unroll_2,unroll_8,unroll,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline,unroll_8,unroll_8,unroll_8,pipeline_1,unroll_2,unroll_2,unroll_4,unroll_4,unroll,unroll_2,unroll_4,unroll_4,pipeline_1,22.5,0.40692791509420534,False
workload_2770.cpp,xczu7ev-ffvc1156-2-e,3.33,279.70778889,2041,12,15,35,74,cyclic_2_1,block_128_1,cyclic_4_1,cyclic_16_1,cyclic_8_1,unroll,unroll_8,unroll,unroll_4,unroll,pipeline_1,unroll_2,unroll,pipeline,unroll_8,pipeline,pipeline,pipeline,unroll_2,unroll_16,pipeline_1,unroll_8,unroll,unroll_4,unroll_8,unroll,pipeline_1,unroll,pipeline_1,unroll_4,pipeline,unroll_8,unroll_8,unroll_8,pipeline,unroll_2,pipeline,unroll_4,pipeline,unroll_2,unroll_2,unroll_2,unroll_8,pipeline,34.0,0.10672507039737905,False
workload_2771.cpp,xczu7ev-ffvc1156-2-e,3.33,265.59237177,2276,3,12,32,61,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_8_1,unroll,pipeline,unroll,unroll,unroll,pipeline_1,unroll_2,unroll,pipeline,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll,pipeline_1,unroll_8,unroll_8,unroll_4,unroll_8,pipeline_1,unroll_4,pipeline,unroll_2,unroll_8,unroll_2,pipeline,unroll_4,unroll_4,unroll,pipeline,unroll,unroll,unroll_4,unroll_8,pipeline,27.0,0.18812165967868583,False
workload_2772.cpp,xczu7ev-ffvc1156-2-e,3.33,22.324329990000003,2314,1,22,42,72,cyclic_2_1,block_128_1,block_2_1,block_8_1,cyclic_64_1,unroll,unroll_2,unroll,unroll,pipeline_1,pipeline_1,unroll,unroll,pipeline,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline,unroll_16,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll,unroll_4,unroll_4,pipeline_1,unroll,unroll_4,unroll_8,unroll_8,unroll_4,unroll_8,unroll_2,pipeline_1,unroll,pipeline,unroll,pipeline_1,unroll_2,pipeline,pipeline_1,34.25,0.582919825313282,False
workload_2773.cpp,xczu7ev-ffvc1156-2-e,3.33,22.71838221,2319,1,22,41,77,cyclic_2_1,block_128_1,block_2_1,block_4_1,cyclic_4_1,unroll,pipeline,unroll,unroll_4,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline,unroll_8,pipeline_1,pipeline,pipeline,pipeline,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_8,pipeline_1,unroll,pipeline_1,unroll_4,pipeline,unroll_8,unroll_8,unroll_8,unroll_8,unroll_8,pipeline,unroll_2,pipeline,unroll_2,unroll_2,unroll_2,unroll_4,unroll,35.25,0.5551951613038226,False
workload_2774.cpp,xczu7ev-ffvc1156-2-e,3.33,22.39437987,2347,2,28,47,68,cyclic_2_1,cyclic_2_1,cyclic_64_1,block_2_1,cyclic_64_1,unroll,pipeline,unroll,unroll,unroll,pipeline_1,unroll_2,unroll,pipeline,pipeline_1,unroll_2,unroll_8,pipeline_1,pipeline,unroll_16,unroll_4,unroll,pipeline_1,pipeline_1,unroll_8,unroll,unroll_4,unroll_2,pipeline_1,unroll,pipeline_1,unroll_8,unroll_4,unroll_4,unroll_2,unroll_2,unroll_2,unroll,unroll_8,pipeline_1,pipeline_1,unroll_4,pipeline,pipeline,36.25,0.5299448419647298,False
workload_2775.cpp,xczu7ev-ffvc1156-2-e,3.33,23.99776488,2358,2,21,46,75,cyclic_16_1,cyclic_4_1,block_2_1,cyclic_4_1,cyclic_8_1,unroll,pipeline,unroll,unroll,unroll,pipeline_1,unroll_2,unroll_8,pipeline,pipeline_1,pipeline_1,pipeline,unroll_8,pipeline,unroll_4,unroll_4,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_8,pipeline_1,unroll,pipeline_1,unroll_4,unroll_4,unroll_8,unroll_8,unroll_4,pipeline_1,unroll_2,pipeline,unroll,unroll_4,unroll,pipeline_1,unroll_2,unroll_4,pipeline,36.0,0.5323534684020128,False
workload_2776.cpp,xczu7ev-ffvc1156-2-e,3.33,22.26777993,2438,8,29,43,61,cyclic_2_1,cyclic_4_1,cyclic_4_1,block_2_1,cyclic_128_1,unroll,unroll_8,unroll,unroll_4,unroll,pipeline_1,unroll_2,unroll,pipeline,unroll_8,pipeline_1,unroll_8,unroll,pipeline,unroll_16,unroll_4,unroll,unroll,unroll_2,unroll_8,unroll_8,unroll_4,unroll,pipeline_1,unroll_4,pipeline,unroll_8,unroll_8,unroll_8,unroll_2,unroll_2,unroll_8,unroll_4,pipeline,unroll,unroll_2,unroll_2,unroll_4,pipeline,35.25,0.5563339761216944,False
workload_2777.cpp,xczu7ev-ffvc1156-2-e,3.33,22.275672030000003,2444,1,30,47,70,cyclic_2_1,block_128_1,cyclic_4_1,block_2_1,cyclic_8_1,unroll,unroll_8,unroll,unroll_4,unroll,pipeline_1,unroll_2,unroll,pipeline,unroll_8,pipeline_1,pipeline,unroll,pipeline,unroll_16,unroll_4,pipeline_1,unroll,unroll_2,unroll_8,unroll_8,unroll_4,unroll,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_8,unroll_8,pipeline,unroll_8,unroll_8,unroll_4,pipeline,unroll_2,unroll_2,unroll_2,pipeline,pipeline,37.0,0.5111355254749691,False
workload_2782.cpp,xczu7ev-ffvc1156-2-e,3.33,276.28206471,1548,3,14,26,54,cyclic_2_1,cyclic_4_1,block_16_1,block_2_1,cyclic_64_1,unroll,pipeline,unroll,unroll,pipeline,pipeline_1,unroll,unroll_8,pipeline,unroll_8,pipeline_1,pipeline,pipeline,unroll_2,unroll_16,pipeline_1,unroll,pipeline_1,unroll_2,unroll_8,unroll_8,pipeline_1,unroll,pipeline_1,unroll_4,pipeline,unroll_8,unroll_8,unroll_8,unroll_2,unroll_2,pipeline,unroll_2,unroll_8,pipeline_1,unroll_2,pipeline,unroll_4,unroll,24.25,0.2107216851472231,False
workload_2786.cpp,xczu7ev-ffvc1156-2-e,3.33,51.80640507,1897,1,16,29,54,cyclic_2_1,block_128_1,block_2_1,cyclic_16_1,cyclic_2_1,unroll,unroll_8,unroll,unroll_4,unroll_4,pipeline_1,unroll_2,unroll,pipeline,unroll_8,pipeline_1,unroll_8,unroll_2,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll,unroll_2,unroll_8,unroll_8,pipeline_1,unroll,unroll_2,unroll_4,pipeline,unroll_2,unroll_8,pipeline_1,unroll_8,unroll_2,unroll_2,unroll,pipeline,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline,25.0,0.8366535313853836,False
workload_2787.cpp,xczu7ev-ffvc1156-2-e,3.33,212.06228877,1969,3,13,33,70,block_4_1,block_128_1,cyclic_32_1,block_2_1,cyclic_8_1,unroll_4,unroll_8,unroll,unroll,pipeline,pipeline_1,unroll_2,unroll,pipeline,pipeline_1,pipeline_1,unroll_8,unroll,unroll_2,unroll_4,pipeline_1,pipeline_1,pipeline,unroll_4,unroll_8,unroll,pipeline_1,unroll_8,pipeline_1,unroll,unroll_2,unroll_2,unroll_8,pipeline_1,unroll_8,unroll_4,unroll,unroll,pipeline,unroll_2,unroll_2,unroll_2,pipeline,pipeline_1,29.75,0.22794189470837892,False
workload_2790.cpp,xczu7ev-ffvc1156-2-e,3.33,22.08962493,2333,1,32,46,70,cyclic_2_1,block_128_1,cyclic_4_1,block_2_1,cyclic_8_1,unroll,unroll_8,unroll,unroll_4,unroll,pipeline_1,unroll_2,unroll,pipeline,pipeline,pipeline_1,unroll_8,pipeline_1,pipeline,unroll_16,unroll_4,pipeline_1,unroll,unroll_2,unroll_8,unroll_8,unroll_4,unroll,unroll_2,unroll_4,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline,unroll_8,unroll_8,unroll,pipeline,pipeline_1,pipeline_1,unroll_4,pipeline,pipeline,37.25,0.5053127067545379,False
workload_2792.cpp,xczu7ev-ffvc1156-2-e,3.33,52.40020068,1523,2,13,33,69,cyclic_2_1,block_128_1,cyclic_2_1,block_2_1,cyclic_64_1,unroll_4,pipeline,unroll,unroll,unroll,pipeline_1,unroll_2,unroll,pipeline,pipeline,pipeline_1,unroll_8,unroll_8,unroll_2,unroll_16,unroll_4,unroll,pipeline,unroll_2,unroll_8,unroll,unroll_4,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_8,unroll,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_4,pipeline,unroll_2,pipeline_1,unroll_4,pipeline,pipeline_1,29.25,0.6497121912032993,False
workload_2793.cpp,xczu7ev-ffvc1156-2-e,3.33,199.43069301,2115,8,12,31,69,cyclic_2_1,cyclic_4_1,cyclic_32_1,block_2_1,cyclic_8_1,unroll,pipeline,unroll,unroll_4,pipeline_1,unroll_4,unroll_2,unroll,pipeline,pipeline,unroll_4,pipeline,unroll_2,unroll_2,unroll_16,pipeline_1,unroll_8,unroll,unroll_2,unroll_8,unroll_8,unroll,unroll_4,pipeline_1,unroll_4,pipeline,unroll_2,unroll_4,pipeline_1,unroll_8,unroll_8,pipeline_1,unroll,pipeline,unroll_2,unroll_2,unroll_4,pipeline,pipeline_1,30.0,0.24655107250145045,False
workload_2794.cpp,xczu7ev-ffvc1156-2-e,3.33,51.74954865,1604,1,15,40,86,cyclic_16_1,block_128_1,block_16_1,cyclic_16_1,cyclic_64_1,unroll,pipeline,unroll,unroll,unroll,pipeline_1,unroll_2,unroll,pipeline,pipeline,unroll_4,unroll_8,unroll_8,unroll_2,unroll_16,unroll_4,unroll,pipeline_1,unroll_2,pipeline_1,unroll,unroll_4,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_8,unroll,unroll_4,unroll_2,unroll_2,pipeline,unroll_4,unroll_8,unroll_2,pipeline_1,unroll_4,unroll_8,pipeline,35.5,0.4673944324931588,False
workload_2795.cpp,xczu7ev-ffvc1156-2-e,3.33,21.83735079,2510,1,42,51,82,cyclic_2_1,block_128_1,cyclic_32_1,block_2_1,cyclic_128_1,unroll,unroll_8,unroll,unroll_4,unroll_4,pipeline_1,unroll_2,unroll,pipeline,unroll_8,unroll_4,pipeline,pipeline,pipeline,unroll_16,pipeline_1,unroll,unroll,unroll_4,unroll_8,unroll_8,unroll_4,unroll_8,pipeline_1,unroll_4,unroll_2,unroll_8,unroll_8,pipeline_1,unroll_8,unroll_2,unroll_8,unroll_4,pipeline,unroll_2,unroll_2,unroll_4,unroll_4,pipeline,44.0,0.35329834833850027,False
workload_2796.cpp,xczu7ev-ffvc1156-2-e,3.33,49.84713963,1486,2,13,41,81,cyclic_2_1,block_128_1,cyclic_64_1,cyclic_4_1,cyclic_64_1,unroll,pipeline,unroll,unroll,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline,pipeline,pipeline_1,pipeline,unroll_8,unroll_2,unroll_16,unroll_4,unroll,pipeline_1,unroll_2,pipeline_1,unroll,unroll_4,unroll_4,pipeline_1,unroll_4,pipeline,unroll_8,unroll,unroll_8,unroll_2,unroll_2,pipeline,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_4,unroll_4,pipeline,34.25,0.504458321527853,False
workload_2797.cpp,xczu7ev-ffvc1156-2-e,3.33,197.84286243,1781,7,13,24,43,cyclic_2_1,cyclic_2_1,cyclic_32_1,block_2_1,cyclic_8_1,unroll,pipeline,unroll,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_8,pipeline,pipeline,pipeline_1,pipeline,unroll_4,unroll_2,unroll_16,pipeline_1,unroll_8,unroll,unroll_2,unroll_8,unroll_8,pipeline_1,unroll,pipeline_1,unroll_4,pipeline,unroll_2,unroll_4,unroll_8,unroll_8,unroll_2,unroll_2,unroll,pipeline,unroll_2,unroll_2,unroll_4,unroll_4,pipeline_1,21.75,1.0,True
workload_2798.cpp,xczu7ev-ffvc1156-2-e,3.33,50.368284630000005,1493,5,12,28,46,cyclic_2_1,cyclic_4_1,cyclic_4_1,block_2_1,cyclic_8_1,unroll,pipeline,unroll,unroll,unroll,pipeline_1,unroll_2,unroll_8,pipeline,pipeline,pipeline_1,unroll_4,unroll_4,unroll_2,unroll_32,unroll_4,pipeline_1,unroll,pipeline_1,unroll_8,unroll_8,pipeline_1,unroll,pipeline_1,unroll_4,pipeline,unroll_2,unroll_8,unroll_2,pipeline,unroll_2,unroll_8,unroll_2,pipeline,unroll_2,pipeline_1,pipeline,unroll_4,pipeline,22.75,0.9511949805901299,False
workload_2799.cpp,xczu7ev-ffvc1156-2-e,3.33,22.57884855,2166,3,20,41,66,block_4_1,cyclic_4_1,block_2_1,block_4_1,cyclic_8_1,unroll,pipeline,unroll,unroll_4,unroll,pipeline_1,unroll_2,unroll,pipeline,unroll_8,pipeline_1,unroll_8,pipeline,pipeline,unroll_16,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,unroll_8,pipeline_1,unroll,pipeline_1,unroll_4,pipeline_1,unroll_8,unroll_8,unroll_4,unroll_8,unroll_8,pipeline,unroll_4,pipeline,unroll_2,unroll_2,unroll_2,unroll_4,unroll,32.5,1.0,True
workload_2802.cpp,xczu7ev-ffvc1156-2-e,3.33,51.72842313,1533,4,11,26,50,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_2_1,cyclic_4_1,unroll_4,pipeline,unroll,unroll,pipeline_1,pipeline_1,unroll,unroll,pipeline,pipeline,unroll_4,pipeline,unroll_2,unroll_2,unroll_16,unroll_4,pipeline_1,pipeline,unroll_2,unroll_8,unroll_8,unroll_4,unroll_8,pipeline_1,unroll_4,pipeline,unroll_8,unroll_8,pipeline_1,pipeline,unroll_2,pipeline_1,unroll_4,pipeline,unroll_2,pipeline_1,unroll_4,pipeline,pipeline,22.75,0.9430217497171621,False
workload_2803.cpp,xczu7ev-ffvc1156-2-e,3.33,51.74715105000001,1673,1,13,32,70,cyclic_2_1,block_128_1,block_16_1,cyclic_16_1,cyclic_64_1,unroll,unroll_2,unroll,unroll,unroll,pipeline_1,unroll_2,unroll,pipeline,pipeline,unroll_4,unroll_8,unroll_8,unroll_2,unroll_16,unroll_4,unroll,pipeline_1,unroll_2,pipeline_1,unroll,unroll_4,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_8,unroll,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_4,pipeline,unroll_2,pipeline_1,unroll_4,unroll_8,pipeline,29.0,0.6622132654798211,False
workload_2805.cpp,xczu7ev-ffvc1156-2-e,3.33,54.4214241,1720,3,13,32,68,cyclic_2_1,block_128_1,cyclic_4_1,cyclic_16_1,cyclic_8_1,unroll,pipeline,unroll,unroll,unroll,pipeline_1,unroll_2,unroll,pipeline,pipeline,unroll_4,unroll_8,unroll_4,unroll_4,unroll_8,pipeline_1,unroll,pipeline,unroll_2,unroll_8,unroll,unroll_4,unroll_4,pipeline_1,unroll_4,unroll_2,unroll_8,unroll,unroll_8,unroll_2,unroll_2,pipeline,unroll,unroll_8,unroll_2,pipeline_1,unroll_4,unroll_8,pipeline,29.0,0.6523553867264267,False
workload_2806.cpp,xczu7ev-ffvc1156-2-e,3.33,48.46167981,1757,4,11,28,46,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_8_1,unroll,pipeline,unroll,unroll,unroll,pipeline_1,unroll_2,unroll,pipeline,pipeline_1,pipeline_1,pipeline,unroll_4,unroll_2,unroll_16,pipeline_1,pipeline_1,unroll,pipeline_1,unroll_8,unroll_8,unroll_4,unroll_8,pipeline_1,unroll_4,pipeline,unroll_4,unroll_8,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline,pipeline,22.25,0.9861863392216352,False
