Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_2_1,Area,Weight,is_pareto
viterbi_2234.c,xczu7ev-ffvc1156-2-e,3.33,20.861920530000003,317,5,1,4,12,cyclic_2_2,unroll,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_8,5.5,0.6126952223672715,False
viterbi_2235.c,xczu7ev-ffvc1156-2-e,3.33,1.40078448,381,10,1,10,15,block_32_1,pipeline,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline,9.0,0.8218246285787604,False
viterbi_2236.c,xczu7ev-ffvc1156-2-e,3.33,1.28910627,385,10,1,10,15,block_32_1,pipeline,unroll_2,pipeline,unroll_2,pipeline_1,unroll_8,pipeline_1,9.0,0.8227195662170366,False
viterbi_2237.c,xczu7ev-ffvc1156-2-e,3.33,1.28944926,390,10,1,10,16,block_32_1,pipeline,unroll_2,unroll_4,unroll_2,pipeline_1,unroll_8,pipeline,9.25,0.8170419173536416,False
viterbi_2238.c,xczu7ev-ffvc1156-2-e,3.33,1.62476028,402,10,1,10,15,block_64_1,unroll,unroll_2,pipeline,unroll_2,pipeline_1,unroll_2,pipeline_1,9.0,0.8199994768406386,False
viterbi_2239.c,xczu7ev-ffvc1156-2-e,3.33,4.7567951100000005,406,5,1,6,14,cyclic_2_1,unroll,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline_1,6.5,0.8922382286318274,False
viterbi_2240.c,xczu7ev-ffvc1156-2-e,3.33,4.98079089,406,7,1,6,13,cyclic_4_1,pipeline,unroll_2,pipeline,unroll_2,pipeline_1,unroll_2,pipeline_1,6.75,0.8835596654896714,False
viterbi_2241.c,xczu7ev-ffvc1156-2-e,3.33,1.62443394,407,10,1,10,16,block_32_1,unroll,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_2,unroll_8,9.25,0.8142901429599687,False
viterbi_2242.c,xczu7ev-ffvc1156-2-e,3.33,1.18288593,413,7,1,10,19,cyclic_4_2,pipeline,unroll_2,pipeline_1,pipeline,pipeline,unroll_8,unroll_8,9.25,0.8178989730198177,False
viterbi_2243.c,xczu7ev-ffvc1156-2-e,3.33,1.12338882,419,5,1,12,19,cyclic_2_2,pipeline,unroll_2,pipeline,pipeline_1,pipeline,unroll_4,unroll_8,9.25,0.8183736852402604,False
viterbi_2244.c,xczu7ev-ffvc1156-2-e,3.33,1.12317903,425,5,1,12,19,cyclic_2_2,pipeline,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_8,9.25,1.0,True
viterbi_2245.c,xczu7ev-ffvc1156-2-e,3.33,1.1237351400000002,442,5,1,12,20,cyclic_2_2,pipeline,unroll_2,unroll_4,pipeline_1,pipeline_1,unroll_8,pipeline,9.5,0.8130867059193441,False
viterbi_2246.c,xczu7ev-ffvc1156-2-e,3.33,1.6248402,446,5,1,10,19,cyclic_2_2,unroll,unroll_2,unroll,unroll_2,pipeline_1,unroll_2,unroll_8,8.75,0.8258477759359184,False
viterbi_2247.c,xczu7ev-ffvc1156-2-e,3.33,4.53911634,448,5,1,7,18,cyclic_2_1,pipeline,unroll_2,pipeline,pipeline,pipeline_1,unroll_2,pipeline_1,7.75,0.8417068176444964,False
viterbi_2248.c,xczu7ev-ffvc1156-2-e,3.33,1.12317903,451,5,1,12,20,cyclic_2_2,pipeline,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll,unroll_8,9.5,0.8130912076457599,False
viterbi_2249.c,xczu7ev-ffvc1156-2-e,3.33,1.12317903,454,5,1,12,19,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,9.25,1.0,True
viterbi_2250.c,xczu7ev-ffvc1156-2-e,3.33,4.47920298,457,5,1,8,18,cyclic_2_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,8.0,0.8305607295331392,False
viterbi_2251.c,xczu7ev-ffvc1156-2-e,3.33,4.479412770000001,471,7,1,8,19,cyclic_4_1,pipeline,unroll_2,pipeline,pipeline_1,pipeline_1,unroll_4,pipeline,8.75,0.7997229272135099,False
viterbi_2252.c,xczu7ev-ffvc1156-2-e,3.33,1.29516354,471,5,1,11,21,cyclic_2_2,unroll,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_8,pipeline,9.5,0.8116879734861456,False
viterbi_2253.c,xczu7ev-ffvc1156-2-e,3.33,4.4791929900000005,478,5,1,8,19,cyclic_2_1,unroll,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline,8.25,0.8194138432540383,False
viterbi_2254.c,xczu7ev-ffvc1156-2-e,3.33,4.41489735,631,5,1,13,29,cyclic_2_1,pipeline,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,12.0,0.7281480728050166,False
viterbi_2255.c,xczu7ev-ffvc1156-2-e,3.33,1.16788095,646,10,1,20,32,block_32_2,pipeline,unroll_4,pipeline,pipeline,pipeline_1,unroll_8,pipeline_1,15.75,0.6630773533320374,False
viterbi_2256.c,xczu7ev-ffvc1156-2-e,3.33,5.5609901100000005,1316,5,1,22,46,cyclic_2_1,unroll,unroll_2,pipeline,pipeline_1,unroll,unroll_2,pipeline_1,18.5,0.5492980331142063,False
viterbi_2257.c,xczu7ev-ffvc1156-2-e,3.33,1.70050446,2469,10,1,10,34,cyclic_32_1,pipeline,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_2,pipeline,13.75,0.7185243458554292,False
viterbi_2258.c,xczu7ev-ffvc1156-2-e,3.33,1.71961533,2510,10,1,10,36,cyclic_32_1,pipeline,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_2,unroll_8,14.25,0.7080468465335055,False
viterbi_2260.c,xczu7ev-ffvc1156-2-e,3.33,6.13194192,144,5,1,1,2,cyclic_2_2,pipeline,unroll_2,pipeline,unroll_2,unroll_2,unroll_2,pipeline_1,2.25,1.0,True
viterbi_2261.c,xczu7ev-ffvc1156-2-e,3.33,5.796620910000001,158,5,1,1,4,cyclic_2_2,pipeline,unroll_2,unroll_4,unroll_2,unroll_2,unroll_8,pipeline_1,2.75,0.9864566211331995,False
viterbi_2262.c,xczu7ev-ffvc1156-2-e,3.33,5.69026737,236,5,1,2,8,block_64_1,pipeline,unroll_2,pipeline,pipeline,unroll_2,unroll_2,pipeline_1,4.0,0.9555773695775593,False
viterbi_2263.c,xczu7ev-ffvc1156-2-e,3.33,5.63035401,243,5,1,3,8,block_32_1,pipeline_1,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,pipeline_1,4.25,1.0,True
viterbi_2264.c,xczu7ev-ffvc1156-2-e,3.33,5.63035401,247,5,1,3,8,block_32_1,pipeline,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_8,pipeline_1,4.25,1.0,True
viterbi_2265.c,xczu7ev-ffvc1156-2-e,3.33,7.5102822,248,5,1,3,8,block_64_1,pipeline,unroll_2,pipeline,pipeline_1,unroll_2,unroll_4,pipeline,4.25,0.9208171007450676,False
viterbi_2266.c,xczu7ev-ffvc1156-2-e,3.33,5.6305638,260,7,1,3,9,cyclic_4_1,pipeline,unroll_2,pipeline,pipeline_1,unroll_2,unroll_8,pipeline_1,5.0,0.9309013929605743,False
viterbi_2267.c,xczu7ev-ffvc1156-2-e,3.33,5.6231046000000005,266,5,1,4,9,block_64_1,pipeline,unroll_2,pipeline,pipeline_1,unroll_4,unroll_2,pipeline_1,4.75,0.9370949614689479,False
viterbi_2268.c,xczu7ev-ffvc1156-2-e,3.33,5.630344020000001,279,5,1,3,9,block_64_1,unroll,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_4,pipeline_1,4.5,1.0,True
viterbi_2269.c,xczu7ev-ffvc1156-2-e,3.33,5.630340690000001,293,5,1,4,11,cyclic_2_2,unroll,unroll_4,pipeline,pipeline_1,unroll_2,unroll_4,pipeline_1,5.25,0.9248179395633801,False
viterbi_2270.c,xczu7ev-ffvc1156-2-e,3.33,5.623094610000001,303,5,1,4,10,block_32_1,unroll,unroll_2,pipeline,pipeline_1,unroll_4,unroll_8,pipeline_1,5.0,0.9309929295395177,False
viterbi_2271.c,xczu7ev-ffvc1156-2-e,3.33,5.679078570000001,318,5,1,4,12,block_32_1,pipeline_1,unroll_2,pipeline,pipeline,unroll_8,unroll_4,pipeline_1,5.5,0.9181435562402817,False
viterbi_2272.c,xczu7ev-ffvc1156-2-e,3.33,61.917687,320,5,1,4,12,cyclic_2_1,pipeline_1,unroll_2,pipeline,pipeline_1,unroll_2,unroll_2,unroll_8,5.5,0.11187825462616495,False
viterbi_2273.c,xczu7ev-ffvc1156-2-e,3.33,5.619375,321,5,1,5,12,block_32_1,pipeline_1,unroll_2,pipeline,pipeline_1,unroll_8,unroll_8,pipeline_1,5.75,0.9128366009504917,False
viterbi_2274.c,xczu7ev-ffvc1156-2-e,3.33,1.62477027,340,10,1,10,14,block_32_1,pipeline,unroll_2,pipeline,unroll_2,pipeline,unroll_2,pipeline_1,8.75,0.8258483221568729,False
viterbi_2275.c,xczu7ev-ffvc1156-2-e,3.33,1.62444393,341,5,1,10,15,cyclic_2_2,pipeline,unroll_2,pipeline_1,unroll_4,pipeline,unroll_2,unroll_8,7.75,0.8483294065031943,False
viterbi_2276.c,xczu7ev-ffvc1156-2-e,3.33,1.62456048,349,5,1,9,14,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_8,7.25,0.8624039208211096,False
viterbi_2277.c,xczu7ev-ffvc1156-2-e,3.33,1.62456048,354,5,1,9,14,cyclic_2_2,pipeline,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_8,7.25,0.8624039208211096,False
viterbi_2278.c,xczu7ev-ffvc1156-2-e,3.33,1.62599571,357,5,1,9,14,cyclic_2_2,unroll_2,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_8,7.25,0.8624073529906822,False
viterbi_2279.c,xczu7ev-ffvc1156-2-e,3.33,1.28889648,369,5,1,10,15,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_8,unroll_8,7.75,1.0,True
viterbi_2280.c,xczu7ev-ffvc1156-2-e,3.33,1.28910627,380,8,1,9,15,cyclic_8_2,pipeline,unroll_2,pipeline,unroll_2,pipeline_1,unroll_8,unroll_8,8.25,0.8402950056948283,False
viterbi_2281.c,xczu7ev-ffvc1156-2-e,3.33,4.64480055,386,5,1,6,15,cyclic_2_1,pipeline,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_8,pipeline_1,6.75,1.0,True
viterbi_2282.c,xczu7ev-ffvc1156-2-e,3.33,1.12317903,404,5,1,12,19,cyclic_2_2,pipeline,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_8,unroll_8,9.25,1.0,True
viterbi_2283.c,xczu7ev-ffvc1156-2-e,3.33,1.18288593,414,5,1,10,19,cyclic_2_2,pipeline,unroll_2,pipeline_1,pipeline,pipeline_1,unroll_4,pipeline,8.75,1.0,True
viterbi_2284.c,xczu7ev-ffvc1156-2-e,3.33,1.12317903,427,5,1,12,19,cyclic_2_2,pipeline,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline,9.25,1.0,True
viterbi_2285.c,xczu7ev-ffvc1156-2-e,3.33,1.18288593,429,5,1,10,19,cyclic_2_2,pipeline,unroll_2,pipeline_1,pipeline,pipeline_1,unroll_2,pipeline_1,8.75,1.0,True
viterbi_2286.c,xczu7ev-ffvc1156-2-e,3.33,8.30118384,432,5,1,6,20,cyclic_2_1,unroll,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_4,8.0,0.8018393982575364,False
viterbi_2287.c,xczu7ev-ffvc1156-2-e,3.33,1.12339215,432,10,1,12,20,block_32_1,pipeline,unroll_2,pipeline,pipeline_1,pipeline_1,unroll_8,pipeline,10.75,0.7866092758216439,False
viterbi_2288.c,xczu7ev-ffvc1156-2-e,3.33,1.12339215,434,10,1,12,20,block_64_1,pipeline,unroll_2,pipeline,pipeline_1,pipeline_1,unroll_8,pipeline_1,10.75,0.7866092758216439,False
viterbi_2289.c,xczu7ev-ffvc1156-2-e,3.33,4.47920298,437,5,1,8,18,cyclic_2_1,pipeline,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline,8.0,0.8305607295331392,False
viterbi_2290.c,xczu7ev-ffvc1156-2-e,3.33,1.12339215,442,10,1,12,20,block_32_1,pipeline,unroll_2,pipeline,pipeline_1,pipeline_1,unroll_8,pipeline_1,10.75,0.7866092758216439,False
viterbi_2291.c,xczu7ev-ffvc1156-2-e,3.33,1.12306248,446,10,1,12,21,cyclic_16_2,unroll,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_8,unroll_4,11.0,0.7813253654894103,False
viterbi_2292.c,xczu7ev-ffvc1156-2-e,3.33,4.91648526,546,5,1,11,24,cyclic_2_1,pipeline,unroll_4,pipeline,unroll_2,pipeline_1,unroll_2,pipeline_1,10.25,0.7602626988548057,False
viterbi_2293.c,xczu7ev-ffvc1156-2-e,3.33,1.10749473,615,5,1,21,32,cyclic_2_2,unroll_32,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline,14.75,0.7034626624849392,False
viterbi_2294.c,xczu7ev-ffvc1156-2-e,3.33,1.10785437,643,10,1,21,34,block_32_2,unroll,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,16.5,0.6334525996991608,False
viterbi_2297.c,xczu7ev-ffvc1156-2-e,3.33,6.1466505300000005,150,7,1,1,3,cyclic_4_2,pipeline,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,pipeline_1,3.0,0.9760900139740699,False
viterbi_2298.c,xczu7ev-ffvc1156-2-e,3.33,7.67578653,168,7,1,1,4,cyclic_4_1,pipeline,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_8,pipeline,3.25,0.9406858201040763,False
viterbi_2299.c,xczu7ev-ffvc1156-2-e,3.33,7.67599632,169,5,1,1,3,block_32_1,pipeline_1,unroll_2,pipeline,unroll_2,unroll_2,unroll_8,pipeline,2.5,0.9549121952299013,False
viterbi_2300.c,xczu7ev-ffvc1156-2-e,3.33,5.79627792,179,5,1,1,4,cyclic_2_1,pipeline,unroll_2,pipeline,unroll_2,unroll_2,unroll_8,pipeline_1,2.75,0.9864597457136813,False
viterbi_2301.c,xczu7ev-ffvc1156-2-e,3.33,5.69005758,251,5,1,2,8,cyclic_2_2,pipeline,unroll_2,pipeline_1,pipeline,unroll_2,unroll_2,pipeline_1,4.0,1.0,True
viterbi_2302.c,xczu7ev-ffvc1156-2-e,3.33,5.69005758,256,5,1,2,8,block_32_1,pipeline,unroll_2,pipeline_1,pipeline,unroll_2,unroll_2,pipeline_1,4.0,1.0,True
viterbi_2303.c,xczu7ev-ffvc1156-2-e,3.33,5.6305638,261,5,1,3,8,block_32_1,pipeline_1,unroll_2,pipeline,pipeline_1,unroll_2,unroll_2,pipeline_1,4.25,0.9493297786799383,False
viterbi_2304.c,xczu7ev-ffvc1156-2-e,3.33,5.68259838,275,5,1,3,9,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,pipeline,unroll_4,unroll_2,pipeline_1,4.5,0.942580659174406,False
viterbi_2305.c,xczu7ev-ffvc1156-2-e,3.33,5.68259838,277,5,1,2,9,block_32_1,pipeline,unroll_2,pipeline_1,pipeline,unroll_4,unroll_8,pipeline_1,4.25,0.9487126456819762,False
viterbi_2306.c,xczu7ev-ffvc1156-2-e,3.33,5.78497257,279,5,1,3,8,block_32_1,unroll,unroll_2,pipeline,unroll_2,unroll_8,unroll_8,pipeline_1,4.25,0.9474694018975304,False
viterbi_2307.c,xczu7ev-ffvc1156-2-e,3.33,5.63045724,288,5,1,4,9,cyclic_2_2,pipeline,unroll_4,pipeline,pipeline_1,unroll_2,unroll_2,pipeline_1,4.75,0.937005550628604,False
viterbi_2308.c,xczu7ev-ffvc1156-2-e,3.33,20.86204041,292,5,1,3,11,block_32_1,pipeline,unroll_2,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_8,5.0,0.6160247462888451,False
viterbi_2309.c,xczu7ev-ffvc1156-2-e,3.33,20.968520490000003,316,5,1,2,10,block_32_1,pipeline,unroll_2,unroll_4,unroll_4,unroll_4,unroll_8,unroll_8,4.5,0.6177212961198671,False
viterbi_2310.c,xczu7ev-ffvc1156-2-e,3.33,5.61937167,318,5,1,5,12,cyclic_2_2,pipeline_1,unroll_2,pipeline,pipeline_1,unroll_8,unroll_8,pipeline_1,5.75,1.0,True
viterbi_2311.c,xczu7ev-ffvc1156-2-e,3.33,34.096156380000004,344,5,1,2,10,cyclic_2_2,unroll,unroll_2,pipeline_1,unroll_2,unroll_8,unroll_8,unroll_4,4.5,0.3763682842734747,False
viterbi_2312.c,xczu7ev-ffvc1156-2-e,3.33,1.62456048,362,5,1,9,14,cyclic_2_2,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,7.25,0.8624039208211096,False
viterbi_2313.c,xczu7ev-ffvc1156-2-e,3.33,1.40221971,374,5,1,9,14,cyclic_2_2,unroll_2,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_4,pipeline_1,7.25,1.0,True
viterbi_2314.c,xczu7ev-ffvc1156-2-e,3.33,4.9805811,376,5,1,6,12,cyclic_2_1,pipeline,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_8,6.0,1.0,True
viterbi_2315.c,xczu7ev-ffvc1156-2-e,3.33,1.28889648,378,5,1,10,15,cyclic_2_2,pipeline,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline_1,7.75,1.0,True
viterbi_2316.c,xczu7ev-ffvc1156-2-e,3.33,1.28889648,386,10,1,10,15,block_32_1,pipeline,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline_1,9.0,0.8227212379877917,False
viterbi_2317.c,xczu7ev-ffvc1156-2-e,3.33,1.2902151599999998,387,5,1,10,17,cyclic_2_2,unroll_2,unroll_2,pipeline_1,unroll_4,pipeline,unroll_8,pipeline,8.25,0.8402865934306227,False
viterbi_2318.c,xczu7ev-ffvc1156-2-e,3.33,1.62444393,387,5,1,9,15,cyclic_2_2,unroll,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_16,7.5,0.8543246847236089,False
viterbi_2319.c,xczu7ev-ffvc1156-2-e,3.33,4.644917100000001,388,5,1,6,14,cyclic_2_1,pipeline,unroll_2,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline,6.5,1.0,True
viterbi_2320.c,xczu7ev-ffvc1156-2-e,3.33,1.63945557,395,7,1,10,16,cyclic_4_2,unroll,unroll_2,pipeline,unroll_4,pipeline_1,unroll_2,unroll_8,8.5,0.832259074714466,False
viterbi_2321.c,xczu7ev-ffvc1156-2-e,3.33,1.28866338,415,5,1,10,18,cyclic_2_2,unroll,unroll_2,pipeline_1,unroll_4,pipeline_1,unroll_8,pipeline_1,8.5,1.0,True
viterbi_2322.c,xczu7ev-ffvc1156-2-e,3.33,1.12317903,423,5,1,12,19,cyclic_2_2,pipeline,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_4,unroll_4,9.25,1.0,True
viterbi_2323.c,xczu7ev-ffvc1156-2-e,3.33,1.12317903,425,5,1,12,19,cyclic_2_2,pipeline,unroll_2,pipeline_1,pipeline_1,pipeline,unroll_8,pipeline_1,9.25,1.0,True
viterbi_2324.c,xczu7ev-ffvc1156-2-e,3.33,1.12317903,435,5,1,12,19,cyclic_2_2,pipeline,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,9.25,1.0,True
viterbi_2325.c,xczu7ev-ffvc1156-2-e,3.33,1.12317903,436,5,1,12,19,cyclic_2_2,pipeline,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_4,unroll_8,9.25,1.0,True
viterbi_2326.c,xczu7ev-ffvc1156-2-e,3.33,1.12317903,441,5,1,12,19,cyclic_2_2,pipeline,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_8,9.25,1.0,True
viterbi_2327.c,xczu7ev-ffvc1156-2-e,3.33,1.18309572,442,10,1,11,19,block_64_1,pipeline_1,unroll_2,pipeline,pipeline,pipeline_1,unroll_2,unroll_8,10.25,0.7966955443203309,False
viterbi_2328.c,xczu7ev-ffvc1156-2-e,3.33,1.12338882,446,5,1,12,19,cyclic_2_2,pipeline,unroll_2,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_8,9.25,0.8183736852402604,False
viterbi_2329.c,xczu7ev-ffvc1156-2-e,3.33,1.18309572,446,8,1,10,19,cyclic_8_2,pipeline,unroll_2,pipeline,pipeline,pipeline_1,unroll_4,unroll_8,9.5,0.8126048547176594,False
viterbi_2330.c,xczu7ev-ffvc1156-2-e,3.33,4.4791929900000005,467,5,1,8,19,cyclic_2_1,unroll,unroll_2,pipeline_1,pipeline_1,pipeline_1,unroll_2,pipeline,8.25,0.8194138432540383,False
viterbi_2331.c,xczu7ev-ffvc1156-2-e,3.33,1.27343862,554,5,1,18,27,cyclic_2_2,pipeline_1,unroll_4,pipeline,unroll_2,pipeline_1,unroll_8,pipeline_1,12.75,0.7432120757486778,False
viterbi_2332.c,xczu7ev-ffvc1156-2-e,3.33,1.10751138,617,5,1,21,31,cyclic_2_2,pipeline_1,unroll_4,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll_8,14.5,1.0,True
viterbi_2333.c,xczu7ev-ffvc1156-2-e,3.33,1.1077245,621,10,1,21,32,block_32_1,pipeline,unroll_4,pipeline,pipeline_1,pipeline_1,unroll_8,pipeline_1,16.0,0.6530341944174433,False
viterbi_2334.c,xczu7ev-ffvc1156-2-e,3.33,6.60676329,936,5,11,36,62,cyclic_2_2,pipeline,unroll_2,pipeline_1,pipeline_1,unroll,unroll_16,pipeline,28.5,0.26607656347489117,False
viterbi_2335.c,xczu7ev-ffvc1156-2-e,3.33,60.2418645,971,9,2,12,32,block_16_1,pipeline,unroll_2,pipeline,pipeline_1,pipeline,unroll_4,pipeline_1,13.75,0.10856414133193977,False
viterbi_2338.c,xcu200-fsgd2104-2-e,10.0,7.72542,545,1,1,1,4,cyclic_8_1,unroll_32,unroll_16,pipeline_1,pipeline,unroll_4,unroll_16,pipeline_1,1.75,0.8414116679140564,False
viterbi_2343.c,xcu200-fsgd2104-2-e,10.0,3.28539,208,1,1,1,4,cyclic_4_2,unroll_4,unroll_2,unroll,unroll_16,pipeline,unroll_4,unroll,1.75,0.9106405723043944,False
viterbi_2348.c,xcu200-fsgd2104-2-e,10.0,7.37351,129,1,1,1,2,cyclic_8_2,pipeline_1,unroll_4,pipeline,unroll_2,unroll_16,pipeline_1,pipeline_1,1.25,0.9126283233466216,False
viterbi_2349.c,xcu200-fsgd2104-2-e,10.0,7.63656,193,1,1,1,3,cyclic_2_1,pipeline,unroll_8,pipeline_1,unroll_64,unroll_4,pipeline_1,pipeline,1.5,0.8729387745922768,False
viterbi_2351.c,xcu200-fsgd2104-2-e,10.0,7.72812,186,1,1,1,3,cyclic_8_1,unroll_8,unroll_16,unroll_8,unroll_2,unroll_4,pipeline_1,pipeline,1.5,0.8709990051037787,False
viterbi_2353.c,xcu200-fsgd2104-2-e,10.0,3.11197,920,1,1,2,12,cyclic_2_2,unroll_32,unroll_2,unroll,unroll_32,pipeline,unroll_16,pipeline_1,4.0,0.3809283365204179,False
viterbi_2358.c,xcu200-fsgd2104-2-e,10.0,59.1114,380,1,1,2,7,block_2_1,pipeline_1,unroll_8,pipeline_1,unroll_16,unroll_8,pipeline_1,unroll_4,2.75,0.12883816744721285,False
viterbi_2359.c,xcu200-fsgd2104-2-e,10.0,62.28216,453,1,1,1,6,block_128_1,unroll_8,unroll_32,pipeline_1,pipeline,unroll_4,unroll_16,unroll_2,2.25,0.12425075452660217,False
viterbi_2363.c,xcu200-fsgd2104-2-e,10.0,3.10569,523,1,1,2,9,cyclic_16_2,unroll_8,unroll_8,unroll_16,pipeline_1,pipeline,unroll_2,unroll_4,3.25,0.5483342179714759,False
viterbi_2366.c,xcu200-fsgd2104-2-e,10.0,57.46698,181,1,1,1,3,cyclic_32_2,unroll_16,unroll_2,unroll,pipeline_1,unroll_2,unroll_2,unroll_8,1.5,0.16000723906445485,False
viterbi_2367.c,xcu200-fsgd2104-2-e,10.0,18.58511,356,1,1,1,7,cyclic_4_2,unroll_32,unroll_8,unroll_4,unroll_16,unroll_4,unroll_8,unroll_8,2.5,0.5703669921493476,False
viterbi_2368.c,xcu200-fsgd2104-2-e,10.0,3.55505,188,1,1,1,4,cyclic_8_2,unroll,unroll_4,pipeline,unroll_4,pipeline,unroll_2,unroll_4,1.75,0.9072130101908945,False
viterbi_2374.c,xcu200-fsgd2104-2-e,10.0,3.69831,599,1,1,2,9,block_32_2,pipeline_1,unroll_8,unroll_2,unroll_8,pipeline,unroll_4,pipeline,3.25,0.5481175909627742,False
viterbi_2382.c,xcu200-fsgd2104-2-e,10.0,7.59868,149,1,1,1,2,block_4_2,unroll_8,unroll_16,unroll_8,unroll_2,unroll_4,pipeline_1,pipeline,1.25,0.9082169916331391,False
viterbi_2383.c,xcu200-fsgd2104-2-e,10.0,62.2934,297,1,1,1,5,block_128_1,unroll_4,unroll_32,pipeline_1,unroll_2,unroll_4,pipeline_1,unroll_2,2.0,0.12776224818624263,False
viterbi_2384.c,xcu200-fsgd2104-2-e,10.0,59.76658,456,1,1,1,5,cyclic_32_2,unroll_16,unroll_8,unroll_4,unroll_16,unroll_2,unroll_2,unroll_8,2.0,0.1398573571829516,False
viterbi_2390.c,xcu200-fsgd2104-2-e,10.0,3.10625,699,1,1,2,9,cyclic_32_2,unroll_8,unroll_8,unroll_16,pipeline_1,pipeline,unroll_2,unroll_4,3.25,0.5483341735520355,False
viterbi_2394.c,xcu200-fsgd2104-2-e,10.0,7.36234,258,1,1,1,3,cyclic_8_2,pipeline_1,unroll_4,pipeline,pipeline,unroll_16,unroll_16,pipeline_1,1.5,0.8787246470676,False
viterbi_2399.c,xcu200-fsgd2104-2-e,10.0,17.95062,178,1,1,1,3,cyclic_4_2,unroll_32,unroll_2,unroll,pipeline_1,unroll_4,unroll_8,unroll_8,1.5,0.6797320599742156,False
viterbi_2403.c,xcu200-fsgd2104-2-e,10.0,30.24319,193,1,1,1,4,cyclic_4_2,unroll,unroll_4,unroll,unroll_4,unroll_8,unroll_8,unroll_4,1.75,0.45094772856165766,False
viterbi_2413.c,xcu200-fsgd2104-2-e,10.0,7.07802,459,1,1,2,8,cyclic_2_1,pipeline_1,unroll_8,pipeline,unroll_8,pipeline,unroll_4,pipeline,3.0,0.6023377821410529,False
viterbi_2416.c,xcu200-fsgd2104-2-e,10.0,18.58467,327,1,1,1,7,cyclic_8_2,unroll_32,unroll_8,pipeline,unroll_16,unroll_4,unroll_8,unroll_8,2.5,0.5703736301007641,False
viterbi_2417.c,xcu200-fsgd2104-2-e,10.0,7.31572,441,1,1,1,8,cyclic_2_1,unroll_8,unroll_8,pipeline_1,unroll_2,pipeline,unroll_2,pipeline,2.75,0.6647927918666675,False
viterbi_2418.c,xcu200-fsgd2104-2-e,10.0,7.315,483,1,1,1,8,cyclic_2_1,unroll,unroll_8,pipeline,unroll_4,pipeline,unroll_2,unroll_4,2.75,0.6647980591148372,False
