Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,InnerLoop_4_1,Area,Weight,is_pareto
bbgemm_2081.c,xcu200-fsgd2104-2-e,10.0,0.66569,133,1,1,7,4,unroll_2,unroll_32,pipeline_1,pipeline,unroll_4,3.25,1.0,True
bbgemm_2082.c,xcu200-fsgd2104-2-e,10.0,0.36776,261,1,1,19,11,unroll_8,unroll_4,pipeline,pipeline,unroll,8.0,1.0,True
bbgemm_2083.c,xcu200-fsgd2104-2-e,10.0,0.36808,137,1,1,9,6,unroll,unroll_2,pipeline_1,unroll_4,unroll,4.25,1.0,True
bbgemm_2084.c,xcu200-fsgd2104-2-e,10.0,0.36737,611,1,1,37,16,unroll_8,unroll_16,pipeline,pipeline,unroll_4,13.75,1.0,True
bbgemm_2085.c,xcu200-fsgd2104-2-e,10.0,0.36737,585,1,1,37,16,unroll_16,unroll_8,pipeline_1,unroll_4,pipeline_1,13.75,1.0,True
bbgemm_2086.c,xcu200-fsgd2104-2-e,10.0,0.36737,697,1,1,37,16,unroll_8,unroll_16,pipeline,unroll,unroll,13.75,1.0,True
bbgemm_2087.c,xcu200-fsgd2104-2-e,10.0,2.78957,219,1,1,2,2,unroll_2,unroll_4,pipeline_1,pipeline_1,unroll,1.5,0.8356930185697135,False
bbgemm_2088.c,xcu200-fsgd2104-2-e,10.0,0.66569,140,1,1,7,4,unroll_2,unroll_8,pipeline_1,pipeline,unroll_2,3.25,1.0,True
bbgemm_2089.c,xcu200-fsgd2104-2-e,10.0,0.36808,121,1,1,9,6,unroll_16,unroll_2,pipeline,pipeline_1,pipeline,4.25,1.0,True
bbgemm_2090.c,xcu200-fsgd2104-2-e,10.0,0.85069,50,1,1,2,1,unroll_2,unroll_2,pipeline,unroll_2,unroll_2,1.25,0.9875924460951853,False
bbgemm_2091.c,xcu200-fsgd2104-2-e,10.0,1.96712,148,1,1,4,5,unroll_8,unroll_2,unroll_4,pipeline_1,unroll,2.75,0.8245267068424861,False
bbgemm_2092.c,xcu200-fsgd2104-2-e,10.0,0.36737,639,1,1,37,16,unroll_16,unroll_16,pipeline_1,unroll_2,pipeline_1,13.75,1.0,True
bbgemm_2093.c,xcu200-fsgd2104-2-e,10.0,0.36776,265,1,1,19,11,unroll_16,unroll_4,pipeline,pipeline_1,pipeline,8.0,1.0,True
bbgemm_2094.c,xcu200-fsgd2104-2-e,10.0,0.36808,137,1,1,9,6,unroll_16,unroll_2,pipeline,pipeline,unroll_4,4.25,1.0,True
bbgemm_2095.c,xcu200-fsgd2104-2-e,10.0,0.36737,571,1,1,37,16,unroll_16,unroll_16,pipeline,pipeline,unroll_4,13.75,1.0,True
bbgemm_2096.c,xcu200-fsgd2104-2-e,10.0,12.74949,175,1,1,3,5,unroll_2,unroll_8,unroll_4,pipeline,unroll,2.5,0.2364035917890795,False
bbgemm_2097.c,xcu200-fsgd2104-2-e,10.0,0.36737,645,1,1,37,16,unroll_8,unroll,pipeline,unroll_2,unroll,13.75,1.0,True
bbgemm_2098.c,xcu200-fsgd2104-2-e,10.0,0.36808,118,1,1,9,6,unroll_8,unroll_2,pipeline,pipeline,unroll_4,4.25,1.0,True
bbgemm_2099.c,xcu200-fsgd2104-2-e,10.0,0.36776,241,1,1,19,11,unroll_16,unroll_4,pipeline_1,pipeline,unroll_4,8.0,1.0,True
bbgemm_2100.c,xcu200-fsgd2104-2-e,10.0,0.36808,139,1,1,9,6,unroll_16,unroll_2,pipeline_1,pipeline,pipeline_1,4.25,1.0,True
bbgemm_2101.c,xcu200-fsgd2104-2-e,10.0,0.36737,658,1,1,37,16,unroll_32,unroll_16,pipeline,unroll_2,unroll,13.75,1.0,True
bbgemm_2102.c,xcu200-fsgd2104-2-e,10.0,0.36737,652,1,1,37,16,unroll_16,unroll_16,pipeline_1,pipeline,unroll,13.75,1.0,True
bbgemm_2103.c,xcu200-fsgd2104-2-e,10.0,0.36776,272,1,1,19,11,unroll_16,unroll_4,pipeline,pipeline,unroll_2,8.0,1.0,True
bbgemm_2104.c,xcu200-fsgd2104-2-e,10.0,2.78989,117,1,1,1,1,unroll_2,unroll_2,pipeline,pipeline_1,unroll,1.0,0.8445580014141875,False
bbgemm_2105.c,xcu200-fsgd2104-2-e,10.0,0.66569,136,1,1,7,4,unroll_2,unroll_8,pipeline_1,pipeline_1,pipeline_1,3.25,1.0,True
bbgemm_2106.c,xcu200-fsgd2104-2-e,10.0,0.36737,641,1,1,37,16,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_2,13.75,1.0,True
bbgemm_2107.c,xcu200-fsgd2104-2-e,10.0,3.07304,75,1,1,1,2,unroll_16,unroll_2,unroll_2,pipeline,unroll_2,1.25,0.8205529194741253,False
bbgemm_2108.c,xcu200-fsgd2104-2-e,10.0,0.66637,52,1,1,2,1,unroll_2,unroll_2,pipeline_1,pipeline_1,unroll_4,1.25,1.0,True
bbgemm_2109.c,xcu200-fsgd2104-2-e,10.0,0.66605,78,1,1,4,3,unroll_2,unroll_4,pipeline_1,pipeline,unroll_4,2.25,1.0,True
bbgemm_2110.c,xcu200-fsgd2104-2-e,10.0,0.36737,617,1,1,37,16,unroll_16,unroll_8,pipeline_1,pipeline,unroll_4,13.75,1.0,True
bbgemm_2111.c,xcu200-fsgd2104-2-e,10.0,0.36776,262,1,1,19,11,unroll_16,unroll_4,pipeline_1,pipeline_1,unroll_2,8.0,1.0,True
bbgemm_2113.c,xcu200-fsgd2104-2-e,10.0,0.36808,131,1,1,9,6,unroll_8,unroll_2,pipeline_1,pipeline,unroll,4.25,1.0,True
bbgemm_2114.c,xcu200-fsgd2104-2-e,10.0,0.36737,598,1,1,37,16,unroll_16,unroll,pipeline,unroll_2,pipeline,13.75,1.0,True
bbgemm_2115.c,xcu200-fsgd2104-2-e,10.0,1.56525,88,1,1,3,3,unroll_2,unroll_4,pipeline,unroll_2,unroll,2.0,0.8931636634142479,False
bbgemm_2116.c,xcu200-fsgd2104-2-e,10.0,0.85069,50,1,1,2,1,unroll_2,unroll_2,pipeline,pipeline_1,unroll_4,1.25,0.9875924460951853,False
bbgemm_2117.c,xcu200-fsgd2104-2-e,10.0,0.66637,50,1,1,2,1,unroll_2,unroll_2,pipeline_1,pipeline,pipeline_1,1.25,1.0,True
bbgemm_2118.c,xcu200-fsgd2104-2-e,10.0,1.96712,165,1,1,4,5,unroll_16,unroll_2,unroll_4,pipeline_1,unroll,2.75,0.8245267068424861,False
bbgemm_2119.c,xcu200-fsgd2104-2-e,10.0,0.36808,136,1,1,9,6,unroll,unroll_2,pipeline_1,pipeline,pipeline_1,4.25,1.0,True
bbgemm_2120.c,xcu200-fsgd2104-2-e,10.0,3.03208,73,1,1,1,2,unroll_16,unroll_2,unroll_2,pipeline_1,unroll_4,1.25,0.8238921345921988,False
bbgemm_2121.c,xcu200-fsgd2104-2-e,10.0,0.77912,512,1,2,6,8,unroll_16,unroll_4,unroll_2,unroll,unroll,4.25,0.777905965934392,False
bbgemm_2122.c,xcu200-fsgd2104-2-e,10.0,0.36808,134,1,1,9,6,unroll_8,unroll_2,pipeline_1,pipeline,unroll_2,4.25,1.0,True
bbgemm_2123.c,xcu200-fsgd2104-2-e,10.0,0.85001,124,1,1,8,4,unroll_2,unroll_16,pipeline,unroll_2,unroll_2,3.5,0.8323554534927539,False
bbgemm_2124.c,xcu200-fsgd2104-2-e,10.0,0.36737,648,1,1,37,16,unroll_8,unroll_16,pipeline_1,pipeline,unroll_4,13.75,1.0,True
bbgemm_2125.c,xcu200-fsgd2104-2-e,10.0,0.36808,133,1,1,9,6,unroll_16,unroll_2,pipeline,pipeline,pipeline_1,4.25,1.0,True
bbgemm_2126.c,xcu200-fsgd2104-2-e,10.0,0.36737,579,1,1,37,16,unroll_8,unroll_32,pipeline,pipeline,unroll,13.75,1.0,True
bbgemm_2127.c,xcu200-fsgd2104-2-e,10.0,0.36737,636,1,1,37,16,unroll_16,unroll,pipeline_1,pipeline_1,pipeline,13.75,1.0,True
bbgemm_2128.c,xcu200-fsgd2104-2-e,10.0,3.03192,389,1,1,6,8,unroll_16,unroll_4,unroll_4,pipeline_1,unroll_2,4.0,0.6872140044719882,False
bbgemm_2129.c,xcu200-fsgd2104-2-e,10.0,0.36776,284,1,1,19,11,unroll,unroll_4,pipeline_1,pipeline_1,unroll_4,8.0,1.0,True
bbgemm_2130.c,xcu200-fsgd2104-2-e,10.0,0.36737,638,1,1,37,16,unroll_8,unroll_8,pipeline_1,pipeline,pipeline_1,13.75,1.0,True
bbgemm_2131.c,xcu200-fsgd2104-2-e,10.0,0.36737,563,1,1,37,16,unroll_8,unroll_8,pipeline_1,pipeline,unroll,13.75,1.0,True
bbgemm_2132.c,xcu200-fsgd2104-2-e,10.0,12.74989,85,1,1,1,2,unroll_2,unroll_2,unroll_8,pipeline,unroll_4,1.25,0.24366936424260585,False
bbgemm_2133.c,xcu200-fsgd2104-2-e,10.0,0.36952,2394,1,6,10,22,unroll_16,unroll_4,unroll_8,unroll,unroll,9.75,0.4861155093022841,False
bbgemm_2134.c,xcu200-fsgd2104-2-e,10.0,0.36776,269,1,1,19,11,unroll_16,unroll_4,pipeline,pipeline,pipeline_1,8.0,1.0,True
bbgemm_2135.c,xcu200-fsgd2104-2-e,10.0,1.96712,83,1,1,2,2,unroll_16,unroll_2,unroll_2,pipeline_1,unroll,1.5,0.8961046451222,False
bbgemm_2136.c,xcu200-fsgd2104-2-e,10.0,2.80664,190,1,1,2,4,unroll_8,unroll_4,unroll_2,unroll_2,unroll,2.0,0.8022667907846126,False
bbgemm_2137.c,xcu200-fsgd2104-2-e,10.0,0.36737,670,1,1,37,16,unroll,unroll_32,pipeline_1,unroll_4,unroll,13.75,1.0,True
bbgemm_2138.c,xcu200-fsgd2104-2-e,10.0,0.66569,134,1,1,7,4,unroll_2,unroll_8,pipeline_1,pipeline,unroll_4,3.25,1.0,True
bbgemm_2139.c,xcu200-fsgd2104-2-e,10.0,3.03208,382,1,1,6,8,unroll_16,unroll_2,unroll_8,pipeline_1,unroll_4,4.0,0.6872052933339389,False
bbgemm_2140.c,xcu200-fsgd2104-2-e,10.0,0.36776,270,1,1,19,11,unroll_8,unroll_4,pipeline_1,pipeline,unroll,8.0,1.0,True
bbgemm_2141.c,xcu200-fsgd2104-2-e,10.0,12.74973,74,1,1,1,2,unroll_2,unroll_4,unroll_4,pipeline,pipeline_1,1.25,0.24367526344549373,False
bbgemm_2142.c,xcu200-fsgd2104-2-e,10.0,0.66569,134,1,1,7,4,unroll_2,unroll_16,pipeline_1,unroll_2,unroll_2,3.25,1.0,True
bbgemm_2144.c,xcu200-fsgd2104-2-e,10.0,8.83781,85,1,1,1,2,unroll_2,unroll_16,unroll_2,pipeline_1,unroll,1.25,0.42407328453458704,False
bbgemm_2145.c,xcu200-fsgd2104-2-e,10.0,0.36776,273,1,1,19,11,unroll_16,unroll_4,pipeline,unroll,unroll,8.0,1.0,True
bbgemm_2146.c,xcu200-fsgd2104-2-e,10.0,1.96672,399,1,1,9,9,unroll_16,unroll_8,unroll_2,pipeline_1,unroll,5.0,0.6806846331282457,False
bbgemm_2147.c,xcu200-fsgd2104-2-e,10.0,0.36808,127,1,1,9,6,unroll_16,unroll_2,pipeline,unroll_2,unroll_4,4.25,1.0,True
bbgemm_2148.c,xcu200-fsgd2104-2-e,10.0,20.46021,104,1,1,1,1,unroll_2,unroll_16,unroll_2,unroll_4,unroll_2,1.0,0.10001597400589857,False
bbgemm_2149.c,xcu200-fsgd2104-2-e,10.0,8.83821,48,1,1,1,1,unroll_2,unroll_2,unroll_4,pipeline_1,unroll_4,1.0,0.4240781316103537,False
bbgemm_2150.c,xcu200-fsgd2104-2-e,10.0,0.36737,591,1,1,37,16,unroll_16,unroll,pipeline,pipeline_1,unroll_4,13.75,1.0,True
bbgemm_2151.c,xcu200-fsgd2104-2-e,10.0,7.34312,369,1,1,4,6,unroll_16,unroll_2,unroll_4,unroll_4,pipeline_1,3.0,0.47261981502474326,False
bbgemm_2152.c,xcu200-fsgd2104-2-e,10.0,0.36737,613,1,1,37,16,unroll_8,unroll_8,pipeline,pipeline_1,unroll_2,13.75,1.0,True
bbgemm_2153.c,xcu200-fsgd2104-2-e,10.0,3.03168,1272,1,1,12,17,unroll_16,unroll_16,unroll_4,pipeline_1,pipeline_1,7.75,0.4933283635100637,False
bbgemm_2154.c,xcu200-fsgd2104-2-e,10.0,0.66569,128,1,1,7,4,unroll_2,unroll_8,pipeline_1,pipeline,pipeline_1,3.25,1.0,True
bbgemm_2155.c,xcu200-fsgd2104-2-e,10.0,0.36776,259,1,1,19,11,unroll_16,unroll_4,pipeline,pipeline_1,unroll_4,8.0,1.0,True
bbgemm_2156.c,xcu200-fsgd2104-2-e,10.0,0.36808,124,1,1,9,6,unroll_16,unroll_2,pipeline_1,pipeline_1,pipeline_1,4.25,1.0,True
bbgemm_2158.c,xcu200-fsgd2104-2-e,10.0,0.36808,121,1,1,9,6,unroll_16,unroll_2,pipeline,unroll_2,pipeline_1,4.25,1.0,True
bbgemm_2159.c,xcu200-fsgd2104-2-e,10.0,0.66569,124,1,1,7,4,unroll_2,unroll_32,pipeline_1,pipeline_1,pipeline_1,3.25,1.0,True
bbgemm_2161.c,xcu200-fsgd2104-2-e,10.0,2.78989,106,1,1,1,1,unroll_2,unroll_2,pipeline,pipeline,unroll,1.0,0.8445580014141875,False
bbgemm_2162.c,xcu200-fsgd2104-2-e,10.0,0.36737,604,1,1,37,16,unroll_8,unroll_16,pipeline_1,unroll_2,unroll_4,13.75,1.0,True
bbgemm_2163.c,xcu200-fsgd2104-2-e,10.0,0.36737,590,1,1,37,16,unroll_8,unroll_8,pipeline_1,pipeline_1,unroll_2,13.75,1.0,True
bbgemm_2164.c,xcu200-fsgd2104-2-e,10.0,0.85037,71,1,1,4,3,unroll_2,unroll_4,pipeline,pipeline,unroll_4,2.25,0.919837887994016,False
bbgemm_2165.c,xcu200-fsgd2104-2-e,10.0,2.23296,1015,1,1,5,8,unroll,unroll_16,unroll_2,unroll_4,unroll,3.75,0.7466721678642918,False
bbgemm_2166.c,xcu200-fsgd2104-2-e,10.0,0.36808,125,1,1,9,6,unroll_8,unroll_2,pipeline_1,pipeline,pipeline_1,4.25,1.0,True
bbgemm_2167.c,xcu200-fsgd2104-2-e,10.0,0.85069,46,1,1,2,1,unroll_2,unroll_2,pipeline,pipeline,unroll_4,1.25,0.9875924460951853,False
bbgemm_2169.c,xcu200-fsgd2104-2-e,10.0,1.96672,1359,1,1,19,16,unroll_8,unroll_16,unroll_4,pipeline_1,unroll,9.25,0.46028236299439496,False
bbgemm_2170.c,xcu200-fsgd2104-2-e,10.0,0.85001,125,1,1,8,4,unroll_2,unroll_8,pipeline,pipeline,unroll_2,3.5,0.8323554534927539,False
bbgemm_2171.c,xcu200-fsgd2104-2-e,10.0,8.83821,40,1,1,1,1,unroll_2,unroll_2,unroll_2,pipeline_1,unroll,1.0,0.4240781316103537,False
bbgemm_2172.c,xcu200-fsgd2104-2-e,10.0,0.36776,269,1,1,19,11,unroll_16,unroll_4,pipeline,pipeline_1,pipeline_1,8.0,1.0,True
bbgemm_2173.c,xcu200-fsgd2104-2-e,10.0,0.36776,269,1,1,19,11,unroll_8,unroll_4,pipeline_1,unroll_2,pipeline_1,8.0,1.0,True
bbgemm_2174.c,xcu200-fsgd2104-2-e,10.0,0.36776,269,1,1,19,11,unroll_8,unroll_4,pipeline_1,pipeline_1,pipeline_1,8.0,1.0,True
bbgemm_2175.c,xcu200-fsgd2104-2-e,10.0,0.36776,277,1,1,19,11,unroll_16,unroll_4,pipeline_1,unroll_2,pipeline_1,8.0,1.0,True
bbgemm_2176.c,xcu200-fsgd2104-2-e,10.0,0.85001,133,1,1,8,4,unroll_2,unroll_8,pipeline,pipeline,unroll_4,3.5,0.8323554534927539,False
bbgemm_2177.c,xcu200-fsgd2104-2-e,10.0,3.03168,387,1,1,6,8,unroll_16,unroll_8,unroll_2,pipeline_1,unroll_2,4.0,0.6872270710213236,False
bbgemm_2178.c,xcu200-fsgd2104-2-e,10.0,1.96696,162,1,1,5,5,unroll_8,unroll_4,unroll_2,pipeline_1,unroll,3.0,0.8099952710112521,False
bbgemm_2179.c,xcu200-fsgd2104-2-e,10.0,0.36737,631,1,1,37,16,unroll_8,unroll_16,pipeline_1,pipeline,unroll,13.75,1.0,True
bbgemm_2180.c,xcu200-fsgd2104-2-e,10.0,3.26549,397,1,1,5,4,unroll_2,unroll_8,pipeline_1,pipeline_1,unroll,2.75,0.7397216225948249,False
bbgemm_2181.c,xcu200-fsgd2104-2-e,10.0,3.60069,393,1,2,5,4,unroll_2,unroll,pipeline,pipeline_1,unroll,3.0,0.7070696785824127,False
bbgemm_2182.c,xcu200-fsgd2104-2-e,10.0,1.46029,174,1,1,6,4,unroll_2,unroll_16,pipeline_1,unroll_2,unroll,3.0,0.8383672560694633,False
bbgemm_2183.c,xcu200-fsgd2104-2-e,10.0,0.36808,133,1,1,9,6,unroll_16,unroll_2,pipeline,pipeline_1,pipeline_1,4.25,1.0,True
bbgemm_2184.c,xcu200-fsgd2104-2-e,10.0,0.36737,635,1,1,37,16,unroll_16,unroll,pipeline,unroll_2,unroll_2,13.75,1.0,True
bbgemm_2185.c,xcu200-fsgd2104-2-e,10.0,0.36776,266,1,1,19,11,unroll_16,unroll_4,pipeline,pipeline_1,unroll_2,8.0,1.0,True
bbgemm_2186.c,xcu200-fsgd2104-2-e,10.0,2.23296,1093,1,1,5,8,unroll_8,unroll_16,unroll_2,unroll_4,unroll,3.75,0.7466721678642918,False
bbgemm_2187.c,xcu200-fsgd2104-2-e,10.0,0.36808,140,1,1,9,6,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll,4.25,1.0,True
bbgemm_2188.c,xcu200-fsgd2104-2-e,10.0,0.36808,128,1,1,9,6,unroll_8,unroll_2,pipeline,pipeline,unroll_2,4.25,1.0,True
bbgemm_2189.c,xcu200-fsgd2104-2-e,10.0,0.36737,630,1,1,37,16,unroll_16,unroll_16,pipeline_1,pipeline,unroll_4,13.75,1.0,True
bbgemm_2190.c,xcu200-fsgd2104-2-e,10.0,0.36737,628,1,1,37,16,unroll,unroll_16,pipeline_1,pipeline_1,unroll,13.75,1.0,True
bbgemm_2191.c,xcu200-fsgd2104-2-e,10.0,2.23296,1106,1,1,5,8,unroll_16,unroll_32,unroll_2,unroll_4,unroll,3.75,0.7466721678642918,False
bbgemm_2192.c,xcu200-fsgd2104-2-e,10.0,0.36737,631,1,1,37,16,unroll_16,unroll_8,pipeline,pipeline,unroll_4,13.75,1.0,True
bbgemm_2193.c,xcu200-fsgd2104-2-e,10.0,0.36776,257,1,1,19,11,unroll_8,unroll_4,pipeline_1,pipeline,unroll_2,8.0,1.0,True
bbgemm_2194.c,xcu200-fsgd2104-2-e,10.0,0.36737,606,1,1,37,16,unroll_8,unroll_8,pipeline_1,pipeline,unroll_2,13.75,1.0,True
bbgemm_2195.c,xcu200-fsgd2104-2-e,10.0,3.03192,147,1,1,3,4,unroll_16,unroll_4,unroll_2,pipeline_1,unroll_2,2.25,0.7755244306282963,False
bbgemm_2197.c,xcu200-fsgd2104-2-e,10.0,0.36808,132,1,1,9,6,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll,4.25,1.0,True
bbgemm_2198.c,xcu200-fsgd2104-2-e,10.0,0.36776,274,1,1,19,11,unroll,unroll_4,pipeline_1,pipeline_1,unroll,8.0,1.0,True
bbgemm_2199.c,xcu200-fsgd2104-2-e,10.0,0.36808,144,1,1,9,6,unroll_8,unroll_2,pipeline,unroll_4,unroll,4.25,1.0,True
bbgemm_2200.c,xcu200-fsgd2104-2-e,10.0,8.41797,76,1,1,1,1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,1.0,0.4477590336135082,False
bbgemm_2201.c,xcu200-fsgd2104-2-e,10.0,0.36776,271,1,1,19,11,unroll_8,unroll_4,pipeline,pipeline,unroll_2,8.0,1.0,True
bbgemm_2202.c,xcu200-fsgd2104-2-e,10.0,0.36737,636,1,1,37,16,unroll_16,unroll_16,pipeline,unroll_2,pipeline_1,13.75,1.0,True
bbgemm_2203.c,xcu200-fsgd2104-2-e,10.0,0.36808,136,1,1,9,6,unroll_8,unroll_2,pipeline_1,pipeline,unroll_4,4.25,1.0,True
bbgemm_2204.c,xcu200-fsgd2104-2-e,10.0,3.03192,153,1,1,3,4,unroll_8,unroll_4,unroll_2,pipeline_1,unroll_2,2.25,0.7755244306282963,False
bbgemm_2205.c,xcu200-fsgd2104-2-e,10.0,12.74949,80,1,1,1,2,unroll_2,unroll_8,unroll_2,pipeline,unroll_2,1.25,0.24368411247681346,False
bbgemm_2206.c,xcu200-fsgd2104-2-e,10.0,0.36737,626,1,1,37,16,unroll_16,unroll_16,pipeline,pipeline_1,pipeline_1,13.75,1.0,True
bbgemm_2207.c,xcu200-fsgd2104-2-e,10.0,0.36776,277,1,1,19,11,unroll_16,unroll_4,pipeline,unroll_2,unroll_4,8.0,1.0,True
bbgemm_2208.c,xcu200-fsgd2104-2-e,10.0,1.96712,84,1,1,2,2,unroll_8,unroll_2,unroll_2,pipeline_1,unroll,1.5,0.8961046451222,False
bbgemm_2209.c,xcu200-fsgd2104-2-e,10.0,8.83805,55,1,1,1,1,unroll_2,unroll_4,unroll_2,pipeline_1,unroll,1.0,0.4240869891453465,False
bbgemm_2211.c,xcu200-fsgd2104-2-e,10.0,3.07264,384,1,1,6,8,unroll_16,unroll_8,unroll_2,pipeline,unroll_4,4.0,0.6849943340957704,False
bbgemm_2213.c,xcu200-fsgd2104-2-e,10.0,12.74949,89,1,1,1,2,unroll_2,unroll_8,unroll_2,pipeline,unroll,1.25,0.24368411247681346,False
bbgemm_2214.c,xcu200-fsgd2104-2-e,10.0,0.36776,271,1,1,19,11,unroll_16,unroll_4,pipeline,pipeline_1,unroll,8.0,1.0,True
bbgemm_2215.c,xcu200-fsgd2104-2-e,10.0,0.36808,135,1,1,9,6,unroll_16,unroll_2,pipeline_1,pipeline_1,unroll_4,4.25,1.0,True
bbgemm_2216.c,xcu200-fsgd2104-2-e,10.0,0.66637,51,1,1,2,1,unroll_2,unroll_2,pipeline_1,pipeline,unroll_2,1.25,1.0,True
bbgemm_2217.c,xcu200-fsgd2104-2-e,10.0,2.00792,161,1,1,4,4,unroll,unroll_4,unroll_2,pipeline,unroll,2.5,0.8359967462717484,False
bbgemm_2218.c,xcu200-fsgd2104-2-e,10.0,0.36737,626,1,1,37,16,unroll_16,unroll,pipeline_1,pipeline,unroll_4,13.75,1.0,True
bbgemm_2220.c,xcu200-fsgd2104-2-e,10.0,0.36776,256,1,1,19,11,unroll_8,unroll_4,pipeline,pipeline_1,unroll_2,8.0,1.0,True
bbgemm_2221.c,xcu200-fsgd2104-2-e,10.0,0.36737,586,1,1,37,16,unroll_8,unroll,pipeline_1,pipeline,unroll_2,13.75,1.0,True
bbgemm_2222.c,xcu200-fsgd2104-2-e,10.0,0.36776,248,1,1,19,11,unroll_16,unroll_4,pipeline,unroll_2,pipeline_1,8.0,1.0,True
bbgemm_2223.c,xcu200-fsgd2104-2-e,10.0,0.36776,255,1,1,19,11,unroll_8,unroll_4,pipeline,pipeline_1,unroll_4,8.0,1.0,True
bbgemm_2224.c,xcu200-fsgd2104-2-e,10.0,0.36808,132,1,1,9,6,unroll,unroll_2,pipeline,unroll,unroll,4.25,1.0,True
bbgemm_2225.c,xcu200-fsgd2104-2-e,10.0,0.36808,131,1,1,9,6,unroll_16,unroll_2,pipeline,unroll,unroll_2,4.25,1.0,True
bbgemm_2226.c,xcu200-fsgd2104-2-e,10.0,0.36737,624,1,1,37,16,unroll,unroll,pipeline,unroll_2,unroll,13.75,1.0,True
bbgemm_2227.c,xcu200-fsgd2104-2-e,10.0,20.46019,231,1,1,1,3,unroll_4,unroll_16,unroll_2,unroll_4,unroll_2,1.5,0.10001294549478626,False
bbgemm_2228.c,xcu200-fsgd2104-2-e,10.0,1.12301,54,1,1,2,1,unroll_2,unroll_2,pipeline_1,unroll_4,unroll,1.25,0.9694187582384439,False
bbgemm_2229.c,xcu200-fsgd2104-2-e,10.0,0.36737,597,1,1,37,16,unroll_16,unroll_8,pipeline,pipeline_1,pipeline_1,13.75,1.0,True
bbgemm_2230.c,xcu200-fsgd2104-2-e,10.0,9.80571,84,1,1,1,2,unroll_4,unroll_4,unroll_2,pipeline_1,unroll,1.25,0.3727084138468568,False
bbgemm_2231.c,xcu200-fsgd2104-2-e,10.0,0.36776,269,1,1,19,11,unroll_16,unroll_4,pipeline_1,unroll_2,unroll,8.0,1.0,True
bbgemm_2232.c,xcu200-fsgd2104-2-e,10.0,0.36808,126,1,1,9,6,unroll_8,unroll_2,pipeline,pipeline,unroll,4.25,1.0,True
bbgemm_2233.c,xcu200-fsgd2104-2-e,10.0,12.74949,166,1,1,3,5,unroll_2,unroll_16,unroll_4,pipeline,unroll,2.5,0.2364035917890795,False
bbgemm_2234.c,xcu200-fsgd2104-2-e,10.0,0.36776,273,1,1,19,11,unroll,unroll_4,pipeline_1,unroll_4,unroll_4,8.0,1.0,True
bbgemm_2235.c,xcu200-fsgd2104-2-e,10.0,0.85001,131,1,1,8,4,unroll_2,unroll,pipeline,unroll_2,unroll_2,3.5,0.8323554534927539,False
bbgemm_2236.c,xcu200-fsgd2104-2-e,10.0,0.36808,123,1,1,9,6,unroll_8,unroll_2,pipeline,pipeline_1,unroll_2,4.25,1.0,True
bbgemm_2237.c,xcu200-fsgd2104-2-e,10.0,0.36737,657,1,1,37,16,unroll_16,unroll_16,pipeline_1,unroll_4,unroll_4,13.75,1.0,True
bbgemm_2238.c,xcu200-fsgd2104-2-e,10.0,0.36808,126,1,1,9,6,unroll_8,unroll_2,pipeline_1,pipeline_1,pipeline_1,4.25,1.0,True
bbgemm_2239.c,xcu200-fsgd2104-2-e,10.0,20.52717,63,1,1,1,1,unroll_2,unroll_2,unroll_8,unroll_2,unroll_2,1.0,0.10000054674540859,False
bbgemm_2240.c,xcu200-fsgd2104-2-e,10.0,1.96672,411,1,1,9,9,unroll_8,unroll_8,unroll_2,pipeline_1,unroll,5.0,0.6806846331282457,False
bbgemm_2242.c,xcu200-fsgd2104-2-e,10.0,0.77928,191,1,2,3,5,unroll_16,unroll_2,unroll_2,unroll,unroll,2.75,0.8887612730229573,False
bbgemm_2243.c,xcu200-fsgd2104-2-e,10.0,0.36737,630,1,1,37,16,unroll_16,unroll,pipeline_1,unroll_4,unroll_4,13.75,1.0,True
bbgemm_2244.c,xcu200-fsgd2104-2-e,10.0,0.66569,131,1,1,7,4,unroll_2,unroll_16,pipeline_1,pipeline,pipeline,3.25,1.0,True
bbgemm_2245.c,xcu200-fsgd2104-2-e,10.0,0.85069,48,1,1,2,1,unroll_2,unroll_2,pipeline,unroll_2,unroll_4,1.25,0.9875924460951853,False
bbgemm_2246.c,xcu200-fsgd2104-2-e,10.0,2.04909,59,1,1,1,1,unroll_2,unroll_2,unroll_2,unroll_4,unroll,1.0,0.907225712629879,False
bbgemm_2247.c,xcu200-fsgd2104-2-e,10.0,0.36808,130,1,1,9,6,unroll,unroll_2,pipeline,pipeline,unroll,4.25,1.0,True
bbgemm_2248.c,xcu200-fsgd2104-2-e,10.0,3.07264,368,1,1,6,8,unroll_8,unroll_8,unroll_2,pipeline,unroll_4,4.0,0.6849943340957704,False
bbgemm_2249.c,xcu200-fsgd2104-2-e,10.0,0.66605,75,1,1,4,3,unroll_2,unroll_4,pipeline_1,pipeline_1,unroll_2,2.25,1.0,True
