Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,InnerLoop_1_1,InnerLoop_2_1,InnerLoop_3_1,Area,Weight,is_pareto
stencil_378.c,xczu7ev-ffvc1156-2-e,5.0,0.195965,26,1,6,1,1,unroll_4,pipeline,unroll,pipeline_1,2.25,0.8731757713372782,False
stencil_379.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,43,1,3,1,2,pipeline,pipeline,unroll,pipeline,1.75,1.0,True
stencil_380.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,43,1,3,1,2,pipeline_1,unroll_8,pipeline,pipeline_1,1.75,1.0,True
stencil_381.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,43,1,3,1,2,pipeline,unroll_16,pipeline,pipeline,1.75,1.0,True
stencil_382.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,46,1,3,1,2,pipeline,pipeline,unroll,pipeline_1,1.75,1.0,True
stencil_383.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,46,1,3,1,2,pipeline_1,unroll_2,pipeline,pipeline_1,1.75,1.0,True
stencil_384.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,46,1,3,1,2,pipeline_1,pipeline_1,pipeline,pipeline,1.75,1.0,True
stencil_385.c,xczu7ev-ffvc1156-2-e,5.0,0.43628,32,1,5,1,3,unroll_2,unroll_8,pipeline,unroll,2.5,0.6872431265203623,False
stencil_386.c,xczu7ev-ffvc1156-2-e,5.0,0.473815,32,1,5,1,3,unroll_4,unroll_4,pipeline,pipeline_1,2.5,0.6607578274450916,False
stencil_387.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,43,1,3,1,2,pipeline_1,pipeline,pipeline,unroll,1.75,1.0,True
stencil_388.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,46,1,3,1,2,pipeline_1,unroll_2,pipeline_1,unroll,1.75,1.0,True
stencil_389.c,xczu7ev-ffvc1156-2-e,5.0,0.195965,26,1,6,1,1,unroll_4,pipeline,pipeline,pipeline_1,2.25,0.8731757713372782,False
stencil_390.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,44,1,3,1,2,pipeline_1,unroll_2,unroll,pipeline_1,1.75,1.0,True
stencil_391.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,44,1,3,1,2,pipeline,pipeline,pipeline,pipeline,1.75,1.0,True
stencil_392.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,47,1,3,1,2,pipeline_1,pipeline_1,pipeline_1,unroll,1.75,1.0,True
stencil_393.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,47,1,3,1,2,pipeline_1,unroll_2,pipeline,unroll,1.75,1.0,True
stencil_394.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,47,1,3,1,2,pipeline_1,unroll_16,unroll,pipeline_1,1.75,1.0,True
stencil_395.c,xczu7ev-ffvc1156-2-e,5.0,0.20226,27,1,4,1,2,unroll_2,unroll_8,unroll,unroll,2.0,0.8734047036888966,False
stencil_396.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,43,1,3,1,2,pipeline_1,pipeline_1,unroll,pipeline,1.75,1.0,True
stencil_397.c,xczu7ev-ffvc1156-2-e,5.0,0.195965,25,1,6,1,1,unroll_4,pipeline,pipeline_1,pipeline,2.25,0.8731757713372782,False
stencil_398.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,43,1,3,1,2,pipeline_1,pipeline_1,pipeline_1,pipeline_1,1.75,1.0,True
stencil_399.c,xczu7ev-ffvc1156-2-e,5.0,0.061455,68,1,11,1,9,unroll_2,unroll,unroll,unroll,5.5,0.845049267179767,False
stencil_400.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,43,1,3,1,2,pipeline,unroll_4,pipeline,unroll,1.75,1.0,True
stencil_401.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,43,1,3,1,2,pipeline,unroll_8,unroll,pipeline_1,1.75,1.0,True
stencil_402.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,45,1,3,1,2,pipeline,pipeline_1,pipeline_1,unroll,1.75,1.0,True
stencil_403.c,xczu7ev-ffvc1156-2-e,5.0,0.46904,139,1,43,7,24,unroll_2,unroll,pipeline,unroll,18.75,0.33297526166701147,False
stencil_404.c,xczu7ev-ffvc1156-2-e,5.0,0.195965,26,1,6,1,1,unroll_4,pipeline,unroll,unroll,2.25,0.8731757713372782,False
stencil_405.c,xczu7ev-ffvc1156-2-e,5.0,0.19911,26,1,3,1,1,unroll_2,pipeline,pipeline,unroll,1.5,1.0,True
stencil_406.c,xczu7ev-ffvc1156-2-e,5.0,0.4892,26,1,1,1,1,unroll_2,unroll_2,pipeline,pipeline,1.0,1.0,True
stencil_407.c,xczu7ev-ffvc1156-2-e,5.0,0.46652,26,1,2,1,1,unroll_2,unroll_4,pipeline_1,pipeline,1.25,1.0,True
stencil_408.c,xczu7ev-ffvc1156-2-e,5.0,0.189685,29,1,12,1,2,unroll_8,pipeline_1,unroll,pipeline,4.0,0.8346946404755209,False
stencil_409.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,46,1,3,1,2,pipeline,pipeline_1,pipeline_1,pipeline_1,1.75,1.0,True
stencil_410.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,46,1,3,1,2,pipeline_1,pipeline_1,pipeline_1,pipeline,1.75,1.0,True
stencil_411.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,46,1,3,1,2,pipeline,unroll_4,unroll,unroll,1.75,1.0,True
stencil_412.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,46,1,3,1,2,pipeline,unroll_2,pipeline_1,unroll,1.75,1.0,True
stencil_413.c,xczu7ev-ffvc1156-2-e,5.0,0.19911,23,1,3,1,1,unroll_2,pipeline_1,pipeline,pipeline_1,1.5,1.0,True
stencil_414.c,xczu7ev-ffvc1156-2-e,5.0,0.195965,23,1,6,1,1,unroll_4,pipeline,pipeline,pipeline,2.25,0.8731757713372782,False
stencil_415.c,xczu7ev-ffvc1156-2-e,5.0,0.19911,23,1,3,1,1,unroll_2,pipeline_1,pipeline_1,pipeline,1.5,1.0,True
stencil_416.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,52,1,3,1,2,pipeline_1,unroll,unroll,pipeline_1,1.75,1.0,True
stencil_417.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,44,1,3,1,2,pipeline_1,unroll_2,pipeline_1,pipeline_1,1.75,1.0,True
stencil_418.c,xczu7ev-ffvc1156-2-e,5.0,0.19911,24,1,3,1,1,unroll_2,pipeline_1,pipeline_1,unroll,1.5,1.0,True
stencil_419.c,xczu7ev-ffvc1156-2-e,5.0,0.19911,27,1,3,1,1,unroll_2,pipeline,unroll,unroll,1.5,1.0,True
stencil_420.c,xczu7ev-ffvc1156-2-e,5.0,0.20781,47,1,5,1,6,unroll_8,unroll_8,unroll,unroll,3.25,0.8405007663241016,False
stencil_421.c,xczu7ev-ffvc1156-2-e,5.0,0.19911,24,1,3,1,1,unroll_2,pipeline,pipeline_1,unroll,1.5,1.0,True
stencil_422.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,43,1,3,1,2,pipeline_1,unroll_8,unroll,pipeline,1.75,1.0,True
stencil_423.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,43,1,3,1,2,pipeline_1,unroll,pipeline_1,pipeline,1.75,1.0,True
stencil_424.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,46,1,3,1,2,pipeline,unroll,unroll,unroll,1.75,1.0,True
stencil_425.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,43,1,3,1,2,pipeline,unroll_8,pipeline,pipeline,1.75,1.0,True
stencil_426.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,47,1,3,1,2,pipeline_1,unroll_16,pipeline_1,pipeline,1.75,1.0,True
stencil_427.c,xczu7ev-ffvc1156-2-e,5.0,1.03856,29,1,4,1,2,unroll_2,unroll_4,unroll,pipeline_1,2.0,0.1700152477830254,False
stencil_428.c,xczu7ev-ffvc1156-2-e,5.0,1.0751,28,1,2,1,1,unroll_2,unroll_2,unroll,pipeline,1.25,0.15387436710526767,False
stencil_429.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,39,1,3,1,2,pipeline,unroll_4,pipeline_1,unroll,1.75,1.0,True
stencil_430.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,39,1,3,1,2,pipeline_1,unroll_4,pipeline,pipeline_1,1.75,1.0,True
stencil_431.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,39,1,3,1,2,pipeline_1,unroll_8,pipeline,pipeline,1.75,1.0,True
stencil_432.c,xczu7ev-ffvc1156-2-e,5.0,1.055015,40,1,8,1,4,unroll_4,unroll_4,unroll,pipeline,3.5,0.16155259978496242,False
stencil_433.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,43,1,3,1,2,pipeline_1,unroll_16,pipeline_1,unroll,1.75,1.0,True
stencil_434.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,43,1,3,1,2,pipeline_1,unroll_4,unroll,pipeline_1,1.75,1.0,True
stencil_435.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,46,1,3,1,2,pipeline_1,unroll_4,pipeline_1,pipeline,1.75,1.0,True
stencil_436.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,49,1,3,1,2,pipeline_1,unroll_16,pipeline,pipeline,1.75,1.0,True
stencil_437.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,49,1,3,1,2,pipeline_1,unroll,pipeline_1,pipeline_1,1.75,1.0,True
stencil_438.c,xczu7ev-ffvc1156-2-e,5.0,0.195965,28,1,6,1,1,unroll_4,pipeline_1,pipeline,pipeline_1,2.25,0.8731757713372782,False
stencil_439.c,xczu7ev-ffvc1156-2-e,5.0,0.195965,24,1,6,1,1,unroll_4,pipeline_1,pipeline,pipeline,2.25,0.8731757713372782,False
stencil_440.c,xczu7ev-ffvc1156-2-e,5.0,0.195965,24,1,6,1,1,unroll_4,pipeline,pipeline,unroll,2.25,0.8731757713372782,False
stencil_441.c,xczu7ev-ffvc1156-2-e,5.0,0.43628,28,1,5,1,3,unroll_2,unroll_8,pipeline,pipeline,2.5,0.6872431265203623,False
stencil_442.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,42,1,3,1,2,pipeline,unroll_4,pipeline_1,pipeline_1,1.75,1.0,True
stencil_443.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,45,1,3,1,2,pipeline,pipeline,pipeline_1,unroll,1.75,1.0,True
stencil_444.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,51,1,3,1,2,pipeline,unroll,unroll,pipeline_1,1.75,1.0,True
stencil_445.c,xczu7ev-ffvc1156-2-e,5.0,0.195965,26,1,6,1,1,unroll_4,pipeline_1,unroll,pipeline,2.25,0.8731757713372782,False
stencil_446.c,xczu7ev-ffvc1156-2-e,5.0,0.195965,26,1,6,1,1,unroll_4,pipeline_1,pipeline_1,pipeline_1,2.25,0.8731757713372782,False
stencil_447.c,xczu7ev-ffvc1156-2-e,5.0,0.195965,26,1,6,1,1,unroll_4,pipeline,unroll,pipeline,2.25,0.8731757713372782,False
stencil_448.c,xczu7ev-ffvc1156-2-e,5.0,0.496815,26,1,2,1,1,unroll_4,unroll_2,pipeline_1,unroll,1.25,0.6607512927373109,False
stencil_449.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,44,1,3,1,2,pipeline_1,unroll_8,pipeline_1,pipeline_1,1.75,1.0,True
stencil_450.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,44,1,3,1,2,pipeline_1,unroll_4,pipeline,unroll,1.75,1.0,True
stencil_451.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,47,1,3,1,2,pipeline,pipeline,pipeline_1,pipeline_1,1.75,1.0,True
stencil_452.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,47,1,3,1,2,pipeline,unroll_4,pipeline_1,pipeline,1.75,1.0,True
stencil_453.c,xczu7ev-ffvc1156-2-e,5.0,0.4892,24,1,1,1,1,unroll_2,unroll_2,pipeline_1,unroll,1.0,1.0,True
stencil_454.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,50,1,3,1,2,pipeline_1,unroll,pipeline_1,unroll,1.75,1.0,True
stencil_455.c,xczu7ev-ffvc1156-2-e,5.0,0.46652,27,1,2,1,1,unroll_2,unroll_4,pipeline_1,unroll,1.25,1.0,True
stencil_456.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,44,1,3,1,2,pipeline_1,unroll,pipeline,pipeline,1.75,1.0,True
stencil_457.c,xczu7ev-ffvc1156-2-e,5.0,0.46268,306,1,86,15,49,unroll_4,unroll,pipeline_1,pipeline_1,37.75,0.10712850127416225,False
stencil_458.c,xczu7ev-ffvc1156-2-e,5.0,0.195965,27,1,6,1,1,unroll_4,pipeline,pipeline_1,unroll,2.25,0.8731757713372782,False
stencil_459.c,xczu7ev-ffvc1156-2-e,5.0,0.496815,26,1,2,1,1,unroll_4,unroll_2,pipeline,pipeline,1.25,0.6607512927373109,False
stencil_460.c,xczu7ev-ffvc1156-2-e,5.0,1.092015,33,1,4,1,2,unroll_4,unroll_2,unroll,pipeline,2.0,0.1469869282055089,False
stencil_461.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,44,1,3,1,2,pipeline_1,pipeline,pipeline_1,pipeline_1,1.75,1.0,True
stencil_462.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,44,1,3,1,2,pipeline_1,unroll_4,pipeline_1,pipeline_1,1.75,1.0,True
stencil_463.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,46,1,3,1,2,pipeline_1,unroll,pipeline,unroll,1.75,1.0,True
stencil_464.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,47,1,3,1,2,pipeline_1,pipeline,unroll,unroll,1.75,1.0,True
stencil_465.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,47,1,3,1,2,pipeline,unroll_4,unroll,pipeline_1,1.75,1.0,True
stencil_466.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,50,1,3,1,2,pipeline_1,unroll,pipeline,pipeline_1,1.75,1.0,True
stencil_467.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,43,1,3,1,2,pipeline_1,unroll_4,pipeline,pipeline,1.75,1.0,True
stencil_468.c,xczu7ev-ffvc1156-2-e,5.0,0.189685,29,1,12,1,3,unroll_8,pipeline_1,pipeline,pipeline_1,4.25,0.8277574008365098,False
stencil_469.c,xczu7ev-ffvc1156-2-e,5.0,0.443175,41,1,11,2,7,unroll_4,unroll_8,pipeline_1,pipeline_1,5.25,0.6291695687541353,False
stencil_470.c,xczu7ev-ffvc1156-2-e,5.0,0.46904,137,1,43,7,24,unroll_2,unroll,pipeline_1,pipeline_1,18.75,0.33297526166701147,False
stencil_471.c,xczu7ev-ffvc1156-2-e,5.0,0.46904,130,1,43,7,24,unroll_2,unroll,pipeline_1,pipeline,18.75,0.33297526166701147,False
stencil_472.c,xczu7ev-ffvc1156-2-e,5.0,0.46904,126,1,43,7,24,unroll_2,unroll,pipeline,pipeline_1,18.75,0.33297526166701147,False
stencil_473.c,xczu7ev-ffvc1156-2-e,5.0,0.195965,25,1,6,1,1,unroll_4,pipeline_1,pipeline_1,unroll,2.25,0.8731757713372782,False
stencil_474.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,42,1,3,1,2,pipeline_1,pipeline,pipeline_1,unroll,1.75,1.0,True
stencil_475.c,xczu7ev-ffvc1156-2-e,5.0,0.46268,302,1,86,15,49,unroll_4,unroll,pipeline_1,unroll,37.75,0.10712850127416225,False
stencil_476.c,xczu7ev-ffvc1156-2-e,5.0,0.46268,302,1,86,15,49,unroll_4,unroll,pipeline,unroll,37.75,0.10712850127416225,False
stencil_477.c,xczu7ev-ffvc1156-2-e,5.0,0.19911,26,1,3,1,1,unroll_2,pipeline_1,pipeline_1,pipeline_1,1.5,1.0,True
stencil_478.c,xczu7ev-ffvc1156-2-e,5.0,0.189685,29,1,12,1,3,unroll_8,pipeline,pipeline_1,pipeline_1,4.25,0.8277574008365098,False
stencil_479.c,xczu7ev-ffvc1156-2-e,5.0,0.189685,29,1,12,1,2,unroll_8,pipeline_1,unroll,pipeline_1,4.0,0.8346946404755209,False
stencil_480.c,xczu7ev-ffvc1156-2-e,5.0,0.473815,29,1,5,1,3,unroll_4,unroll_4,pipeline,pipeline,2.5,0.6607578274450916,False
stencil_481.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,43,1,3,1,2,pipeline,pipeline_1,pipeline_1,pipeline,1.75,1.0,True
stencil_482.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,43,1,3,1,2,pipeline_1,unroll_4,pipeline_1,unroll,1.75,1.0,True
stencil_483.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,46,1,3,1,2,pipeline,unroll,pipeline_1,pipeline_1,1.75,1.0,True
stencil_484.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,46,1,3,1,2,pipeline,unroll,pipeline,unroll,1.75,1.0,True
stencil_485.c,xczu7ev-ffvc1156-2-e,5.0,0.496815,26,1,2,1,1,unroll_4,unroll_2,pipeline,pipeline_1,1.25,0.6607512927373109,False
stencil_486.c,xczu7ev-ffvc1156-2-e,5.0,0.473815,29,1,5,1,3,unroll_4,unroll_4,pipeline_1,pipeline_1,2.5,0.6607578274450916,False
stencil_487.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,43,1,3,1,2,pipeline,unroll_2,pipeline_1,pipeline_1,1.75,1.0,True
stencil_488.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,43,1,3,1,2,pipeline,unroll,pipeline,pipeline_1,1.75,1.0,True
stencil_489.c,xczu7ev-ffvc1156-2-e,5.0,0.06053,46,1,3,1,2,pipeline,unroll,pipeline_1,pipeline,1.75,1.0,True
stencil_490.c,xczu7ev-ffvc1156-2-e,5.0,0.46904,123,1,43,7,24,unroll_2,unroll,pipeline,pipeline,18.75,0.33297526166701147,False
stencil_491.c,xczu7ev-ffvc1156-2-e,3.33,0.13010976,79,1,1,1,1,pipeline,pipeline_1,pipeline_1,unroll,1.0,1.0,True
stencil_492.c,xczu7ev-ffvc1156-2-e,3.33,0.13010976,81,1,1,1,1,pipeline,pipeline,pipeline,unroll,1.0,1.0,True
stencil_493.c,xczu7ev-ffvc1156-2-e,3.33,0.13010976,81,1,1,1,1,unroll_8,pipeline_1,pipeline_1,unroll,1.0,1.0,True
stencil_494.c,xczu7ev-ffvc1156-2-e,3.33,0.13010976,83,1,1,1,1,pipeline,pipeline,pipeline,pipeline,1.0,1.0,True
stencil_495.c,xczu7ev-ffvc1156-2-e,3.33,0.13010976,85,1,1,1,1,pipeline_1,pipeline_1,pipeline_1,pipeline,1.0,1.0,True
stencil_496.c,xczu7ev-ffvc1156-2-e,3.33,0.13010976,85,1,1,1,1,unroll_8,pipeline,pipeline,unroll,1.0,1.0,True
stencil_497.c,xczu7ev-ffvc1156-2-e,3.33,0.13010976,85,1,1,1,1,unroll_2,pipeline,pipeline,unroll,1.0,1.0,True
stencil_498.c,xczu7ev-ffvc1156-2-e,3.33,0.13010976,85,1,1,1,1,unroll_8,pipeline,pipeline,pipeline,1.0,1.0,True
stencil_499.c,xczu7ev-ffvc1156-2-e,3.33,0.13010976,85,1,1,1,1,unroll_8,pipeline,unroll,pipeline,1.0,1.0,True
stencil_500.c,xczu7ev-ffvc1156-2-e,3.33,0.36419877,85,1,1,1,1,unroll_4,unroll_2,pipeline,pipeline,1.0,0.5881034279237493,False
stencil_501.c,xczu7ev-ffvc1156-2-e,3.33,0.13010976,85,1,1,1,1,unroll_8,pipeline_1,pipeline,unroll,1.0,1.0,True
stencil_502.c,xczu7ev-ffvc1156-2-e,3.33,0.13010976,85,1,1,1,1,pipeline_1,pipeline,pipeline,pipeline_1,1.0,1.0,True
stencil_503.c,xczu7ev-ffvc1156-2-e,3.33,0.36419877,85,1,1,1,1,unroll_4,unroll_2,pipeline_1,unroll,1.0,0.5881034279237493,False
stencil_504.c,xczu7ev-ffvc1156-2-e,3.33,0.36419877,86,1,1,1,1,pipeline,unroll_2,pipeline_1,pipeline_1,1.0,0.5881034279237493,False
stencil_505.c,xczu7ev-ffvc1156-2-e,3.33,0.17624358,87,1,3,1,1,pipeline_1,unroll_4,unroll,unroll,1.5,0.868449574741151,False
stencil_506.c,xczu7ev-ffvc1156-2-e,3.33,0.36419877,89,1,1,1,1,unroll_32,unroll_2,pipeline_1,unroll,1.0,0.5881034279237493,False
stencil_507.c,xczu7ev-ffvc1156-2-e,3.33,0.36126171,90,1,1,1,1,unroll_64,unroll_4,pipeline,pipeline_1,1.0,0.5924968202352996,False
stencil_508.c,xczu7ev-ffvc1156-2-e,3.33,0.36126171,92,1,1,1,1,unroll_64,unroll_4,pipeline,unroll,1.0,0.5924968202352996,False
stencil_509.c,xczu7ev-ffvc1156-2-e,3.33,0.8064360899999999,93,1,1,1,1,unroll_2,unroll_2,unroll,pipeline_1,1.0,0.1511997517063401,False
stencil_510.c,xczu7ev-ffvc1156-2-e,3.33,0.36126171,93,1,1,1,1,unroll_4,unroll_4,pipeline_1,pipeline,1.0,0.5924968202352996,False
stencil_511.c,xczu7ev-ffvc1156-2-e,3.33,0.8064360899999999,93,1,1,1,1,pipeline,unroll_2,unroll,pipeline,1.0,0.1511997517063401,False
stencil_512.c,xczu7ev-ffvc1156-2-e,3.33,0.36126171,94,1,1,1,1,unroll_16,unroll_4,pipeline,unroll,1.0,0.5924968202352996,False
stencil_513.c,xczu7ev-ffvc1156-2-e,3.33,0.8064360899999999,95,1,1,1,1,unroll_64,unroll_2,unroll,pipeline,1.0,0.1511997517063401,False
stencil_514.c,xczu7ev-ffvc1156-2-e,3.33,0.3377652299999999,107,1,1,1,1,pipeline_1,unroll_8,pipeline_1,pipeline,1.0,0.6283525774992217,False
stencil_515.c,xczu7ev-ffvc1156-2-e,3.33,0.3377652299999999,108,1,1,1,1,unroll_64,unroll_8,pipeline,unroll,1.0,0.6283525774992217,False
stencil_516.c,xczu7ev-ffvc1156-2-e,3.33,0.3377652299999999,109,1,1,1,1,unroll_16,unroll_8,pipeline,unroll,1.0,0.6283525774992217,False
stencil_517.c,xczu7ev-ffvc1156-2-e,3.33,0.3377652299999999,110,1,1,1,1,unroll_4,unroll_8,pipeline,pipeline,1.0,0.6283525774992217,False
stencil_518.c,xczu7ev-ffvc1156-2-e,3.33,0.77370885,111,1,1,1,1,unroll_64,unroll_4,unroll,pipeline,1.0,0.16824154207483136,False
stencil_519.c,xczu7ev-ffvc1156-2-e,3.33,0.77370885,112,1,1,1,1,unroll_64,unroll_4,unroll,pipeline_1,1.0,0.16824154207483136,False
stencil_520.c,xczu7ev-ffvc1156-2-e,3.33,0.29580723,128,1,1,1,3,pipeline_1,unroll_16,pipeline,unroll,1.5,0.679291227396694,False
stencil_521.c,xczu7ev-ffvc1156-2-e,3.33,0.29580723,130,1,1,1,3,unroll_64,unroll_16,pipeline,pipeline,1.5,0.679291227396694,False
stencil_522.c,xczu7ev-ffvc1156-2-e,3.33,0.29580723,132,1,1,1,3,pipeline_1,unroll_16,pipeline,pipeline_1,1.5,0.679291227396694,False
stencil_523.c,xczu7ev-ffvc1156-2-e,3.33,0.29580723,132,1,1,1,3,unroll_2,unroll_16,pipeline_1,unroll,1.5,0.679291227396694,False
stencil_524.c,xczu7ev-ffvc1156-2-e,3.33,0.29580723,134,1,1,1,3,unroll_32,unroll_16,pipeline,unroll,1.5,0.679291227396694,False
stencil_525.c,xczu7ev-ffvc1156-2-e,3.33,0.29580723,135,1,1,1,3,unroll_16,unroll_16,pipeline,pipeline,1.5,0.679291227396694,False
stencil_526.c,xczu7ev-ffvc1156-2-e,3.33,0.04239756,163,1,13,4,7,unroll_64,unroll,unroll,unroll,6.25,1.0,True
stencil_527.c,xczu7ev-ffvc1156-2-e,3.33,0.04239756,169,1,13,4,7,unroll_32,unroll,unroll,unroll,6.25,1.0,True
stencil_528.c,xczu7ev-ffvc1156-2-e,3.33,0.64279989,176,1,1,2,4,unroll_32,unroll_16,unroll,pipeline,2.0,0.24845524073395223,False
stencil_529.c,xczu7ev-ffvc1156-2-e,3.33,0.80014239,542,1,1,8,17,pipeline,unroll,unroll,pipeline_1,6.75,0.10000000000000002,False
stencil_530.c,xczu7ev-ffvc1156-2-e,3.33,0.13010976,81,1,1,1,1,pipeline_1,pipeline,pipeline,unroll,1.0,1.0,True
stencil_531.c,xczu7ev-ffvc1156-2-e,3.33,0.18295686,83,1,3,1,1,unroll_4,unroll_2,unroll,unroll,1.5,0.8584920787693893,False
stencil_532.c,xczu7ev-ffvc1156-2-e,3.33,0.13010976,84,1,1,1,1,unroll_32,pipeline,pipeline,unroll,1.0,1.0,True
stencil_533.c,xczu7ev-ffvc1156-2-e,3.33,0.13010976,85,1,1,1,1,unroll_2,pipeline,unroll,pipeline,1.0,1.0,True
stencil_534.c,xczu7ev-ffvc1156-2-e,3.33,0.13010976,85,1,1,1,1,unroll_32,pipeline_1,unroll,unroll,1.0,1.0,True
stencil_535.c,xczu7ev-ffvc1156-2-e,3.33,0.13010976,85,1,1,1,1,pipeline,pipeline_1,pipeline_1,pipeline_1,1.0,1.0,True
stencil_536.c,xczu7ev-ffvc1156-2-e,3.33,0.36419877,88,1,1,1,1,unroll_64,unroll_2,pipeline,pipeline,1.0,0.5881034279237493,False
stencil_537.c,xczu7ev-ffvc1156-2-e,3.33,0.18295686,89,1,3,1,1,unroll_32,unroll_2,unroll,unroll,1.5,0.8584920787693893,False
stencil_538.c,xczu7ev-ffvc1156-2-e,3.33,0.36419877,89,1,1,1,1,pipeline,unroll_2,pipeline_1,unroll,1.0,0.5881034279237493,False
stencil_539.c,xczu7ev-ffvc1156-2-e,3.33,0.36419877,89,1,1,1,1,unroll_64,unroll_2,pipeline_1,pipeline,1.0,0.5881034279237493,False
stencil_540.c,xczu7ev-ffvc1156-2-e,3.33,0.13010976,89,1,1,1,1,pipeline_1,pipeline_1,pipeline,pipeline,1.0,1.0,True
stencil_541.c,xczu7ev-ffvc1156-2-e,3.33,0.13010976,89,1,1,1,1,unroll_64,pipeline,unroll,pipeline,1.0,1.0,True
stencil_542.c,xczu7ev-ffvc1156-2-e,3.33,0.13010976,89,1,1,1,1,pipeline,pipeline,pipeline_1,pipeline,1.0,1.0,True
stencil_543.c,xczu7ev-ffvc1156-2-e,3.33,0.13010976,89,1,1,1,1,unroll_32,pipeline,pipeline_1,unroll,1.0,1.0,True
stencil_544.c,xczu7ev-ffvc1156-2-e,3.33,0.36419877,89,1,1,1,1,pipeline,unroll_2,pipeline,unroll,1.0,0.5881034279237493,False
stencil_545.c,xczu7ev-ffvc1156-2-e,3.33,0.36126171,91,1,1,1,1,pipeline_1,unroll_4,pipeline_1,pipeline_1,1.0,0.5924968202352996,False
stencil_546.c,xczu7ev-ffvc1156-2-e,3.33,0.36126171,92,1,1,1,1,unroll_64,unroll_4,pipeline_1,pipeline,1.0,0.5924968202352996,False
stencil_547.c,xczu7ev-ffvc1156-2-e,3.33,0.36126171,92,1,1,1,1,unroll_16,unroll_4,pipeline_1,pipeline_1,1.0,0.5924968202352996,False
stencil_548.c,xczu7ev-ffvc1156-2-e,3.33,0.36126171,93,1,1,1,1,unroll_2,unroll_4,pipeline,unroll,1.0,0.5924968202352996,False
stencil_549.c,xczu7ev-ffvc1156-2-e,3.33,0.36126171,94,1,1,1,1,unroll_16,unroll_4,pipeline_1,pipeline,1.0,0.5924968202352996,False
