Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,OuterLoop_5,OuterLoop_6,InnerLoop_1_1,InnerLoop_1_2,InnerLoop_1_3,InnerLoop_1_4,Area,Weight,is_pareto
ss_sort_3501.c,xcu200-fsgd2104-2-e,10.0,2.14355,37,1,1,1,1,pipeline,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,unroll,unroll,1.0,0.9986230246523997,False
ss_sort_3502.c,xcu200-fsgd2104-2-e,10.0,2.14355,34,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_2,unroll_4,unroll,pipeline_1,1.0,0.9986230246523997,False
ss_sort_3503.c,xcu200-fsgd2104-2-e,10.0,2.14399,37,1,1,1,1,pipeline,unroll_64,pipeline,pipeline,pipeline_1,unroll_16,unroll,unroll_4,unroll,unroll,1.0,0.998051759589436,False
ss_sort_3504.c,xcu200-fsgd2104-2-e,10.0,2.14355,40,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll,pipeline_1,unroll,unroll,1.0,0.9986230246523997,False
ss_sort_3505.c,xcu200-fsgd2104-2-e,10.0,2.14329,41,1,1,1,1,pipeline,unroll_64,pipeline,pipeline,pipeline_1,unroll_2,unroll,unroll_4,unroll,unroll,1.0,0.998960675748623,False
ss_sort_3506.c,xcu200-fsgd2104-2-e,10.0,2.14325,57,1,1,1,2,pipeline_1,unroll_64,pipeline,pipeline,pipeline_1,unroll_4,unroll_2,unroll_4,pipeline_1,unroll,1.25,0.8963186136927245,False
ss_sort_3507.c,xcu200-fsgd2104-2-e,10.0,2.13289,63,1,1,1,2,unroll_16,unroll_64,pipeline,pipeline,pipeline_1,unroll_2,unroll,unroll_4,unroll,unroll,1.25,1.0,True
ss_sort_3508.c,xcu200-fsgd2104-2-e,10.0,2.14355,36,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_2,unroll_2,unroll,pipeline_1,1.0,0.9986230246523997,False
ss_sort_3509.c,xcu200-fsgd2104-2-e,10.0,2.14355,36,1,1,1,1,pipeline,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll_4,unroll_4,unroll_2,unroll_2,1.0,0.9986230246523997,False
ss_sort_3510.c,xcu200-fsgd2104-2-e,10.0,2.14355,36,1,1,1,1,pipeline,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_2,unroll_2,unroll,unroll,1.0,0.9986230246523997,False
ss_sort_3511.c,xcu200-fsgd2104-2-e,10.0,2.14355,36,1,1,1,1,pipeline_1,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll_4,unroll_4,unroll,pipeline_1,1.0,0.9986230246523997,False
ss_sort_3512.c,xcu200-fsgd2104-2-e,10.0,2.14355,36,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll,unroll,1.0,0.9986230246523997,False
ss_sort_3513.c,xcu200-fsgd2104-2-e,10.0,2.13361,59,1,1,1,2,unroll_16,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll,unroll_2,unroll,unroll_2,1.25,0.9020543159240595,False
ss_sort_3514.c,xcu200-fsgd2104-2-e,10.0,2.14329,39,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_2,unroll,unroll_4,unroll,unroll,1.0,0.998960675748623,False
ss_sort_3515.c,xcu200-fsgd2104-2-e,10.0,2.14355,34,1,1,1,1,pipeline,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_8,unroll_2,pipeline_1,unroll,1.0,0.9986230246523997,False
ss_sort_3516.c,xcu200-fsgd2104-2-e,10.0,2.14401,34,1,1,1,1,pipeline_1,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll_2,unroll_4,pipeline_1,unroll,1.0,0.9980257973114355,False
ss_sort_3517.c,xcu200-fsgd2104-2-e,10.0,2.14355,37,1,1,1,1,pipeline_1,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll_4,unroll_4,pipeline_1,unroll,1.0,0.9986230246523997,False
ss_sort_3518.c,xcu200-fsgd2104-2-e,10.0,2.23555,34,1,1,1,1,pipeline_1,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll_2,unroll,1.0,0.8831282128124873,False
ss_sort_3519.c,xcu200-fsgd2104-2-e,10.0,2.14355,37,1,1,1,1,pipeline,unroll_64,pipeline,pipeline_1,pipeline_1,unroll_8,unroll,unroll_4,pipeline_1,unroll,1.0,0.9986230246523997,False
ss_sort_3520.c,xcu200-fsgd2104-2-e,10.0,2.13361,87,1,1,1,3,unroll_32,unroll_64,pipeline,pipeline_1,pipeline_1,unroll_8,unroll,unroll,unroll,unroll,1.5,0.7245969910122597,False
ss_sort_3521.c,xcu200-fsgd2104-2-e,10.0,2.14355,36,1,1,1,1,pipeline,unroll_64,pipeline,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_4,unroll,unroll,1.0,0.9986230246523997,False
ss_sort_3522.c,xcu200-fsgd2104-2-e,10.0,2.14355,36,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll,unroll_2,1.0,0.9986230246523997,False
ss_sort_3523.c,xcu200-fsgd2104-2-e,10.0,2.14355,36,1,1,1,1,pipeline,unroll_64,pipeline,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,unroll,unroll_2,1.0,0.9986230246523997,False
ss_sort_3524.c,xcu200-fsgd2104-2-e,10.0,2.14355,36,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll,pipeline_1,unroll_2,unroll,1.0,0.9986230246523997,False
ss_sort_3525.c,xcu200-fsgd2104-2-e,10.0,2.14355,36,1,1,1,1,pipeline_1,unroll_64,pipeline,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_4,unroll,unroll,1.0,0.9986230246523997,False
ss_sort_3526.c,xcu200-fsgd2104-2-e,10.0,2.14355,36,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline_1,unroll,1.0,0.9986230246523997,False
ss_sort_3527.c,xcu200-fsgd2104-2-e,10.0,2.47107,43,1,1,1,1,unroll_16,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_2,unroll_4,unroll,unroll,1.0,0.6236471243888567,False
ss_sort_3528.c,xcu200-fsgd2104-2-e,10.0,2.14329,43,1,1,1,1,pipeline,unroll_64,pipeline,pipeline,pipeline_1,unroll_2,unroll,unroll_4,unroll,unroll,1.0,0.998960675748623,False
ss_sort_3529.c,xcu200-fsgd2104-2-e,10.0,2.14249,53,1,1,1,1,unroll_16,unroll_4,pipeline,pipeline,pipeline_1,unroll_2,unroll,unroll_4,unroll,unroll_2,1.0,1.0,True
ss_sort_3530.c,xcu200-fsgd2104-2-e,10.0,2.14325,56,1,1,1,2,pipeline_1,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_4,unroll,unroll_4,pipeline_1,unroll,1.25,0.8963186136927245,False
ss_sort_3531.c,xcu200-fsgd2104-2-e,10.0,2.14355,34,1,1,1,1,pipeline_1,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll_2,unroll_2,unroll,pipeline_1,1.0,0.9986230246523997,False
ss_sort_3532.c,xcu200-fsgd2104-2-e,10.0,2.14355,34,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_8,pipeline_1,unroll_4,unroll,pipeline_1,1.0,0.9986230246523997,False
ss_sort_3533.c,xcu200-fsgd2104-2-e,10.0,2.14355,34,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_4,unroll,unroll_2,1.0,0.9986230246523997,False
ss_sort_3534.c,xcu200-fsgd2104-2-e,10.0,2.14355,34,1,1,1,1,pipeline_1,unroll_64,pipeline,pipeline_1,pipeline_1,unroll_8,unroll,unroll_2,pipeline_1,unroll,1.0,0.9986230246523997,False
ss_sort_3535.c,xcu200-fsgd2104-2-e,10.0,2.14355,37,1,1,1,1,pipeline,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll,pipeline_1,pipeline_1,unroll,1.0,0.9986230246523997,False
ss_sort_3536.c,xcu200-fsgd2104-2-e,10.0,2.48041,35,1,1,1,1,unroll_16,unroll_4,pipeline,pipeline,pipeline_1,unroll_2,unroll_2,unroll_4,unroll,unroll,1.0,0.6144297418966653,False
ss_sort_3537.c,xcu200-fsgd2104-2-e,10.0,2.14355,35,1,1,1,1,pipeline_1,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll,unroll_2,pipeline_1,unroll,1.0,0.9986230246523997,False
ss_sort_3538.c,xcu200-fsgd2104-2-e,10.0,2.14355,39,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll,1.0,0.9986230246523997,False
ss_sort_3539.c,xcu200-fsgd2104-2-e,10.0,2.14401,31,1,1,1,1,pipeline_1,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll,unroll_4,pipeline_1,unroll_2,1.0,0.9980257973114355,False
ss_sort_3540.c,xcu200-fsgd2104-2-e,10.0,2.14355,31,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.9986230246523997,False
ss_sort_3541.c,xcu200-fsgd2104-2-e,10.0,2.14355,31,1,1,1,1,pipeline,unroll_64,pipeline,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.9986230246523997,False
ss_sort_3542.c,xcu200-fsgd2104-2-e,10.0,2.14325,58,1,1,1,2,pipeline_1,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_4,unroll_2,pipeline_1,unroll,pipeline_1,1.25,0.8963186136927245,False
ss_sort_3543.c,xcu200-fsgd2104-2-e,10.0,2.13289,69,1,1,1,2,unroll_16,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_2,unroll,unroll_2,unroll,unroll,1.25,1.0,True
ss_sort_3544.c,xcu200-fsgd2104-2-e,10.0,2.14355,38,1,1,1,1,pipeline,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll_2,unroll,1.0,0.9986230246523997,False
ss_sort_3545.c,xcu200-fsgd2104-2-e,10.0,2.52161,39,1,1,1,1,pipeline,unroll_64,unroll_2,pipeline,pipeline_1,unroll_2,unroll_2,unroll_2,unroll_2,unroll,1.0,0.5747474182408671,False
ss_sort_3546.c,xcu200-fsgd2104-2-e,10.0,2.14355,36,1,1,1,1,pipeline_1,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll_2,unroll,1.0,0.9986230246523997,False
ss_sort_3547.c,xcu200-fsgd2104-2-e,10.0,2.14355,36,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_4,unroll_4,unroll,unroll_2,1.0,0.9986230246523997,False
ss_sort_3548.c,xcu200-fsgd2104-2-e,10.0,2.14355,36,1,1,1,1,pipeline,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,pipeline_1,unroll,1.0,0.9986230246523997,False
ss_sort_3549.c,xcu200-fsgd2104-2-e,10.0,2.14355,36,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_8,pipeline_1,unroll_4,pipeline_1,unroll,1.0,0.9986230246523997,False
ss_sort_3550.c,xcu200-fsgd2104-2-e,10.0,2.14355,36,1,1,1,1,pipeline_1,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll_8,unroll_4,unroll,pipeline_1,1.0,0.9986230246523997,False
ss_sort_3551.c,xcu200-fsgd2104-2-e,10.0,2.14355,35,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_8,unroll_4,unroll,unroll,1.0,0.9986230246523997,False
ss_sort_3552.c,xcu200-fsgd2104-2-e,10.0,2.13289,70,1,1,1,2,unroll_16,unroll_64,pipeline,pipeline_1,pipeline_1,unroll_2,unroll,unroll_4,unroll,unroll,1.25,1.0,True
ss_sort_3553.c,xcu200-fsgd2104-2-e,10.0,2.30697,45,1,1,1,1,unroll_16,unroll_64,pipeline,pipeline,pipeline_1,unroll_2,unroll_4,unroll_2,pipeline_1,unroll,1.0,0.7989442325446457,False
ss_sort_3554.c,xcu200-fsgd2104-2-e,10.0,2.13361,61,1,1,1,2,unroll_16,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll,pipeline_1,unroll,unroll,1.25,0.9020543159240595,False
ss_sort_3555.c,xcu200-fsgd2104-2-e,10.0,2.14355,35,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_2,unroll,1.0,0.9986230246523997,False
ss_sort_3556.c,xcu200-fsgd2104-2-e,10.0,2.30801,35,1,1,1,1,pipeline_1,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll_4,unroll_4,pipeline_1,unroll,1.0,0.7977537177274678,False
ss_sort_3557.c,xcu200-fsgd2104-2-e,10.0,2.14355,35,1,1,1,1,pipeline_1,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,pipeline_1,unroll_4,unroll,unroll_2,1.0,0.9986230246523997,False
ss_sort_3558.c,xcu200-fsgd2104-2-e,10.0,2.14355,38,1,1,1,1,pipeline_1,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll_2,unroll_4,pipeline_1,pipeline_1,1.0,0.9986230246523997,False
ss_sort_3559.c,xcu200-fsgd2104-2-e,10.0,2.14355,38,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll,1.0,0.9986230246523997,False
ss_sort_3560.c,xcu200-fsgd2104-2-e,10.0,2.14355,38,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_4,unroll,unroll,1.0,0.9986230246523997,False
ss_sort_3561.c,xcu200-fsgd2104-2-e,10.0,2.14355,38,1,1,1,1,pipeline,unroll_64,pipeline,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_4,unroll,unroll_2,1.0,0.9986230246523997,False
ss_sort_3562.c,xcu200-fsgd2104-2-e,10.0,2.14355,38,1,1,1,1,pipeline,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll_8,pipeline_1,unroll_2,unroll,1.0,0.9986230246523997,False
ss_sort_3563.c,xcu200-fsgd2104-2-e,10.0,2.30697,45,1,1,1,1,unroll_16,unroll_64,pipeline,pipeline,pipeline_1,unroll_2,unroll_4,unroll_2,unroll,pipeline_1,1.0,0.7989442325446457,False
ss_sort_3564.c,xcu200-fsgd2104-2-e,10.0,2.13289,62,1,1,1,2,unroll_16,unroll_64,pipeline,pipeline,pipeline_1,unroll_2,unroll,unroll_2,pipeline_1,unroll,1.25,1.0,True
ss_sort_3565.c,xcu200-fsgd2104-2-e,10.0,2.15359,30,1,1,1,1,pipeline,unroll_4,pipeline,pipeline,pipeline_1,unroll_16,unroll_8,unroll_4,unroll,unroll,1.0,0.98563300884322,False
ss_sort_3566.c,xcu200-fsgd2104-2-e,10.0,2.14355,32,1,1,1,1,pipeline,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll,pipeline_1,unroll,unroll,1.0,0.9986230246523997,False
ss_sort_3567.c,xcu200-fsgd2104-2-e,10.0,2.14355,32,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_4,unroll_2,unroll,unroll_2,1.0,0.9986230246523997,False
ss_sort_3568.c,xcu200-fsgd2104-2-e,10.0,2.14401,35,1,1,1,1,pipeline_1,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll,unroll_4,unroll,unroll,1.0,0.9980257973114355,False
ss_sort_3569.c,xcu200-fsgd2104-2-e,10.0,2.14355,35,1,1,1,1,pipeline_1,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll_2,unroll_2,pipeline_1,unroll,1.0,0.9986230246523997,False
ss_sort_3570.c,xcu200-fsgd2104-2-e,10.0,2.14355,38,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_2,unroll,unroll_2,1.0,0.9986230246523997,False
ss_sort_3571.c,xcu200-fsgd2104-2-e,10.0,2.14355,35,1,1,1,1,pipeline_1,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll_2,unroll_4,unroll,unroll_2,1.0,0.9986230246523997,False
ss_sort_3572.c,xcu200-fsgd2104-2-e,10.0,2.14249,59,1,1,1,1,unroll_16,unroll_4,pipeline,pipeline,pipeline,unroll_2,unroll,unroll_4,unroll,unroll_2,1.0,1.0,True
ss_sort_3573.c,xcu200-fsgd2104-2-e,10.0,2.15315,27,1,1,1,1,pipeline_1,unroll_4,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_4,unroll_4,unroll_2,unroll_2,1.0,0.9862003109029734,False
ss_sort_3574.c,xcu200-fsgd2104-2-e,10.0,2.14355,36,1,1,1,1,pipeline,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,pipeline_1,pipeline_1,pipeline_1,unroll,1.0,0.9986230246523997,False
ss_sort_3575.c,xcu200-fsgd2104-2-e,10.0,2.14355,39,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_2,unroll,pipeline_1,1.0,0.9986230246523997,False
ss_sort_3576.c,xcu200-fsgd2104-2-e,10.0,2.14355,33,1,1,1,1,pipeline_1,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll_4,unroll_4,unroll,unroll_2,1.0,0.9986230246523997,False
ss_sort_3577.c,xcu200-fsgd2104-2-e,10.0,2.13289,69,1,1,1,2,unroll_16,unroll_64,pipeline,pipeline,pipeline_1,unroll_2,unroll,unroll_4,unroll,unroll_2,1.25,1.0,True
ss_sort_3578.c,xcu200-fsgd2104-2-e,10.0,2.14401,33,1,1,1,1,pipeline_1,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,pipeline_1,unroll_4,pipeline_1,unroll,1.0,0.9980257973114355,False
ss_sort_3579.c,xcu200-fsgd2104-2-e,10.0,2.13289,60,1,1,1,2,unroll_16,unroll_64,pipeline,pipeline_1,pipeline_1,unroll_2,unroll,unroll_4,unroll,unroll,1.25,1.0,True
ss_sort_3580.c,xcu200-fsgd2104-2-e,10.0,2.13289,91,1,1,1,4,unroll_32,unroll_64,pipeline,pipeline,pipeline_1,unroll_2,unroll,unroll_2,unroll,unroll_2,1.75,0.5689169521252759,False
ss_sort_3581.c,xcu200-fsgd2104-2-e,10.0,2.15289,30,1,1,1,1,pipeline_1,unroll_4,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_4,unroll,unroll,1.0,0.986535620224573,False
ss_sort_3582.c,xcu200-fsgd2104-2-e,10.0,2.14355,33,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_4,pipeline_1,unroll,1.0,0.9986230246523997,False
ss_sort_3583.c,xcu200-fsgd2104-2-e,10.0,2.52227,33,1,1,1,1,pipeline_1,unroll_64,unroll_2,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_2,pipeline_1,unroll,1.0,0.5741246907907513,False
ss_sort_3584.c,xcu200-fsgd2104-2-e,10.0,2.14355,33,1,1,1,1,pipeline,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll_4,unroll_4,unroll_2,unroll,1.0,0.9986230246523997,False
ss_sort_3585.c,xcu200-fsgd2104-2-e,10.0,2.14355,33,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_8,unroll_2,unroll,unroll,1.0,0.9986230246523997,False
ss_sort_3586.c,xcu200-fsgd2104-2-e,10.0,2.14355,36,1,1,1,1,pipeline_1,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll_4,unroll_2,unroll_2,unroll_2,1.0,0.9986230246523997,False
ss_sort_3587.c,xcu200-fsgd2104-2-e,10.0,2.14355,36,1,1,1,1,pipeline_1,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll_4,unroll_2,unroll,unroll,1.0,0.9986230246523997,False
ss_sort_3588.c,xcu200-fsgd2104-2-e,10.0,2.14355,36,1,1,1,1,pipeline,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_2,pipeline_1,pipeline_1,unroll,1.0,0.9986230246523997,False
ss_sort_3589.c,xcu200-fsgd2104-2-e,10.0,2.14399,36,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_16,unroll_2,unroll_2,unroll,pipeline_1,1.0,0.998051759589436,False
ss_sort_3590.c,xcu200-fsgd2104-2-e,10.0,2.13289,63,1,1,1,2,unroll_16,unroll_64,pipeline,pipeline,pipeline_1,unroll_2,unroll,unroll_4,unroll,unroll_2,1.25,1.0,True
ss_sort_3591.c,xcu200-fsgd2104-2-e,10.0,2.14355,34,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_2,unroll_2,pipeline_1,1.0,0.9986230246523997,False
ss_sort_3592.c,xcu200-fsgd2104-2-e,10.0,2.14355,37,1,1,1,1,pipeline,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll_2,unroll_4,unroll,pipeline_1,1.0,0.9986230246523997,False
ss_sort_3593.c,xcu200-fsgd2104-2-e,10.0,2.14399,34,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_16,unroll_4,unroll_2,unroll,unroll_2,1.0,0.998051759589436,False
ss_sort_3594.c,xcu200-fsgd2104-2-e,10.0,2.14355,34,1,1,1,1,pipeline_1,unroll_64,pipeline,pipeline_1,pipeline_1,unroll_8,unroll_8,pipeline_1,pipeline_1,unroll,1.0,0.9986230246523997,False
ss_sort_3595.c,xcu200-fsgd2104-2-e,10.0,2.14355,37,1,1,1,1,pipeline,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_4,unroll_4,unroll,pipeline_1,1.0,0.9986230246523997,False
ss_sort_3596.c,xcu200-fsgd2104-2-e,10.0,2.14329,40,1,1,1,1,pipeline_1,unroll_64,pipeline,pipeline_1,pipeline_1,unroll_2,unroll_2,unroll_4,pipeline_1,unroll,1.0,0.998960675748623,False
ss_sort_3597.c,xcu200-fsgd2104-2-e,10.0,2.13315,59,1,1,1,2,unroll_16,unroll_64,pipeline,pipeline,pipeline,unroll_8,unroll,unroll_4,unroll,unroll_2,1.25,0.9023193008623093,False
ss_sort_3598.c,xcu200-fsgd2104-2-e,10.0,2.14249,56,1,1,1,1,unroll_16,unroll_4,pipeline,pipeline,pipeline_1,unroll_2,unroll,unroll_2,unroll,unroll_2,1.0,1.0,True
ss_sort_3599.c,xcu200-fsgd2104-2-e,10.0,2.15315,30,1,1,1,1,pipeline_1,unroll_4,pipeline,pipeline,pipeline_1,unroll_8,unroll_2,unroll_4,unroll,unroll_2,1.0,0.9862003109029734,False
ss_sort_3600.c,xcu200-fsgd2104-2-e,10.0,2.14401,33,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_4,unroll_4,pipeline_1,unroll,1.0,0.9980257973114355,False
ss_sort_3601.c,xcu200-fsgd2104-2-e,10.0,2.14355,33,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_8,pipeline_1,unroll,unroll,1.0,0.9986230246523997,False
ss_sort_3602.c,xcu200-fsgd2104-2-e,10.0,2.17369,70,1,1,1,2,unroll_16,unroll_64,pipeline,unroll_2,pipeline_1,unroll_2,unroll,unroll,unroll,unroll,1.25,0.8759717175352723,False
ss_sort_3603.c,xcu200-fsgd2104-2-e,10.0,2.14355,39,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_8,unroll_4,pipeline_1,unroll,unroll,1.0,0.9986230246523997,False
ss_sort_3604.c,xcu200-fsgd2104-2-e,10.0,2.14355,36,1,1,1,1,pipeline,unroll_64,pipeline,pipeline_1,pipeline_1,unroll_8,unroll,pipeline_1,unroll_2,unroll,1.0,0.9986230246523997,False
ss_sort_3605.c,xcu200-fsgd2104-2-e,10.0,2.14355,34,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_4,unroll,pipeline_1,1.0,0.9986230246523997,False
ss_sort_3606.c,xcu200-fsgd2104-2-e,10.0,2.14355,37,1,1,1,1,pipeline,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,pipeline_1,pipeline_1,unroll_2,unroll,1.0,0.9986230246523997,False
ss_sort_3607.c,xcu200-fsgd2104-2-e,10.0,2.14275,57,1,1,1,1,unroll_16,unroll_4,pipeline_1,pipeline,pipeline_1,unroll_8,unroll,unroll_4,unroll,unroll_2,1.0,0.9996621537558912,False
ss_sort_3608.c,xcu200-fsgd2104-2-e,10.0,2.14329,37,1,1,1,1,pipeline_1,unroll_64,pipeline_1,pipeline_1,pipeline,unroll_2,unroll_4,unroll_2,unroll,unroll_2,1.0,0.998960675748623,False
ss_sort_3609.c,xcu200-fsgd2104-2-e,10.0,2.14355,34,1,1,1,1,pipeline_1,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,unroll_4,unroll_4,unroll,unroll,1.0,0.9986230246523997,False
ss_sort_3610.c,xcu200-fsgd2104-2-e,10.0,2.14401,34,1,1,1,1,pipeline,unroll_64,pipeline_1,pipeline,pipeline_1,unroll_8,pipeline_1,unroll_4,unroll,unroll,1.0,0.9980257973114355,False
ss_sort_3611.c,xcu200-fsgd2104-2-e,10.0,2.13289,64,1,1,1,2,unroll_16,unroll_64,pipeline,pipeline,pipeline_1,unroll_2,unroll,unroll_4,unroll,unroll,1.25,1.0,True
ss_sort_3612.c,xcu200-fsgd2104-2-e,10.0,2.17369,59,1,1,1,2,unroll_16,unroll_64,pipeline,unroll_2,pipeline_1,unroll_2,unroll,pipeline_1,unroll,unroll,1.25,0.8759717175352723,False
ss_sort_3613.c,xcu200-fsgd2104-2-e,10.0,2.14355,34,1,1,1,1,pipeline,unroll_64,pipeline,pipeline,pipeline,unroll_8,unroll_4,unroll_2,pipeline_1,unroll,1.0,0.9986230246523997,False
ss_sort_3614.c,xcu200-fsgd2104-2-e,10.0,2.14401,34,1,1,1,1,pipeline_1,unroll_64,pipeline,pipeline,pipeline_1,unroll_8,pipeline_1,unroll_4,unroll,unroll_2,1.0,0.9980257973114355,False
ss_sort_3615.c,xcu200-fsgd2104-2-e,10.0,2.14355,34,1,1,1,1,pipeline,unroll_64,pipeline_1,pipeline_1,pipeline_1,unroll_8,unroll_4,unroll_4,pipeline_1,unroll,1.0,0.9986230246523997,False
ss_sort_3616.c,xcu200-fsgd2104-2-e,10.0,2.14355,37,1,1,1,1,pipeline,unroll_64,pipeline,pipeline_1,pipeline_1,unroll_8,unroll_2,unroll_2,pipeline_1,unroll,1.0,0.9986230246523997,False
