Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,Array_7,Array_8,Array_9,Array_10,Array_11,Array_12,Array_13,Array_14,OuterLoop_1,OuterLoop_2,OuterLoop_3,InnerLoop_1_1,Area,Weight,is_pareto
workload_1907.cpp,xczu7ev-ffvc1156-2-e,5.0,0.08043,69,33,1,3,9,block_2_1,cyclic_2_1,block_2_1,cyclic_2_1,cyclic_2_1,block_32_1,block_16_1,cyclic_16_1,block_2_1,cyclic_16_1,cyclic_32_1,cyclic_2_1,cyclic_2_1,complete_1,unroll_4,pipeline,unroll_2,unroll_2,11.5,0.9704733126081976,False
workload_1908.cpp,xczu7ev-ffvc1156-2-e,5.0,0.08043,72,37,1,4,10,block_2_1,cyclic_16_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,block_16_1,block_16_1,cyclic_16_1,cyclic_32_1,cyclic_16_1,cyclic_32_1,cyclic_16_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_4,13.0,0.9271066425482455,False
workload_1909.cpp,xczu7ev-ffvc1156-2-e,5.0,0.08043,76,35,1,4,9,block_2_1,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,block_4_1,cyclic_128_1,cyclic_32_1,cyclic_2_1,block_2_1,complete_1,unroll_2,unroll_2,unroll_2,unroll_4,12.25,0.9486514734240589,False
workload_1910.cpp,xczu7ev-ffvc1156-2-e,5.0,0.08143,64,33,1,3,7,cyclic_2_1,cyclic_2_1,block_2_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,block_2_1,cyclic_16_1,cyclic_32_1,cyclic_32_1,cyclic_32_1,complete_1,unroll_2,pipeline,unroll_2,unroll_2,11.0,0.9851750290318272,False
workload_1911.cpp,xczu7ev-ffvc1156-2-e,5.0,0.08043,66,33,1,4,8,block_2_1,block_2_1,cyclic_2_1,cyclic_2_1,block_4_1,block_16_1,block_32_1,cyclic_16_1,cyclic_32_1,cyclic_4_1,cyclic_32_1,cyclic_16_1,block_2_1,complete_1,unroll_2,pipeline,unroll_2,unroll_2,11.5,0.9704733126081976,False
workload_1912.cpp,xczu7ev-ffvc1156-2-e,5.0,0.08043,61,38,1,2,6,block_2_1,cyclic_8_1,block_2_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_4_1,cyclic_8_1,cyclic_32_1,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline,unroll_2,unroll_2,11.75,0.9631685875125596,False
workload_1913.cpp,xczu7ev-ffvc1156-2-e,5.0,0.08143,69,32,1,4,9,block_2_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,cyclic_2_1,block_32_1,cyclic_2_1,cyclic_16_1,block_2_1,cyclic_16_1,block_32_1,cyclic_32_1,cyclic_8_1,complete_1,unroll_2,pipeline,unroll_2,unroll_4,11.5,0.9704732779642575,False
workload_1914.cpp,xczu7ev-ffvc1156-2-e,5.0,0.08043,60,34,1,2,6,block_2_1,cyclic_2_1,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_16_1,block_2_1,cyclic_4_1,cyclic_32_1,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline,unroll_2,unroll_2,10.75,0.9925721601006618,False
workload_1915.cpp,xczu7ev-ffvc1156-2-e,5.0,0.08555,63,33,1,3,7,block_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,block_16_1,block_16_1,block_16_1,cyclic_16_1,block_2_1,cyclic_2_1,cyclic_32_1,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline,unroll_2,unroll_2,11.0,0.9851732674012549,False
workload_1916.cpp,xczu7ev-ffvc1156-2-e,5.0,0.08043,62,33,1,3,6,cyclic_2_1,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_2_1,block_16_1,cyclic_2_1,cyclic_16_1,block_2_1,cyclic_16_1,cyclic_32_1,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline,unroll_2,unroll_2,10.75,0.9925721601006618,False
workload_1917.cpp,xczu7ev-ffvc1156-2-e,5.0,0.08043,73,33,1,5,9,block_2_1,cyclic_2_1,block_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,block_16_1,cyclic_16_1,cyclic_32_1,cyclic_128_1,block_64_1,cyclic_2_1,block_2_1,complete_1,unroll_2,pipeline,unroll_2,unroll_2,12.0,0.9558946411178466,False
workload_1918.cpp,xczu7ev-ffvc1156-2-e,5.0,0.08043,67,33,1,5,9,cyclic_2_1,block_2_1,block_4_1,cyclic_2_1,cyclic_2_1,block_16_1,block_128_1,cyclic_4_1,block_16_1,cyclic_16_1,cyclic_32_1,cyclic_32_1,cyclic_4_1,complete_1,unroll_2,pipeline,unroll_2,unroll_2,12.0,0.9558946411178466,False
workload_1919.cpp,xczu7ev-ffvc1156-2-e,3.33,7.985776230000001,369,35,2,12,27,block_4_1,block_2_1,block_256_1,cyclic_64_1,block_64_1,cyclic_2_1,block_4_1,cyclic_16_1,cyclic_4_1,block_64_1,cyclic_8_1,cyclic_64_1,cyclic_2_1,complete_1,unroll_4,pipeline,unroll_64,unroll_8,19.0,0.328460591181332,False
workload_1920.cpp,xczu7ev-ffvc1156-2-e,3.33,7.13318967,665,40,1,11,42,cyclic_64_1,cyclic_2_1,block_8_1,block_2_1,cyclic_32_1,cyclic_128_1,block_8_1,block_32_1,block_128_1,block_64_1,block_2_1,block_16_1,block_32_1,complete_1,unroll_4,unroll_4,unroll_16,unroll_16,23.5,0.31821286814819905,False
workload_1921.cpp,xczu7ev-ffvc1156-2-e,3.33,13.26126213,710,49,1,7,51,cyclic_64_1,cyclic_8_1,block_8_1,block_16_1,block_256_1,block_4_1,cyclic_8_1,block_4_1,cyclic_4_1,block_8_1,cyclic_4_1,cyclic_16_1,cyclic_64_1,complete_1,unroll_16,pipeline_1,unroll_8,unroll_4,27.0,0.11980044214934335,False
workload_1922.cpp,xczu7ev-ffvc1156-2-e,3.33,10.22150493,895,40,1,13,46,cyclic_2_1,block_32_1,cyclic_64_1,block_4_1,cyclic_512_1,cyclic_2_1,complete_1,cyclic_16_1,block_4_1,cyclic_16_1,block_4_1,cyclic_2_1,block_2_1,complete_1,unroll_8,unroll_2,unroll_32,unroll_2,25.0,0.19475192810995234,False
workload_1923.cpp,xczu7ev-ffvc1156-2-e,3.33,9.71792901,945,41,1,23,71,cyclic_16_1,cyclic_2_1,cyclic_512_1,cyclic_16_1,block_16_1,block_32_1,cyclic_16_1,cyclic_64_1,cyclic_64_1,block_16_1,block_8_1,cyclic_32_1,block_32_1,complete_1,unroll_4,unroll_8,unroll_32,unroll_2,34.0,0.1418715434010296,False
workload_1925.cpp,xczu7ev-ffvc1156-2-e,3.33,5.34779019,1250,41,2,39,79,block_32_1,cyclic_4_1,cyclic_512_1,block_16_1,block_32_1,cyclic_16_1,block_64_1,complete_1,block_128_1,cyclic_16_1,block_16_1,complete_1,cyclic_2_1,complete_1,unroll_16,unroll_4,unroll_32,pipeline_1,40.25,0.14926091269016664,False
workload_1959.cpp,xczu7ev-ffvc1156-2-e,3.33,10.04739255,265,39,1,7,21,cyclic_2_1,block_32_1,cyclic_64_1,block_2_1,cyclic_32_1,cyclic_2_1,block_8_1,block_32_1,block_128_1,cyclic_16_1,block_4_1,block_16_1,block_32_1,complete_1,unroll_4,unroll_4,unroll_16,unroll_2,17.0,0.24911605079829446,False
workload_1960.cpp,xczu7ev-ffvc1156-2-e,3.33,8.98578855,666,47,7,21,60,block_32_1,block_64_1,block_8_1,block_4_1,block_16_1,block_32_1,cyclic_2_1,block_64_1,cyclic_8_1,cyclic_64_1,complete_1,cyclic_8_1,block_8_1,complete_1,unroll_4,pipeline,unroll_8,unroll_16,33.75,0.15590209458576548,False
workload_1961.cpp,xczu7ev-ffvc1156-2-e,3.33,5.65969797,684,43,1,14,40,block_8_1,cyclic_8_1,block_64_1,block_16_1,cyclic_128_1,block_2_1,complete_1,block_4_1,cyclic_4_1,block_8_1,cyclic_4_1,cyclic_16_1,cyclic_64_1,complete_1,unroll_16,pipeline_1,unroll_8,pipeline_1,24.5,0.36300971829152706,False
workload_1962.cpp,xczu7ev-ffvc1156-2-e,3.33,8.333061930000001,987,43,4,28,65,block_32_1,cyclic_4_1,cyclic_512_1,block_16_1,block_2_1,block_64_1,cyclic_128_1,block_8_1,block_16_1,block_64_1,block_2_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_4,unroll_4,unroll_16,unroll_16,35.0,0.15695427806771897,False
workload_1964.cpp,xczu7ev-ffvc1156-2-e,3.33,7.13202084,1293,60,1,13,51,cyclic_2_1,cyclic_128_1,block_256_1,cyclic_64_1,block_64_1,complete_1,block_4_1,cyclic_16_1,cyclic_4_1,block_64_1,cyclic_8_1,cyclic_128_1,cyclic_2_1,complete_1,unroll_4,pipeline,unroll_64,unroll_8,31.25,0.21950571163607446,False
workload_1966.cpp,xczu7ev-ffvc1156-2-e,3.33,9.36389007,1658,45,1,18,45,block_2_1,block_2_1,cyclic_16_1,block_32_1,cyclic_4_1,cyclic_2_1,block_8_1,cyclic_4_1,block_128_1,block_4_1,cyclic_2_1,cyclic_64_1,block_4_1,complete_1,unroll_8,unroll_32,unroll_8,unroll_4,27.25,0.2017627844929733,False
workload_1968.cpp,xczu7ev-ffvc1156-2-e,3.33,5.291140230000001,2198,43,1,17,41,cyclic_8_1,cyclic_16_1,cyclic_16_1,block_2_1,cyclic_16_1,block_64_1,cyclic_64_1,cyclic_4_1,complete_1,block_32_1,cyclic_32_1,block_64_1,block_64_1,complete_1,unroll_32,pipeline,unroll_8,pipeline_1,25.5,0.35984336863164557,False
workload_1969.cpp,xczu7ev-ffvc1156-2-e,3.33,13.80831453,2714,40,1,17,73,block_64_1,cyclic_8_1,cyclic_256_1,block_128_1,cyclic_32_1,cyclic_64_1,cyclic_4_1,cyclic_64_1,block_32_1,cyclic_64_1,block_64_1,cyclic_128_1,block_32_1,complete_1,unroll_4,unroll_8,unroll_8,unroll_2,32.75,0.10242188880845902,False
workload_1999.cpp,xczu7ev-ffvc1156-2-e,3.33,14.11963623,256,47,2,7,24,block_32_1,block_64_1,block_8_1,block_4_1,block_16_1,cyclic_2_1,cyclic_2_1,block_64_1,block_4_1,cyclic_64_1,block_4_1,cyclic_8_1,block_8_1,complete_1,unroll_8,pipeline,unroll_8,unroll_2,20.0,0.1238091287124402,False
workload_2000.cpp,xczu7ev-ffvc1156-2-e,3.33,0.06382944,257,40,1,8,22,cyclic_2_1,block_32_1,cyclic_64_1,cyclic_8_1,cyclic_32_1,cyclic_2_1,block_8_1,block_32_1,block_128_1,cyclic_16_1,block_4_1,block_16_1,block_32_1,complete_1,unroll_4,unroll_4,unroll_4,unroll_2,17.75,0.7247337830070236,False
workload_2001.cpp,xczu7ev-ffvc1156-2-e,3.33,0.05426568,329,44,5,10,26,block_16_1,cyclic_8_1,cyclic_4_1,block_2_1,block_4_1,cyclic_4_1,cyclic_2_1,block_64_1,cyclic_64_1,block_4_1,block_4_1,block_2_1,cyclic_8_1,complete_1,unroll_16,pipeline_1,unroll_4,unroll_4,21.25,0.605892735661258,False
workload_2002.cpp,xczu7ev-ffvc1156-2-e,3.33,13.09083939,555,62,1,15,33,block_2_1,cyclic_256_1,cyclic_256_1,cyclic_16_1,block_4_1,block_32_1,cyclic_64_1,cyclic_64_1,block_2_1,complete_1,block_64_1,block_8_1,block_32_1,complete_1,unroll_2,pipeline_1,unroll_8,unroll_2,27.75,0.11989223421411513,False
workload_2003.cpp,xczu7ev-ffvc1156-2-e,3.33,7.46865387,627,45,1,14,46,cyclic_64_1,cyclic_16_1,block_8_1,block_2_1,cyclic_32_1,block_64_1,block_8_1,block_32_1,block_128_1,block_64_1,block_2_1,block_16_1,block_64_1,complete_1,unroll_4,unroll_4,unroll_16,unroll_16,26.5,0.2682069166866397,False
workload_2004.cpp,xczu7ev-ffvc1156-2-e,3.33,8.33135697,693,44,4,18,50,block_32_1,cyclic_4_1,block_256_1,block_16_1,block_2_1,block_64_1,cyclic_128_1,block_8_1,block_8_1,block_64_1,block_2_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_4,unroll_4,unroll_16,unroll_16,29.0,0.21382927196632934,False
workload_2005.cpp,xczu7ev-ffvc1156-2-e,3.33,7.15044573,831,37,1,15,53,cyclic_8_1,block_2_1,block_256_1,cyclic_64_1,block_4_1,cyclic_2_1,block_4_1,cyclic_16_1,cyclic_4_1,block_64_1,cyclic_128_1,cyclic_64_1,cyclic_2_1,complete_1,unroll_4,unroll_8,unroll_64,unroll_8,26.5,0.27893772972192427,False
workload_2007.cpp,xczu7ev-ffvc1156-2-e,3.33,7.13202084,1495,60,1,24,56,cyclic_2_1,cyclic_128_1,cyclic_512_1,cyclic_64_1,block_64_1,complete_1,block_4_1,cyclic_16_1,cyclic_4_1,block_64_1,cyclic_8_1,cyclic_128_1,cyclic_2_1,complete_1,unroll_4,pipeline,unroll_64,unroll_8,35.25,0.17490254639240965,False
workload_2039.cpp,xczu7ev-ffvc1156-2-e,3.33,10.02149181,225,46,1,5,16,block_32_1,cyclic_4_1,block_8_1,block_16_1,block_2_1,block_4_1,cyclic_128_1,block_8_1,block_8_1,block_32_1,block_2_1,cyclic_16_1,cyclic_2_1,complete_1,unroll_4,pipeline_1,unroll_8,unroll_4,17.0,0.2501727087469962,False
workload_2040.cpp,xczu7ev-ffvc1156-2-e,3.33,0.06382944,275,43,2,8,23,cyclic_2_1,block_32_1,cyclic_16_1,cyclic_8_1,cyclic_32_1,cyclic_2_1,block_8_1,block_32_1,block_128_1,cyclic_8_1,block_4_1,block_16_1,block_32_1,complete_1,unroll_8,unroll_4,unroll_4,unroll_2,19.0,0.6808522906436574,False
workload_2041.cpp,xczu7ev-ffvc1156-2-e,3.33,9.34254477,328,48,1,5,29,cyclic_64_1,cyclic_8_1,block_8_1,block_16_1,block_256_1,block_4_1,cyclic_8_1,block_4_1,cyclic_64_1,block_8_1,cyclic_4_1,cyclic_16_1,block_8_1,complete_1,unroll_4,pipeline_1,unroll_8,unroll_4,20.75,0.2555369352783157,False
workload_2042.cpp,xczu7ev-ffvc1156-2-e,3.33,10.20222423,484,39,1,10,35,cyclic_2_1,block_32_1,cyclic_64_1,block_4_1,cyclic_512_1,cyclic_2_1,cyclic_32_1,cyclic_16_1,block_4_1,block_32_1,block_4_1,block_64_1,block_2_1,complete_1,unroll_4,pipeline,unroll_32,unroll_2,21.25,0.22036913029846017,False
workload_2043.cpp,xczu7ev-ffvc1156-2-e,3.33,7.986442230000001,530,37,1,20,31,cyclic_2_1,cyclic_8_1,cyclic_512_1,cyclic_64_1,block_64_1,cyclic_4_1,block_8_1,cyclic_16_1,cyclic_2_1,block_64_1,block_4_1,cyclic_128_1,cyclic_8_1,complete_1,unroll_4,pipeline,unroll_64,unroll_4,22.25,0.2973912355622732,False
workload_2044.cpp,xczu7ev-ffvc1156-2-e,3.33,8.298210150000001,575,41,4,12,34,block_32_1,cyclic_4_1,block_256_1,block_4_1,block_2_1,block_64_1,cyclic_2_1,block_64_1,block_8_1,block_64_1,block_2_1,cyclic_16_1,cyclic_2_1,complete_1,unroll_4,pipeline,unroll_16,unroll_16,22.75,0.27969405025764255,False
workload_2045.cpp,xczu7ev-ffvc1156-2-e,3.33,8.32719447,575,39,2,13,39,block_64_1,block_2_1,block_256_1,cyclic_64_1,block_64_1,cyclic_64_1,block_4_1,cyclic_16_1,cyclic_4_1,block_64_1,cyclic_8_1,cyclic_64_1,block_32_1,complete_1,unroll_4,pipeline,unroll_64,unroll_8,23.25,0.2735823833308302,False
workload_2046.cpp,xczu7ev-ffvc1156-2-e,3.33,9.01892205,715,49,7,23,67,block_32_1,block_64_1,block_8_1,block_16_1,block_16_1,block_32_1,cyclic_128_1,block_8_1,cyclic_8_1,cyclic_64_1,complete_1,cyclic_4_1,block_8_1,complete_1,unroll_4,unroll_4,unroll_8,unroll_16,36.5,0.13560132232160313,False
workload_2047.cpp,xczu7ev-ffvc1156-2-e,3.33,7.13318967,744,41,1,11,42,cyclic_64_1,cyclic_4_1,block_8_1,block_2_1,cyclic_32_1,cyclic_128_1,block_8_1,block_32_1,block_128_1,block_64_1,block_2_1,block_16_1,block_32_1,complete_1,unroll_4,unroll_4,unroll_16,unroll_16,23.75,0.3150428656444174,False
workload_2049.cpp,xczu7ev-ffvc1156-2-e,3.33,0.06041952,1170,42,8,34,82,block_32_1,cyclic_4_1,cyclic_512_1,block_16_1,block_2_1,block_64_1,cyclic_128_1,block_8_1,block_16_1,block_64_1,block_16_1,cyclic_64_1,cyclic_2_1,complete_1,unroll_4,unroll_4,unroll_4,unroll_32,41.5,0.16419946331235713,False
workload_2050.cpp,xczu7ev-ffvc1156-2-e,3.33,9.36410319,1493,42,1,16,52,block_2_1,block_2_1,cyclic_64_1,block_32_1,cyclic_4_1,cyclic_2_1,block_8_1,cyclic_4_1,block_128_1,block_4_1,cyclic_2_1,cyclic_64_1,block_4_1,complete_1,unroll_4,unroll_32,unroll_8,unroll_4,27.75,0.19748730985999574,False
workload_2051.cpp,xczu7ev-ffvc1156-2-e,3.33,13.46734917,1674,39,1,15,65,block_64_1,cyclic_2_1,cyclic_256_1,block_128_1,block_16_1,block_32_1,cyclic_16_1,cyclic_8_1,cyclic_64_1,block_16_1,block_8_1,cyclic_32_1,block_32_1,complete_1,unroll_4,unroll_8,unroll_32,unroll_2,30.0,0.10961675687360489,False
workload_2052.cpp,xczu7ev-ffvc1156-2-e,3.33,10.05507153,1804,42,2,34,77,block_64_1,cyclic_2_1,cyclic_512_1,cyclic_32_1,cyclic_32_1,cyclic_128_1,block_128_1,cyclic_16_1,block_128_1,block_64_1,cyclic_128_1,cyclic_2_1,block_2_1,complete_1,unroll_8,unroll_4,unroll_64,unroll_4,38.75,0.11284999121191065,False
workload_2053.cpp,xczu7ev-ffvc1156-2-e,3.33,6.87850461,1965,42,1,27,96,cyclic_16_1,cyclic_8_1,cyclic_512_1,cyclic_16_1,cyclic_32_1,cyclic_64_1,cyclic_4_1,cyclic_64_1,block_32_1,cyclic_64_1,block_128_1,cyclic_128_1,block_32_1,complete_1,unroll_4,unroll_8,unroll_8,unroll_64,41.5,0.12566207895536732,False
workload_2054.cpp,xczu7ev-ffvc1156-2-e,3.33,13.46561757,2058,36,1,16,66,block_4_1,cyclic_8_1,cyclic_256_1,block_128_1,cyclic_32_1,cyclic_2_1,cyclic_4_1,cyclic_64_1,block_32_1,cyclic_64_1,block_64_1,cyclic_128_1,cyclic_2_1,complete_1,unroll_4,unroll_8,unroll_8,unroll_2,29.75,0.11020608124983629,False
workload_2079.cpp,xczu7ev-ffvc1156-2-e,3.33,10.20051927,263,43,1,5,14,cyclic_2_1,block_32_1,block_8_1,block_16_1,block_2_1,block_4_1,cyclic_128_1,cyclic_16_1,block_8_1,block_32_1,block_2_1,cyclic_16_1,block_2_1,complete_1,unroll_4,pipeline,unroll_8,unroll_2,15.75,0.24777253427335125,False
workload_2080.cpp,xczu7ev-ffvc1156-2-e,3.33,11.41351839,392,39,1,12,24,cyclic_2_1,block_2_1,cyclic_16_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,block_8_1,cyclic_4_1,block_128_1,cyclic_8_1,block_128_1,cyclic_64_1,block_4_1,complete_1,unroll_8,unroll_4,unroll_8,unroll_2,19.0,0.1913642028687556,False
workload_2081.cpp,xczu7ev-ffvc1156-2-e,3.33,9.34530201,456,40,1,13,24,block_2_1,block_2_1,block_256_1,block_32_1,cyclic_4_1,cyclic_2_1,block_8_1,cyclic_16_1,block_128_1,block_4_1,cyclic_2_1,cyclic_64_1,block_4_1,complete_1,unroll_4,pipeline,unroll_8,unroll_4,19.5,0.2641535064401529,False
workload_2082.cpp,xczu7ev-ffvc1156-2-e,3.33,9.36540855,461,34,1,10,31,cyclic_2_1,block_2_1,block_256_1,block_2_1,cyclic_32_1,cyclic_2_1,block_8_1,block_32_1,block_128_1,cyclic_16_1,block_4_1,block_16_1,block_32_1,complete_1,unroll_4,unroll_4,unroll_16,unroll_2,19.0,0.26658097203547904,False
workload_2083.cpp,xczu7ev-ffvc1156-2-e,3.33,6.00743655,482,47,1,7,25,block_32_1,block_64_1,block_8_1,block_4_1,block_16_1,cyclic_16_1,cyclic_2_1,block_64_1,block_4_1,cyclic_64_1,block_4_1,cyclic_8_1,block_8_1,complete_1,unroll_8,pipeline,unroll_32,pipeline_1,20.0,0.41665115362848537,False
workload_2084.cpp,xczu7ev-ffvc1156-2-e,3.33,9.34424973,492,45,1,7,37,cyclic_128_1,cyclic_8_1,block_8_1,block_16_1,block_256_1,block_4_1,cyclic_16_1,cyclic_64_1,cyclic_64_1,block_16_1,cyclic_4_1,cyclic_16_1,block_8_1,complete_1,unroll_4,pipeline_1,unroll_8,unroll_4,22.5,0.24214003398323558,False
workload_2085.cpp,xczu7ev-ffvc1156-2-e,3.33,8.30082753,497,40,4,15,39,block_32_1,cyclic_2_1,block_8_1,block_4_1,block_16_1,cyclic_2_1,cyclic_2_1,block_64_1,block_128_1,block_64_1,block_2_1,block_16_1,block_8_1,complete_1,unroll_4,pipeline,unroll_8,unroll_16,24.5,0.2618252677508612,False
workload_2086.cpp,xczu7ev-ffvc1156-2-e,3.33,7.125517350000001,535,42,1,11,38,cyclic_64_1,cyclic_4_1,block_8_1,block_2_1,block_4_1,cyclic_2_1,block_8_1,block_32_1,block_128_1,block_64_1,cyclic_128_1,block_16_1,cyclic_2_1,complete_1,unroll_4,unroll_4,unroll_16,unroll_16,23.0,0.32482234646995045,False
workload_2087.cpp,xczu7ev-ffvc1156-2-e,3.33,10.02319677,544,41,1,10,37,block_32_1,cyclic_4_1,cyclic_64_1,block_4_1,cyclic_512_1,cyclic_2_1,cyclic_32_1,block_8_1,block_4_1,block_32_1,block_4_1,block_64_1,cyclic_2_1,complete_1,unroll_4,pipeline_1,unroll_32,unroll_4,22.25,0.2200482069166341,False
workload_2088.cpp,xczu7ev-ffvc1156-2-e,3.33,13.09084605,568,63,1,15,31,block_2_1,cyclic_256_1,cyclic_256_1,cyclic_16_1,block_4_1,block_32_1,cyclic_64_1,cyclic_8_1,block_2_1,complete_1,block_64_1,block_8_1,block_32_1,complete_1,unroll_2,pipeline_1,unroll_8,unroll_2,27.5,0.12065390201546661,False
workload_2089.cpp,xczu7ev-ffvc1156-2-e,3.33,8.30162007,579,42,4,11,32,block_32_1,cyclic_4_1,block_256_1,block_4_1,block_16_1,block_32_1,cyclic_2_1,block_64_1,block_8_1,block_64_1,block_2_1,cyclic_8_1,cyclic_2_1,complete_1,unroll_4,pipeline,unroll_16,unroll_16,22.25,0.2844685684416012,False
workload_2090.cpp,xczu7ev-ffvc1156-2-e,3.33,9.00917847,585,45,4,10,39,block_64_1,block_32_1,cyclic_64_1,cyclic_64_1,block_64_1,cyclic_64_1,block_4_1,cyclic_16_1,cyclic_4_1,block_64_1,cyclic_8_1,cyclic_64_1,block_32_1,complete_1,unroll_4,pipeline,unroll_64,unroll_8,24.5,0.23699049586925727,False
workload_2091.cpp,xczu7ev-ffvc1156-2-e,3.33,7.98473727,596,36,1,20,30,cyclic_2_1,cyclic_8_1,cyclic_512_1,cyclic_64_1,block_64_1,cyclic_4_1,block_4_1,cyclic_16_1,cyclic_2_1,block_64_1,block_4_1,cyclic_128_1,cyclic_8_1,complete_1,unroll_4,pipeline,unroll_64,unroll_4,21.75,0.30259204934370987,False
workload_2092.cpp,xczu7ev-ffvc1156-2-e,3.33,9.68970393,659,40,1,24,33,block_4_1,block_2_1,cyclic_512_1,block_32_1,block_64_1,cyclic_2_1,block_8_1,cyclic_16_1,block_128_1,block_4_1,block_4_1,cyclic_128_1,cyclic_8_1,complete_1,unroll_4,pipeline,unroll_8,unroll_4,24.5,0.21460175280985996,False
workload_2093.cpp,xczu7ev-ffvc1156-2-e,3.33,8.982378630000001,761,46,7,22,61,block_32_1,block_64_1,block_8_1,block_4_1,block_2_1,block_64_1,cyclic_2_1,block_64_1,cyclic_8_1,cyclic_64_1,complete_1,cyclic_16_1,block_8_1,complete_1,unroll_4,pipeline,unroll_8,unroll_16,34.0,0.15402109721491536,False
workload_2094.cpp,xczu7ev-ffvc1156-2-e,3.33,7.49480103,800,44,7,22,65,block_32_1,cyclic_4_1,block_8_1,block_4_1,block_2_1,block_64_1,cyclic_128_1,block_8_1,cyclic_8_1,cyclic_64_1,block_16_1,cyclic_8_1,block_8_1,complete_1,unroll_4,pipeline,unroll_8,unroll_32,34.5,0.1760712012671624,False
workload_2095.cpp,xczu7ev-ffvc1156-2-e,3.33,8.66776023,812,66,2,14,61,block_64_1,cyclic_128_1,block_256_1,block_128_1,block_64_1,block_2_1,block_4_1,cyclic_16_1,cyclic_4_1,block_64_1,cyclic_8_1,cyclic_128_1,cyclic_2_1,complete_1,unroll_4,pipeline,unroll_8,unroll_8,35.75,0.14577977655120394,False
workload_2096.cpp,xczu7ev-ffvc1156-2-e,3.33,0.06382944,823,39,1,22,51,cyclic_2_1,block_32_1,cyclic_512_1,cyclic_8_1,cyclic_32_1,cyclic_64_1,cyclic_4_1,block_32_1,block_128_1,cyclic_16_1,block_4_1,block_16_1,block_32_1,complete_1,unroll_4,unroll_4,unroll_4,unroll_2,28.25,0.40578654168596795,False
workload_2097.cpp,xczu7ev-ffvc1156-2-e,3.33,15.30380421,856,46,4,25,49,block_32_1,cyclic_8_1,cyclic_512_1,block_16_1,block_2_1,block_4_1,cyclic_128_1,block_4_1,cyclic_4_1,block_8_1,cyclic_4_1,cyclic_16_1,cyclic_64_1,complete_1,unroll_16,pipeline_1,unroll_8,unroll_4,31.0,0.10000000000000003,False
workload_2098.cpp,xczu7ev-ffvc1156-2-e,3.33,9.71473221,891,43,1,22,69,cyclic_16_1,cyclic_2_1,cyclic_512_1,cyclic_16_1,block_16_1,block_32_1,cyclic_8_1,block_4_1,cyclic_64_1,block_8_1,block_8_1,cyclic_32_1,block_32_1,complete_1,unroll_4,unroll_8,unroll_32,unroll_2,33.75,0.14356928567145516,False
workload_2099.cpp,xczu7ev-ffvc1156-2-e,3.33,6.87957021,899,44,1,13,49,cyclic_16_1,cyclic_8_1,cyclic_64_1,cyclic_16_1,cyclic_32_1,cyclic_2_1,block_8_1,cyclic_64_1,block_32_1,cyclic_64_1,block_128_1,cyclic_128_1,block_32_1,complete_1,unroll_4,unroll_8,unroll_8,unroll_64,26.75,0.28476456758457414,False
workload_2100.cpp,xczu7ev-ffvc1156-2-e,3.33,10.39327965,1134,48,1,6,30,cyclic_64_1,block_64_1,block_8_1,block_2_1,cyclic_32_1,cyclic_128_1,block_8_1,block_32_1,block_4_1,cyclic_64_1,block_4_1,cyclic_8_1,block_32_1,complete_1,unroll_8,unroll_4,unroll_16,unroll_2,21.25,0.21381453563590275,False
workload_2101.cpp,xczu7ev-ffvc1156-2-e,3.33,7.46864721,1185,46,1,12,56,cyclic_64_1,cyclic_16_1,block_8_1,block_2_1,block_256_1,block_64_1,block_8_1,block_32_1,cyclic_4_1,block_64_1,block_2_1,block_16_1,block_64_1,complete_1,unroll_4,unroll_4,unroll_16,unroll_16,28.75,0.2407870921928527,False
