Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,Array_6,OuterLoop_1,InnerLoop_1_1,Area,Weight,is_pareto
workload_2730.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07410582,142,8,3,6,7,cyclic_4_1,block_2_1,cyclic_2_1,complete_1,block_4_1,block_4_1,pipeline,pipeline_1,6.0,1.0,True
workload_2731.cpp,xczu7ev-ffvc1156-2-e,3.33,0.08984007,150,15,14,10,12,cyclic_8_1,cyclic_8_1,cyclic_2_1,cyclic_2_1,complete_1,cyclic_2_1,pipeline_1,pipeline_1,12.75,0.7950917246777376,False
workload_2732.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07279047,154,28,14,10,12,cyclic_4_1,cyclic_8_1,cyclic_2_1,complete_1,block_2_1,cyclic_2_1,pipeline,unroll_8,16.0,0.7516811394358848,False
workload_2733.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07279047,155,26,14,10,13,cyclic_4_1,cyclic_64_1,cyclic_2_1,cyclic_4_1,block_8_1,cyclic_8_1,pipeline,unroll_8,15.75,1.0,True
workload_2734.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07410582,157,8,3,6,7,cyclic_4_1,block_2_1,block_2_1,cyclic_4_1,block_2_1,block_4_1,pipeline,unroll_8,6.0,1.0,True
workload_2735.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07279047,158,26,14,13,17,cyclic_4_1,cyclic_256_1,cyclic_2_1,complete_1,block_8_1,cyclic_8_1,pipeline,pipeline,17.5,0.7038197398256301,False
workload_2736.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07410582,183,7,3,6,13,cyclic_4_1,block_64_1,cyclic_2_1,cyclic_4_1,complete_1,block_2_1,pipeline_1,pipeline_1,7.25,0.897102319581311,False
workload_2737.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07410582,187,7,3,6,13,cyclic_4_1,block_64_1,cyclic_4_1,block_2_1,complete_1,block_4_1,pipeline,pipeline_1,7.25,0.897102319581311,False
workload_2738.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07320672,195,24,9,10,19,cyclic_2_1,block_128_1,block_2_1,cyclic_2_1,complete_1,cyclic_2_1,pipeline_1,pipeline_1,15.5,0.7635173354535058,False
workload_2739.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0932599799999999,202,41,14,10,17,cyclic_128_1,cyclic_4_1,block_8_1,complete_1,block_2_1,cyclic_2_1,pipeline,unroll_2,20.5,0.6133839435089177,False
workload_2740.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7518607199999999,230,5,1,1,4,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_4_1,block_2_1,block_4_1,unroll_2,unroll_8,2.75,0.3861358884372159,False
workload_2741.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09028629,284,3,7,38,18,cyclic_256_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_8_1,block_8_1,pipeline_1,pipeline_1,16.5,0.7292055790280393,False
workload_2742.cpp,xczu7ev-ffvc1156-2-e,3.33,0.08984673,314,3,14,40,22,cyclic_256_1,cyclic_4_1,cyclic_4_1,complete_1,block_2_1,cyclic_2_1,pipeline_1,unroll_2,19.75,0.6355609969766157,False
workload_2743.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09092565,325,3,4,37,17,cyclic_256_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,block_4_1,cyclic_4_1,pipeline_1,unroll_2,15.25,0.7527763910455451,False
workload_2744.cpp,xczu7ev-ffvc1156-2-e,3.33,0.08961363,337,5,29,49,31,cyclic_256_1,cyclic_256_1,cyclic_4_1,cyclic_4_1,block_2_1,cyclic_2_1,pipeline_1,unroll_8,28.5,0.4078660881124938,False
workload_2745.cpp,xczu7ev-ffvc1156-2-e,3.33,0.08961363,350,5,29,49,31,cyclic_256_1,cyclic_256_1,cyclic_4_1,complete_1,block_4_1,cyclic_2_1,pipeline_1,pipeline,28.5,0.4078660881124938,False
workload_2746.cpp,xczu7ev-ffvc1156-2-e,3.33,0.77700888,362,7,1,15,22,cyclic_16_1,cyclic_512_1,cyclic_128_1,cyclic_4_1,complete_1,cyclic_2_1,unroll_2,unroll_8,11.25,0.2779641113641461,False
workload_2747.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7863861600000001,390,3,1,4,16,cyclic_256_1,cyclic_4_1,cyclic_4_1,complete_1,block_2_1,cyclic_2_1,unroll_2,unroll_2,6.0,0.3228760150644521,False
workload_2748.cpp,xczu7ev-ffvc1156-2-e,3.33,0.15235416,400,2,1,6,16,cyclic_256_1,cyclic_4_1,cyclic_2_1,complete_1,cyclic_8_1,cyclic_2_1,unroll_2,pipeline,6.25,0.8605415081191116,False
workload_2749.cpp,xczu7ev-ffvc1156-2-e,3.33,0.15576408,412,2,1,7,17,cyclic_256_1,cyclic_4_1,cyclic_64_1,block_4_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,6.75,0.8420756783217638,False
workload_2750.cpp,xczu7ev-ffvc1156-2-e,3.33,0.78553368,433,3,1,5,15,cyclic_256_1,cyclic_8_1,cyclic_2_1,block_4_1,block_2_1,cyclic_8_1,unroll_2,unroll_4,6.0,0.3236674777278564,False
workload_2751.cpp,xczu7ev-ffvc1156-2-e,3.33,0.15565752,440,1,1,12,23,cyclic_256_1,cyclic_256_1,cyclic_128_1,cyclic_4_1,complete_1,complete_1,unroll_2,pipeline_1,9.25,0.7807186476536225,False
workload_2752.cpp,xczu7ev-ffvc1156-2-e,3.33,0.6184476,463,2,1,5,16,cyclic_256_1,block_4_1,cyclic_2_1,cyclic_4_1,complete_1,cyclic_8_1,unroll_2,unroll_2,6.0,0.44544821589995587,False
workload_2753.cpp,xczu7ev-ffvc1156-2-e,3.33,0.15155496,611,2,1,7,27,cyclic_256_1,block_2_1,cyclic_4_1,cyclic_4_1,complete_1,block_4_1,unroll_4,pipeline_1,9.25,0.7864619141267439,False
workload_2754.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09305352,625,1,29,87,46,cyclic_512_1,cyclic_256_1,block_64_1,cyclic_8_1,complete_1,cyclic_8_1,pipeline_1,pipeline,40.75,0.19338564136899078,False
workload_2755.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7916076,667,1,1,11,37,cyclic_256_1,cyclic_256_1,cyclic_128_1,block_4_1,block_2_1,block_4_1,unroll_4,unroll_2,12.5,0.2563774850422282,False
workload_2756.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09025299,720,3,11,41,30,cyclic_256_1,block_128_1,block_2_1,block_4_1,complete_1,cyclic_2_1,pipeline,unroll_8,21.25,0.5924012040270223,False
workload_2757.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09118206,940,2,3,36,16,cyclic_256_1,block_2_1,cyclic_2_1,complete_1,block_2_1,cyclic_8_1,pipeline_1,unroll_4,14.25,0.7690901170808364,False
workload_2758.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09118206,955,2,3,36,16,cyclic_256_1,block_2_1,cyclic_2_1,complete_1,complete_1,cyclic_8_1,pipeline_1,pipeline_1,14.25,0.7690901170808364,False
workload_2759.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09118206,1020,2,3,36,16,cyclic_256_1,block_2_1,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_8_1,pipeline_1,pipeline_1,14.25,0.7690901170808364,False
workload_2760.cpp,xczu7ev-ffvc1156-2-e,3.33,0.13797189,1205,2,1,26,38,cyclic_256_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,complete_1,cyclic_2_1,unroll,pipeline_1,16.75,0.6803558719160856,False
workload_2761.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09025299,1563,2,11,41,30,cyclic_256_1,block_128_1,cyclic_4_1,complete_1,complete_1,cyclic_2_1,pipeline_1,unroll_2,21.0,0.599483585578269,False
workload_2762.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09025299,1605,2,11,41,30,cyclic_256_1,block_128_1,cyclic_2_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,pipeline_1,pipeline_1,21.0,0.599483585578269,False
workload_2763.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09366291,1624,1,11,48,37,cyclic_256_1,block_128_1,cyclic_512_1,cyclic_4_1,block_2_1,complete_1,pipeline,unroll_2,24.25,0.5108593217050296,False
workload_2764.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0945919799999999,2249,1,3,39,25,cyclic_256_1,block_64_1,cyclic_128_1,block_4_1,block_2_1,cyclic_8_1,pipeline,pipeline_1,17.0,0.713390079634966,False
workload_2765.cpp,xczu7ev-ffvc1156-2-e,3.33,0.12209112,120,4,1,2,4,cyclic_2_1,block_2_1,cyclic_2_1,complete_1,complete_1,cyclic_8_1,unroll_2,pipeline_1,2.75,1.0,True
workload_2766.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07387272,139,8,4,6,7,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_4_1,block_2_1,cyclic_2_1,pipeline_1,unroll_2,6.25,1.0,True
workload_2767.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07300692,146,33,10,8,10,cyclic_2_1,cyclic_8_1,cyclic_2_1,cyclic_4_1,complete_1,cyclic_2_1,pipeline,unroll_8,15.25,1.0,True
workload_2768.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07322337,146,23,7,7,9,cyclic_2_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,cyclic_8_1,cyclic_2_1,pipeline,unroll_8,11.5,0.829205612449135,False
workload_2769.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1200132,148,5,1,3,6,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_4_1,complete_1,block_4_1,unroll_4,pipeline_1,3.75,0.9714707837218476,False
workload_2770.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0732266999999999,148,13,7,7,8,cyclic_4_1,cyclic_2_1,cyclic_2_1,cyclic_4_1,complete_1,cyclic_2_1,pipeline_1,pipeline_1,8.75,1.0,True
workload_2771.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07410582,154,8,3,6,7,cyclic_4_1,block_2_1,cyclic_2_1,cyclic_4_1,block_2_1,block_4_1,pipeline,unroll_8,6.0,1.0,True
workload_2772.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1221444,156,4,1,3,7,cyclic_2_1,block_2_1,cyclic_2_1,cyclic_4_1,block_4_1,block_4_1,unroll_4,pipeline_1,3.75,0.9696295529228252,False
workload_2773.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07410915,157,11,3,6,7,cyclic_2_1,block_2_1,block_2_1,cyclic_4_1,block_4_1,cyclic_4_1,pipeline,pipeline_1,6.75,0.9046419732157551,False
workload_2774.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0762003899999999,165,27,14,11,14,cyclic_4_1,cyclic_8_1,cyclic_128_1,cyclic_2_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,16.5,0.7358005617302553,False
workload_2775.cpp,xczu7ev-ffvc1156-2-e,3.33,0.10312344,178,5,25,16,22,cyclic_4_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,complete_1,block_4_1,unroll_2,unroll,17.0,0.7073475828439453,False
workload_2776.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07410582,197,7,3,6,13,cyclic_4_1,block_64_1,block_2_1,cyclic_4_1,block_2_1,cyclic_2_1,pipeline,pipeline,7.25,0.897102319581311,False
workload_2777.cpp,xczu7ev-ffvc1156-2-e,3.33,0.2686644,206,5,6,6,15,cyclic_4_1,block_64_1,cyclic_2_1,cyclic_4_1,block_4_1,cyclic_4_1,unroll_4,unroll_8,8.0,0.7160843595486776,False
workload_2778.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7518607199999999,225,5,1,1,4,cyclic_4_1,block_2_1,block_2_1,cyclic_4_1,block_2_1,cyclic_2_1,unroll_2,unroll_8,2.75,0.3861358884372159,False
workload_2779.cpp,xczu7ev-ffvc1156-2-e,3.33,0.75292632,236,4,1,3,6,cyclic_4_1,cyclic_64_1,cyclic_2_1,cyclic_4_1,block_8_1,cyclic_8_1,unroll_2,unroll_8,3.5,0.3772017507983112,False
workload_2780.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0762003899999999,280,26,14,20,26,cyclic_4_1,block_512_1,cyclic_2_1,cyclic_2_1,complete_1,cyclic_2_1,pipeline,pipeline_1,21.5,0.585152365470218,False
workload_2781.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09028629,289,3,7,38,18,cyclic_256_1,cyclic_4_1,cyclic_2_1,complete_1,block_2_1,cyclic_2_1,pipeline_1,unroll_2,16.5,0.7292055790280393,False
workload_2782.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09028629,312,3,7,38,18,cyclic_256_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_2_1,pipeline_1,pipeline_1,16.5,0.7292055790280393,False
workload_2783.cpp,xczu7ev-ffvc1156-2-e,3.33,0.08984673,327,7,14,40,23,cyclic_256_1,cyclic_4_1,block_2_1,cyclic_2_1,complete_1,cyclic_2_1,pipeline_1,pipeline_1,21.0,0.5995189443821649,False
workload_2784.cpp,xczu7ev-ffvc1156-2-e,3.33,0.08961363,350,5,29,49,31,cyclic_256_1,cyclic_256_1,cyclic_4_1,complete_1,complete_1,cyclic_2_1,pipeline_1,unroll_8,28.5,0.4078660881124938,False
workload_2785.cpp,xczu7ev-ffvc1156-2-e,3.33,0.1522476,418,2,1,8,20,cyclic_256_1,block_128_1,cyclic_2_1,cyclic_2_1,complete_1,complete_1,unroll_2,pipeline_1,7.75,0.8174761207532619,False
workload_2786.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7863861600000001,420,2,1,5,16,cyclic_256_1,cyclic_4_1,cyclic_2_1,complete_1,cyclic_8_1,cyclic_2_1,unroll_2,unroll_2,6.0,0.3228760150644521,False
workload_2787.cpp,xczu7ev-ffvc1156-2-e,3.33,0.67300632,429,4,1,13,18,cyclic_4_1,block_512_1,cyclic_2_1,cyclic_4_1,block_4_1,complete_1,unroll_2,unroll_8,9.0,0.3677108997127738,False
workload_2788.cpp,xczu7ev-ffvc1156-2-e,3.33,0.07321005,448,12,9,10,19,cyclic_4_1,block_128_1,cyclic_2_1,cyclic_4_1,block_4_1,block_4_1,pipeline,unroll_2,12.5,1.0,True
workload_2789.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09302355,484,1,29,51,33,cyclic_256_1,cyclic_256_1,cyclic_128_1,cyclic_4_1,complete_1,cyclic_4_1,pipeline,pipeline_1,28.5,0.40782568215740866,False
workload_2790.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7916076,507,1,1,11,24,cyclic_256_1,cyclic_256_1,cyclic_128_1,block_4_1,block_2_1,cyclic_8_1,unroll_2,unroll_2,9.25,0.28783093976177754,False
workload_2791.cpp,xczu7ev-ffvc1156-2-e,3.33,0.81281304,523,2,1,9,20,cyclic_256_1,cyclic_256_1,cyclic_2_1,block_4_1,complete_1,cyclic_8_1,unroll_2,unroll_2,8.0,0.281857615054829,False
workload_2792.cpp,xczu7ev-ffvc1156-2-e,3.33,0.15155496,558,2,1,7,27,cyclic_256_1,block_2_1,block_2_1,cyclic_4_1,complete_1,block_4_1,unroll_4,pipeline,9.25,0.7864619141267439,False
workload_2793.cpp,xczu7ev-ffvc1156-2-e,3.33,0.7851074400000001,607,2,1,17,24,cyclic_256_1,cyclic_512_1,cyclic_2_1,complete_1,complete_1,cyclic_2_1,unroll_2,unroll_8,11.0,0.2752379812179012,False
workload_2794.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09118206,932,3,3,36,16,cyclic_256_1,block_4_1,cyclic_2_1,cyclic_4_1,complete_1,complete_1,pipeline,unroll_2,14.5,0.7649856050566984,False
workload_2795.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09462195,996,2,3,44,22,cyclic_256_1,block_2_1,block_64_1,cyclic_8_1,complete_1,block_4_1,pipeline_1,pipeline,17.75,0.6926392575257021,False
workload_2796.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0945919799999999,1076,2,3,38,19,cyclic_256_1,block_2_1,cyclic_128_1,block_4_1,block_2_1,cyclic_8_1,pipeline_1,pipeline,15.5,0.7452104946166745,False
workload_2797.cpp,xczu7ev-ffvc1156-2-e,3.33,0.13839147,1339,2,1,25,42,cyclic_256_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,block_2_1,cyclic_8_1,unroll,pipeline_1,17.5,0.6647938971156185,False
workload_2798.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0937295099999999,1576,2,7,99,53,cyclic_256_1,cyclic_4_1,block_512_1,complete_1,complete_1,block_4_1,pipeline,pipeline_1,40.25,0.1997109189772147,False
workload_2799.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09366291,1742,1,11,48,37,cyclic_256_1,block_128_1,cyclic_512_1,cyclic_2_1,block_2_1,cyclic_8_1,pipeline,unroll_4,24.25,0.5108593217050296,False
workload_2800.cpp,xczu7ev-ffvc1156-2-e,3.33,0.0945919799999999,2519,1,3,39,25,cyclic_256_1,block_64_1,cyclic_128_1,block_4_1,block_2_1,cyclic_8_1,pipeline_1,pipeline_1,17.0,0.713390079634966,False
workload_2801.cpp,xczu7ev-ffvc1156-2-e,3.33,0.09118206,2660,2,3,67,26,cyclic_512_1,block_2_1,cyclic_2_1,complete_1,block_4_1,cyclic_2_1,pipeline_1,pipeline_1,24.5,0.5045139044928565,False
workload_2805.cpp,xcu200-fsgd2104-2-e,10.0,0.34424,1719,1,5,1,12,block_64_1,block_32_1,block_16_1,cyclic_8_1,complete_1,block_2_1,unroll_4,pipeline,4.75,0.49013485355923325,False
workload_2806.cpp,xcu200-fsgd2104-2-e,10.0,0.28251,1831,1,1,5,9,block_2_1,block_8_1,cyclic_64_1,cyclic_8_1,cyclic_4_1,cyclic_2_1,unroll,pipeline,4.0,0.6155570616914243,False
workload_2807.cpp,xcu200-fsgd2104-2-e,10.0,0.28312,2156,1,1,5,11,block_2_1,block_128_1,cyclic_64_1,complete_1,cyclic_2_1,block_8_1,unroll,pipeline,4.5,0.5624917012891496,False
workload_2808.cpp,xcu200-fsgd2104-2-e,10.0,0.34408,610,1,9,1,8,block_8_1,block_8_1,block_32_1,complete_1,cyclic_8_1,cyclic_4_1,unroll_8,pipeline_1,4.75,0.49028244349431094,False
workload_2809.cpp,xcu200-fsgd2104-2-e,10.0,0.32112,346,1,1,1,5,cyclic_16_1,cyclic_128_1,cyclic_128_1,block_4_1,block_8_1,block_8_1,unroll_8,pipeline_1,2.0,0.732637156786657,False
workload_2810.cpp,xcu200-fsgd2104-2-e,10.0,0.2273,133,1,3,1,2,cyclic_4_1,cyclic_32_1,cyclic_64_1,complete_1,block_4_1,block_2_1,pipeline_1,unroll_8,1.75,0.9293674674258356,False
workload_2811.cpp,xcu200-fsgd2104-2-e,10.0,0.22875,280,1,2,2,4,cyclic_2_1,block_128_1,block_64_1,cyclic_2_1,cyclic_4_1,block_8_1,pipeline,unroll_4,2.25,0.8670704315609193,False
workload_2812.cpp,xcu200-fsgd2104-2-e,10.0,0.23143,433,1,2,2,4,block_4_1,block_32_1,block_16_1,cyclic_8_1,block_8_1,cyclic_4_1,pipeline_1,unroll_8,2.25,0.865267453410425,False
workload_2813.cpp,xcu200-fsgd2104-2-e,10.0,0.2807,535,1,2,4,6,block_16_1,cyclic_64_1,block_64_1,complete_1,cyclic_2_1,block_4_1,pipeline,unroll_2,3.25,0.6980330401748605,False
workload_2816.cpp,xcu200-fsgd2104-2-e,10.0,0.27384,156,1,1,1,2,cyclic_4_1,cyclic_16_1,cyclic_64_1,block_4_1,complete_1,block_4_1,unroll_4,pipeline_1,1.25,0.8584203161441812,False
workload_2817.cpp,xcu200-fsgd2104-2-e,10.0,0.32232,248,1,1,1,5,cyclic_128_1,block_2_1,cyclic_128_1,cyclic_2_1,complete_1,cyclic_2_1,unroll_4,pipeline_1,2.0,0.7302073995194365,False
workload_2818.cpp,xcu200-fsgd2104-2-e,10.0,0.2836,407,1,1,5,9,block_2_1,block_8_1,cyclic_4_1,block_8_1,complete_1,cyclic_4_1,unroll_8,pipeline_1,4.0,0.6147118089487763,False
workload_2819.cpp,xcu200-fsgd2104-2-e,10.0,0.32599,1407,1,1,3,6,cyclic_64_1,block_16_1,block_16_1,complete_1,cyclic_2_1,block_8_1,unroll,pipeline,2.75,0.6798282244692557,False
workload_2820.cpp,xcu200-fsgd2104-2-e,10.0,0.47544,157,1,1,1,2,cyclic_16_1,block_16_1,block_64_1,cyclic_8_1,block_2_1,cyclic_2_1,unroll_2,unroll_4,1.25,0.4547849556268987,False
workload_2822.cpp,xcu200-fsgd2104-2-e,10.0,0.31383,1497,1,1,3,8,cyclic_32_1,cyclic_8_1,cyclic_2_1,complete_1,cyclic_8_1,cyclic_8_1,unroll,pipeline_1,3.25,0.6574277508763388,False
workload_2823.cpp,xcu200-fsgd2104-2-e,10.0,0.26528,679,1,1,1,7,cyclic_4_1,cyclic_64_1,block_2_1,cyclic_4_1,cyclic_2_1,complete_1,unroll_32,pipeline,2.5,0.7973861550223245,False
workload_2824.cpp,xcu200-fsgd2104-2-e,10.0,0.84384,767,1,7,1,8,block_16_1,cyclic_8_1,cyclic_8_1,complete_1,block_2_1,block_8_1,unroll_8,unroll_4,4.25,0.10345180591437564,False
workload_2826.cpp,xcu200-fsgd2104-2-e,10.0,0.28261,774,1,1,1,3,cyclic_128_1,block_8_1,cyclic_128_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,unroll_2,1.5,0.8318801713773244,False
workload_2827.cpp,xcu200-fsgd2104-2-e,10.0,0.61535,2124,1,1,1,4,block_4_1,cyclic_2_1,block_64_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,unroll,unroll_2,1.75,0.2615020614090927,False
workload_2828.cpp,xcu200-fsgd2104-2-e,10.0,0.2177,107,1,2,1,1,cyclic_2_1,cyclic_32_1,cyclic_4_1,cyclic_8_1,block_4_1,cyclic_8_1,pipeline_1,unroll_2,1.25,1.0,True
workload_2830.cpp,xcu200-fsgd2104-2-e,10.0,0.31836,384,1,2,1,4,cyclic_2_1,cyclic_8_1,block_4_1,block_4_1,block_2_1,block_8_1,unroll_16,unroll_8,2.0,0.73822952091896,False
workload_2831.cpp,xcu200-fsgd2104-2-e,10.0,0.60636,350,1,1,1,4,cyclic_32_1,cyclic_2_1,cyclic_8_1,cyclic_4_1,cyclic_8_1,cyclic_8_1,unroll_16,unroll_2,1.75,0.2715272847890182,False
workload_2833.cpp,xcu200-fsgd2104-2-e,10.0,0.28804,948,1,1,8,18,block_2_1,cyclic_4_1,block_128_1,cyclic_8_1,block_4_1,block_4_1,unroll_16,pipeline,7.0,0.33348215244508517,False
workload_2834.cpp,xcu200-fsgd2104-2-e,10.0,0.84572,1569,1,1,1,13,cyclic_8_1,cyclic_8_1,block_64_1,complete_1,block_8_1,cyclic_8_1,unroll_32,unroll_4,4.0,0.103760454154093,False
workload_2835.cpp,xcu200-fsgd2104-2-e,10.0,0.27384,553,1,18,8,12,block_2_1,block_4_1,cyclic_128_1,block_4_1,cyclic_4_1,block_2_1,unroll_4,unroll,9.75,0.170958897610695,False
workload_2836.cpp,xcu200-fsgd2104-2-e,10.0,0.32232,211,1,1,1,2,cyclic_16_1,cyclic_2_1,cyclic_8_1,block_4_1,block_2_1,block_2_1,unroll_8,pipeline_1,1.25,0.7480984607633377,False
workload_2839.cpp,xcu200-fsgd2104-2-e,10.0,0.55719,3362,1,1,1,5,block_4_1,block_64_1,cyclic_2_1,cyclic_2_1,complete_1,complete_1,unroll,unroll_4,2.0,0.32993661912597605,False
workload_2840.cpp,xcu200-fsgd2104-2-e,10.0,0.22859,106,1,1,1,1,cyclic_4_1,cyclic_2_1,cyclic_16_1,cyclic_2_1,complete_1,complete_1,pipeline_1,unroll_2,1.0,0.9735591524559543,False
workload_2843.cpp,xcu200-fsgd2104-2-e,10.0,0.22953,588,1,2,5,8,block_4_1,block_128_1,block_128_1,complete_1,complete_1,cyclic_4_1,pipeline,unroll_4,4.0,0.6410405229660914,False
workload_2844.cpp,xcu200-fsgd2104-2-e,10.0,0.77924,486,1,1,1,6,cyclic_4_1,block_2_1,cyclic_128_1,cyclic_2_1,block_2_1,complete_1,unroll_16,unroll_2,2.25,0.13060824049991188,False
workload_2845.cpp,xcu200-fsgd2104-2-e,10.0,0.22863,221,1,2,1,3,cyclic_2_1,block_128_1,block_16_1,cyclic_2_1,cyclic_4_1,block_8_1,pipeline,unroll_4,1.75,0.927356101948184,False
workload_2846.cpp,xcu200-fsgd2104-2-e,10.0,0.37048,200,1,1,1,2,cyclic_128_1,block_32_1,cyclic_16_1,block_4_1,cyclic_2_1,complete_1,unroll_2,pipeline_1,1.25,0.6465250400368949,False
workload_2847.cpp,xcu200-fsgd2104-2-e,10.0,0.28061,449,1,2,2,5,block_16_1,cyclic_64_1,cyclic_8_1,complete_1,cyclic_2_1,block_4_1,pipeline,unroll_2,2.5,0.7746555779441244,False
workload_2848.cpp,xcu200-fsgd2104-2-e,10.0,0.22953,599,1,2,5,8,block_4_1,block_128_1,block_128_1,complete_1,complete_1,cyclic_4_1,pipeline,unroll_2,4.0,0.6410405229660914,False
workload_2849.cpp,xcu200-fsgd2104-2-e,10.0,0.77672,249,1,1,1,5,cyclic_128_1,block_2_1,cyclic_128_1,cyclic_2_1,complete_1,cyclic_2_1,unroll_4,unroll_2,2.0,0.1323945859969142,False
workload_2850.cpp,xcu200-fsgd2104-2-e,10.0,0.84576,1571,1,1,1,12,cyclic_8_1,cyclic_8_1,block_64_1,complete_1,block_8_1,block_2_1,unroll_32,unroll_4,3.75,0.10434171468438042,False
workload_2851.cpp,xcu200-fsgd2104-2-e,10.0,0.26587,1727,1,1,3,7,cyclic_4_1,block_128_1,block_2_1,cyclic_4_1,cyclic_2_1,block_8_1,unroll,pipeline,3.0,0.7412343171606701,False
workload_2852.cpp,xcu200-fsgd2104-2-e,10.0,0.28263,1246,1,2,2,4,block_8_1,block_8_1,cyclic_128_1,cyclic_4_1,block_2_1,complete_1,pipeline_1,unroll_2,2.25,0.7927177720924906,False
workload_2853.cpp,xcu200-fsgd2104-2-e,10.0,0.82527,2451,1,1,1,5,block_4_1,cyclic_4_1,block_128_1,cyclic_4_1,cyclic_2_1,cyclic_4_1,unroll,unroll_2,2.0,0.11290531146702099,False
workload_2854.cpp,xcu200-fsgd2104-2-e,10.0,0.8336,760,1,7,1,7,block_16_1,cyclic_8_1,cyclic_4_1,complete_1,block_2_1,block_8_1,unroll_8,unroll_4,4.0,0.10599668181645956,False
workload_2855.cpp,xcu200-fsgd2104-2-e,10.0,0.32232,253,1,1,1,3,cyclic_16_1,cyclic_2_1,block_64_1,block_4_1,block_2_1,block_2_1,unroll_8,pipeline_1,1.5,0.744280906925884,False
workload_2857.cpp,xcu200-fsgd2104-2-e,10.0,0.28804,792,1,1,8,16,block_2_1,cyclic_2_1,block_64_1,cyclic_8_1,block_4_1,block_4_1,unroll_16,pipeline,6.5,0.3732125960394832,False
workload_2858.cpp,xcu200-fsgd2104-2-e,10.0,0.54848,472,1,1,4,9,block_2_1,block_64_1,cyclic_4_1,block_8_1,complete_1,cyclic_4_1,unroll_8,unroll_4,3.75,0.3072973020145717,False
workload_2859.cpp,xcu200-fsgd2104-2-e,10.0,0.63848,286,1,1,2,6,block_2_1,block_4_1,cyclic_128_1,block_4_1,cyclic_4_1,cyclic_8_1,unroll_4,unroll_2,2.5,0.2323977218639411,False
