Version,Device,Clock_Period_nsec,Latency_msec,Synthesis_Time_sec,BRAM_Utilization_percentage,DSP_Utilization_percentage,FF_Utilization_percentage,LUT_Utilization_percentage,Array_1,Array_2,Array_3,Array_4,Array_5,OuterLoop_1,OuterLoop_2,OuterLoop_3,OuterLoop_4,InnerLoop_1_1,InnerLoop_2_1,Replicate_Count,Area,Weight,is_pareto
workload_176.cpp,xczu7ev-ffvc1156-2-e,10,0.0615,63,7,1,1,6,block_4_1,block_16_1,block_2_1,cyclic_4_1,complete_1,unroll_32,unroll_2,unroll_16,unroll_8,unroll_2,unroll_2,1,3.75,0.904927202943,False
workload_343.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,75,6,1,2,5,block_4_1,block_16_1,cyclic_128_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_2,unroll_2,1,3.5,0.913350939681,False
workload_183.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,57,10,1,1,6,block_4_1,block_16_1,cyclic_16_1,block_16_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,1,4.5,0.879919086478,False
workload_144.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,67,14,1,1,3,block_4_1,block_16_1,cyclic_16_1,block_16_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_8,unroll_2,unroll_2,1,4.75,0.871670745697,False
workload_301.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,55,14,1,1,4,block_4_1,block_16_1,cyclic_16_1,block_16_1,complete_1,unroll_2,unroll_2,unroll_8,unroll_8,pipeline_1,unroll_2,1,5,0.863466253795,False
workload_269.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,65,10,1,1,4,block_4_1,block_16_1,cyclic_16_1,block_4_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_2,pipeline_1,pipeline_1,1,4,0.896547315091,False
workload_100.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,271,12,51,59,75,block_4_1,block_16_1,cyclic_16_1,block_4_1,complete_1,unroll_64,unroll_64,unroll_64,unroll_2,unroll_2,unroll_2,1,49.25,0.102023927566,False
workload_46.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,62,11,1,1,3,block_4_1,block_16_1,cyclic_16_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_2,1,4,0.896547315091,False
workload_257.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,59,11,1,1,3,block_4_1,block_16_1,cyclic_16_1,cyclic_16_1,complete_1,unroll_2,unroll_2,unroll_64,unroll_2,unroll_2,unroll_2,1,4,0.896547315091,False
workload_300.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,61,9,1,1,3,block_4_1,block_16_1,cyclic_16_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_2,1,3.5,0.913350939557,False
workload_218.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,60,9,1,1,4,block_4_1,block_16_1,cyclic_16_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_2,pipeline_1,unroll_2,1,3.75,0.904927202842,False
workload_433.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,61,11,1,1,4,block_4_1,block_16_1,cyclic_32_1,block_16_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_8,unroll_2,unroll_2,1,4.25,0.888211276397,False
workload_107.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,72,7,1,1,7,block_4_1,block_16_1,cyclic_4_1,block_2_1,complete_1,unroll_32,unroll_2,unroll_64,unroll_2,unroll_2,unroll_2,1,4,0.896547315091,False
workload_172.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,92,12,1,2,14,block_4_1,block_32_1,cyclic_4_1,block_2_1,complete_1,unroll_64,unroll_2,unroll_64,unroll_2,unroll_2,unroll_2,1,7.25,0.791599030034,False
workload_54.cpp,xczu7ev-ffvc1156-2-e,10,5.51455,865,4,3,16,51,block_4_1,block_4_1,cyclic_4_1,block_2_1,complete_1,unroll_32,unroll_16,unroll_32,pipeline_1,unroll_2,pipeline_1,1,18.5,0.245709742623,False
workload_105.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,116,11,1,3,15,block_4_1,block_64_1,block_16_1,block_16_1,complete_1,pipeline_1,unroll_16,unroll_16,unroll_8,pipeline_1,unroll_2,1,7.5,0.783833027824,False
workload_9.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,114,11,1,3,16,block_4_1,block_64_1,block_16_1,block_16_1,complete_1,unroll_2,unroll_16,unroll_16,unroll_4,pipeline_1,unroll_2,1,7.75,0.776110874533,False
workload_260.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,75,2,1,3,11,block_4_1,cyclic_128_1,block_4_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_64,unroll_4,unroll_2,pipeline_1,1,4.25,0.888211276397,False
workload_362.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,67,1,1,8,10,block_4_1,cyclic_128_1,block_64_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_8,pipeline_1,pipeline_1,1,5,0.863466253795,False
workload_327.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,78,8,1,2,5,block_4_1,cyclic_128_1,cyclic_16_1,block_16_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_8,unroll_2,unroll_2,1,4,0.896547315194,False
workload_228.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,70,4,1,3,11,block_4_1,cyclic_128_1,cyclic_16_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_64,unroll_4,unroll_2,pipeline_1,1,4.75,0.871670745697,False
workload_286.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,75,5,1,3,10,block_4_1,cyclic_128_1,cyclic_8_1,cyclic_16_1,complete_1,unroll_2,unroll_2,unroll_64,unroll_4,unroll_2,pipeline_1,1,4.75,0.871670745697,False
workload_24.cpp,xczu7ev-ffvc1156-2-e,10,5.51455,1341,12,3,13,68,block_4_1,cyclic_2_1,cyclic_16_1,block_16_1,complete_1,unroll_2,unroll_8,unroll_32,pipeline_1,pipeline_1,pipeline_1,1,24,0.200206733135,False
workload_67.cpp,xczu7ev-ffvc1156-2-e,10,5.33002,1552,12,25,29,94,block_4_1,cyclic_32_1,block_2_1,cyclic_128_1,complete_1,unroll_4,unroll_16,unroll_2,pipeline_1,unroll_2,pipeline_1,1,40,0.108525721086,False
workload_19.cpp,xczu7ev-ffvc1156-2-e,10,5.33002,1854,12,25,28,93,block_4_1,cyclic_32_1,block_4_1,cyclic_128_1,complete_1,unroll_4,unroll_2,unroll_2,pipeline_1,unroll_2,pipeline_1,1,39.5,0.110061828355,False
workload_145.cpp,xczu7ev-ffvc1156-2-e,10,0.06155,123,7,1,5,36,block_4_1,cyclic_32_1,block_4_1,cyclic_64_1,complete_1,unroll_2,unroll_16,unroll_32,unroll_2,unroll_2,pipeline_1,1,12.25,0.644610288158,False
workload_410.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,53,2,1,1,2,block_4_1,cyclic_4_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline_1,unroll_2,1,1.5,0.982319396219,False
workload_337.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,90,3,1,5,9,block_4_1,cyclic_4_1,block_64_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_64,unroll_2,unroll_2,1,4.5,0.879919086565,False
workload_655.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,76,3,1,2,4,block_4_1,cyclic_4_1,cyclic_128_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_8,unroll_2,unroll_2,1,2.5,0.947484376233,False
workload_570.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,52,2,1,1,2,block_4_1,cyclic_4_1,cyclic_4_1,cyclic_32_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_2,unroll_2,unroll_2,1,1.5,0.982319395569,False
workload_376.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,58,2,1,1,4,block_4_1,cyclic_4_1,cyclic_64_1,cyclic_4_1,complete_1,unroll_2,unroll_2,unroll_16,unroll_8,pipeline_1,unroll_2,1,2,0.964814188296,False
workload_299.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,62,8,1,2,8,block_4_1,cyclic_64_1,cyclic_16_1,block_16_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_8,unroll_2,pipeline_1,1,4.75,0.871670745697,False
workload_240.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,57,8,1,1,4,block_4_1,cyclic_64_1,cyclic_16_1,block_16_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_8,unroll_2,unroll_2,1,3.5,0.913350939681,False
workload_290.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,62,2,1,1,8,block_4_1,cyclic_8_1,block_32_1,cyclic_2_1,complete_1,unroll_32,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,1,3,0.930329960028,False
workload_124.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,82,2,1,7,14,block_4_1,cyclic_8_1,cyclic_128_1,block_32_1,complete_1,unroll_2,unroll_2,unroll_64,unroll_4,pipeline_1,pipeline_1,1,6,0.83108677583,False
workload_516.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,69,4,1,6,13,block_4_1,cyclic_8_1,cyclic_16_1,block_128_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_4,unroll_2,pipeline_1,1,6,0.83108677583,False
workload_432.cpp,xczu7ev-ffvc1156-2-e,10,0.0615,58,7,1,1,3,block_4_1,cyclic_8_1,cyclic_16_1,cyclic_16_1,complete_1,unroll_32,unroll_2,unroll_16,unroll_8,unroll_2,unroll_2,1,3,0.93032996001,False
workload_431.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,54,5,2,1,2,block_4_1,cyclic_8_1,cyclic_16_1,cyclic_2_1,complete_1,pipeline_1,pipeline_1,unroll_4,unroll_8,unroll_2,pipeline_1,1,2.5,0.94748437602,False
workload_322.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,68,4,1,1,5,block_4_1,cyclic_8_1,cyclic_16_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_4,unroll_2,pipeline_1,1,2.75,0.938885243648,False
workload_369.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,55,4,1,1,5,block_4_1,cyclic_8_1,cyclic_16_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_8,unroll_2,pipeline_1,1,2.75,0.938885243648,False
workload_242.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,62,4,1,1,6,block_4_1,cyclic_8_1,cyclic_16_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_4,unroll_2,pipeline_1,1,3,0.930329960028,False
workload_182.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,61,5,1,1,6,block_4_1,cyclic_8_1,cyclic_16_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_64,unroll_2,unroll_2,pipeline_1,1,3.25,0.921818525233,False
workload_1.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,70,5,1,1,6,block_4_1,cyclic_8_1,cyclic_16_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_64,unroll_4,unroll_2,pipeline_1,1,3.25,0.921818525372,False
workload_379.cpp,xczu7ev-ffvc1156-2-e,10,0.0615,60,5,1,1,4,block_4_1,cyclic_8_1,cyclic_32_1,cyclic_16_1,complete_1,unroll_32,unroll_2,unroll_16,unroll_8,unroll_2,unroll_2,1,2.75,0.938885243628,False
workload_403.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,54,2,1,1,5,block_4_1,cyclic_8_1,cyclic_32_1,cyclic_2_1,complete_1,unroll_2,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,1,2.25,0.956127357782,False
workload_463.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,59,2,1,1,8,block_4_1,cyclic_8_1,cyclic_4_1,block_64_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_8,unroll_2,pipeline_1,1,3,0.930329960028,False
workload_499.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,56,2,1,1,6,block_4_1,cyclic_8_1,cyclic_64_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_4,unroll_2,pipeline_1,1,2.5,0.947484376233,False
workload_351.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,61,2,1,2,7,block_4_1,cyclic_8_1,cyclic_64_1,cyclic_2_1,complete_1,unroll_32,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,1,3,0.930329960028,False
workload_480.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,55,3,1,1,4,block_4_1,cyclic_8_1,cyclic_8_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_4,unroll_2,pipeline_1,1,2.25,0.956127357782,False
workload_157.cpp,xczu7ev-ffvc1156-2-e,10,0.06155,649,5,1,6,46,block_64_1,block_128_1,cyclic_128_1,block_16_1,complete_1,unroll_64,pipeline_1,unroll_8,unroll_2,unroll_2,pipeline_1,1,14.5,0.584187644244,False
workload_59.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,875,1,1,11,55,block_64_1,block_128_1,cyclic_128_1,block_32_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_32,pipeline_1,unroll_2,1,17,0.521217024923,False
workload_116.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,617,1,1,10,55,block_64_1,block_128_1,cyclic_128_1,block_32_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_8,pipeline_1,unroll_2,1,16.75,0.527316766521,False
workload_155.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,641,2,1,4,45,block_64_1,block_128_1,cyclic_16_1,cyclic_2_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_8,unroll_2,unroll_2,1,13,0.624074766256,False
workload_252.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,60,3,1,2,7,block_64_1,block_16_1,cyclic_8_1,cyclic_32_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,1,3.25,0.921818525233,False
workload_392.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,68,1,1,6,12,block_64_1,block_4_1,block_32_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_32,unroll_8,unroll_2,pipeline_1,1,5,0.863466253795,False
workload_416.cpp,xczu7ev-ffvc1156-2-e,10,0.0615,83,1,1,2,16,block_64_1,block_4_1,block_32_1,cyclic_2_1,complete_1,unroll_32,unroll_2,unroll_8,unroll_4,unroll_2,unroll_2,1,5,0.863466253786,False
workload_113.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,121,6,15,35,28,block_64_1,block_4_1,cyclic_16_1,cyclic_16_1,complete_1,pipeline_1,unroll_16,unroll_64,unroll_8,unroll_2,unroll_2,1,21,0.429584618537,False
workload_16.cpp,xczu7ev-ffvc1156-2-e,10,0.06153,211,2,13,35,37,block_64_1,block_4_1,cyclic_4_1,block_2_1,complete_1,unroll_32,unroll_16,unroll_64,unroll_8,unroll_2,unroll_2,1,21.75,0.413653237828,False
workload_133.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,84,1,1,3,9,block_64_1,block_4_1,cyclic_4_1,cyclic_128_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_8,pipeline_1,pipeline_1,1,3.5,0.913350939681,False
workload_386.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,63,2,1,1,6,block_64_1,block_4_1,cyclic_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_8,pipeline_1,unroll_2,1,2.5,0.947484376233,False
workload_236.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,365,1,1,10,33,block_64_1,block_64_1,block_64_1,cyclic_128_1,complete_1,unroll_32,unroll_2,unroll_64,unroll_64,pipeline_1,pipeline_1,1,11.25,0.672604869746,False
workload_82.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,66,2,1,4,9,block_64_1,cyclic_128_1,block_2_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_4,unroll_8,pipeline_1,unroll_2,1,4,0.896547315194,False
workload_190.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,146,1,2,9,24,block_64_1,cyclic_128_1,block_32_1,cyclic_32_1,complete_1,unroll_32,pipeline_1,unroll_64,unroll_4,unroll_2,unroll_2,1,9,0.738157842512,False
workload_234.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,139,1,2,5,18,block_64_1,cyclic_128_1,block_32_1,cyclic_32_1,complete_1,unroll_32,pipeline_1,unroll_8,unroll_4,unroll_2,unroll_2,1,6.5,0.815160130636,False
workload_61.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,155,1,2,9,29,block_64_1,cyclic_128_1,block_32_1,cyclic_32_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_4,unroll_2,unroll_2,1,10.25,0.701301034648,False
workload_5.cpp,xczu7ev-ffvc1156-2-e,10,0.06155,96,5,1,6,14,block_64_1,cyclic_128_1,cyclic_128_1,block_16_1,complete_1,pipeline_1,unroll_2,unroll_8,unroll_2,unroll_2,pipeline_1,1,6.5,0.815160130424,False
workload_171.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,170,1,2,10,19,block_64_1,cyclic_128_1,cyclic_128_1,block_32_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_32,pipeline_1,unroll_2,1,8,0.768432570206,False
workload_224.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,172,1,2,10,19,block_64_1,cyclic_128_1,cyclic_128_1,block_32_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_32,unroll_2,unroll_2,1,8,0.768432570166,False
workload_137.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,178,1,1,10,21,block_64_1,cyclic_128_1,cyclic_128_1,block_32_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_32,pipeline_1,unroll_2,1,8.25,0.760798114844,False
workload_84.cpp,xczu7ev-ffvc1156-2-e,10,0.06155,86,1,1,7,13,block_64_1,cyclic_128_1,cyclic_128_1,cyclic_128_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_2,unroll_2,pipeline_1,1,5.5,0.847188816617,False
workload_206.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,86,1,2,7,14,block_64_1,cyclic_128_1,cyclic_128_1,cyclic_128_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_4,pipeline_1,pipeline_1,1,6,0.83108677583,False
workload_127.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,93,1,2,7,14,block_64_1,cyclic_128_1,cyclic_128_1,cyclic_128_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_4,unroll_2,pipeline_1,1,6,0.831086775771,False
workload_266.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,100,1,2,7,14,block_64_1,cyclic_128_1,cyclic_128_1,cyclic_128_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_8,unroll_2,pipeline_1,1,6,0.831086775771,False
workload_169.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,96,1,2,7,14,block_64_1,cyclic_128_1,cyclic_128_1,cyclic_128_1,complete_1,pipeline_1,pipeline_1,unroll_64,unroll_8,unroll_2,unroll_2,1,6,0.831086775771,False
workload_249.cpp,xczu7ev-ffvc1156-2-e,10,0.06155,81,1,1,7,12,block_64_1,cyclic_128_1,cyclic_128_1,cyclic_128_1,complete_1,pipeline_1,pipeline_1,unroll_8,unroll_2,pipeline_1,unroll_2,1,5.25,0.855305610574,False
workload_212.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,93,1,2,7,12,block_64_1,cyclic_128_1,cyclic_128_1,cyclic_128_1,complete_1,pipeline_1,pipeline_1,unroll_8,unroll_8,pipeline_1,unroll_2,1,5.5,0.847188816817,False
workload_179.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,91,1,1,7,18,block_64_1,cyclic_128_1,cyclic_128_1,cyclic_128_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_4,unroll_2,pipeline_1,1,6.75,0.807262581436,False
workload_175.cpp,xczu7ev-ffvc1156-2-e,10,0.06155,142,1,1,6,25,block_64_1,cyclic_128_1,cyclic_128_1,cyclic_32_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_2,unroll_2,unroll_2,1,8.25,0.760798114689,False
workload_185.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,79,5,1,4,13,block_64_1,cyclic_128_1,cyclic_4_1,block_16_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_16,unroll_2,pipeline_1,1,5.75,0.839115871812,False
workload_274.cpp,xczu7ev-ffvc1156-2-e,10,0.06155,85,1,1,6,15,block_64_1,cyclic_128_1,cyclic_4_1,cyclic_128_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,pipeline_1,1,5.75,0.839115871624,False
workload_101.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,137,1,2,5,23,block_64_1,cyclic_128_1,cyclic_4_1,cyclic_32_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_8,unroll_2,unroll_2,1,7.75,0.776110874491,False
workload_273.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,223,1,2,9,25,block_64_1,cyclic_128_1,cyclic_64_1,block_32_1,complete_1,unroll_32,pipeline_1,unroll_64,unroll_32,pipeline_1,unroll_2,1,9.25,0.730698783043,False
workload_695.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,59,1,1,2,6,block_64_1,cyclic_2_1,block_64_1,cyclic_2_1,complete_1,unroll_2,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,2.5,0.94748437602,False
workload_42.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,88,8,1,6,14,block_64_1,cyclic_2_1,cyclic_16_1,block_16_1,complete_1,unroll_2,unroll_8,unroll_64,unroll_8,pipeline_1,unroll_2,1,7.25,0.791599030034,False
workload_147.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,135,2,1,3,17,block_64_1,cyclic_2_1,cyclic_64_1,block_16_1,complete_1,unroll_32,unroll_4,pipeline_1,unroll_32,pipeline_1,pipeline_1,1,5.75,0.839115871812,False
workload_153.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,69,1,2,2,6,block_64_1,cyclic_4_1,block_2_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_16,unroll_32,pipeline_1,unroll_2,1,2.75,0.938885243467,False
workload_502.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,64,1,1,2,10,block_64_1,cyclic_4_1,block_32_1,cyclic_32_1,complete_1,unroll_2,unroll_2,unroll_8,unroll_4,unroll_2,pipeline_1,1,3.5,0.913350939681,False
workload_457.cpp,xczu7ev-ffvc1156-2-e,10,0.0615,93,1,1,6,18,block_64_1,cyclic_4_1,block_32_1,cyclic_32_1,complete_1,unroll_32,unroll_2,unroll_16,unroll_8,unroll_2,unroll_2,1,6.5,0.81516013063,False
workload_345.cpp,xczu7ev-ffvc1156-2-e,10,0.0615,94,1,1,6,22,block_64_1,cyclic_4_1,block_32_1,cyclic_32_1,complete_1,unroll_32,unroll_2,unroll_64,unroll_4,unroll_2,unroll_2,1,7.5,0.783833027819,False
workload_261.cpp,xczu7ev-ffvc1156-2-e,10,0.0615,90,1,1,2,16,block_64_1,cyclic_4_1,block_32_1,cyclic_32_1,complete_1,unroll_32,unroll_2,unroll_8,unroll_4,unroll_2,unroll_2,1,5,0.863466253786,False
workload_244.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,72,1,1,5,8,block_64_1,cyclic_4_1,block_4_1,block_32_1,complete_1,pipeline_1,unroll_2,unroll_16,unroll_32,pipeline_1,unroll_2,1,3.75,0.904927202955,False
workload_307.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,79,1,1,3,10,block_64_1,cyclic_4_1,block_4_1,cyclic_128_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_4,pipeline_1,unroll_2,1,3.75,0.904927202955,False
workload_268.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,69,4,1,1,9,block_64_1,cyclic_4_1,block_4_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_4,unroll_2,pipeline_1,1,3.75,0.904927202842,False
workload_492.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,58,1,1,1,4,block_64_1,cyclic_4_1,block_4_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_8,pipeline_1,pipeline_1,2,1.75,0.973544867775,False
workload_631.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,54,2,1,1,4,block_64_1,cyclic_4_1,block_8_1,cyclic_2_1,complete_1,pipeline_1,unroll_2,pipeline_1,unroll_2,pipeline_1,pipeline_1,1,2,0.964814187975,False
workload_204.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,79,1,1,4,11,block_64_1,cyclic_4_1,cyclic_128_1,cyclic_128_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_4,unroll_2,unroll_2,1,4.25,0.888211276397,False
workload_296.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,78,1,2,3,9,block_64_1,cyclic_4_1,cyclic_128_1,cyclic_4_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_4,unroll_2,unroll_2,1,3.75,0.904927202955,False
workload_298.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,66,3,1,1,6,block_64_1,cyclic_4_1,cyclic_2_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_2,pipeline_1,unroll_2,1,2.75,0.938885243467,False
workload_275.cpp,xczu7ev-ffvc1156-2-e,10,0.06149,82,1,1,4,10,block_64_1,cyclic_4_1,cyclic_64_1,cyclic_128_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_4,unroll_2,unroll_2,1,4,0.896547315194,False
workload_342.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,64,4,1,1,5,block_64_1,cyclic_4_1,cyclic_8_1,cyclic_16_1,complete_1,pipeline_1,unroll_2,unroll_64,unroll_2,unroll_2,unroll_2,1,2.75,0.938885243467,False
workload_187.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,254,1,1,6,36,block_64_1,cyclic_64_1,block_2_1,cyclic_64_1,complete_1,unroll_64,unroll_16,unroll_2,unroll_32,pipeline_1,unroll_2,1,11,0.679713137505,False
workload_221.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,277,1,1,6,37,block_64_1,cyclic_64_1,block_32_1,cyclic_64_1,complete_1,unroll_64,unroll_16,pipeline_1,unroll_32,pipeline_1,unroll_2,1,11.25,0.67260486972,False
workload_136.cpp,xczu7ev-ffvc1156-2-e,10,0.06155,86,3,1,7,14,block_64_1,cyclic_64_1,block_4_1,block_8_1,complete_1,unroll_8,pipeline_1,unroll_64,unroll_2,unroll_2,unroll_2,1,6.25,0.823101528527,False
workload_328.cpp,xczu7ev-ffvc1156-2-e,10,0.06152,78,1,1,2,7,block_64_1,cyclic_64_1,block_4_1,cyclic_4_1,complete_1,unroll_2,pipeline_1,unroll_32,unroll_2,pipeline_1,unroll_2,1,2.75,0.938885243467,False
workload_423.cpp,xczu7ev-ffvc1156-2-e,10,0.06155,134,1,1,8,31,block_64_1,cyclic_64_1,block_64_1,cyclic_2_1,complete_1,unroll_64,pipeline_1,unroll_64,unroll_2,pipeline_1,pipeline_1,1,10.25,0.701301034561,False
